size_cutoff,reserved,num_blocks,alpha,gamma,delta,vega,theta,large_block_size,large_exam_weight,large_block_weight,large_size_1,large_cutoff_freedom,tradeoff,flpens,objective_0,objective_1,objective_2,objective_3,objective_4,objective_5,objective_6,objective_7
212.0,4.0,22.0,37.94701129198074,34.080917835235596,8.525105714797974,7.133225798606873,8.98581326007843,1114.7460713982582,17.70530492067337,43.531882762908936,306.1643958091736,2.4552602767944336,0.7798340916633606,0.28458237648010254,-124.0,-400.0,-2112.0,-2715.0,-984.0,-673.0,-15.948929663608563,-28533.0
252.0,4.0,21.0,84.33841526508331,35.96590459346771,2.0194685459136963,3.2771530747413635,7.072855830192566,1793.7397956848145,50.46527981758118,9.22488123178482,241.3807988166809,1.3222415447235107,0.6772081851959229,0.29717233777046204,-112.0,-382.0,-1954.0,-2979.0,-992.0,-723.0,-15.96880733944954,-23642.0
286.0,4.0,23.0,51.45372003316879,41.646917164325714,8.446561098098755,3.6805185675621033,2.3185335099697113,1757.0724487304688,1.2315522879362106,59.11530256271362,235.85224449634552,1.4429796934127808,0.7770814895629883,0.8272075653076172,-109.0,-342.0,-1922.0,-2668.0,-1137.0,-651.0,-16.46960244648318,-36677.0
265.0,0.0,20.0,60.84701716899872,28.359977900981903,1.2803244590759277,5.9748804569244385,7.710763216018677,1122.4105954170227,74.79240298271179,27.533996105194092,251.74437165260315,1.9498213529586792,0.8764577507972717,0.6323884129524231,-143.0,-476.0,-1848.0,-3374.0,-770.0,-635.0,-15.444831804281346,-27380.0
269.65171098709106,1.3745086789131165,23.892441272735596,67.63704001903534,48.497842252254486,8.616777062416077,3.332851529121399,3.5273349285125732,1031.21891990304,83.2628071308136,55.562520027160645,389.34406042099,1.6500455141067505,0.14542023837566376,0.010533744469285011,-72.0,-275.0,-1431.0,-3197.0,-1213.0,-812.0,-16.99663608562691,-42961.0
206.0,4.0,21.0,84.4871973991394,12.036334127187729,2.720179855823517,6.652649641036987,4.767337441444397,1373.2366263866425,98.82292747497559,35.1889431476593,212.9441201686859,0.3148844242095947,0.9871821403503418,0.9586835503578186,-75.0,-330.0,-1475.0,-2601.0,-936.0,-750.0,-15.982935779816513,-31125.0
251.0,2.0,23.0,32.67760783433914,14.93200808763504,3.9119890332221985,4.3296268582344055,0.5761437490582466,1612.1646761894226,29.690325260162354,14.728015661239624,212.49761283397675,3.1377294063568115,0.7540233135223389,0.9700759053230286,-75.0,-324.0,-2129.0,-2677.0,-852.0,-689.0,-16.254556574923548,-40595.0
212.0,4.0,22.0,27.475790679454803,23.89193668961525,2.868560552597046,0.5854276567697525,4.294055998325348,1383.512169122696,37.827861309051514,71.93406820297241,319.13052797317505,1.9177019596099854,0.8003943562507629,0.10008268058300018,-119.0,-311.0,-2229.0,-2932.0,-1235.0,-670.0,-16.60256880733945,-30579.0
250.0,2.0,21.0,35.61832815408707,44.74527359008789,8.712565898895264,5.013644099235535,8.990771770477295,1151.9225239753723,63.97857069969177,99.74945187568665,344.9275851249695,3.349039316177368,0.9556130766868591,0.8240761160850525,-97.0,-290.0,-1907.0,-3030.0,-1038.0,-790.0,-16.9017125382263,-47165.0
208.0,6.0,20.0,34.24900144338608,15.038331523537636,2.432992458343506,1.3567163050174713,3.6443185806274414,1782.1601629257202,56.059664487838745,56.500011682510376,273.3877182006836,1.2503275871276855,0.15819254517555237,0.477257639169693,-132.0,-466.0,-1784.0,-3495.0,-1164.0,-701.0,-15.836452599388378,-26625.0
227.0,2.0,22.0,61.686317920684814,5.768653126433492,7.482622861862183,0.30747629702091217,9.727559089660645,1435.9142184257507,38.231152296066284,62.60664463043213,267.66701340675354,0.18811213970184326,0.9770606160163879,0.02276729792356491,-100.0,-348.0,-1890.0,-2848.0,-1130.0,-622.0,-16.8102752293578,-33921.0
231.0,3.0,20.0,92.79803276062012,49.608974158763885,8.217096328735352,6.63165807723999,4.365851581096649,1398.086041212082,12.047624588012695,29.630565643310547,265.8287048339844,1.3286737203598022,0.11637509614229202,0.0882183313369751,-112.0,-397.0,-1625.0,-3308.0,-1230.0,-630.0,-16.422507645259937,-27467.0
