Exam Group,Exam Block,adj_block
MLG75,9,9
MLG78,9,9
1-11329,5,5
1-20641,1,1
1-8910,2,2
1-1827,13,13
1-18613,3,3
1-6296,16,16
1-3523,11,11
1-3362,6,6
1-0031,11,11
MLG65,5,5
1-4319,12,12
1-6035,1,1
1-1131,17,17
MLG32,14,14
1-8188,14,14
1-17758,12,12
1-3052,13,13
1-2282,2,2
1-19229,2,2
MLG63,11,11
MLG50,20,20
1-9417,12,12
1-9498,21,21
1-9761,6,6
1-4760,17,17
1-9831,12,12
1-4417,10,10
1-6611,6,6
1-0008,18,18
1-1462,13,13
1-10785,21,21
1-7682,3,3
MLG48,16,16
1-5163,16,16
1-8544,1,1
1-5197,12,12
1-6594,5,5
MLG62,8,8
1-1580,4,4
1-6916,1,1
1-6918,2,2
1-6919,20,20
MLG14,4,4
1-7874,13,13
1-7213,1,1
1-6561,21,21
1-4640,2,2
1-7004,6,6
1-2335,8,8
1-18558,18,18
1-8551,6,6
1-9270,21,21
1-6974,7,7
MLG68,18,18
1-10539,11,11
MLG49,8,8
1-0278,14,14
MLG64,14,14
MLG30,10,10
1-9609,1,1
1-7819,3,3
1-2423,4,4
1-6787,1,1
1-9963,21,21
1-9808,10,10
1-0303,19,19
MLG60,9,9
1-18709,1,1
1-7204,18,18
1-5744,16,16
1-1770,20,20
1-4682,15,15
1-3104,5,5
1-17907,6,6
1-8421,8,8
MLG53,7,7
1-9645,16,16
MLG12,14,14
MLG15,20,20
1-6858,14,14
1-8314,19,19
1-8285,3,3
1-1957,19,19
1-18203,19,19
1-10451,18,18
1-6216,4,4
1-6692,7,7
1-8172,2,2
1-8398,7,7
1-6878,10,10
1-7122,18,18
1-4700,6,6
1-6006,15,15
1-4355,11,11
1-9379,8,8
1-2701,3,3
1-6693,1,1
1-3141,21,21
1-7614,3,3
1-6914,12,12
1-5654,3,3
MLG59,8,8
1-9610,2,2
1-5161,2,2
1-6980,17,17
MLG10,16,16
MLG72,8,8
MLG52,20,20
1-19166,18,18
MLG11,12,12
1-3447,17,17
1-3217,17,17
1-6538,3,3
1-3534,6,6
1-7152,6,6
1-3106,1,1
1-1935,5,5
1-2297,8,8
1-4098,2,2
1-8529,15,15
1-8397,3,3
1-0272,6,6
1-17790,16,16
1-8186,4,4
1-8503,9,9
1-7182,15,15
1-2545,11,11
1-7993,7,7
1-9651,16,16
1-1183,16,16
1-1989,8,8
1-10060,3,3
1-5913,1,1
1-5981,18,18
1-13247,7,7
1-6228,7,7
1-8578,13,13
1-1204,9,9
1-9794,9,9
1-9518,4,4
1-9452,5,5
1-8400,8,8
1-18234,10,10
1-19205,10,10
1-9055,11,11
1-9394,7,7
1-9286,3,3
1-1005,1,1
1-10038,17,17
1-4390,9,9
1-9491,3,3
MLG31,9,9
1-5980,1,1
1-8678,4,4
1-6900,4,4
1-11350,4,4
1-9578,2,2
1-3551,1,1
MLG09,2,2
1-6028,1,1
1-1836,14,14
1-3265,10,10
MLG08,5,5
1-3176,10,10
1-8493,21,21
1-19915,14,14
1-8627,3,3
1-0292,9,9
1-18487,19,19
1-20012,1,1
1-9076,6,6
1-5425,2,2
1-4747,11,11
1-6227,9,9
1-6909,20,20
1-8532,10,10
1-18935,11,11
1-3206,4,4
1-9697,15,15
1-3033,17,17
1-8094,5,5
1-11206,2,2
1-6531,13,13
1-5036,17,17
1-18028,5,5
1-1850,14,14
1-4926,4,4
1-2034,1,1
1-19549,20,20
1-5282,16,16
1-9861,19,19
1-9338,15,15
1-3175,3,3
1-5002,1,1
1-5531,11,11
1-6718,2,2
1-6217,16,16
1-4847,15,15
1-5891,3,3
1-19447,10,10
1-7530,6,6
1-9457,4,4
1-5990,1,1
1-9971,20,20
1-4494,3,3
1-9576,10,10
1-9436,9,9
1-5413,9,9
1-5424,14,14
1-1191,6,6
1-5803,16,16
1-5799,2,2
1-19567,13,13
1-7527,5,5
MLG67,9,9
1-3087,17,17
1-4842,5,5
1-19568,11,11
1-9838,2,2
MLG46,11,11
1-5555,20,20
1-10444,1,1
1-3646,18,18
1-10951,17,17
1-9806,2,2
1-0055,3,3
1-5914,1,1
1-0027,8,8
1-9455,6,6
1-0003,18,18
1-21192,12,12
1-9034,2,2
1-19927,16,16
