Exam Group,Exam Block,adj_block
1-7019,5,5
MLG54,8,8
1-4020,10,10
1-1177,5,5
MLG51,6,6
1-8157,11,11
1-19004,11,11
1-7866,7,7
1-18377,18,18
1-5530,8,8
1-6743,15,15
1-3516,9,9
1-4855,15,15
1-20578,15,15
1-3108,5,5
1-7521,20,20
1-3139,13,13
1-1769,2,2
1-7441,5,5
1-10978,10,10
1-2324,10,10
1-3584,17,17
MLG13,13,13
1-5172,21,21
1-0296,7,7
1-3647,10,10
1-6734,17,17
1-19924,16,16
1-8826,13,13
P-16616,19,19
1-9497,4,4
1-1317,2,2
1-4531,13,13
MLG75,11,11
MLG78,16,16
1-11329,18,18
1-20641,4,4
1-8910,6,6
1-1827,7,7
1-18613,1,1
1-6296,20,20
1-3523,17,17
1-3362,9,9
1-0031,7,7
MLG65,14,14
1-4319,2,2
1-6035,4,4
1-1131,14,14
MLG32,16,16
1-8188,5,5
1-17758,2,2
1-3052,13,13
1-2282,10,10
1-19229,19,19
MLG63,17,17
MLG50,6,6
1-9417,2,2
1-9498,7,7
1-9761,17,17
1-4760,17,17
1-9831,2,2
1-4417,20,20
1-6611,10,10
1-0008,20,20
1-1462,13,13
1-10785,5,5
1-7682,18,18
MLG48,21,21
1-5163,6,6
1-8544,3,3
1-5197,2,2
1-6594,1,1
MLG62,18,18
1-1580,7,7
1-6916,6,6
1-6918,13,13
1-6919,4,4
MLG14,15,15
1-7874,21,21
1-7213,4,4
1-6561,19,19
1-4640,9,9
1-7004,9,9
1-2335,3,3
1-18558,7,7
1-8551,13,13
1-9270,21,21
1-6974,19,19
MLG68,11,11
1-10539,16,16
MLG49,16,16
1-0278,16,16
MLG64,10,10
MLG30,20,20
1-9609,20,20
1-7819,5,5
1-2423,20,20
1-6787,19,19
1-9963,21,21
1-9808,20,20
1-0303,5,5
MLG60,18,18
1-18709,4,4
1-7204,3,3
1-5744,6,6
1-1770,1,1
1-4682,14,14
1-3104,11,11
1-17907,9,9
1-8421,15,15
MLG53,5,5
1-9645,3,3
MLG12,5,5
MLG15,18,18
1-6858,2,2
1-8314,5,5
1-8285,10,10
1-1957,12,12
1-18203,11,11
1-10451,15,15
1-6216,8,8
1-6692,3,3
1-8172,11,11
1-8398,8,8
1-6878,1,1
1-7122,3,3
1-4700,14,14
1-6006,9,9
1-4355,11,11
1-9379,14,14
1-2701,19,19
1-6693,4,4
1-3141,21,21
1-7614,13,13
1-6914,2,2
1-5654,12,12
MLG59,14,14
1-9610,3,3
1-5161,12,12
1-6980,8,8
MLG10,11,11
MLG72,15,15
MLG52,8,8
1-19166,19,19
MLG11,2,2
1-3447,14,14
1-3217,19,19
1-6538,6,6
1-3534,9,9
1-7152,9,9
1-3106,4,4
1-1935,15,15
1-2297,19,19
1-4098,10,10
1-8529,5,5
1-8397,6,6
1-0272,9,9
1-17790,3,3
1-8186,7,7
1-8503,1,1
1-7182,16,16
1-2545,7,7
1-7993,5,5
1-9651,1,1
1-1183,1,1
1-1989,3,3
1-10060,2,2
1-5913,4,4
1-5981,6,6
1-13247,15,15
1-6228,1,1
1-8578,5,5
1-1204,16,16
1-9794,3,3
1-9518,20,20
1-9452,16,16
1-8400,7,7
1-18234,10,10
1-19205,1,1
1-9055,18,18
1-9394,3,3
1-9286,12,12
1-1005,4,4
1-10038,8,8
1-4390,13,13
1-9491,19,19
MLG31,1,1
1-5980,4,4
1-8678,5,5
1-6900,3,3
1-11350,7,7
1-9578,10,10
1-3551,2,2
MLG09,14,14
1-6028,4,4
1-1836,1,1
1-3265,14,14
MLG08,7,7
1-3176,2,2
1-8493,2,2
1-19915,1,1
1-8627,11,11
1-0292,20,20
1-18487,14,14
1-20012,14,14
1-9076,9,9
1-5425,2,2
1-4747,21,21
1-6227,16,16
1-6909,8,8
1-8532,20,20
1-18935,10,10
1-3206,7,7
1-9697,17,17
1-3033,14,14
1-8094,17,17
1-11206,7,7
1-6531,5,5
1-5036,4,4
1-18028,18,18
1-1850,3,3
1-4926,5,5
1-2034,4,4
1-19549,17,17
1-5282,8,8
1-9861,5,5
1-9338,11,11
1-3175,12,12
1-5002,4,4
1-5531,13,13
1-6718,12,12
1-6217,17,17
1-4847,12,12
1-5891,12,12
1-19447,11,11
1-7530,9,9
1-9457,10,10
1-5990,1,1
1-9971,14,14
1-4494,11,11
1-9576,20,20
1-9436,4,4
1-5413,19,19
1-5424,2,2
1-1191,15,15
1-5803,19,19
1-5799,14,14
1-19567,1,1
1-7527,16,16
MLG67,19,19
1-3087,2,2
1-4842,3,3
1-19568,16,16
1-9838,6,6
MLG46,6,6
1-5555,6,6
1-10444,4,4
1-3646,7,7
1-10951,16,16
1-9806,1,1
1-0055,12,12
1-5914,3,3
1-0027,4,4
1-9455,1,1
1-0003,3,3
1-21192,16,16
1-9034,1,1
1-19927,6,6
