Exam Group,Exam Block,adj_block
72-11994,1,1
1-7321,11,11
1-20167,22,22
1-9156,9,9
1-2382,1,1
1-8328,12,12
1-9770,9,9
1-9553,19,19
1-9253,18,18
1-2670,1,1
1-9646,18,18
1-8646,1,1
1-9839,8,8
MLG39,2,2
1-4634,6,6
1-9902,6,6
1-8988,6,6
1-1250,15,15
1-9733,2,2
1-8018,4,4
1-9752,6,6
1-7058,15,15
1-10468,20,20
1-9938,20,20
1-7842,13,13
1-5406,5,5
1-10922,9,9
1-18563,6,6
1-0053,22,22
1-19839,4,4
1-9887,6,6
1-9630,1,1
1-9416,10,10
1-5653,2,2
MLG73,6,6
1-8023,14,14
1-4149,4,4
1-0205,10,10
1-9227,10,10
1-9650,15,15
1-9996,8,8
1-3068,3,3
1-17835,12,12
1-4361,5,5
1-3089,15,15
1-8450,21,21
1-18371,14,14
MLG07,12,12
MLG29,22,22
1-8113,8,8
1-7024,14,14
1-9667,6,6
1-9855,13,13
1-7042,12,12
MLG33,18,18
1-19448,17,17
1-20791,7,7
1-1015,12,12
MLG57,5,5
1-6647,2,2
MLG56,21,21
1-20467,14,14
1-2400,4,4
1-6931,13,13
1-9333,3,3
1-7268,2,2
1-21195,4,4
1-4649,7,7
1-8379,2,2
1-9946,5,5
1-9277,10,10
1-9504,14,14
1-9516,12,12
1-3596,8,8
1-0129,16,16
1-1942,7,7
1-8623,2,2
1-6927,20,20
P-0009,5,5
1-11330,17,17
1-2103,18,18
1-6181,6,6
MLG44,18,18
1-7839,4,4
1-1390,19,19
1-7897,9,9
1-1570,16,16
1-3589,7,7
1-0033,3,3
1-3216,8,8
1-9495,5,5
1-4051,21,21
1-10762,21,21
MLG43,19,19
1-7608,8,8
1-9995,2,2
1-1608,15,15
1-3535,9,9
1-4136,1,1
1-18615,21,21
1-3587,12,12
1-9836,14,14
1-8590,4,4
1-1592,17,17
1-8341,10,10
MLG02,6,6
1-9997,22,22
1-8066,6,6
1-3509,6,6
1-3639,15,15
1-9404,20,20
1-8352,2,2
1-7019,3,3
MLG54,7,7
1-4020,15,15
1-1177,3,3
MLG51,5,5
1-8157,2,2
1-19004,13,13
1-7866,11,11
1-18377,7,7
1-5530,19,19
1-6743,2,2
1-3516,12,12
1-4855,8,8
1-20578,1,1
1-3108,8,8
1-7521,4,4
1-3139,10,10
1-1769,1,1
1-7441,7,7
1-10978,10,10
1-2324,14,14
1-3584,22,22
MLG13,10,10
1-5172,16,16
1-0296,7,7
1-3647,7,7
1-6734,2,2
1-19924,8,8
1-8826,12,12
P-16616,9,9
1-9497,22,22
1-1317,20,20
1-4531,10,10
MLG75,17,17
MLG78,18,18
1-11329,14,14
1-20641,3,3
1-8910,10,10
1-1827,10,10
1-18613,2,2
1-6296,6,6
1-3523,11,11
1-3362,12,12
1-0031,18,18
MLG65,8,8
1-4319,20,20
1-6035,3,3
1-1131,7,7
MLG32,1,1
1-8188,1,1
1-17758,20,20
1-3052,10,10
1-2282,15,15
1-19229,20,20
MLG63,18,18
MLG50,21,21
1-9417,1,1
1-9498,18,18
1-9761,10,10
1-4760,7,7
1-9831,3,3
1-4417,6,6
1-6611,12,12
1-0008,8,8
1-1462,10,10
1-10785,16,16
1-7682,2,2
MLG48,15,15
1-5163,4,4
1-8544,13,13
1-5197,20,20
1-6594,15,15
MLG62,19,19
1-1580,11,11
1-6916,17,17
1-6918,12,12
1-6919,22,22
MLG14,19,19
1-7874,16,16
1-7213,3,3
1-6561,16,16
1-4640,12,12
1-7004,12,12
1-2335,2,2
1-18558,11,11
1-8551,12,12
1-9270,16,16
1-6974,13,13
MLG68,17,17
1-10539,8,8
MLG49,13,13
1-0278,7,7
MLG64,18,18
MLG30,6,6
1-9609,2,2
1-7819,14,14
1-2423,6,6
1-6787,18,18
1-9963,16,16
1-9808,6,6
1-0303,13,13
MLG60,17,17
1-18709,17,17
1-7204,15,15
1-5744,10,10
1-1770,5,5
1-4682,1,1
1-3104,21,21
1-17907,12,12
1-8421,16,16
MLG53,13,13
1-9645,7,7
MLG12,1,1
MLG15,21,21
1-6858,19,19
1-8314,2,2
1-8285,18,18
1-1957,9,9
1-18203,4,4
1-10451,1,1
1-6216,11,11
1-6692,9,9
1-8172,9,9
1-8398,5,5
1-6878,6,6
1-7122,4,4
1-4700,17,17
1-6006,10,10
1-4355,11,11
1-9379,19,19
1-2701,4,4
1-6693,22,22
1-3141,16,16
1-7614,2,2
1-6914,15,15
1-5654,7,7
MLG59,3,3
1-9610,9,9
1-5161,13,13
1-6980,16,16
MLG10,3,3
MLG72,1,1
MLG52,3,3
1-19166,8,8
MLG11,20,20
1-3447,7,7
1-3217,9,9
1-6538,9,9
1-3534,12,12
1-7152,1,1
1-3106,13,13
1-1935,21,21
1-2297,20,20
1-4098,17,17
1-8529,14,14
1-8397,16,16
1-0272,12,12
1-17790,20,20
1-8186,13,13
1-8503,4,4
1-7182,19,19
1-2545,11,11
1-7993,10,10
1-9651,7,7
1-1183,2,2
1-1989,9,9
1-10060,1,1
1-5913,9,9
1-5981,18,18
1-13247,4,4
1-6228,17,17
1-8578,20,20
1-1204,1,1
1-9794,14,14
1-9518,8,8
1-9452,4,4
1-8400,18,18
1-18234,8,8
1-19205,5,5
1-9055,10,10
1-9394,15,15
1-9286,13,13
1-1005,22,22
1-10038,14,14
1-4390,10,10
1-9491,4,4
MLG31,1,1
1-5980,1,1
1-8678,17,17
1-6900,19,19
1-11350,11,11
1-9578,5,5
1-3551,18,18
MLG09,8,8
1-6028,5,5
1-1836,1,1
1-3265,11,11
MLG08,19,19
1-3176,16,16
1-8493,19,19
1-19915,2,2
1-8627,3,3
1-0292,6,6
1-18487,17,17
1-20012,11,11
1-9076,3,3
1-5425,8,8
1-4747,4,4
1-6227,18,18
1-6909,8,8
1-8532,17,17
1-18935,19,19
1-3206,1,1
1-9697,16,16
1-3033,5,5
1-8094,1,1
1-11206,20,20
1-6531,4,4
1-5036,7,7
1-18028,21,21
1-1850,19,19
1-4926,18,18
1-2034,14,14
1-19549,1,1
1-5282,1,1
1-9861,19,19
1-9338,17,17
1-3175,11,11
1-5002,22,22
1-5531,3,3
1-6718,5,5
1-6217,3,3
1-4847,17,17
1-5891,17,17
1-19447,5,5
1-7530,12,12
1-9457,15,15
1-5990,2,2
1-9971,21,21
1-4494,2,2
1-9576,8,8
1-9436,7,7
1-5413,4,4
1-5424,5,5
1-1191,15,15
1-5803,3,3
1-5799,4,4
1-19567,1,1
1-7527,3,3
MLG67,18,18
1-3087,2,2
1-4842,15,15
1-19568,14,14
1-9838,17,17
MLG46,3,3
1-5555,5,5
1-10444,6,6
1-3646,5,5
1-10951,14,14
1-9806,7,7
1-0055,5,5
1-5914,3,3
1-0027,22,22
1-9455,13,13
1-0003,2,2
1-21192,11,11
1-9034,11,11
1-19927,13,13
