Exam Group,Exam Block,adj_block
1-9496,11,11
1-8074,4,4
1-8906,7,7
72-11994,1,1
1-7321,10,10
1-20167,8,8
1-9156,4,4
1-2382,7,7
1-8328,19,19
1-9770,4,4
1-9553,20,20
1-9253,14,14
1-2670,4,4
1-9646,16,16
1-8646,8,8
1-9839,1,1
MLG39,2,2
1-4634,5,5
1-9902,5,5
1-8988,2,2
1-1250,11,11
1-9733,15,15
1-8018,7,7
1-9752,3,3
1-7058,11,11
1-10468,17,17
1-9938,17,17
1-7842,18,18
1-5406,7,7
1-10922,14,14
1-18563,6,6
1-0053,21,21
1-19839,5,5
1-9887,11,11
1-9630,1,1
1-9416,3,3
1-5653,2,2
MLG73,5,5
1-8023,14,14
1-4149,6,6
1-0205,3,3
1-9227,3,3
1-9650,2,2
1-9996,5,5
1-3068,19,19
1-17835,5,5
1-4361,9,9
1-3089,10,10
1-8450,4,4
1-18371,4,4
MLG07,3,3
MLG29,21,21
1-8113,15,15
1-7024,7,7
1-9667,2,2
1-9855,16,16
1-7042,3,3
MLG33,7,7
1-19448,4,4
1-20791,19,19
1-1015,18,18
MLG57,10,10
1-6647,10,10
MLG56,20,20
1-20467,12,12
1-2400,5,5
1-6931,14,14
1-9333,4,4
1-7268,18,18
1-21195,9,9
1-4649,21,21
1-8379,1,1
1-9946,1,1
1-9277,3,3
1-9504,2,2
1-9516,3,3
1-3596,9,9
1-0129,6,6
1-1942,3,3
1-8623,14,14
1-6927,17,17
P-0009,1,1
1-11330,8,8
1-2103,13,13
1-6181,5,5
MLG44,12,12
1-7839,12,12
1-1390,7,7
1-7897,4,4
1-1570,6,6
1-3589,3,3
1-0033,6,6
1-3216,9,9
1-9495,1,1
1-4051,20,20
1-10762,7,7
MLG43,2,2
1-7608,3,3
1-9995,7,7
1-1608,11,11
1-3535,4,4
1-4136,1,1
1-18615,1,1
1-3587,19,19
1-9836,1,1
1-8590,4,4
1-1592,7,7
1-8341,1,1
MLG02,5,5
1-9997,6,6
1-8066,5,5
1-3509,10,10
1-3639,18,18
1-9404,17,17
1-8352,11,11
1-7019,1,1
MLG54,18,18
1-4020,4,4
1-1177,16,16
MLG51,10,10
1-8157,4,4
1-19004,5,5
1-7866,13,13
1-18377,14,14
1-5530,3,3
1-6743,17,17
1-3516,19,19
1-4855,2,2
1-20578,11,11
1-3108,12,12
1-7521,4,4
1-3139,11,11
1-1769,16,16
1-7441,7,7
1-10978,14,14
1-2324,20,20
1-3584,8,8
MLG13,3,3
1-5172,6,6
1-0296,9,9
1-3647,19,19
1-6734,7,7
1-19924,6,6
1-8826,3,3
P-16616,17,17
1-9497,8,8
1-1317,17,17
1-4531,3,3
MLG75,14,14
MLG78,16,16
1-11329,7,7
1-20641,2,2
1-8910,6,6
1-1827,1,1
1-18613,3,3
1-6296,5,5
1-3523,13,13
1-3362,16,16
1-0031,18,18
MLG65,18,18
1-4319,17,17
1-6035,8,8
1-1131,19,19
MLG32,12,12
1-8188,10,10
1-17758,9,9
1-3052,3,3
1-2282,2,2
1-19229,1,1
MLG63,13,13
MLG50,18,18
1-9417,17,17
1-9498,6,6
1-9761,14,14
1-4760,2,2
1-9831,17,17
1-4417,5,5
1-6611,19,19
1-0008,5,5
1-1462,3,3
1-10785,7,7
1-7682,15,15
MLG48,2,2
1-5163,1,1
1-8544,4,4
1-5197,17,17
1-6594,3,3
MLG62,9,9
1-1580,15,15
1-6916,21,21
1-6918,2,2
1-6919,8,8
MLG14,15,15
1-7874,3,3
1-7213,8,8
1-6561,6,6
1-4640,16,16
1-7004,19,19
1-2335,4,4
1-18558,9,9
1-8551,3,3
1-9270,6,6
1-6974,4,4
MLG68,14,14
1-10539,12,12
MLG49,10,10
1-0278,13,13
MLG64,21,21
MLG30,1,1
1-9609,8,8
1-7819,12,12
1-2423,5,5
1-6787,2,2
1-9963,6,6
1-9808,5,5
1-0303,20,20
MLG60,11,11
1-18709,8,8
1-7204,2,2
1-5744,1,1
1-1770,12,12
1-4682,16,16
1-3104,15,15
1-17907,19,19
1-8421,15,15
MLG53,7,7
1-9645,11,11
MLG12,7,7
MLG15,2,2
1-6858,17,17
1-8314,13,13
1-8285,12,12
1-1957,15,15
1-18203,4,4
1-10451,1,1
1-6216,9,9
1-6692,4,4
1-8172,4,4
1-8398,2,2
1-6878,5,5
1-7122,2,2
1-4700,8,8
1-6006,3,3
1-4355,13,13
1-9379,21,21
1-2701,4,4
1-6693,8,8
1-3141,6,6
1-7614,11,11
1-6914,3,3
1-5654,5,5
MLG59,21,21
1-9610,10,10
1-5161,10,10
1-6980,7,7
MLG10,11,11
MLG72,5,5
MLG52,18,18
1-19166,1,1
MLG11,17,17
1-3447,11,11
1-3217,1,1
1-6538,12,12
1-3534,19,19
1-7152,19,19
1-3106,21,21
1-1935,18,18
1-2297,15,15
1-4098,5,5
1-8529,2,2
1-8397,10,10
1-0272,16,16
1-17790,18,18
1-8186,4,4
1-8503,8,8
1-7182,2,2
1-2545,13,13
1-7993,2,2
1-9651,1,1
1-1183,4,4
1-1989,12,12
1-10060,17,17
1-5913,14,14
1-5981,21,21
1-13247,4,4
1-6228,15,15
1-8578,9,9
1-1204,16,16
1-9794,7,7
1-9518,5,5
1-9452,16,16
1-8400,1,1
1-18234,1,1
1-19205,15,15
1-9055,1,1
1-9394,4,4
1-9286,12,12
1-1005,8,8
1-10038,10,10
1-4390,20,20
1-9491,1,1
MLG31,16,16
1-5980,11,11
1-8678,18,18
1-6900,10,10
1-11350,2,2
1-9578,5,5
1-3551,18,18
MLG09,2,2
1-6028,1,1
1-1836,2,2
1-3265,13,13
MLG08,16,16
1-3176,2,2
1-8493,9,9
1-19915,6,6
1-8627,12,12
1-0292,14,14
1-18487,14,14
1-20012,4,4
1-9076,5,5
1-5425,17,17
1-4747,13,13
1-6227,6,6
1-6909,15,15
1-8532,1,1
1-18935,21,21
1-3206,13,13
1-9697,6,6
1-3033,12,12
1-8094,13,13
1-11206,11,11
1-6531,7,7
1-5036,5,5
1-18028,21,21
1-1850,4,4
1-4926,1,1
1-2034,4,4
1-19549,5,5
1-5282,18,18
1-9861,2,2
1-9338,17,17
1-3175,2,2
1-5002,8,8
1-5531,14,14
1-6718,12,12
1-6217,9,9
1-4847,15,15
1-5891,11,11
1-19447,5,5
1-7530,19,19
1-9457,15,15
1-5990,1,1
1-9971,8,8
1-4494,12,12
1-9576,3,3
1-9436,18,18
1-5413,10,10
1-5424,6,6
1-1191,18,18
1-5803,2,2
1-5799,2,2
1-19567,11,11
1-7527,2,2
MLG67,1,1
1-3087,10,10
1-4842,2,2
1-19568,16,16
1-9838,14,14
MLG46,1,1
1-5555,17,17
1-10444,15,15
1-3646,18,18
1-10951,7,7
1-9806,10,10
1-0055,18,18
1-5914,7,7
1-0027,14,14
1-9455,1,1
1-0003,16,16
1-21192,8,8
1-9034,3,3
1-19927,9,9
