Exam Group,Exam Block,adj_block
MLG68,5,5
1-10539,15,15
MLG49,14,14
1-0278,19,19
MLG64,9,9
MLG30,2,2
1-9609,18,18
1-7819,17,17
1-2423,2,2
1-6787,8,8
1-9963,1,1
1-9808,10,10
1-0303,17,17
MLG60,13,13
1-18709,2,2
1-7204,2,2
1-5744,16,16
1-1770,8,8
1-4682,1,1
1-3104,6,6
1-17907,19,19
1-8421,13,13
MLG53,14,14
1-9645,17,17
MLG12,20,20
MLG15,12,12
1-6858,4,4
1-8314,5,5
1-8285,7,7
1-1957,16,16
1-18203,11,11
1-10451,2,2
1-6216,7,7
1-6692,16,16
1-8172,20,20
1-8398,14,14
1-6878,10,10
1-7122,12,12
1-4700,1,1
1-6006,3,3
1-4355,15,15
1-9379,2,2
1-2701,19,19
1-6693,18,18
1-3141,1,1
1-7614,15,15
1-6914,13,13
1-5654,8,8
MLG59,11,11
1-9610,9,9
1-5161,7,7
1-6980,12,12
MLG10,9,9
MLG72,17,17
MLG52,12,12
1-19166,6,6
MLG11,4,4
1-3447,3,3
1-3217,2,2
1-6538,16,16
1-3534,19,19
1-7152,19,19
1-3106,2,2
1-1935,3,3
1-2297,4,4
1-4098,10,10
1-8529,13,13
1-8397,1,1
1-0272,19,19
1-17790,4,4
1-8186,5,5
1-8503,3,3
1-7182,15,15
1-2545,15,15
1-7993,1,1
1-9651,14,14
1-1183,6,6
1-1989,16,16
1-10060,4,4
1-5913,10,10
1-5981,12,12
1-13247,15,15
1-6228,6,6
1-8578,13,13
1-1204,16,16
1-9794,16,16
1-9518,2,2
1-9452,11,11
1-8400,15,15
1-18234,10,10
1-19205,18,18
1-9055,1,1
1-9394,16,16
1-9286,21,21
1-1005,13,13
1-10038,11,11
1-4390,3,3
1-9491,2,2
MLG31,11,11
1-5980,18,18
1-8678,2,2
1-6900,17,17
1-11350,7,7
1-9578,8,8
1-3551,4,4
MLG09,11,11
1-6028,2,2
1-1836,3,3
1-3265,7,7
MLG08,21,21
1-3176,4,4
1-8493,21,21
1-19915,1,1
1-8627,7,7
1-0292,10,10
1-18487,3,3
1-20012,1,1
1-9076,2,2
1-5425,4,4
1-4747,17,17
1-6227,14,14
1-6909,7,7
1-8532,9,9
1-18935,3,3
1-3206,2,2
1-9697,1,1
1-3033,2,2
1-8094,15,15
1-11206,1,1
1-6531,11,11
1-5036,4,4
1-18028,11,11
1-1850,11,11
1-4926,5,5
1-2034,20,20
1-19549,1,1
1-5282,1,1
1-9861,2,2
1-9338,14,14
1-3175,8,8
1-5002,18,18
1-5531,3,3
1-6718,2,2
1-6217,4,4
1-4847,14,14
1-5891,5,5
1-19447,2,2
1-7530,19,19
1-9457,2,2
1-5990,3,3
1-9971,3,3
1-4494,20,20
1-9576,13,13
1-9436,2,2
1-5413,2,2
1-5424,3,3
1-1191,19,19
1-5803,11,11
1-5799,20,20
1-19567,1,1
1-7527,3,3
MLG67,17,17
1-3087,7,7
1-4842,7,7
1-19568,5,5
1-9838,1,1
MLG46,1,1
1-5555,8,8
1-10444,2,2
1-3646,5,5
1-10951,9,9
1-9806,11,11
1-0055,2,2
1-5914,1,1
1-0027,5,5
1-9455,1,1
1-0003,18,18
1-21192,3,3
1-9034,20,20
1-19927,10,10
