Exam Group,Exam Block,adj_block
1-0358,9,9
1-6543,7,7
1-5929,2,2
1-10232,18,18
1-7070,14,14
MLG42,5,5
MLG55,19,19
1-8427,3,3
1-8622,20,20
1-8488,2,2
1-9643,4,4
1-19286,5,5
1-2573,5,5
1-1833,8,8
1-9283,14,14
1-9110,1,1
1-8576,18,18
1-9465,2,2
1-9712,10,10
1-9549,6,6
1-1972,4,4
1-5515,10,10
1-7863,16,16
1-2294,13,13
MLG45,17,17
P-16454,1,1
1-8928,6,6
1-7744,7,7
MLG06,6,6
1-7453,1,1
1-17657,4,4
1-0001,5,5
MLG58,13,13
1-7005,9,9
1-9870,12,12
1-9500,5,5
1-1350,14,14
1-18994,1,1
1-9447,11,11
1-8634,19,19
1-6061,3,3
1-7599,10,10
1-10696,1,1
1-19813,7,7
MLG41,17,17
1-8067,4,4
1-9137,1,1
1-9740,1,1
1-7721,10,10
MLG40,2,2
1-4929,15,15
1-9655,9,9
1-9606,4,4
1-5043,16,16
1-8100,2,2
1-8573,4,4
1-9588,3,3
MLG38,1,1
1-4910,11,11
1-8042,14,14
1-10948,15,15
1-7525,8,8
1-4052,1,1
1-0037,1,1
1-8641,13,13
1-7752,1,1
1-9496,12,12
1-8074,8,8
1-8906,2,2
72-11994,14,14
1-7321,5,5
1-20167,12,12
1-9156,8,8
1-2382,1,1
1-8328,2,2
1-9770,13,13
1-9553,16,16
1-9253,8,8
1-2670,17,17
1-9646,12,12
1-8646,16,16
1-9839,5,5
MLG39,1,1
1-4634,2,2
1-9902,20,20
1-8988,3,3
1-1250,3,3
1-9733,1,1
1-8018,3,3
1-9752,1,1
1-7058,16,16
1-10468,4,4
1-9938,4,4
1-7842,17,17
1-5406,18,18
1-10922,14,14
1-18563,11,11
1-0053,12,12
1-19839,10,10
1-9887,3,3
1-9630,1,1
1-9416,13,13
1-5653,4,4
MLG73,2,2
1-8023,18,18
1-4149,6,6
1-0205,15,15
1-9227,15,15
1-9650,2,2
1-9996,19,19
1-3068,18,18
1-17835,18,18
1-4361,5,5
1-3089,3,3
1-8450,3,3
1-18371,8,8
MLG07,3,3
MLG29,12,12
1-8113,3,3
1-7024,7,7
1-9667,1,1
1-9855,1,1
1-7042,5,5
MLG33,17,17
1-19448,2,2
1-20791,14,14
1-1015,2,2
MLG57,19,19
1-6647,17,17
MLG56,18,18
1-20467,17,17
1-2400,2,2
1-6931,14,14
1-9333,9,9
1-7268,14,14
1-21195,13,13
1-4649,15,15
1-8379,1,1
1-9946,1,1
1-9277,15,15
1-9504,18,18
1-9516,15,15
1-3596,1,1
1-0129,16,16
1-1942,3,3
1-8623,6,6
1-6927,4,4
P-0009,8,8
1-11330,1,1
1-2103,20,20
1-6181,11,11
MLG44,9,9
1-7839,9,9
1-1390,1,1
1-7897,2,2
1-1570,16,16
1-3589,5,5
1-0033,9,9
1-3216,1,1
1-9495,3,3
1-4051,15,15
1-10762,13,13
MLG43,1,1
1-7608,11,11
1-9995,9,9
1-1608,14,14
1-3535,8,8
1-4136,1,1
1-18615,1,1
1-3587,18,18
1-9836,5,5
1-8590,7,7
1-1592,2,2
1-8341,15,15
MLG02,11,11
1-9997,3,3
1-8066,11,11
1-3509,19,19
1-3639,4,4
1-9404,4,4
1-8352,8,8
1-7019,11,11
MLG54,20,20
1-4020,14,14
1-1177,2,2
MLG51,20,20
1-8157,3,3
1-19004,6,6
1-7866,10,10
1-18377,2,2
1-5530,3,3
1-6743,4,4
1-3516,6,6
1-4855,14,14
1-20578,20,20
1-3108,18,18
1-7521,1,1
1-3139,3,3
1-1769,20,20
1-7441,2,2
1-10978,11,11
1-2324,14,14
1-3584,12,12
MLG13,9,9
1-5172,16,16
1-0296,10,10
1-3647,15,15
1-6734,16,16
1-19924,19,19
1-8826,19,19
P-16616,17,17
1-9497,12,12
1-1317,4,4
1-4531,15,15
MLG75,5,5
MLG78,17,17
1-11329,13,13
1-20641,12,12
1-8910,3,3
1-1827,6,6
1-18613,13,13
1-6296,11,11
1-3523,10,10
1-3362,2,2
1-0031,4,4
MLG65,20,20
1-4319,4,4
1-6035,3,3
1-1131,20,20
MLG32,17,17
1-8188,19,19
1-17758,4,4
1-3052,15,15
1-2282,1,1
1-19229,3,3
MLG63,9,9
MLG50,13,13
1-9417,4,4
1-9498,5,5
1-9761,20,20
1-4760,10,10
1-9831,4,4
1-4417,11,11
1-6611,2,2
1-0008,11,11
1-1462,15,15
1-10785,16,16
1-7682,1,1
MLG48,3,3
1-5163,1,1
1-8544,12,12
1-5197,4,4
1-6594,1,1
MLG62,13,13
1-1580,10,10
1-6916,12,12
1-6918,2,2
1-6919,6,6
MLG14,13,13
1-7874,16,16
1-7213,1,1
1-6561,17,17
1-4640,2,2
1-7004,6,6
1-2335,17,17
1-18558,10,10
1-8551,2,2
1-9270,16,16
1-6974,7,7
MLG68,5,5
1-10539,14,14
MLG49,19,19
1-0278,2,2
MLG64,17,17
MLG30,11,11
1-9609,13,13
1-7819,7,7
1-2423,5,5
1-6787,19,19
1-9963,16,16
1-9808,9,9
1-0303,7,7
MLG60,2,2
1-18709,12,12
1-7204,1,1
1-5744,13,13
1-1770,13,13
1-4682,19,19
1-3104,3,3
1-17907,2,2
1-8421,16,16
MLG53,7,7
1-9645,9,9
MLG12,19,19
MLG15,13,13
1-6858,4,4
1-8314,16,16
1-8285,14,14
1-1957,8,8
1-18203,17,17
1-10451,10,10
1-6216,16,16
1-6692,8,8
1-8172,17,17
1-8398,3,3
1-6878,11,11
1-7122,8,8
1-4700,6,6
1-6006,2,2
1-4355,9,9
1-9379,17,17
1-2701,8,8
1-6693,12,12
1-3141,16,16
1-7614,10,10
1-6914,3,3
1-5654,1,1
MLG59,7,7
1-9610,6,6
1-5161,7,7
1-6980,19,19
MLG10,9,9
MLG72,3,3
MLG52,20,20
1-19166,15,15
MLG11,4,4
1-3447,3,3
1-3217,3,3
1-6538,8,8
1-3534,6,6
1-7152,18,18
1-3106,12,12
1-1935,15,15
1-2297,4,4
1-4098,2,2
1-8529,9,9
1-8397,2,2
1-0272,6,6
1-17790,15,15
1-8186,7,7
1-8503,1,1
1-7182,10,10
1-2545,10,10
1-7993,3,3
1-9651,19,19
1-1183,19,19
1-1989,17,17
1-10060,13,13
1-5913,1,1
1-5981,7,7
1-13247,3,3
1-6228,1,1
1-8578,1,1
1-1204,2,2
1-9794,8,8
1-9518,13,13
1-9452,1,1
1-8400,7,7
1-18234,11,11
1-19205,2,2
1-9055,2,2
1-9394,8,8
1-9286,14,14
1-1005,3,3
1-10038,19,19
1-4390,3,3
1-9491,14,14
MLG31,3,3
1-5980,12,12
1-8678,6,6
1-6900,18,18
1-11350,10,10
1-9578,1,1
1-3551,4,4
MLG09,1,1
1-6028,3,3
1-1836,13,13
1-3265,2,2
MLG08,2,2
1-3176,2,2
1-8493,16,16
1-19915,9,9
1-8627,14,14
1-0292,11,11
1-18487,3,3
1-20012,2,2
1-9076,5,5
1-5425,4,4
1-4747,16,16
1-6227,3,3
1-6909,18,18
1-8532,3,3
1-18935,5,5
1-3206,8,8
1-9697,1,1
1-3033,3,3
1-8094,10,10
1-11206,10,10
1-6531,5,5
1-5036,12,12
1-18028,18,18
1-1850,1,1
1-4926,12,12
1-2034,6,6
1-19549,10,10
1-5282,3,3
1-9861,6,6
1-9338,4,4
1-3175,14,14
1-5002,12,12
1-5531,18,18
1-6718,14,14
1-6217,4,4
1-4847,6,6
1-5891,14,14
1-19447,1,1
1-7530,9,9
1-9457,2,2
1-5990,17,17
1-9971,7,7
1-4494,14,14
1-9576,2,2
1-9436,20,20
1-5413,1,1
1-5424,5,5
1-1191,8,8
1-5803,5,5
1-5799,3,3
1-19567,2,2
1-7527,5,5
MLG67,7,7
1-3087,4,4
1-4842,2,2
1-19568,14,14
1-9838,1,1
MLG46,9,9
1-5555,1,1
1-10444,11,11
1-3646,1,1
1-10951,15,15
1-9806,16,16
1-0055,3,3
1-5914,18,18
1-0027,12,12
1-9455,6,6
1-0003,12,12
1-21192,2,2
1-9034,2,2
1-19927,11,11
