i,j,k,count
5,8,1,28
5,8,7,19
5,8,16,21
16,13,1,28
16,13,7,40
16,13,5,25
16,13,8,39
16,1,13,28
16,1,7,25
16,1,5,12
16,1,8,14
16,7,13,40
16,7,1,25
16,7,5,20
16,7,8,21
16,5,13,25
16,5,1,12
16,5,7,20
16,5,8,21
16,8,13,39
16,8,1,14
16,8,7,21
16,8,5,21
8,13,1,30
8,13,7,30
8,13,5,46
8,13,16,39
8,1,13,30
8,1,7,13
8,1,5,28
8,1,16,14
8,7,13,30
8,7,1,13
8,7,5,19
8,7,16,21
8,5,13,46
8,5,1,28
8,5,7,19
8,5,16,21
8,16,13,39
8,16,1,14
8,16,7,21
8,16,5,21
8,9,4,7
8,9,12,19
8,4,9,7
8,4,13,15
8,4,12,18
8,13,4,15
8,13,12,43
8,12,9,19
8,12,4,18
8,12,13,43
9,8,4,7
9,8,12,19
9,4,8,7
9,4,13,10
9,4,12,16
9,13,4,10
9,13,12,48
9,12,8,19
9,12,4,16
9,12,13,48
4,8,9,7
4,8,13,15
4,8,12,18
4,9,8,7
4,9,13,10
4,9,12,16
4,13,8,15
4,13,9,10
4,12,8,18
4,12,9,16
13,8,4,15
13,8,12,43
13,9,4,10
13,9,12,48
13,4,8,15
13,4,9,10
13,12,8,43
13,12,9,48
12,8,9,19
12,8,4,18
12,8,13,43
12,9,8,19
12,9,4,16
12,9,13,48
12,4,8,18
12,4,9,16
12,13,8,43
12,13,9,48
20,4,18,52
20,4,10,13
20,18,4,52
20,18,10,21
20,10,4,13
20,10,18,21
4,20,18,52
4,20,10,13
4,18,20,52
4,18,10,22
4,10,20,13
4,10,18,22
18,20,4,52
18,20,10,21
18,4,20,52
18,4,10,22
18,10,20,21
18,10,4,22
10,20,4,13
10,20,18,21
10,4,20,13
10,4,18,22
10,18,20,21
10,18,4,22
10,13,7,38
10,7,13,38
13,10,7,38
13,7,10,38
7,10,13,38
7,13,10,38
21,10,17,49
21,17,10,49
10,21,17,49
10,17,21,49
17,21,10,49
17,10,21,49
8,11,2,10
8,2,11,10
11,8,2,10
11,2,8,10
2,8,11,10
2,11,8,10
4,9,18,20
4,18,9,20
9,4,18,20
9,18,4,20
18,4,9,20
18,9,4,20
13,6,11,40
13,11,6,40
6,13,11,40
6,11,13,40
11,13,6,40
11,6,13,40
21,13,6,79
21,6,13,79
21,6,5,61
21,5,6,61
13,21,6,79
13,6,21,79
13,6,5,71
13,5,6,71
6,21,13,79
6,21,5,61
6,13,21,79
6,13,5,71
6,5,21,61
6,5,13,71
5,21,6,61
5,13,6,71
5,6,21,61
5,6,13,71
9,5,14,7
9,5,2,11
9,14,5,7
9,2,5,11
5,9,14,7
5,9,2,11
5,14,9,7
5,14,2,17
5,2,9,11
5,2,14,17
14,9,5,7
14,5,9,7
14,5,2,17
14,2,5,17
2,9,5,11
2,5,9,11
2,5,14,17
2,14,5,17
10,4,2,33
10,2,4,33
4,10,2,33
4,2,10,33
2,10,4,33
2,4,10,33
1,6,11,35
1,6,5,62
1,11,6,35
1,11,5,41
1,5,6,62
1,5,11,41
6,1,11,35
6,1,5,62
6,11,1,35
6,11,5,36
6,5,1,62
6,5,11,36
11,1,6,35
11,1,5,41
11,6,1,35
11,6,5,36
11,5,1,41
11,5,6,36
5,1,6,62
5,1,11,41
5,6,1,62
5,6,11,36
5,11,1,41
5,11,6,36
19,20,12,18
19,20,8,37
19,12,20,18
19,12,8,18
19,8,20,37
19,8,12,18
20,19,12,18
20,19,8,37
20,12,19,18
20,12,8,20
20,8,19,37
20,8,12,20
12,19,20,18
12,19,8,18
12,20,19,18
12,20,8,20
12,8,19,18
12,8,20,20
8,19,20,37
8,19,12,18
8,20,19,37
8,20,12,20
8,12,19,18
8,12,20,20
3,12,14,20
3,14,12,20
12,3,14,20
12,14,3,20
14,3,12,20
14,12,3,20
1,3,20,39
1,20,3,39
3,1,20,39
3,20,1,39
20,1,3,39
20,3,1,39
4,12,7,22
4,7,12,22
12,4,7,22
12,7,4,22
7,4,12,22
7,12,4,22
13,9,5,15
13,5,9,15
9,13,5,15
9,5,13,15
5,13,9,15
5,9,13,15
1,21,7,29
1,7,21,29
21,1,7,29
21,7,1,29
7,1,21,29
7,21,1,29
21,4,5,33
21,4,1,37
21,5,4,33
21,5,1,35
21,1,4,37
21,1,5,35
4,21,5,33
4,21,1,37
4,5,21,33
4,5,1,36
4,1,21,37
4,1,5,36
5,21,4,33
5,21,1,35
5,4,21,33
5,4,1,36
5,1,21,35
5,1,4,36
1,21,4,37
1,21,5,35
1,4,21,37
1,4,5,36
1,5,21,35
1,5,4,36
10,3,2,47
10,13,2,37
10,2,3,47
10,2,13,37
3,10,2,47
3,13,2,26
3,2,10,47
3,2,13,26
13,10,2,37
13,3,2,26
13,2,10,37
13,2,3,26
2,10,3,47
2,10,13,37
2,3,10,47
2,3,13,26
2,13,10,37
2,13,3,26
6,20,15,19
6,20,17,12
6,15,20,19
6,15,17,9
6,17,20,12
6,17,15,9
20,6,15,19
20,6,17,12
20,15,6,19
20,15,17,6
20,17,6,12
20,17,15,6
15,6,20,19
15,6,17,9
15,20,6,19
15,20,17,6
15,17,6,9
15,17,20,6
17,6,20,12
17,6,15,9
17,20,6,12
17,20,15,6
17,15,6,9
17,15,20,6
12,5,11,53
12,11,5,53
5,12,11,53
5,11,12,53
11,12,5,53
11,5,12,53
21,8,11,18
21,11,8,18
8,21,11,18
8,11,21,18
11,21,8,18
11,8,21,18
21,6,12,123
21,12,6,123
6,21,12,123
6,12,21,123
12,21,6,123
12,6,21,123
21,13,11,50
21,6,11,60
21,11,13,50
21,11,6,60
13,21,11,50
13,11,21,50
6,21,11,60
6,11,21,60
11,21,13,50
11,21,6,60
11,13,21,50
11,6,21,60
18,1,20,26
18,1,9,19
18,1,11,16
18,20,1,26
18,20,9,22
18,20,11,26
18,9,1,19
18,9,20,22
18,9,11,13
18,11,1,16
18,11,20,26
18,11,9,13
1,18,20,26
1,18,9,19
1,18,11,16
1,20,18,26
1,20,9,20
1,20,11,32
1,9,18,19
1,9,20,20
1,9,11,23
1,11,18,16
1,11,20,32
1,11,9,23
20,18,1,26
20,18,9,22
20,18,11,26
20,1,18,26
20,1,9,20
20,1,11,32
20,9,18,22
20,9,1,20
20,9,11,16
20,11,18,26
20,11,1,32
20,11,9,16
9,18,1,19
9,18,20,22
9,18,11,13
9,1,18,19
9,1,20,20
9,1,11,23
9,20,18,22
9,20,1,20
9,20,11,16
9,11,18,13
9,11,1,23
9,11,20,16
11,18,1,16
11,18,20,26
11,18,9,13
11,1,18,16
11,1,20,32
11,1,9,23
11,20,18,26
11,20,1,32
11,20,9,16
11,9,18,13
11,9,1,23
11,9,20,16
8,14,16,4
8,14,20,9
8,14,12,10
8,16,14,4
8,16,20,28
8,16,12,12
8,20,14,9
8,20,16,28
8,12,14,10
8,12,16,12
14,8,16,4
14,8,20,9
14,8,12,10
14,16,8,4
14,16,20,49
14,16,12,44
14,20,8,9
14,20,16,49
14,20,12,22
14,12,8,10
14,12,16,44
14,12,20,22
16,8,14,4
16,8,20,28
16,8,12,12
16,14,8,4
16,14,20,49
16,14,12,44
16,20,8,28
16,20,14,49
16,20,12,29
16,12,8,12
16,12,14,44
16,12,20,29
20,8,14,9
20,8,16,28
20,14,8,9
20,14,16,49
20,14,12,22
20,16,8,28
20,16,14,49
20,16,12,29
20,12,14,22
20,12,16,29
12,8,14,10
12,8,16,12
12,14,8,10
12,14,16,44
12,14,20,22
12,16,8,12
12,16,14,44
12,16,20,29
12,20,14,22
12,20,16,29
3,10,16,6
3,16,10,6
10,3,16,6
10,16,3,6
16,3,10,6
16,10,3,6
7,1,2,51
7,1,6,45
7,2,1,51
7,2,6,31
7,6,1,45
7,6,2,31
1,7,2,51
1,7,6,45
1,2,7,51
1,2,6,32
1,6,7,45
1,6,2,32
2,7,1,51
2,7,6,31
2,1,7,51
2,1,6,32
2,6,7,31
2,6,1,32
6,7,1,45
6,7,2,31
6,1,7,45
6,1,2,32
6,2,7,31
6,2,1,32
2,3,14,20
2,14,3,20
3,2,14,20
3,14,2,20
14,2,3,20
14,3,2,20
12,15,18,57
12,18,15,57
15,12,18,57
15,18,12,57
18,12,15,57
18,15,12,57
12,8,1,43
12,1,8,43
8,12,1,43
8,1,12,43
1,12,8,43
1,8,12,43
13,5,3,58
13,5,12,69
13,5,2,42
13,3,5,58
13,12,5,69
13,12,2,37
13,2,5,42
13,2,12,37
5,13,3,58
5,13,12,69
5,13,2,42
5,3,13,58
5,3,12,63
5,3,2,47
5,12,13,69
5,12,3,63
5,12,2,34
5,2,13,42
5,2,3,47
5,2,12,34
3,13,5,58
3,5,13,58
3,5,12,63
3,5,2,47
3,12,5,63
3,12,2,71
3,2,5,47
3,2,12,71
12,13,5,69
12,13,2,37
12,5,13,69
12,5,3,63
12,5,2,34
12,3,5,63
12,3,2,71
12,2,13,37
12,2,5,34
12,2,3,71
2,13,5,42
2,13,12,37
2,5,13,42
2,5,3,47
2,5,12,34
2,3,5,47
2,3,12,71
2,12,13,37
2,12,5,34
2,12,3,71
5,9,3,26
5,3,9,26
9,5,3,26
9,3,5,26
3,5,9,26
3,9,5,26
8,17,5,30
8,17,2,18
8,5,17,30
8,5,2,21
8,2,17,18
8,2,5,21
17,8,5,30
17,8,2,18
17,5,8,30
17,5,2,98
17,2,8,18
17,2,5,98
5,8,17,30
5,8,2,21
5,17,8,30
5,17,2,98
5,2,8,21
5,2,17,98
2,8,17,18
2,8,5,21
2,17,8,18
2,17,5,98
2,5,8,21
2,5,17,98
10,6,20,24
10,20,6,24
6,10,20,24
6,20,10,24
20,10,6,24
20,6,10,24
5,3,21,61
5,21,3,61
3,5,21,61
3,21,5,61
21,5,3,61
21,3,5,61
6,13,20,36
6,13,14,44
6,13,16,34
6,20,13,36
6,20,14,46
6,20,16,26
6,14,13,44
6,14,20,46
6,14,16,19
6,16,13,34
6,16,20,26
6,16,14,19
13,6,20,36
13,6,14,44
13,6,16,34
13,20,6,36
13,20,14,31
13,20,16,29
13,14,6,44
13,14,20,31
13,14,16,27
13,16,6,34
13,16,20,29
13,16,14,27
20,6,13,36
20,6,14,46
20,6,16,26
20,13,6,36
20,13,14,31
20,13,16,29
20,14,6,46
20,14,13,31
20,16,6,26
20,16,13,29
14,6,13,44
14,6,20,46
14,6,16,19
14,13,6,44
14,13,20,31
14,13,16,27
14,20,6,46
14,20,13,31
14,16,6,19
14,16,13,27
16,6,13,34
16,6,20,26
16,6,14,19
16,13,6,34
16,13,20,29
16,13,14,27
16,20,6,26
16,20,13,29
16,14,6,19
16,14,13,27
21,6,17,76
21,6,16,38
21,17,6,76
21,17,16,38
21,16,6,38
21,16,17,38
6,21,17,76
6,21,16,38
6,17,21,76
6,17,16,31
6,16,21,38
6,16,17,31
17,21,6,76
17,21,16,38
17,6,21,76
17,6,16,31
17,16,21,38
17,16,6,31
16,21,6,38
16,21,17,38
16,6,21,38
16,6,17,31
16,17,21,38
16,17,6,31
1,13,21,67
1,21,13,67
13,1,21,67
13,21,1,67
13,21,7,33
13,7,21,33
21,1,13,67
21,13,1,67
21,13,7,33
21,7,13,33
7,13,21,33
7,21,13,33
9,8,1,41
9,1,8,41
8,9,1,41
8,1,9,41
1,9,8,41
1,8,9,41
10,4,12,20
10,12,4,20
4,10,12,20
4,12,10,20
12,10,4,20
12,4,10,20
21,16,8,27
21,16,2,31
21,8,16,27
21,8,2,21
21,2,16,31
21,2,8,21
16,21,8,27
16,21,2,31
16,8,21,27
16,8,2,9
16,2,21,31
16,2,8,9
8,21,16,27
8,21,2,21
8,16,21,27
8,16,2,9
8,2,21,21
8,2,16,9
2,21,16,31
2,21,8,21
2,16,21,31
2,16,8,9
2,8,21,21
2,8,16,9
20,1,2,65
20,2,1,65
1,20,2,65
1,2,20,65
2,20,1,65
2,1,20,65
2,6,19,22
2,19,6,22
6,2,19,22
6,19,2,22
19,2,6,22
19,6,2,22
10,12,2,30
10,2,12,30
12,10,2,30
12,2,10,30
2,10,12,30
2,12,10,30
9,1,19,11
9,1,13,32
9,1,2,20
9,19,1,11
9,19,13,15
9,19,2,7
9,13,1,32
9,13,19,15
9,2,1,20
9,2,19,7
1,9,19,11
1,9,13,32
1,9,2,20
1,19,9,11
1,19,13,29
1,19,2,14
1,13,9,32
1,13,19,29
1,13,2,51
1,2,9,20
1,2,19,14
1,2,13,51
19,9,1,11
19,9,13,15
19,9,2,7
19,1,9,11
19,1,13,29
19,1,2,14
19,13,9,15
19,13,1,29
19,13,2,16
19,2,9,7
19,2,1,14
19,2,13,16
13,9,1,32
13,9,19,15
13,1,9,32
13,1,19,29
13,1,2,51
13,19,9,15
13,19,1,29
13,19,2,16
13,2,1,51
13,2,19,16
2,9,1,20
2,9,19,7
2,1,9,20
2,1,19,14
2,1,13,51
2,19,9,7
2,19,1,14
2,19,13,16
2,13,1,51
2,13,19,16
5,11,4,45
5,4,11,45
11,5,4,45
11,4,5,45
4,5,11,45
4,11,5,45
19,17,8,135
19,8,17,135
17,19,8,135
17,8,19,135
8,19,17,135
8,17,19,135
9,5,20,16
9,20,5,16
9,20,2,10
9,2,20,10
5,9,20,16
5,20,9,16
5,20,2,11
5,2,20,11
20,9,5,16
20,9,2,10
20,5,9,16
20,5,2,11
20,2,9,10
20,2,5,11
2,9,20,10
2,5,20,11
2,20,9,10
2,20,5,11
9,21,1,22
9,21,15,11
9,1,21,22
9,1,15,4
9,15,21,11
9,15,1,4
21,9,1,22
21,9,15,11
21,1,9,22
21,1,15,28
21,15,9,11
21,15,1,28
1,9,21,22
1,9,15,4
1,21,9,22
1,21,15,28
1,15,9,4
1,15,21,28
15,9,21,11
15,9,1,4
15,21,9,11
15,21,1,28
15,1,9,4
15,1,21,28
13,9,16,15
13,16,9,15
13,16,12,39
13,12,16,39
13,12,14,37
13,14,12,37
9,13,16,15
9,16,13,15
9,16,12,23
9,16,14,24
9,12,16,23
9,12,14,28
9,14,16,24
9,14,12,28
16,13,9,15
16,13,12,39
16,9,13,15
16,9,12,23
16,9,14,24
16,12,13,39
16,12,9,23
16,14,9,24
12,13,16,39
12,13,14,37
12,9,16,23
12,9,14,28
12,16,13,39
12,16,9,23
12,14,13,37
12,14,9,28
14,13,12,37
14,9,16,24
14,9,12,28
14,16,9,24
14,12,13,37
14,12,9,28
1,15,19,12
1,15,18,59
1,19,15,12
1,19,18,18
1,18,15,59
1,18,19,18
15,1,19,12
15,1,18,59
15,19,1,12
15,19,18,15
15,18,1,59
15,18,19,15
19,1,15,12
19,1,18,18
19,15,1,12
19,15,18,15
19,18,1,18
19,18,15,15
18,1,15,59
18,1,19,18
18,15,1,59
18,15,19,15
18,19,1,18
18,19,15,15
5,4,19,9
5,4,6,16
5,11,19,13
5,19,4,9
5,19,11,13
5,19,6,24
5,6,4,16
5,6,19,24
4,5,19,9
4,5,6,16
4,11,19,11
4,11,6,17
4,19,5,9
4,19,11,11
4,19,6,16
4,6,5,16
4,6,11,17
4,6,19,16
11,5,19,13
11,4,19,11
11,4,6,17
11,19,5,13
11,19,4,11
11,19,6,24
11,6,4,17
11,6,19,24
19,5,4,9
19,5,11,13
19,5,6,24
19,4,5,9
19,4,11,11
19,4,6,16
19,11,5,13
19,11,4,11
19,11,6,24
19,6,5,24
19,6,4,16
19,6,11,24
6,5,4,16
6,5,19,24
6,4,5,16
6,4,11,17
6,4,19,16
6,11,4,17
6,11,19,24
6,19,5,24
6,19,4,16
6,19,11,24
5,13,19,21
5,13,18,66
5,19,13,21
5,19,21,26
5,19,18,24
5,21,19,26
5,21,18,18
5,18,13,66
5,18,19,24
5,18,21,18
13,5,19,21
13,5,18,66
13,19,5,21
13,19,21,39
13,19,18,13
13,21,19,39
13,21,18,23
13,18,5,66
13,18,19,13
13,18,21,23
19,5,13,21
19,5,21,26
19,5,18,24
19,13,5,21
19,13,21,39
19,13,18,13
19,21,5,26
19,21,13,39
19,21,18,7
19,18,5,24
19,18,13,13
19,18,21,7
21,5,19,26
21,5,18,18
21,13,19,39
21,13,18,23
21,19,5,26
21,19,13,39
21,19,18,7
21,18,5,18
21,18,13,23
21,18,19,7
18,5,13,66
18,5,19,24
18,5,21,18
18,13,5,66
18,13,19,13
18,13,21,23
18,19,5,24
18,19,13,13
18,19,21,7
18,21,5,18
18,21,13,23
18,21,19,7
10,15,17,10
10,15,8,12
10,17,15,10
10,17,8,26
10,8,15,12
10,8,17,26
15,10,17,10
15,10,8,12
15,17,10,10
15,17,8,47
15,8,10,12
15,8,17,47
17,10,15,10
17,10,8,26
17,15,10,10
17,15,8,47
17,8,10,26
17,8,15,47
8,10,15,12
8,10,17,26
8,15,10,12
8,15,17,47
8,17,10,26
8,17,15,47
20,12,13,40
20,13,12,40
12,20,13,40
12,13,20,40
13,20,12,40
13,12,20,40
5,13,10,38
5,19,10,13
5,21,10,44
5,10,13,38
5,10,19,13
5,10,21,44
13,5,10,38
13,19,10,25
13,21,10,48
13,10,5,38
13,10,19,25
13,10,21,48
19,5,10,13
19,13,10,25
19,21,10,41
19,10,5,13
19,10,13,25
19,10,21,41
21,5,10,44
21,13,10,48
21,19,10,41
21,10,5,44
21,10,13,48
21,10,19,41
10,5,13,38
10,5,19,13
10,5,21,44
10,13,5,38
10,13,19,25
10,13,21,48
10,19,5,13
10,19,13,25
10,19,21,41
10,21,5,44
10,21,13,48
10,21,19,41
18,6,11,15
18,11,6,15
6,18,11,15
6,11,18,15
11,18,6,15
11,6,18,15
1,11,15,17
1,11,7,18
1,15,11,17
1,15,7,20
1,7,11,18
1,7,15,20
11,1,15,17
11,1,7,18
11,15,1,17
11,15,7,7
11,7,1,18
11,7,15,7
15,1,11,17
15,1,7,20
15,11,1,17
15,11,7,7
15,7,1,20
15,7,11,7
7,1,11,18
7,1,15,20
7,11,1,18
7,11,15,7
7,15,1,20
7,15,11,7
9,15,7,6
9,7,15,6
15,9,7,6
15,7,9,6
7,9,15,6
7,15,9,6
21,13,2,54
21,2,13,54
13,21,2,54
13,2,21,54
2,21,13,54
2,13,21,54
10,4,1,25
10,4,9,2
10,1,4,25
10,1,9,14
10,9,4,2
10,9,1,14
4,10,1,25
4,10,9,2
4,1,10,25
4,1,9,8
4,9,10,2
4,9,1,8
1,10,4,25
1,10,9,14
1,4,10,25
1,4,9,8
1,9,10,14
1,9,4,8
9,10,4,2
9,10,1,14
9,4,10,2
9,4,1,8
9,1,10,14
9,1,4,8
19,10,20,14
19,10,3,21
19,20,10,14
19,20,3,11
19,3,10,21
19,3,20,11
10,19,20,14
10,19,3,21
10,20,19,14
10,20,3,26
10,3,19,21
10,3,20,26
20,19,10,14
20,19,3,11
20,10,19,14
20,10,3,26
20,3,19,11
20,3,10,26
3,19,10,21
3,19,20,11
3,10,19,21
3,10,20,26
3,20,19,11
3,20,10,26
15,5,2,16
15,2,5,16
5,15,2,16
5,2,15,16
2,15,5,16
2,5,15,16
13,14,18,6
13,18,14,6
14,13,18,6
14,18,13,6
18,13,14,6
18,14,13,6
18,15,5,29
18,15,3,16
18,5,15,29
18,5,3,51
18,3,15,16
18,3,5,51
15,18,5,29
15,18,3,16
15,5,18,29
15,5,3,28
15,3,18,16
15,3,5,28
5,18,15,29
5,18,3,51
5,15,18,29
5,15,3,28
5,3,18,51
5,3,15,28
3,18,15,16
3,18,5,51
3,15,18,16
3,15,5,28
3,5,18,51
3,5,15,28
19,3,12,20
19,12,3,20
3,19,12,20
3,12,19,20
12,19,3,20
12,3,19,20
10,6,8,21
10,6,5,26
10,6,18,29
10,8,6,21
10,8,5,25
10,8,18,6
10,5,6,26
10,5,8,25
10,5,18,20
10,18,6,29
10,18,8,6
10,18,5,20
6,10,8,21
6,10,5,26
6,10,18,29
6,8,10,21
6,8,5,33
6,8,18,27
6,5,10,26
6,5,8,33
6,5,18,28
6,18,10,29
6,18,8,27
6,18,5,28
8,10,6,21
8,10,5,25
8,10,18,6
8,6,10,21
8,6,5,33
8,6,18,27
8,5,10,25
8,5,6,33
8,5,18,22
8,18,10,6
8,18,6,27
8,18,5,22
5,10,6,26
5,10,8,25
5,10,18,20
5,6,10,26
5,6,8,33
5,6,18,28
5,8,10,25
5,8,6,33
5,8,18,22
5,18,10,20
5,18,6,28
5,18,8,22
18,10,6,29
18,10,8,6
18,10,5,20
18,6,10,29
18,6,8,27
18,6,5,28
18,8,10,6
18,8,6,27
18,8,5,22
18,5,10,20
18,5,6,28
18,5,8,22
5,21,14,16
5,14,21,16
21,5,14,16
21,14,5,16
14,5,21,16
14,21,5,16
12,11,2,27
12,2,11,27
11,12,2,27
11,2,12,27
2,12,11,27
2,11,12,27
18,8,20,33
18,20,8,33
8,18,20,33
8,20,18,33
20,18,8,33
20,8,18,33
17,19,6,27
17,6,19,27
19,17,6,27
19,6,17,27
6,17,19,27
6,19,17,27
10,12,18,30
10,12,21,52
10,1,18,28
10,1,21,42
10,18,12,30
10,18,1,28
10,18,21,27
10,21,12,52
10,21,1,42
10,21,18,27
12,10,18,30
12,10,21,52
12,1,18,55
12,1,21,70
12,18,10,30
12,18,1,55
12,18,21,43
12,21,10,52
12,21,1,70
12,21,18,43
1,10,18,28
1,10,21,42
1,12,18,55
1,12,21,70
1,18,10,28
1,18,12,55
1,18,21,31
1,21,10,42
1,21,12,70
1,21,18,31
18,10,12,30
18,10,1,28
18,10,21,27
18,12,10,30
18,12,1,55
18,12,21,43
18,1,10,28
18,1,12,55
18,1,21,31
18,21,10,27
18,21,12,43
18,21,1,31
21,10,12,52
21,10,1,42
21,10,18,27
21,12,10,52
21,12,1,70
21,12,18,43
21,1,10,42
21,1,12,70
21,1,18,31
21,18,10,27
21,18,12,43
21,18,1,31
8,3,12,22
8,3,2,15
8,12,3,22
8,12,2,22
8,2,3,15
8,2,12,22
3,8,12,22
3,8,2,15
3,12,8,22
3,2,8,15
12,8,3,22
12,8,2,22
12,3,8,22
12,2,8,22
2,8,3,15
2,8,12,22
2,3,8,15
2,12,8,22
10,12,15,34
10,12,8,31
10,12,11,59
10,15,12,34
10,15,11,10
10,8,12,31
10,8,11,9
10,11,12,59
10,11,15,10
10,11,8,9
12,10,15,34
12,10,8,31
12,10,11,59
12,15,10,34
12,15,8,16
12,15,11,31
12,8,10,31
12,8,15,16
12,8,11,23
12,11,10,59
12,11,15,31
12,11,8,23
15,10,12,34
15,10,11,10
15,12,10,34
15,12,8,16
15,12,11,31
15,8,12,16
15,8,11,28
15,11,10,10
15,11,12,31
15,11,8,28
8,10,12,31
8,10,11,9
8,12,10,31
8,12,15,16
8,12,11,23
8,15,12,16
8,15,11,28
8,11,10,9
8,11,12,23
8,11,15,28
11,10,12,59
11,10,15,10
11,10,8,9
11,12,10,59
11,12,15,31
11,12,8,23
11,15,10,10
11,15,12,31
