Exam Group,Exam Block,adj_block
1-9156,8,8
1-2382,15,15
1-8328,5,5
1-9770,16,16
1-9553,18,18
1-9253,1,1
1-2670,4,4
1-9646,11,11
1-8646,14,14
1-9839,10,10
MLG39,3,3
1-4634,14,14
1-9902,4,4
1-8988,19,19
1-1250,8,8
1-9733,6,6
1-8018,3,3
1-9752,14,14
1-7058,15,15
1-10468,17,17
1-9938,11,11
1-7842,6,6
1-5406,6,6
1-10922,1,1
1-18563,8,8
1-0053,13,13
1-19839,16,16
1-9887,14,14
1-9630,6,6
1-9416,5,5
1-5653,1,1
MLG73,2,2
1-8023,20,20
1-4149,9,9
1-0205,13,13
1-9227,18,18
1-9650,16,16
1-9996,12,12
1-3068,5,5
1-17835,1,1
1-4361,1,1
1-3089,16,16
1-8450,8,8
1-18371,8,8
MLG07,22,22
MLG29,13,13
1-8113,8,8
1-7024,11,11
1-9667,9,9
1-9855,4,4
1-7042,19,19
MLG33,1,1
1-19448,10,10
1-20791,6,6
1-1015,19,19
MLG57,16,16
1-6647,8,8
MLG56,7,7
1-20467,4,4
1-2400,5,5
1-6931,1,1
1-9333,8,8
1-7268,11,11
1-21195,1,1
1-4649,18,18
1-8379,3,3
1-9946,2,2
1-9277,18,18
1-9504,6,6
1-9516,9,9
1-3596,20,20
1-0129,12,12
1-1942,6,6
1-8623,1,1
1-6927,17,17
P-0009,19,19
1-11330,1,1
1-2103,7,7
1-6181,14,14
MLG44,3,3
1-7839,7,7
1-1390,15,15
1-7897,22,22
1-1570,12,12
1-3589,22,22
1-0033,22,22
1-3216,1,1
1-9495,10,10
1-4051,1,1
1-10762,21,21
MLG43,3,3
1-7608,2,2
1-9995,16,16
1-1608,9,9
1-3535,8,8
1-4136,1,1
1-18615,11,11
1-3587,7,7
1-9836,1,1
1-8590,1,1
1-1592,5,5
1-8341,18,18
MLG02,14,14
1-9997,2,2
1-8066,8,8
1-3509,16,16
1-3639,17,17
1-9404,17,17
1-8352,1,1
1-7019,11,11
MLG54,19,19
1-4020,9,9
1-1177,12,12
MLG51,16,16
1-8157,10,10
1-19004,6,6
1-7866,21,21
1-18377,5,5
1-5530,11,11
1-6743,5,5
1-3516,5,5
1-4855,6,6
1-20578,14,14
1-3108,12,12
1-7521,6,6
1-3139,18,18
1-1769,19,19
1-7441,12,12
1-10978,1,1
1-2324,11,11
1-3584,10,10
MLG13,6,6
1-5172,12,12
1-0296,22,22
1-3647,1,1
1-6734,12,12
1-19924,1,1
1-8826,5,5
P-16616,9,9
1-9497,13,13
1-1317,17,17
1-4531,18,18
MLG75,10,10
MLG78,20,20
1-11329,1,1
1-20641,2,2
1-8910,9,9
1-1827,22,22
1-18613,18,18
1-6296,14,14
1-3523,21,21
1-3362,5,5
1-0031,20,20
MLG65,2,2
1-4319,17,17
1-6035,13,13
1-1131,1,1
MLG32,3,3
1-8188,11,11
1-17758,19,19
1-3052,18,18
1-2282,9,9
1-19229,7,7
MLG63,6,6
MLG50,19,19
1-9417,4,4
1-9498,12,12
1-9761,5,5
1-4760,20,20
1-9831,17,17
1-4417,14,14
1-6611,5,5
1-0008,14,14
1-1462,18,18
1-10785,12,12
1-7682,20,20
MLG48,15,15
1-5163,3,3
1-8544,15,15
1-5197,17,17
1-6594,7,7
MLG62,20,20
1-1580,21,21
1-6916,2,2
1-6918,20,20
1-6919,13,13
MLG14,1,1
1-7874,18,18
1-7213,13,13
1-6561,12,12
1-4640,3,3
1-7004,5,5
1-2335,8,8
1-18558,20,20
1-8551,5,5
1-9270,12,12
1-6974,19,19
MLG68,10,10
1-10539,2,2
MLG49,16,16
1-0278,19,19
MLG64,2,2
MLG30,14,14
1-9609,1,1
1-7819,7,7
1-2423,14,14
1-6787,13,13
1-9963,12,12
1-9808,20,20
1-0303,11,11
MLG60,10,10
1-18709,4,4
1-7204,4,4
1-5744,8,8
1-1770,9,9
1-4682,2,2
1-3104,9,9
1-17907,22,22
1-8421,12,12
MLG53,16,16
1-9645,19,19
MLG12,11,11
MLG15,4,4
1-6858,1,1
1-8314,4,4
1-8285,9,9
1-1957,3,3
1-18203,16,16
1-10451,13,13
1-6216,18,18
1-6692,8,8
1-8172,12,12
1-8398,16,16
1-6878,4,4
1-7122,8,8
1-4700,10,10
1-6006,1,1
1-4355,10,10
1-9379,15,15
1-2701,6,6
1-6693,7,7
1-3141,12,12
1-7614,17,17
1-6914,9,9
1-5654,9,9
MLG59,2,2
1-9610,9,9
1-5161,7,7
1-6980,18,18
MLG10,21,21
MLG72,16,16
MLG52,19,19
1-19166,18,18
MLG11,15,15
1-3447,18,18
1-3217,3,3
1-6538,8,8
1-3534,5,5
1-7152,4,4
1-3106,22,22
1-1935,14,14
1-2297,21,21
1-4098,10,10
1-8529,22,22
1-8397,13,13
1-0272,5,5
1-17790,11,11
1-8186,15,15
1-8503,7,7
1-7182,7,7
1-2545,21,21
1-7993,3,3
1-9651,16,16
1-1183,3,3
1-1989,8,8
1-10060,15,15
1-5913,4,4
1-5981,16,16
1-13247,1,1
1-6228,6,6
1-8578,4,4
1-1204,8,8
1-9794,3,3
1-9518,15,15
1-9452,20,20
1-8400,15,15
1-18234,6,6
1-19205,13,13
1-9055,2,2
1-9394,8,8
1-9286,22,22
1-1005,2,2
1-10038,18,18
1-4390,18,18
1-9491,1,1
MLG31,3,3
1-5980,4,4
1-8678,10,10
1-6900,19,19
1-11350,22,22
1-9578,6,6
1-3551,19,19
MLG09,10,10
1-6028,2,2
1-1836,4,4
1-3265,1,1
MLG08,20,20
1-3176,17,17
1-8493,17,17
1-19915,16,16
1-8627,3,3
1-0292,4,4
1-18487,10,10
1-20012,15,15
1-9076,10,10
1-5425,21,21
1-4747,12,12
1-6227,1,1
1-6909,21,21
1-8532,3,3
1-18935,18,18
1-3206,21,21
1-9697,1,1
1-3033,9,9
1-8094,20,20
1-11206,21,21
1-6531,3,3
1-5036,19,19
1-18028,2,2
1-1850,15,15
1-4926,20,20
1-2034,1,1
1-19549,10,10
1-5282,3,3
1-9861,3,3
1-9338,17,17
1-3175,10,10
1-5002,3,3
1-5531,7,7
1-6718,3,3
1-6217,19,19
1-4847,13,13
1-5891,10,10
1-19447,14,14
1-7530,2,2
1-9457,9,9
1-5990,15,15
1-9971,22,22
1-4494,10,10
1-9576,21,21
1-9436,4,4
1-5413,1,1
1-5424,16,16
1-1191,2,2
1-5803,15,15
1-5799,9,9
1-19567,2,2
1-7527,14,14
MLG67,11,11
1-3087,6,6
1-4842,20,20
1-19568,1,1
1-9838,2,2
MLG46,3,3
1-5555,2,2
1-10444,2,2
1-3646,1,1
1-10951,19,19
1-9806,8,8
1-0055,7,7
1-5914,11,11
1-0027,13,13
1-9455,1,1
1-0003,22,22
1-21192,20,20
1-9034,3,3
1-19927,1,1
