i,j,k,count
7,12,14,28
7,14,11,61
7,14,20,25
7,14,12,28
12,11,20,13
12,11,7,15
12,11,14,11
12,20,11,13
12,20,7,7
12,20,14,10
12,7,11,15
12,7,20,7
12,7,14,28
12,14,11,11
12,14,20,10
12,14,7,28
14,11,20,23
14,11,7,61
14,11,12,11
14,20,11,23
14,20,7,25
14,20,12,10
14,7,11,61
14,7,20,25
14,7,12,28
14,12,11,11
14,12,20,10
14,12,7,28
15,13,4,19
15,13,8,51
15,4,13,19
15,4,8,29
15,8,13,51
15,8,4,29
13,15,4,19
13,15,8,51
13,4,15,19
13,4,8,28
13,8,15,51
13,8,4,28
4,15,13,19
4,15,8,29
4,13,15,19
4,13,8,28
4,8,15,29
4,8,13,28
8,15,13,51
8,15,4,29
8,13,15,51
8,13,4,28
8,4,15,29
8,4,13,28
6,21,17,92
6,21,16,58
6,17,21,92
6,17,16,24
6,16,21,58
6,16,17,24
21,6,17,92
21,6,16,58
21,17,6,92
21,17,16,47
21,16,6,58
21,16,17,47
17,6,21,92
17,6,16,24
17,21,6,92
17,21,16,47
17,16,6,24
17,16,21,47
16,6,21,58
16,6,17,24
16,21,6,58
16,21,17,47
16,17,6,24
16,17,21,47
7,16,2,52
7,16,17,92
7,16,21,38
7,16,9,72
7,2,16,52
7,2,17,62
7,2,21,70
7,2,9,43
7,17,16,92
7,17,2,62
7,17,9,129
7,21,16,38
7,21,2,70
7,21,9,85
7,9,16,72
7,9,2,43
7,9,17,129
7,9,21,85
16,7,2,52
16,7,17,92
16,7,21,38
16,7,9,72
16,2,7,52
16,2,17,19
16,2,21,6
16,2,9,20
16,17,7,92
16,17,2,19
16,17,9,70
16,21,7,38
16,21,2,6
16,21,9,43
16,9,7,72
16,9,2,20
16,9,17,70
16,9,21,43
2,7,16,52
2,7,17,62
2,7,21,70
2,7,9,43
2,16,7,52
2,16,17,19
2,16,21,6
2,16,9,20
2,17,7,62
2,17,16,19
2,17,21,20
2,17,9,25
2,21,7,70
2,21,16,6
2,21,17,20
2,21,9,32
2,9,7,43
2,9,16,20
2,9,17,25
2,9,21,32
17,7,16,92
17,7,2,62
17,7,9,129
17,16,7,92
17,16,2,19
17,16,9,70
17,2,7,62
17,2,16,19
17,2,21,20
17,2,9,25
17,21,2,20
17,21,9,94
17,9,7,129
17,9,16,70
17,9,2,25
17,9,21,94
21,7,16,38
21,7,2,70
21,7,9,85
21,16,7,38
21,16,2,6
21,16,9,43
21,2,7,70
21,2,16,6
21,2,17,20
21,2,9,32
21,17,2,20
21,17,9,94
21,9,7,85
21,9,16,43
21,9,2,32
21,9,17,94
9,7,16,72
9,7,2,43
9,7,17,129
9,7,21,85
9,16,7,72
9,16,2,20
9,16,17,70
9,16,21,43
9,2,7,43
9,2,16,20
9,2,17,25
9,2,21,32
9,17,7,129
9,17,16,70
9,17,2,25
9,17,21,94
9,21,7,85
9,21,16,43
9,21,2,32
9,21,17,94
11,20,15,33
11,20,19,25
11,15,20,33
11,15,7,82
11,15,19,79
11,7,15,82
11,7,19,70
11,19,20,25
11,19,15,79
11,19,7,70
20,11,15,33
20,11,19,25
20,15,11,33
20,15,7,46
20,15,19,48
20,7,15,46
20,7,19,36
20,19,11,25
20,19,15,48
20,19,7,36
15,11,20,33
15,11,7,82
15,11,19,79
15,20,11,33
15,20,7,46
15,20,19,48
15,7,11,82
15,7,20,46
15,19,11,79
15,19,20,48
7,11,15,82
7,11,19,70
7,20,15,46
7,20,19,36
7,15,11,82
7,15,20,46
7,19,11,70
7,19,20,36
19,11,20,25
19,11,15,79
19,11,7,70
19,20,11,25
19,20,15,48
19,20,7,36
19,15,11,79
19,15,20,48
19,7,11,70
19,7,20,36
20,15,13,21
20,7,13,14
20,13,15,21
20,13,7,14
15,20,13,21
15,13,20,21
7,20,13,14
7,13,20,14
13,20,15,21
13,20,7,14
13,15,20,21
13,7,20,14
15,12,20,16
15,20,12,16
12,15,20,16
12,20,15,16
20,15,12,16
20,12,15,16
13,15,10,24
13,10,15,24
15,13,10,24
15,10,13,24
10,13,15,24
10,15,13,24
4,11,6,7
4,6,11,7
11,4,6,7
11,6,4,7
6,4,11,7
6,11,4,7
2,11,19,30
2,19,11,30
11,2,19,30
11,19,2,30
19,2,11,30
19,11,2,30
7,8,11,79
7,11,8,79
8,7,11,79
8,11,7,79
11,7,8,79
11,8,7,79
13,7,8,73
13,8,7,73
13,8,14,59
13,14,8,59
7,13,8,73
7,8,13,73
7,8,14,91
7,14,8,91
8,13,7,73
8,13,14,59
8,7,13,73
8,7,14,91
8,14,13,59
8,14,7,91
14,13,8,59
14,7,8,91
14,8,13,59
14,8,7,91
11,10,20,34
11,10,15,41
11,20,10,34
11,15,10,41
10,11,20,34
10,11,15,41
10,20,11,34
10,20,15,18
10,15,11,41
10,15,20,18
20,11,10,34
20,10,11,34
20,10,15,18
20,15,10,18
15,11,10,41
15,10,11,41
15,10,20,18
15,20,10,18
15,10,1,15
15,1,10,15
10,15,1,15
10,1,15,15
1,15,10,15
1,10,15,15
16,8,12,19
16,8,17,51
16,12,8,19
16,12,17,20
16,17,8,51
16,17,12,20
8,16,12,19
8,16,17,51
8,12,16,19
8,12,17,16
8,17,16,51
8,17,12,16
12,16,8,19
12,16,17,20
12,8,16,19
12,8,17,16
12,17,16,20
12,17,8,16
17,16,8,51
17,16,12,20
17,8,16,51
17,8,12,16
17,12,16,20
17,12,8,16
13,10,19,35
13,10,17,244
13,19,10,35
13,19,17,41
13,17,10,244
13,17,19,41
10,13,19,35
10,13,17,244
10,19,13,35
10,19,17,46
10,17,13,244
10,17,19,46
19,13,10,35
19,13,17,41
19,10,13,35
19,10,17,46
19,17,13,41
19,17,10,46
17,13,10,244
17,13,19,41
17,10,13,244
17,10,19,46
17,19,13,41
17,19,10,46
4,19,3,13
4,3,19,13
19,4,3,13
19,3,4,13
3,4,19,13
3,19,4,13
16,1,10,19
16,10,1,19
1,16,10,19
1,10,16,19
10,16,1,19
10,1,16,19
2,19,13,15
2,13,19,15
19,2,13,15
19,13,2,15
13,2,19,15
13,19,2,15
7,5,17,34
7,17,5,34
5,7,17,34
5,17,7,34
17,7,5,34
17,5,7,34
2,15,14,17
2,15,20,27
2,14,15,17
2,14,20,13
2,20,15,27
2,20,14,13
15,2,14,17
15,2,20,27
15,14,2,17
15,14,20,19
15,20,2,27
15,20,14,19
14,2,15,17
14,2,20,13
14,15,2,17
14,15,20,19
14,20,2,13
14,20,15,19
20,2,15,27
20,2,14,13
20,15,2,27
20,15,14,19
20,14,2,13
20,14,15,19
1,12,3,4
1,3,12,4
12,1,3,4
12,3,1,4
3,1,12,4
3,12,1,4
17,10,4,76
17,10,9,37
17,4,10,76
17,4,9,27
17,9,10,37
17,9,4,27
10,17,4,76
10,17,9,37
10,4,17,76
10,4,9,19
10,9,17,37
10,9,4,19
4,17,10,76
4,17,9,27
4,10,17,76
4,10,9,19
4,9,17,27
4,9,10,19
9,17,10,37
9,17,4,27
9,10,17,37
9,10,4,19
9,4,17,27
9,4,10,19
2,6,12,7
2,12,6,7
6,2,12,7
6,12,2,7
12,2,6,7
12,6,2,7
21,8,19,81
21,19,8,81
8,21,19,81
8,19,21,81
19,21,8,81
19,8,21,81
13,7,11,51
13,8,11,69
13,11,7,51
13,11,8,69
7,13,11,51
7,11,13,51
8,13,11,69
8,11,13,69
11,13,7,51
11,13,8,69
11,7,13,51
11,8,13,69
15,16,3,28
15,16,11,68
15,14,3,13
15,14,11,50
15,3,16,28
15,3,14,13
15,3,11,23
15,11,16,68
15,11,14,50
15,11,3,23
16,15,3,28
16,15,11,68
16,14,3,22
16,14,11,42
16,3,15,28
16,3,14,22
16,3,11,23
16,11,15,68
16,11,14,42
16,11,3,23
14,15,3,13
14,15,11,50
14,16,3,22
14,16,11,42
14,3,15,13
14,3,16,22
14,3,11,12
14,11,15,50
14,11,16,42
14,11,3,12
3,15,16,28
3,15,14,13
3,15,11,23
3,16,15,28
3,16,14,22
3,16,11,23
3,14,15,13
3,14,16,22
3,14,11,12
3,11,15,23
3,11,16,23
3,11,14,12
11,15,16,68
11,15,14,50
11,15,3,23
11,16,15,68
11,16,14,42
11,16,3,23
11,14,15,50
11,14,16,42
11,14,3,12
11,3,15,23
11,3,16,23
11,3,14,12
9,17,20,19
9,17,5,53
9,17,19,111
9,20,17,19
9,20,5,10
9,20,19,18
9,5,17,53
9,5,20,10
9,5,19,39
9,19,17,111
9,19,20,18
9,19,5,39
17,9,20,19
17,9,5,53
17,9,19,111
17,20,9,19
17,20,5,23
17,20,19,23
17,5,9,53
17,5,20,23
17,5,19,34
17,19,9,111
17,19,20,23
17,19,5,34
20,9,17,19
20,9,5,10
20,9,19,18
20,17,9,19
20,17,5,23
20,17,19,23
20,5,9,10
20,5,17,23
20,5,19,18
20,19,9,18
20,19,17,23
20,19,5,18
5,9,17,53
5,9,20,10
5,9,19,39
5,17,9,53
5,17,20,23
5,17,19,34
5,20,9,10
5,20,17,23
5,20,19,18
5,19,9,39
5,19,17,34
5,19,20,18
19,9,17,111
19,9,20,18
19,9,5,39
19,17,9,111
19,17,20,23
19,17,5,34
19,20,9,18
19,20,17,23
19,20,5,18
19,5,9,39
19,5,17,34
19,5,20,18
4,15,19,32
4,19,15,32
15,4,19,32
15,19,4,32
19,4,15,32
19,15,4,32
3,16,18,18
3,16,17,27
3,18,16,18
3,18,17,9
3,17,16,27
3,17,18,9
16,3,18,18
16,3,17,27
16,18,3,18
16,18,17,13
16,17,3,27
16,17,18,13
18,3,16,18
18,3,17,9
18,16,3,18
18,16,17,13
18,17,3,9
18,17,16,13
17,3,16,27
17,3,18,9
17,16,3,27
17,16,18,13
17,18,3,9
17,18,16,13
14,1,12,11
14,12,1,11
1,14,12,11
1,12,14,11
12,14,1,11
12,1,14,11
19,20,18,51
19,18,20,51
20,19,18,51
20,18,19,51
18,19,20,51
18,20,19,51
7,17,13,57
7,13,17,57
17,7,13,57
17,13,7,57
13,7,17,57
13,17,7,57
19,9,16,79
19,16,9,79
9,19,16,79
9,16,19,79
16,19,9,79
16,9,19,79
21,17,18,16
21,17,11,47
21,17,14,59
21,18,17,16
21,18,11,14
21,18,14,7
21,11,17,47
21,11,18,14
21,11,14,32
21,14,17,59
21,14,18,7
21,14,11,32
17,21,18,16
17,21,11,47
17,21,14,59
17,18,21,16
17,18,11,21
17,18,14,11
17,11,21,47
17,11,18,21
17,11,14,41
17,14,21,59
17,14,18,11
17,14,11,41
18,21,17,16
18,21,11,14
18,21,14,7
18,17,21,16
18,17,11,21
18,17,14,11
18,11,21,14
18,11,17,21
18,11,14,70
18,14,21,7
18,14,17,11
18,14,11,70
11,21,17,47
11,21,18,14
11,21,14,32
11,17,21,47
11,17,18,21
11,17,14,41
11,18,21,14
11,18,17,21
11,18,14,70
11,14,21,32
11,14,17,41
11,14,18,70
14,21,17,59
14,21,18,7
14,21,11,32
14,17,21,59
14,17,18,11
14,17,11,41
14,18,21,7
14,18,17,11
14,18,11,70
14,11,21,32
14,11,17,41
14,11,18,70
9,11,13,26
9,13,11,26
11,9,13,26
11,13,9,26
13,9,11,26
13,11,9,26
9,21,3,25
9,21,1,16
9,3,21,25
9,3,1,26
9,1,21,16
9,1,3,26
21,9,3,25
21,9,1,16
21,3,9,25
21,3,1,64
21,1,9,16
21,1,3,64
3,9,21,25
3,9,1,26
3,21,9,25
3,21,1,64
3,1,9,26
3,1,21,64
1,9,21,16
1,9,3,26
1,21,9,16
1,21,3,64
1,3,9,26
1,3,21,64
11,8,14,34
11,14,8,34
8,11,14,34
8,14,11,34
14,11,8,34
14,8,11,34
9,5,21,23
9,21,5,23
5,9,21,23
5,21,9,23
21,9,5,23
21,5,9,23
8,7,10,39
8,7,12,31
8,7,4,34
8,10,7,39
8,10,12,37
8,10,4,27
8,12,7,31
8,12,10,37
8,12,4,14
8,4,7,34
8,4,10,27
8,4,12,14
7,8,10,39
7,8,12,31
7,8,4,34
7,10,8,39
7,10,12,31
7,10,4,17
7,12,8,31
7,12,10,31
7,12,4,15
7,4,8,34
7,4,10,17
7,4,12,15
10,8,7,39
10,8,12,37
10,8,4,27
10,7,8,39
10,7,12,31
10,7,4,17
10,12,8,37
10,12,7,31
10,12,4,18
10,4,8,27
10,4,7,17
10,4,12,18
12,8,7,31
12,8,10,37
12,8,4,14
12,7,8,31
12,7,10,31
12,7,4,15
12,10,8,37
12,10,7,31
12,10,4,18
12,4,8,14
12,4,7,15
12,4,10,18
4,8,7,34
4,8,10,27
4,8,12,14
4,7,8,34
4,7,10,17
4,7,12,15
4,10,8,27
4,10,7,17
4,10,12,18
4,12,8,14
4,12,7,15
4,12,10,18
13,18,10,47
13,18,4,16
13,10,18,47
13,10,4,46
13,4,18,16
13,4,10,46
18,13,10,47
18,13,4,16
18,10,13,47
18,10,4,23
18,4,13,16
18,4,10,23
10,13,18,47
10,13,4,46
10,18,13,47
10,18,4,23
10,4,13,46
10,4,18,23
4,13,18,16
4,13,10,46
4,18,13,16
4,18,10,23
4,10,13,46
4,10,18,23
16,7,1,17
16,1,7,17
16,1,9,24
16,9,1,24
7,16,1,17
7,1,16,17
7,1,9,20
7,9,1,20
1,16,7,17
1,16,9,24
1,7,16,17
1,7,9,20
1,9,16,24
1,9,7,20
9,16,1,24
9,7,1,20
9,1,16,24
9,1,7,20
5,1,11,37
5,11,1,37
1,5,11,37
1,11,5,37
11,5,1,37
11,1,5,37
13,4,17,52
13,4,14,19
13,17,4,52
13,17,14,42
13,14,4,19
13,14,17,42
4,13,17,52
4,13,14,19
4,17,13,52
4,17,14,15
4,14,13,19
4,14,17,15
17,13,4,52
17,13,14,42
17,4,13,52
17,4,14,15
17,14,13,42
17,14,4,15
14,13,4,19
14,13,17,42
14,4,13,19
14,4,17,15
14,17,13,42
14,17,4,15
20,8,13,11
20,13,8,11
8,20,13,11
8,13,20,11
13,20,8,11
13,8,20,11
15,18,11,41
15,18,14,26
15,11,18,41
15,14,18,26
18,15,11,41
18,15,14,26
18,11,15,41
18,14,15,26
11,15,18,41
11,18,15,41
14,15,18,26
14,18,15,26
3,16,7,22
3,17,7,17
3,17,14,14
3,7,16,22
3,7,17,17
3,7,14,25
3,14,17,14
3,14,7,25
16,3,7,22
16,17,14,24
16,7,3,22
16,14,17,24
17,3,7,17
17,3,14,14
17,16,14,24
17,7,3,17
17,7,14,52
17,14,3,14
17,14,16,24
17,14,7,52
7,3,16,22
7,3,17,17
7,3,14,25
7,16,3,22
7,17,3,17
7,17,14,52
7,14,3,25
7,14,17,52
14,3,17,14
14,3,7,25
14,16,17,24
14,17,3,14
14,17,16,24
14,17,7,52
14,7,3,25
14,7,17,52
3,21,18,30
3,18,21,30
21,3,18,30
21,18,3,30
18,3,21,30
18,21,3,30
11,10,6,13
11,6,10,13
11,6,15,30
11,15,6,30
10,11,6,13
10,6,11,13
10,6,15,12
10,15,6,12
6,11,10,13
6,11,15,30
6,10,11,13
6,10,15,12
6,15,11,30
6,15,10,12
15,11,6,30
15,10,6,12
15,6,11,30
15,6,10,12
7,20,10,11
7,10,20,11
7,10,19,51
7,19,10,51
20,7,10,11
20,10,7,11
20,10,19,13
20,19,10,13
10,7,20,11
10,7,19,51
10,20,7,11
10,20,19,13
10,19,7,51
10,19,20,13
19,7,10,51
19,20,10,13
19,10,7,51
19,10,20,13
7,12,9,37
7,12,19,41
7,12,17,22
7,9,12,37
7,9,19,128
7,19,12,41
7,19,9,128
7,17,12,22
12,7,9,37
12,7,19,41
12,7,17,22
12,9,7,37
12,9,19,70
12,9,17,54
12,19,7,41
12,19,9,70
12,19,17,44
12,17,7,22
12,17,9,54
12,17,19,44
9,7,12,37
9,7,19,128
9,12,7,37
9,12,19,70
9,12,17,54
9,19,7,128
9,19,12,70
9,17,12,54
19,7,12,41
19,7,9,128
19,12,7,41
19,12,9,70
19,12,17,44
19,9,7,128
19,9,12,70
19,17,12,44
17,7,12,22
17,12,7,22
17,12,9,54
17,12,19,44
17,9,12,54
17,19,12,44
16,9,11,45
16,17,11,30
16,11,9,45
16,11,17,30
9,16,11,45
9,17,11,51
9,11,16,45
9,11,17,51
17,16,11,30
17,9,11,51
17,11,16,30
17,11,9,51
11,16,9,45
11,16,17,30
11,9,16,45
11,9,17,51
11,17,16,30
11,17,9,51
9,15,11,66
9,15,17,88
9,15,8,82
9,11,15,66
9,11,8,49
9,17,15,88
9,17,8,50
9,8,15,82
9,8,11,49
9,8,17,50
15,9,11,66
15,9,17,88
15,9,8,82
15,11,9,66
15,11,17,72
15,11,8,80
15,17,9,88
15,17,11,72
15,17,8,51
15,8,9,82
15,8,11,80
15,8,17,51
11,9,15,66
11,9,8,49
11,15,9,66
11,15,17,72
11,15,8,80
11,17,15,72
11,17,8,33
11,8,9,49
11,8,15,80
11,8,17,33
17,9,15,88
17,9,8,50
17,15,9,88
17,15,11,72
17,15,8,51
17,11,15,72
17,11,8,33
17,8,9,50
17,8,15,51
17,8,11,33
8,9,15,82
8,9,11,49
8,9,17,50
8,15,9,82
8,15,11,80
8,15,17,51
8,11,9,49
8,11,15,80
8,11,17,33
8,17,9,50
8,17,15,51
8,17,11,33
9,7,11,55
9,21,11,43
9,11,7,55
9,11,21,43
7,9,11,55
7,17,11,53
7,21,11,38
7,11,9,55
7,11,17,53
7,11,21,38
17,7,11,53
17,11,7,53
21,9,11,43
21,7,11,38
21,11,9,43
21,11,7,38
11,9,7,55
11,9,21,43
11,7,9,55
11,7,17,53
11,7,21,38
11,17,7,53
11,21,9,43
11,21,7,38
15,20,17,25
15,10,17,51
15,17,20,25
15,17,10,51
20,15,17,25
20,10,17,49
20,17,15,25
20,17,10,49
10,15,17,51
10,20,17,49
10,17,15,51
10,17,20,49
17,15,20,25
17,15,10,51
17,20,15,25
17,20,10,49
17,10,15,51
17,10,20,49
4,19,7,37
4,7,19,37
19,4,7,37
19,7,4,37
7,4,19,37
7,19,4,37
3,7,12,9
3,12,7,9
7,3,12,9
7,12,3,9
12,3,7,9
12,7,3,9
9,7,15,102
9,21,15,110
9,15,7,102
9,15,21,110
7,9,15,102
7,15,9,102
21,9,15,110
21,15,9,110
15,9,7,102
15,9,21,110
15,7,9,102
15,21,9,110
9,8,12,33
9,12,8,33
8,9,12,33
8,12,9,33
12,9,8,33
12,8,9,33
16,11,13,19
16,11,12,19
16,13,11,19
16,13,12,21
16,12,11,19
16,12,13,21
11,16,13,19
11,16,12,19
11,13,16,19
11,13,12,16
11,12,16,19
11,12,13,16
13,16,11,19
13,16,12,21
13,11,16,19
13,11,12,16
13,12,16,21
13,12,11,16
12,16,11,19
12,16,13,21
12,11,16,19
12,11,13,16
12,13,16,21
12,13,11,16
6,9,13,13
6,13,9,13
9,6,13,13
9,13,6,13
13,6,9,13
13,9,6,13
15,18,8,29
15,18,10,25
15,8,18,29
15,8,10,28
15,10,18,25
15,10,8,28
18,15,8,29
18,15,10,25
18,8,15,29
18,8,10,11
18,10,15,25
18,10,8,11
8,15,18,29
8,15,10,28
8,18,15,29
8,18,10,11
8,10,15,28
8,10,18,11
10,15,18,25
10,15,8,28
10,18,15,25
10,18,8,11
10,8,15,28
10,8,18,11
13,15,6,10
13,10,6,7
13,6,15,10
13,6,10,7
15,13,6,10
15,6,13,10
10,13,6,7
10,6,13,7
6,13,15,10
6,13,10,7
6,15,13,10
6,10,13,7
7,13,12,16
7,12,13,16
13,7,12,16
13,12,7,16
12,7,13,16
12,13,7,16
15,5,21,47
15,5,17,36
15,21,5,47
15,17,5,36
5,15,21,47
5,15,17,36
5,21,15,47
5,21,17,36
5,17,15,36
5,17,21,36
21,15,5,47
21,5,15,47
21,5,17,36
21,17,5,36
17,15,5,36
17,5,15,36
17,5,21,36
17,21,5,36
7,5,19,47
7,19,5,47
5,7,19,47
5,19,7,47
19,7,5,47
19,5,7,47
15,9,18,26
15,17,18,18
15,18,9,26
15,18,17,18
8,9,18,22
8,17,18,7
8,18,9,22
8,18,17,7
9,15,18,26
9,8,18,22
9,17,18,9
9,18,15,26
9,18,8,22
9,18,17,9
17,15,18,18
17,8,18,7
17,9,18,9
17,18,15,18
17,18,8,7
17,18,9,9
18,15,9,26
18,15,17,18
18,8,9,22
18,8,17,7
18,9,15,26
18,9,8,22
18,9,17,9
18,17,15,18
18,17,8,7
18,17,9,9
6,7,11,20
6,11,7,20
7,6,11,20
7,11,6,20
11,6,7,20
11,7,6,20
15,20,8,30
15,20,21,47
15,8,20,30
15,8,21,89
15,21,20,47
15,21,8,89
20,15,8,30
20,15,21,47
20,8,15,30
20,8,21,25
20,21,15,47
20,21,8,25
8,15,20,30
8,15,21,89
8,20,15,30
8,20,21,25
8,21,15,89
8,21,20,25
21,15,20,47
21,15,8,89
21,20,15,47
21,20,8,25
21,8,15,89
21,8,20,25
9,21,12,18
9,12,21,18
21,9,12,18
21,12,9,18
12,9,21,18
12,21,9,18
19,10,15,57
19,15,10,57
10,19,15,57
10,15,19,57
15,19,10,57
15,10,19,57
15,7,4,22
15,4,7,22
7,15,4,22
7,4,15,22
4,15,7,22
4,7,15,22
14,7,9,59
14,9,7,59
7,14,9,59
7,9,14,59
9,14,7,59
9,7,14,59
18,17,10,68
18,10,17,68
17,18,10,68
17,10,18,68
10,18,17,68
10,17,18,68
7,17,8,78
7,8,17,78
17,7,8,78
17,8,7,78
8,7,17,78
8,17,7,78
15,19,3,17
15,3,19,17
15,3,21,33
15,11,21,69
15,21,3,33
15,21,11,69
19,15,3,17
19,3,15,17
19,3,11,27
19,3,21,35
19,11,3,27
19,11,21,51
19,21,3,35
19,21,11,51
3,15,19,17
3,15,21,33
3,19,15,17
3,19,11,27
3,19,21,35
3,11,19,27
3,11,21,11
3,21,15,33
3,21,19,35
3,21,11,11
11,15,21,69
11,19,3,27
11,19,21,51
11,3,19,27
11,3,21,11
11,21,15,69
11,21,19,51
11,21,3,11
21,15,3,33
21,15,11,69
21,19,3,35
21,19,11,51
21,3,15,33
21,3,19,35
21,3,11,11
21,11,15,69
21,11,19,51
21,11,3,11
4,18,11,25
4,18,14,12
4,11,18,25
4,11,14,14
4,14,18,12
4,14,11,14
18,4,11,25
18,4,14,12
18,11,4,25
18,14,4,12
11,4,18,25
11,4,14,14
11,18,4,25
11,14,4,14
14,4,18,12
14,4,11,14
14,18,4,12
14,11,4,14
15,19,9,118
15,19,12,49
15,9,19,118
15,9,4,32
15,9,12,43
15,4,9,32
15,4,12,13
15,12,19,49
15,12,9,43
15,12,4,13
19,15,9,118
19,15,12,49
19,9,15,118
19,9,4,32
19,4,9,32
19,4,12,13
19,12,15,49
19,12,4,13
9,15,19,118
9,15,4,32
9,15,12,43
9,19,15,118
9,19,4,32
9,4,15,32
9,4,19,32
9,4,12,11
9,12,15,43
9,12,4,11
4,15,9,32
4,15,12,13
4,19,9,32
4,19,12,13
4,9,15,32
4,9,19,32
4,9,12,11
4,12,15,13
4,12,19,13
4,12,9,11
12,15,19,49
12,15,9,43
12,15,4,13
12,19,15,49
12,19,4,13
12,9,15,43
12,9,4,11
12,4,15,13
12,4,19,13
12,4,9,11
10,18,12,17
10,12,18,17
18,10,12,17
18,12,10,17
12,10,18,17
12,18,10,17
7,17,20,31
7,20,17,31
17,7,20,31
17,20,7,31
20,7,17,31
20,17,7,31
1,8,11,27
1,11,8,27
8,1,11,27
8,11,1,27
11,1,8,27
11,8,1,27
21,11,4,13
21,7,4,24
21,4,11,13
21,4,7,24
11,21,4,13
11,7,4,14
11,4,21,13
11,4,7,14
7,21,4,24
7,11,4,14
7,4,21,24
7,4,11,14
4,21,11,13
4,21,7,24
4,11,21,13
4,11,7,14
4,7,21,24
4,7,11,14
10,18,7,13
10,18,11,48
10,7,18,13
10,7,11,26
10,11,18,48
10,11,7,26
18,10,7,13
18,10,11,48
18,7,10,13
18,7,11,23
18,11,10,48
18,11,7,23
7,10,18,13
7,10,11,26
7,18,10,13
7,18,11,23
7,11,10,26
7,11,18,23
11,10,18,48
11,10,7,26
11,18,10,48
11,18,7,23
11,7,10,26
11,7,18,23
3,16,5,6
3,5,16,6
3,5,17,12
3,17,5,12
16,3,5,6
16,5,3,6
16,5,17,31
16,17,5,31
5,3,16,6
5,3,17,12
5,16,3,6
5,16,17,31
5,17,3,12
5,17,16,31
17,3,5,12
17,16,5,31
17,5,3,12
17,5,16,31
17,1,10,64
17,10,1,64
1,17,10,64
1,10,17,64
10,17,1,64
10,1,17,64
17,8,1,21
17,8,14,17
17,1,8,21
17,1,14,12
17,14,8,17
17,14,1,12
8,17,1,21
8,17,14,17
8,1,17,21
8,1,14,19
8,14,17,17
8,14,1,19
1,17,8,21
1,17,14,12
1,8,17,21
1,8,14,19
1,14,17,12
1,14,8,19
14,17,8,17
14,17,1,12
14,8,17,17
14,8,1,19
14,1,17,12
14,1,8,19
1,18,10,15
1,10,18,15
18,1,10,15
18,10,1,15
10,1,18,15
10,18,1,15
6,21,14,124
6,14,21,124
6,14,17,53
6,17,14,53
21,6,14,124
21,14,6,124
14,6,21,124
14,6,17,53
14,21,6,124
14,17,6,53
17,6,14,53
17,14,6,53
7,13,9,42
7,13,3,11
