Exam Group,Exam Block,adj_block
1-9887,2,2
1-9630,15,15
1-9416,3,3
1-5653,5,5
MLG73,10,10
1-8023,4,4
1-4149,9,9
1-0205,5,5
1-9227,18,18
1-9650,5,5
1-9996,1,1
1-3068,13,13
1-17835,19,19
1-4361,18,18
1-3089,7,7
1-8450,12,12
1-18371,16,16
MLG07,10,10
MLG29,2,2
1-8113,8,8
1-7024,15,15
1-9667,5,5
1-9855,8,8
1-7042,13,13
MLG33,14,14
1-19448,16,16
1-20791,20,20
1-1015,13,13
MLG57,17,17
1-6647,5,5
MLG56,12,12
1-20467,2,2
1-2400,20,20
1-6931,9,9
1-9333,16,16
1-7268,19,19
1-21195,8,8
1-4649,18,18
1-8379,1,1
1-9946,1,1
1-9277,18,18
1-9504,5,5
1-9516,3,3
1-3596,14,14
1-0129,6,6
1-1942,3,3
1-8623,10,10
1-6927,4,4
P-0009,10,10
1-11330,3,3
1-2103,2,2
1-6181,7,7
MLG44,11,11
1-7839,17,17
1-1390,14,14
1-7897,16,16
1-1570,6,6
1-3589,4,4
1-0033,8,8
1-3216,1,1
1-9495,1,1
1-4051,1,1
1-10762,18,18
MLG43,4,4
1-7608,7,7
1-9995,17,17
1-1608,19,19
1-3535,16,16
1-4136,9,9
1-18615,5,5
1-3587,10,10
1-9836,2,2
1-8590,4,4
1-1592,13,13
1-8341,5,5
MLG02,7,7
1-9997,3,3
1-8066,16,16
1-3509,7,7
1-3639,7,7
1-9404,15,15
1-8352,11,11
1-7019,5,5
MLG54,10,10
1-4020,19,19
1-1177,1,1
MLG51,17,17
1-8157,5,5
1-19004,7,7
1-7866,8,8
1-18377,2,2
1-5530,5,5
1-6743,15,15
1-3516,13,13
1-4855,2,2
1-20578,15,15
1-3108,2,2
1-7521,4,4
1-3139,3,3
1-1769,4,4
1-7441,6,6
1-10978,19,19
1-2324,10,10
1-3584,20,20
MLG13,3,3
1-5172,6,6
1-0296,22,22
1-3647,15,15
1-6734,5,5
1-19924,12,12
1-8826,10,10
P-16616,10,10
1-9497,1,1
1-1317,9,9
1-4531,3,3
MLG75,20,20
MLG78,11,11
1-11329,2,2
1-20641,3,3
1-8910,3,3
1-1827,2,2
1-18613,22,22
1-6296,7,7
1-3523,8,8
1-3362,4,4
1-0031,3,3
MLG65,14,14
1-4319,4,4
1-6035,6,6
1-1131,10,10
MLG32,3,3
1-8188,17,17
1-17758,20,20
1-3052,3,3
1-2282,14,14
1-19229,5,5
MLG63,11,11
MLG50,22,22
1-9417,9,9
1-9498,6,6
1-9761,13,13
1-4760,8,8
1-9831,9,9
1-4417,7,7
1-6611,2,2
1-0008,7,7
1-1462,18,18
1-10785,6,6
1-7682,1,1
MLG48,2,2
1-5163,14,14
1-8544,21,21
1-5197,9,9
1-6594,15,15
MLG62,22,22
1-1580,8,8
1-6916,5,5
1-6918,21,21
1-6919,20,20
MLG14,22,22
1-7874,18,18
1-7213,7,7
1-6561,1,1
1-4640,18,18
1-7004,13,13
1-2335,16,16
1-18558,8,8
1-8551,13,13
1-9270,6,6
1-6974,10,10
MLG68,20,20
1-10539,19,19
MLG49,17,17
1-0278,10,10
MLG64,11,11
MLG30,7,7
1-9609,22,22
1-7819,4,4
1-2423,7,7
1-6787,2,2
1-9963,6,6
1-9808,7,7
1-0303,15,15
MLG60,11,11
1-18709,4,4
1-7204,4,4
1-5744,5,5
1-1770,17,17
1-4682,17,17
1-3104,14,14
1-17907,13,13
1-8421,6,6
MLG53,17,17
1-9645,20,20
MLG12,12,12
MLG15,2,2
1-6858,3,3
1-8314,15,15
1-8285,19,19
1-1957,1,1
1-18203,15,15
1-10451,3,3
1-6216,5,5
1-6692,11,11
1-8172,6,6
1-8398,5,5
1-6878,7,7
1-7122,16,16
1-4700,1,1
1-6006,4,4
1-4355,20,20
1-9379,20,20
1-2701,1,1
1-6693,21,21
1-3141,6,6
1-7614,2,2
1-6914,5,5
1-5654,2,2
MLG59,1,1
1-9610,16,16
1-5161,4,4
1-6980,18,18
MLG10,17,17
MLG72,3,3
MLG52,10,10
1-19166,18,18
MLG11,4,4
1-3447,18,18
1-3217,2,2
1-6538,3,3
1-3534,13,13
1-7152,5,5
1-3106,21,21
1-1935,1,1
1-2297,1,1
1-4098,3,3
1-8529,1,1
1-8397,3,3
1-0272,13,13
1-17790,13,13
1-8186,8,8
1-8503,1,1
1-7182,4,4
1-2545,20,20
1-7993,4,4
1-9651,6,6
1-1183,2,2
1-1989,5,5
1-10060,1,1
1-5913,1,1
1-5981,8,8
1-13247,5,5
1-6228,1,1
1-8578,1,1
1-1204,8,8
1-9794,12,12
1-9518,5,5
1-9452,2,2
1-8400,8,8
1-18234,2,2
1-19205,17,17
1-9055,5,5
1-9394,16,16
1-9286,19,19
1-1005,21,21
1-10038,12,12
1-4390,22,22
1-9491,5,5
MLG31,12,12
1-5980,1,1
1-8678,3,3
1-6900,16,16
1-11350,8,8
1-9578,7,7
1-3551,1,1
MLG09,2,2
1-6028,2,2
1-1836,17,17
1-3265,4,4
MLG08,22,22
1-3176,1,1
1-8493,1,1
1-19915,17,17
1-8627,1,1
1-0292,7,7
1-18487,2,2
1-20012,1,1
1-9076,1,1
1-5425,3,3
1-4747,11,11
1-6227,1,1
1-6909,6,6
1-8532,3,3
1-18935,1,1
1-3206,12,12
1-9697,2,2
1-3033,4,4
1-8094,5,5
1-11206,1,1
1-6531,3,3
1-5036,1,1
1-18028,12,12
1-1850,17,17
1-4926,1,1
1-2034,11,11
1-19549,6,6
1-5282,10,10
1-9861,2,2
1-9338,9,9
1-3175,2,2
1-5002,3,3
1-5531,3,3
1-6718,19,19
1-6217,5,5
1-4847,14,14
1-5891,19,19
1-19447,15,15
1-7530,12,12
1-9457,4,4
1-5990,19,19
1-9971,21,21
1-4494,2,2
1-9576,2,2
1-9436,4,4
1-5413,3,3
1-5424,2,2
1-1191,16,16
1-5803,1,1
1-5799,2,2
1-19567,6,6
1-7527,1,1
MLG67,15,15
1-3087,5,5
1-4842,3,3
1-19568,21,21
1-9838,11,11
MLG46,2,2
1-5555,2,2
1-10444,5,5
1-3646,2,2
1-10951,12,12
1-9806,7,7
1-0055,3,3
1-5914,3,3
1-0027,3,3
1-9455,5,5
1-0003,1,1
1-21192,3,3
1-9034,4,4
1-19927,18,18
