Exam Group,Exam Block,adj_block
MLG45,5,5
P-16454,8,8
1-8928,7,7
1-7744,3,3
MLG06,4,4
1-7453,12,12
1-17657,1,1
1-0001,3,3
MLG58,6,6
1-7005,11,11
1-9870,13,13
1-9500,5,5
1-1350,9,9
1-18994,2,2
1-9447,14,14
1-8634,2,2
1-6061,5,5
1-7599,18,18
1-10696,3,3
1-19813,3,3
MLG41,6,6
1-8067,18,18
1-9137,14,14
1-9740,16,16
1-7721,17,17
MLG40,3,3
1-4929,1,1
1-9655,7,7
1-9606,19,19
1-5043,4,4
1-8100,1,1
1-8573,18,18
1-9588,5,5
MLG38,5,5
1-4910,7,7
1-8042,3,3
1-10948,17,17
1-7525,1,1
1-4052,16,16
1-0037,1,1
1-8641,12,12
1-7752,19,19
1-9496,16,16
1-8074,14,14
1-8906,10,10
72-11994,4,4
1-7321,16,16
1-20167,15,15
1-9156,14,14
1-2382,2,2
1-8328,17,17
1-9770,2,2
1-9553,2,2
1-9253,16,16
1-2670,3,3
1-9646,10,10
1-8646,5,5
1-9839,3,3
MLG39,3,3
1-4634,10,10
1-9902,2,2
1-8988,13,13
1-1250,2,2
1-9733,17,17
1-8018,5,5
1-9752,13,13
1-7058,4,4
1-10468,18,18
1-9938,5,5
1-7842,19,19
1-5406,12,12
1-10922,11,11
1-18563,10,10
1-0053,1,1
1-19839,3,3
1-9887,1,1
1-9630,5,5
1-9416,3,3
1-5653,19,19
MLG73,9,9
1-8023,9,9
1-4149,4,4
1-0205,11,11
1-9227,11,11
1-9650,7,7
1-9996,12,12
1-3068,17,17
1-17835,15,15
1-4361,14,14
1-3089,15,15
1-8450,2,2
1-18371,2,2
MLG07,19,19
MLG29,1,1
1-8113,11,11
1-7024,12,12
1-9667,13,13
1-9855,1,1
1-7042,11,11
MLG33,10,10
1-19448,14,14
1-20791,8,8
1-1015,17,17
MLG57,16,16
1-6647,8,8
MLG56,20,20
1-20467,9,9
1-2400,1,1
1-6931,15,15
1-9333,4,4
1-7268,9,9
1-21195,14,14
1-4649,11,11
1-8379,2,2
1-9946,4,4
1-9277,1,1
1-9504,1,1
1-9516,6,6
1-3596,19,19
1-0129,4,4
1-1942,5,5
1-8623,12,12
1-6927,18,18
P-0009,8,8
1-11330,3,3
1-2103,4,4
1-6181,13,13
MLG44,19,19
1-7839,3,3
1-1390,2,2
1-7897,14,14
1-1570,4,4
1-3589,15,15
1-0033,1,1
1-3216,1,1
1-9495,4,4
1-4051,6,6
1-10762,12,12
MLG43,3,3
1-7608,14,14
1-9995,1,1
1-1608,9,9
1-3535,15,15
1-4136,2,2
1-18615,6,6
1-3587,20,20
1-9836,4,4
1-8590,2,2
1-1592,1,1
1-8341,11,11
MLG02,13,13
1-9997,6,6
1-8066,13,13
1-3509,13,13
1-3639,19,19
1-9404,18,18
1-8352,11,11
1-7019,13,13
MLG54,10,10
1-4020,9,9
1-1177,6,6
MLG51,16,16
1-8157,14,14
1-19004,14,14
1-7866,7,7
1-18377,3,3
1-5530,8,8
1-6743,1,1
1-3516,17,17
1-4855,1,1
1-20578,6,6
1-3108,4,4
1-7521,2,2
1-3139,11,11
1-1769,6,6
1-7441,14,14
1-10978,1,1
1-2324,10,10
1-3584,5,5
MLG13,1,1
1-5172,4,4
1-0296,19,19
1-3647,8,8
1-6734,4,4
1-19924,15,15
1-8826,17,17
P-16616,3,3
1-9497,3,3
1-1317,18,18
1-4531,11,11
MLG75,3,3
MLG78,6,6
1-11329,1,1
1-20641,1,1
1-8910,19,19
1-1827,6,6
1-18613,2,2
1-6296,13,13
1-3523,7,7
1-3362,17,17
1-0031,1,1
MLG65,10,10
1-4319,6,6
1-6035,1,1
1-1131,5,5
MLG32,6,6
1-8188,14,14
1-17758,18,18
1-3052,11,11
1-2282,10,10
1-19229,2,2
MLG63,7,7
MLG50,16,16
1-9417,18,18
1-9498,19,19
1-9761,17,17
1-4760,6,6
1-9831,18,18
1-4417,13,13
1-6611,10,10
1-0008,13,13
1-1462,11,11
1-10785,12,12
1-7682,9,9
MLG48,5,5
1-5163,19,19
1-8544,15,15
1-5197,2,2
1-6594,5,5
MLG62,19,19
1-1580,7,7
1-6916,17,17
1-6918,1,1
1-6919,10,10
MLG14,8,8
1-7874,11,11
1-7213,19,19
1-6561,4,4
1-4640,10,10
1-7004,17,17
1-2335,6,6
1-18558,19,19
1-8551,17,17
1-9270,4,4
1-6974,8,8
MLG68,8,8
1-10539,9,9
MLG49,16,16
1-0278,6,6
MLG64,14,14
MLG30,13,13
1-9609,8,8
1-7819,12,12
1-2423,13,13
1-6787,1,1
1-9963,4,4
1-9808,13,13
1-0303,12,12
MLG60,5,5
1-18709,3,3
1-7204,5,5
1-5744,1,1
1-1770,1,1
1-4682,5,5
1-3104,15,15
1-17907,10,10
1-8421,4,4
MLG53,16,16
1-9645,4,4
MLG12,2,2
MLG15,20,20
1-6858,18,18
1-8314,19,19
1-8285,9,9
1-1957,2,2
1-18203,16,16
1-10451,19,19
1-6216,1,1
1-6692,14,14
1-8172,14,14
1-8398,3,3
1-6878,13,13
1-7122,2,2
1-4700,19,19
1-6006,4,4
1-4355,7,7
1-9379,3,3
1-2701,17,17
1-6693,5,5
1-3141,4,4
1-7614,7,7
1-6914,11,11
1-5654,1,1
MLG59,14,14
1-9610,14,14
1-5161,5,5
1-6980,20,20
MLG10,3,3
MLG72,6,6
MLG52,14,14
1-19166,6,6
MLG11,18,18
1-3447,11,11
1-3217,1,1
1-6538,1,1
1-3534,17,17
1-7152,17,17
1-3106,1,1
1-1935,5,5
1-2297,18,18
1-4098,1,1
1-8529,1,1
1-8397,3,3
1-0272,1,1
1-17790,11,11
1-8186,9,9
1-8503,2,2
1-7182,6,6
1-2545,7,7
1-7993,2,2
1-9651,6,6
1-1183,1,1
1-1989,6,6
1-10060,2,2
1-5913,1,1
1-5981,7,7
1-13247,10,10
1-6228,11,11
1-8578,14,14
1-1204,3,3
1-9794,6,6
1-9518,13,13
1-9452,3,3
1-8400,7,7
1-18234,2,2
1-19205,8,8
1-9055,2,2
1-9394,2,2
1-9286,9,9
1-1005,5,5
1-10038,11,11
1-4390,3,3
1-9491,9,9
MLG31,20,20
1-5980,5,5
1-8678,4,4
1-6900,16,16
1-11350,3,3
1-9578,13,13
1-3551,15,15
MLG09,4,4
1-6028,1,1
1-1836,12,12
1-3265,1,1
MLG08,8,8
1-3176,1,1
1-8493,3,3
1-19915,4,4
1-8627,14,14
1-0292,13,13
1-18487,6,6
1-20012,3,3
1-9076,2,2
1-5425,18,18
1-4747,4,4
1-6227,12,12
1-6909,20,20
1-8532,8,8
1-18935,16,16
1-3206,2,2
1-9697,2,2
1-3033,15,15
1-8094,7,7
1-11206,10,10
1-6531,2,2
1-5036,2,2
1-18028,20,20
1-1850,14,14
1-4926,6,6
1-2034,7,7
1-19549,4,4
1-5282,3,3
1-9861,3,3
1-9338,11,11
1-3175,3,3
1-5002,1,1
1-5531,2,2
1-6718,1,1
1-6217,10,10
1-4847,12,12
1-5891,9,9
1-19447,1,1
1-7530,20,20
1-9457,3,3
1-5990,1,1
1-9971,2,2
1-4494,1,1
1-9576,10,10
1-9436,3,3
1-5413,1,1
1-5424,4,4
1-1191,10,10
1-5803,3,3
1-5799,2,2
1-19567,5,5
1-7527,5,5
MLG67,13,13
1-3087,2,2
1-4842,2,2
1-19568,4,4
1-9838,8,8
MLG46,1,1
1-5555,5,5
1-10444,11,11
1-3646,2,2
1-10951,12,12
1-9806,15,15
1-0055,5,5
1-5914,4,4
1-0027,1,1
1-9455,4,4
1-0003,1,1
1-21192,15,15
1-9034,1,1
1-19927,7,7
