i,j,k,count
12,5,15,25
12,5,6,40
12,5,10,58
12,6,5,40
12,6,10,58
12,10,15,29
12,10,5,58
12,10,6,58
5,15,12,25
5,12,15,25
5,12,6,40
5,12,10,58
5,6,12,40
5,10,12,58
6,12,5,40
6,12,10,58
6,5,12,40
6,10,12,58
10,15,12,29
10,12,15,29
10,12,5,58
10,12,6,58
10,5,12,58
10,6,12,58
18,5,9,8
18,5,12,14
18,9,5,8
18,9,12,11
18,12,5,14
18,12,9,11
5,18,9,8
5,18,12,14
5,9,18,8
5,9,12,13
5,12,18,14
5,12,9,13
9,18,5,8
9,18,12,11
9,5,18,8
9,5,12,13
9,12,18,11
9,12,5,13
12,18,5,14
12,18,9,11
12,5,18,14
12,5,9,13
12,9,18,11
12,9,5,13
5,6,14,49
5,14,6,49
6,5,14,49
6,14,5,49
14,5,6,49
14,6,5,49
11,5,13,32
11,13,5,32
5,11,13,32
5,13,11,32
13,11,5,32
13,5,11,32
12,15,22,9
12,22,15,9
15,12,22,9
15,22,12,9
22,12,15,9
22,15,12,9
14,1,8,3
14,8,1,3
1,14,8,3
1,8,14,3
8,14,1,3
8,1,14,3
6,17,15,41
6,15,17,41
17,6,15,41
17,15,6,41
15,6,17,41
15,17,6,41
11,6,17,86
11,6,7,42
11,17,6,86
11,17,7,72
11,7,6,42
11,7,17,72
6,11,17,86
6,11,7,42
6,17,11,86
6,17,7,82
6,7,11,42
6,7,17,82
17,11,6,86
17,11,7,72
17,6,11,86
17,6,7,82
17,7,11,72
17,7,6,82
7,11,6,42
7,11,17,72
7,6,11,42
7,6,17,82
7,17,11,72
7,17,6,82
1,20,2,9
1,20,5,23
1,2,20,9
1,2,5,35
1,5,20,23
1,5,2,35
20,1,2,9
20,1,5,23
20,2,1,9
20,2,5,32
20,5,1,23
20,5,2,32
2,1,20,9
2,1,5,35
2,20,1,9
2,20,5,32
2,5,1,35
2,5,20,32
5,1,20,23
5,1,2,35
5,20,1,23
5,20,2,32
5,2,1,35
5,2,20,32
5,6,23,18
5,23,6,18
6,5,23,18
6,23,5,18
23,5,6,18
23,6,5,18
3,17,21,33
3,17,16,53
3,21,17,33
3,21,16,12
3,16,17,53
3,16,21,12
17,3,21,33
17,3,16,53
17,21,3,33
17,21,16,15
17,16,3,53
17,16,21,15
21,3,17,33
21,3,16,12
21,17,3,33
21,17,16,15
21,16,3,12
21,16,17,15
16,3,17,53
16,3,21,12
16,17,3,53
16,17,21,15
16,21,3,12
16,21,17,15
1,8,10,18
1,8,21,55
1,10,8,18
1,10,21,22
1,21,8,55
1,21,10,22
8,1,10,18
8,1,21,55
8,10,1,18
8,10,21,14
8,21,1,55
8,21,10,14
10,1,8,18
10,1,21,22
10,8,1,18
10,8,21,14
10,21,1,22
10,21,8,14
21,1,8,55
21,1,10,22
21,8,1,55
21,8,10,14
21,10,1,22
21,10,8,14
22,10,17,26
22,17,10,26
10,22,17,26
10,17,22,26
17,22,10,26
17,10,22,26
3,1,8,13
3,8,1,13
1,3,8,13
1,8,3,13
8,3,1,13
8,1,3,13
14,10,1,22
14,1,10,22
10,14,1,22
10,1,14,22
1,14,10,22
1,10,14,22
6,9,16,13
6,16,9,13
9,6,16,13
9,16,6,13
16,6,9,13
16,9,6,13
3,11,1,37
3,1,11,37
11,3,1,37
11,1,3,37
1,3,11,37
1,11,3,37
20,5,7,27
20,5,3,32
20,7,5,27
20,7,3,22
20,3,5,32
20,3,7,22
5,20,7,27
5,20,3,32
5,7,20,27
5,7,3,42
5,3,20,32
5,3,7,42
7,20,5,27
7,20,3,22
7,5,20,27
7,5,3,42
7,3,20,22
7,3,5,42
3,20,5,32
3,20,7,22
3,5,20,32
3,5,7,42
3,7,20,22
3,7,5,42
1,14,20,8
1,20,14,8
14,1,20,8
14,20,1,8
20,1,14,8
20,14,1,8
5,1,6,52
5,1,12,29
5,6,1,52
5,12,1,29
1,5,6,52
1,5,12,29
1,6,5,52
1,12,5,29
6,5,1,52
6,1,5,52
12,5,1,29
12,1,5,29
19,8,2,6
19,8,13,6
19,2,8,6
19,2,13,5
19,13,8,6
19,13,2,5
8,19,2,6
8,19,13,6
8,2,19,6
8,2,13,4
8,13,19,6
8,13,2,4
2,19,8,6
2,19,13,5
2,8,19,6
2,8,13,4
2,13,19,5
2,13,8,4
13,19,8,6
13,19,2,5
13,8,19,6
13,8,2,4
13,2,19,5
13,2,8,4
11,2,21,26
11,21,2,26
2,11,21,26
2,21,11,26
21,11,2,26
21,2,11,26
11,17,15,79
11,15,17,79
17,11,15,79
17,15,11,79
15,11,17,79
15,17,11,79
5,3,12,46
5,3,15,48
5,7,12,31
5,7,15,41
5,12,3,46
5,12,7,31
5,15,3,48
5,15,7,41
3,5,12,46
3,5,15,48
3,7,12,23
3,7,15,33
3,12,5,46
3,12,7,23
3,12,15,16
3,15,5,48
3,15,7,33
3,15,12,16
7,5,12,31
7,5,15,41
7,3,12,23
7,3,15,33
7,12,5,31
7,12,3,23
7,15,5,41
7,15,3,33
12,5,3,46
12,5,7,31
12,3,5,46
12,3,7,23
12,3,15,16
12,7,5,31
12,7,3,23
12,15,3,16
15,5,3,48
15,5,7,41
15,3,5,48
15,3,7,33
15,3,12,16
15,7,5,41
15,7,3,33
15,12,3,16
2,4,8,3
2,4,12,6
2,4,10,25
2,8,4,3
2,8,12,10
2,8,10,15
2,12,4,6
2,12,8,10
2,12,10,21
2,10,4,25
2,10,8,15
2,10,12,21
4,2,8,3
4,2,12,6
4,2,10,25
4,8,2,3
4,8,12,20
4,8,10,21
4,12,2,6
4,12,8,20
4,12,10,28
4,10,2,25
4,10,8,21
4,10,12,28
8,2,4,3
8,2,12,10
8,2,10,15
8,4,2,3
8,4,12,20
8,4,10,21
8,12,2,10
8,12,4,20
8,12,10,17
8,10,2,15
8,10,4,21
8,10,12,17
12,2,4,6
12,2,8,10
12,2,10,21
12,4,2,6
12,4,8,20
12,4,10,28
12,8,2,10
12,8,4,20
12,8,10,17
12,10,2,21
12,10,4,28
12,10,8,17
10,2,4,25
10,2,8,15
10,2,12,21
10,4,2,25
10,4,8,21
10,4,12,28
10,8,2,15
10,8,4,21
10,8,12,17
10,12,2,21
10,12,4,28
10,12,8,17
12,3,8,13
12,3,17,34
12,8,3,13
12,8,17,19
12,17,3,34
12,17,8,19
3,12,8,13
3,12,17,34
3,8,12,13
3,8,17,25
3,17,12,34
3,17,8,25
8,12,3,13
8,12,17,19
8,3,12,13
8,3,17,25
8,17,12,19
8,17,3,25
17,12,3,34
17,12,8,19
17,3,12,34
17,3,8,25
17,8,12,19
17,8,3,25
7,1,20,23
7,20,1,23
1,7,20,23
1,20,7,23
20,7,1,23
20,1,7,23
10,8,23,39
10,23,8,39
8,10,23,39
8,23,10,39
23,10,8,39
23,8,10,39
6,2,13,4
6,13,2,4
2,6,13,4
2,13,6,4
13,6,2,4
13,2,6,4
10,2,3,39
10,3,2,39
2,10,3,39
2,3,10,39
3,10,2,39
3,2,10,39
13,16,15,16
13,16,10,23
13,16,7,10
13,15,16,16
13,15,10,28
13,15,7,12
13,10,16,23
13,10,15,28
13,10,7,41
13,7,16,10
13,7,15,12
13,7,10,41
16,13,15,16
16,13,10,23
16,13,7,10
16,15,13,16
16,15,10,38
16,15,7,47
16,10,13,23
16,10,15,38
16,10,7,29
16,7,13,10
16,7,15,47
16,7,10,29
15,13,16,16
15,13,10,28
15,13,7,12
15,16,13,16
15,16,10,38
15,16,7,47
15,10,13,28
15,10,16,38
15,10,7,75
15,7,13,12
15,7,16,47
15,7,10,75
10,13,16,23
10,13,15,28
10,13,7,41
10,16,13,23
10,16,15,38
10,16,7,29
10,15,13,28
10,15,16,38
10,15,7,75
10,7,13,41
10,7,16,29
10,7,15,75
7,13,16,10
7,13,15,12
7,13,10,41
7,16,13,10
7,16,15,47
7,16,10,29
7,15,13,12
7,15,16,47
7,15,10,75
7,10,13,41
7,10,16,29
7,10,15,75
14,1,13,8
14,13,1,8
1,14,13,8
1,13,14,8
13,14,1,8
13,1,14,8
2,16,4,40
2,16,23,12
2,4,16,40
2,4,23,10
2,23,16,12
2,23,4,10
16,2,4,40
16,2,23,12
16,4,2,40
16,4,23,61
16,23,2,12
16,23,4,61
4,2,16,40
4,2,23,10
4,16,2,40
4,16,23,61
4,23,2,10
4,23,16,61
23,2,16,12
23,2,4,10
23,16,2,12
23,16,4,61
23,4,2,10
23,4,16,61
18,17,7,10
18,7,17,10
17,18,7,10
17,7,18,10
7,18,17,10
7,17,18,10
14,21,11,9
14,11,21,9
21,14,11,9
21,11,14,9
11,14,21,9
11,21,14,9
17,6,8,24
17,6,20,39
17,6,16,72
17,8,6,24
17,8,20,35
17,8,16,24
17,20,6,39
17,20,8,35
17,20,16,13
17,16,6,72
17,16,8,24
17,16,20,13
6,17,8,24
6,17,20,39
6,17,16,72
6,8,17,24
6,8,20,22
6,8,16,12
6,20,17,39
6,20,8,22
6,20,16,11
6,16,17,72
6,16,8,12
6,16,20,11
8,17,6,24
8,17,20,35
8,17,16,24
8,6,17,24
8,6,20,22
8,6,16,12
8,20,17,35
8,20,6,22
8,20,16,19
8,16,17,24
8,16,6,12
8,16,20,19
20,17,6,39
20,17,8,35
20,17,16,13
20,6,17,39
20,6,8,22
20,6,16,11
20,8,17,35
20,8,6,22
20,8,16,19
20,16,17,13
20,16,6,11
20,16,8,19
16,17,6,72
16,17,8,24
16,17,20,13
16,6,17,72
16,6,8,12
16,6,20,11
16,8,17,24
16,8,6,12
16,8,20,19
16,20,17,13
16,20,6,11
16,20,8,19
11,17,13,55
11,17,16,54
11,13,17,55
11,13,16,29
11,16,17,54
11,16,13,29
17,11,13,55
17,11,16,54
17,13,11,55
17,13,16,22
17,16,11,54
17,16,13,22
13,11,17,55
13,11,16,29
13,17,11,55
13,17,16,22
13,16,11,29
13,16,17,22
16,11,17,54
16,11,13,29
16,17,11,54
16,17,13,22
16,13,11,29
16,13,17,22
3,6,11,75
3,6,21,30
3,11,6,75
3,11,21,27
3,21,6,30
3,21,11,27
6,3,11,75
6,3,21,30
6,11,3,75
6,11,21,32
6,21,3,30
6,21,11,32
11,3,6,75
11,3,21,27
11,6,3,75
11,6,21,32
11,21,3,27
11,21,6,32
21,3,6,30
21,3,11,27
21,6,3,30
21,6,11,32
21,11,3,27
21,11,6,32
19,9,2,35
19,2,9,35
9,19,2,35
9,2,19,35
2,19,9,35
2,9,19,35
11,16,21,34
11,16,7,28
11,21,16,34
11,21,7,21
11,7,16,28
11,7,21,21
16,11,21,34
16,11,7,28
16,21,11,34
16,21,7,6
16,7,11,28
16,7,21,6
21,11,16,34
21,11,7,21
21,16,11,34
21,16,7,6
21,7,11,21
21,7,16,6
7,11,16,28
7,11,21,21
7,16,11,28
7,16,21,6
7,21,11,21
7,21,16,6
2,7,6,46
2,6,7,46
7,2,6,46
7,6,2,46
6,2,7,46
6,7,2,46
21,17,1,12
21,1,17,12
17,21,1,12
17,1,21,12
1,21,17,12
1,17,21,12
5,10,7,51
5,7,10,51
10,5,7,51
10,7,5,51
7,5,10,51
7,10,5,51
12,2,7,21
12,7,2,21
3,2,7,47
3,6,7,45
3,7,2,47
3,7,6,45
2,12,7,21
2,3,7,47
2,7,12,21
2,7,3,47
6,3,7,45
6,7,3,45
7,12,2,21
7,3,2,47
7,3,6,45
7,2,12,21
7,2,3,47
7,6,3,45
18,8,16,24
18,16,8,24
8,18,16,24
8,16,18,24
16,18,8,24
16,8,18,24
1,13,21,166
1,21,13,166
13,1,21,166
13,21,1,166
21,1,13,166
21,13,1,166
1,20,3,17
1,3,20,17
1,3,5,45
1,5,3,45
20,1,3,17
20,3,1,17
3,1,20,17
3,1,5,45
3,20,1,17
3,5,1,45
5,1,3,45
5,3,1,45
20,4,5,11
20,4,22,8
20,5,4,11
20,5,22,28
20,22,4,8
20,22,5,28
4,20,5,11
4,20,22,8
4,5,20,11
4,5,22,19
4,22,20,8
4,22,5,19
5,20,4,11
5,20,22,28
5,4,20,11
5,4,22,19
5,22,20,28
5,22,4,19
22,20,4,8
22,20,5,28
22,4,20,8
22,4,5,19
22,5,20,28
22,5,4,19
6,7,13,19
6,7,10,42
6,7,4,13
6,13,7,19
6,13,10,47
6,13,4,45
6,10,7,42
6,10,13,47
6,10,4,51
6,4,7,13
6,4,13,45
6,4,10,51
7,6,13,19
7,6,10,42
7,6,4,13
7,13,6,19
7,13,4,28
7,10,6,42
7,10,4,26
7,4,6,13
7,4,13,28
7,4,10,26
13,6,7,19
13,6,10,47
13,6,4,45
13,7,6,19
13,7,4,28
13,10,6,47
13,10,4,50
13,4,6,45
13,4,7,28
13,4,10,50
10,6,7,42
10,6,13,47
10,6,4,51
10,7,6,42
10,7,4,26
10,13,6,47
10,13,4,50
10,4,6,51
10,4,7,26
10,4,13,50
4,6,7,13
4,6,13,45
4,6,10,51
4,7,6,13
4,7,13,28
4,7,10,26
4,13,6,45
4,13,7,28
4,13,10,50
4,10,6,51
4,10,7,26
4,10,13,50
3,14,16,43
3,14,19,16
3,16,14,43
3,16,19,4
3,19,14,16
3,19,16,4
14,3,16,43
14,3,19,16
14,16,3,43
14,16,19,5
14,19,3,16
14,19,16,5
16,3,14,43
16,3,19,4
16,14,3,43
16,14,19,5
16,19,3,4
16,19,14,5
19,3,14,16
19,3,16,4
19,14,3,16
19,14,16,5
19,16,3,4
19,16,14,5
14,5,19,33
14,5,2,36
14,5,17,39
14,19,5,33
14,19,2,20
14,19,17,13
14,2,5,36
14,2,19,20
14,2,17,9
14,17,5,39
14,17,19,13
14,17,2,9
5,14,19,33
5,14,2,36
5,14,17,39
5,19,14,33
5,19,2,46
5,19,17,56
5,2,14,36
5,2,19,46
5,2,17,40
5,17,14,39
5,17,19,56
5,17,2,40
19,14,5,33
19,14,2,20
19,14,17,13
19,5,14,33
19,5,2,46
19,5,17,56
19,2,14,20
19,2,5,46
19,2,17,24
19,17,14,13
19,17,5,56
19,17,2,24
2,14,5,36
2,14,19,20
2,14,17,9
2,5,14,36
2,5,19,46
2,5,17,40
2,19,14,20
2,19,5,46
2,19,17,24
2,17,14,9
2,17,5,40
2,17,19,24
17,14,5,39
17,14,19,13
17,14,2,9
17,5,14,39
17,5,19,56
17,5,2,40
17,19,14,13
17,19,5,56
17,19,2,24
17,2,14,9
17,2,5,40
17,2,19,24
14,6,2,16
14,6,11,28
14,6,19,13
14,2,6,16
14,2,11,35
14,11,6,28
14,11,2,35
14,11,19,18
14,19,6,13
14,19,11,18
6,14,2,16
6,14,11,28
6,14,19,13
6,2,14,16
6,2,11,57
6,2,19,42
6,11,14,28
6,11,2,57
6,11,19,40
6,19,14,13
6,19,2,42
6,19,11,40
2,14,6,16
2,14,11,35
2,6,14,16
2,6,11,57
2,6,19,42
2,11,14,35
2,11,6,57
2,11,19,35
2,19,6,42
2,19,11,35
11,14,6,28
11,14,2,35
11,14,19,18
11,6,14,28
11,6,2,57
11,6,19,40
11,2,14,35
11,2,6,57
11,2,19,35
11,19,14,18
11,19,6,40
11,19,2,35
19,14,6,13
19,14,11,18
19,6,14,13
19,6,2,42
19,6,11,40
19,2,6,42
19,2,11,35
19,11,14,18
19,11,6,40
19,11,2,35
5,2,13,27
5,2,21,16
5,13,2,27
5,13,21,22
5,21,2,16
5,21,13,22
2,5,13,27
2,5,21,16
2,13,5,27
2,13,21,40
2,21,5,16
2,21,13,40
13,5,2,27
13,5,21,22
13,2,5,27
13,2,21,40
13,21,5,22
13,21,2,40
21,5,2,16
21,5,13,22
21,2,5,16
21,2,13,40
21,13,5,22
21,13,2,40
14,11,5,60
14,5,11,60
6,2,5,81
6,5,2,81
2,6,5,81
2,11,5,72
2,5,6,81
2,5,11,72
11,14,5,60
11,2,5,72
11,5,14,60
11,5,2,72
5,14,11,60
5,6,2,81
5,2,6,81
5,2,11,72
5,11,14,60
5,11,2,72
5,17,21,24
5,21,17,24
17,5,21,24
17,21,5,24
21,5,17,24
21,17,5,24
3,15,6,30
3,15,2,15
3,6,15,30
3,2,15,15
15,3,6,30
15,3,2,15
15,6,3,30
15,6,2,25
15,2,3,15
15,2,6,25
6,3,15,30
6,15,3,30
6,15,2,25
6,2,15,25
2,3,15,15
2,15,3,15
2,15,6,25
2,6,15,25
3,14,1,20
3,1,14,20
14,3,1,20
14,1,3,20
1,3,14,20
1,14,3,20
5,18,3,25
5,18,20,3
5,3,18,25
5,20,18,3
18,5,3,25
18,5,20,3
18,3,5,25
18,3,20,4
18,20,5,3
18,20,3,4
3,5,18,25
3,18,5,25
3,18,20,4
3,20,18,4
20,5,18,3
20,18,5,3
20,18,3,4
20,3,18,4
16,11,1,12
16,1,11,12
11,16,1,12
11,1,16,12
1,16,11,12
1,11,16,12
19,5,13,28
19,5,22,16
19,13,5,28
19,13,22,6
19,22,5,16
19,22,13,6
5,19,13,28
5,19,22,16
5,13,19,28
5,13,22,17
5,22,19,16
5,22,13,17
13,19,5,28
13,19,22,6
13,5,19,28
13,5,22,17
13,22,19,6
13,22,5,17
22,19,5,16
22,19,13,6
22,5,19,16
22,5,13,17
22,13,19,6
22,13,5,17
17,16,7,59
17,7,16,59
16,17,7,59
16,7,17,59
7,17,16,59
7,16,17,59
5,14,16,55
5,14,4,17
5,16,14,55
5,16,4,64
5,4,14,17
5,4,16,64
14,5,16,55
14,5,4,17
14,16,5,55
14,16,4,18
14,4,5,17
14,4,16,18
16,5,14,55
16,5,4,64
16,14,5,55
16,14,4,18
16,4,5,64
16,4,14,18
4,5,14,17
4,5,16,64
4,14,5,17
4,14,16,18
4,16,5,64
4,16,14,18
6,1,10,56
6,10,1,56
1,6,10,56
1,10,6,56
10,6,1,56
10,1,6,56
5,17,16,51
5,17,23,14
5,2,16,73
5,2,23,5
5,16,17,51
5,16,2,73
5,16,23,18
5,23,17,14
5,23,2,5
5,23,16,18
17,5,16,51
17,5,23,14
17,2,16,23
17,2,23,6
17,16,5,51
17,16,2,23
17,16,23,11
17,23,5,14
17,23,2,6
17,23,16,11
2,5,16,73
2,5,23,5
2,17,16,23
2,17,23,6
2,16,5,73
2,16,17,23
2,23,5,5
2,23,17,6
16,5,17,51
16,5,2,73
16,5,23,18
16,17,5,51
16,17,2,23
16,17,23,11
16,2,5,73
16,2,17,23
16,23,5,18
16,23,17,11
23,5,17,14
23,5,2,5
23,5,16,18
23,17,5,14
23,17,2,6
23,17,16,11
23,2,5,5
23,2,17,6
23,16,5,18
23,16,17,11
5,14,3,62
5,3,14,62
5,3,16,85
5,16,3,85
14,5,3,62
14,3,5,62
3,5,14,62
3,5,16,85
3,14,5,62
3,16,5,85
16,5,3,85
16,3,5,85
14,11,20,5
14,20,11,5
11,14,20,5
11,20,14,5
20,14,11,5
20,11,14,5
10,20,5,35
10,5,20,35
20,10,5,35
20,5,10,35
5,10,20,35
5,20,10,35
23,21,8,20
23,8,21,20
21,23,8,20
21,8,23,20
8,23,21,20
8,21,23,20
13,2,17,24
13,17,2,24
2,13,17,24
2,17,13,24
17,13,2,24
17,2,13,24
5,10,19,53
5,3,19,52
5,3,11,89
5,19,10,53
5,19,3,52
5,19,11,61
5,11,3,89
5,11,19,61
10,5,19,53
10,3,19,37
10,3,11,81
10,19,5,53
10,19,3,37
10,19,11,34
10,11,3,81
10,11,19,34
3,5,19,52
3,5,11,89
3,10,19,37
3,10,11,81
3,19,5,52
3,19,10,37
3,19,11,24
3,11,5,89
3,11,10,81
3,11,19,24
19,5,10,53
19,5,3,52
19,5,11,61
19,10,5,53
19,10,3,37
19,10,11,34
19,3,5,52
19,3,10,37
19,3,11,24
19,11,5,61
19,11,10,34
19,11,3,24
11,5,3,89
11,5,19,61
11,10,3,81
11,10,19,34
11,3,5,89
11,3,10,81
11,3,19,24
11,19,5,61
11,19,10,34
11,19,3,24
12,10,7,30
12,7,10,30
10,12,7,30
10,7,12,30
7,12,10,30
7,10,12,30
5,10,14,80
5,10,21,37
5,14,10,80
5,14,12,31
5,14,21,11
5,12,14,31
5,12,21,9
5,21,10,37
5,21,14,11
5,21,12,9
10,5,14,80
10,5,21,37
10,14,5,80
10,14,12,39
10,14,21,17
10,12,14,39
10,12,21,19
10,21,5,37
10,21,14,17
10,21,12,19
14,5,10,80
14,5,12,31
14,5,21,11
14,10,5,80
14,10,12,39
14,10,21,17
14,12,5,31
14,12,10,39
14,12,21,6
14,21,5,11
14,21,10,17
14,21,12,6
12,5,14,31
12,5,21,9
12,10,14,39
12,10,21,19
12,14,5,31
12,14,10,39
12,14,21,6
12,21,5,9
12,21,10,19
12,21,14,6
21,5,10,37
21,5,14,11
21,5,12,9
21,10,5,37
21,10,14,17
21,10,12,19
21,14,5,11
21,14,10,17
21,14,12,6
21,12,5,9
21,12,10,19
21,12,14,6
13,17,20,23
13,20,17,23
17,13,20,23
17,20,13,23
20,13,17,23
20,17,13,23
11,7,20,29
11,20,7,29
7,11,20,29
7,20,11,29
20,11,7,29
20,7,11,29
9,20,3,7
9,3,20,7
20,9,3,7
20,3,9,7
3,9,20,7
3,20,9,7
18,17,1,13
18,1,17,13
17,18,1,13
17,1,18,13
1,18,17,13
1,17,18,13
11,19,15,7
11,15,19,7
19,11,15,7
19,6,15,7
19,15,11,7
19,15,6,7
6,19,15,7
6,15,19,7
15,11,19,7
15,19,11,7
15,19,6,7
15,6,19,7
13,17,6,22
13,17,1,24
13,6,17,22
13,6,1,18
13,1,17,24
13,1,6,18
17,13,6,22
17,13,1,24
17,6,13,22
17,6,1,36
17,1,13,24
17,1,6,36
6,13,17,22
6,13,1,18
6,17,13,22
6,17,1,36
6,1,13,18
6,1,17,36
1,13,17,24
1,13,6,18
1,17,13,24
1,17,6,36
1,6,13,18
1,6,17,36
19,1,8,17
19,8,1,17
1,19,8,17
1,8,19,17
8,19,1,17
8,1,19,17
2,17,11,44
2,17,7,30
2,11,17,44
2,11,7,42
2,7,17,30
2,7,11,42
17,2,11,44
17,2,7,30
