Exam Group,Exam Block,adj_block
1-9855,8,8
1-7042,16,16
MLG33,11,11
1-19448,10,10
1-20791,14,14
1-1015,1,1
MLG57,10,10
1-6647,21,21
MLG56,15,15
1-20467,16,16
1-2400,1,1
1-6931,17,17
1-9333,12,12
1-7268,1,1
1-21195,3,3
1-4649,18,18
1-8379,8,8
1-9946,10,10
1-9277,18,18
1-9504,2,2
1-9516,18,18
1-3596,21,21
1-0129,6,6
1-1942,4,4
1-8623,10,10
1-6927,19,19
P-0009,7,7
1-11330,1,1
1-2103,13,13
1-6181,20,20
MLG44,2,2
1-7839,11,11
1-1390,4,4
1-7897,12,12
1-1570,6,6
1-3589,2,2
1-0033,4,4
1-3216,15,15
1-9495,13,13
1-4051,11,11
1-10762,14,14
MLG43,4,4
1-7608,10,10
1-9995,8,8
1-1608,15,15
1-3535,12,12
1-4136,3,3
1-18615,10,10
1-3587,16,16
1-9836,1,1
1-8590,14,14
1-1592,16,16
1-8341,18,18
MLG02,20,20
1-9997,10,10
1-8066,20,20
1-3509,17,17
1-3639,15,15
1-9404,19,19
1-8352,2,2
1-7019,20,20
MLG54,8,8
1-4020,9,9
1-1177,9,9
MLG51,10,10
1-8157,12,12
1-19004,21,21
1-7866,7,7
1-18377,16,16
1-5530,18,18
1-6743,3,3
1-3516,16,16
1-4855,1,1
1-20578,2,2
1-3108,9,9
1-7521,4,4
1-3139,18,18
1-1769,21,21
1-7441,6,6
1-10978,14,14
1-2324,1,1
1-3584,5,5
MLG13,13,13
1-5172,6,6
1-0296,14,14
1-3647,4,4
1-6734,6,6
1-19924,13,13
1-8826,16,16
P-16616,9,9
1-9497,5,5
1-1317,19,19
1-4531,18,18
MLG75,11,11
MLG78,4,4
1-11329,11,11
1-20641,8,8
1-8910,18,18
1-1827,13,13
1-18613,1,1
1-6296,20,20
1-3523,7,7
1-3362,16,16
1-0031,6,6
MLG65,17,17
1-4319,19,19
1-6035,5,5
1-1131,14,14
MLG32,2,2
1-8188,15,15
1-17758,19,19
1-3052,18,18
1-2282,4,4
1-19229,17,17
MLG63,17,17
MLG50,8,8
1-9417,19,19
1-9498,6,6
1-9761,16,16
1-4760,7,7
1-9831,19,19
1-4417,20,20
1-6611,16,16
1-0008,20,20
1-1462,18,18
1-10785,6,6
1-7682,21,21
MLG48,4,4
1-5163,2,2
1-8544,1,1
1-5197,19,19
1-6594,11,11
MLG62,14,14
1-1580,7,7
1-6916,4,4
1-6918,5,5
1-6919,21,21
MLG14,14,14
1-7874,18,18
1-7213,1,1
1-6561,6,6
1-4640,18,18
1-7004,16,16
1-2335,12,12
1-18558,7,7
1-8551,17,17
1-9270,6,6
1-6974,4,4
MLG68,9,9
1-10539,9,9
MLG49,2,2
1-0278,13,13
MLG64,17,17
MLG30,20,20
1-9609,20,20
1-7819,7,7
1-2423,20,20
1-6787,4,4
1-9963,6,6
1-9808,13,13
1-0303,3,3
MLG60,13,13
1-18709,3,3
1-7204,9,9
1-5744,3,3
1-1770,8,8
1-4682,21,21
1-3104,11,11
1-17907,16,16
1-8421,6,6
MLG53,8,8
1-9645,2,2
MLG12,3,3
MLG15,17,17
1-6858,19,19
1-8314,10,10
1-8285,4,4
1-1957,10,10
1-18203,14,14
1-10451,4,4
1-6216,1,1
1-6692,12,12
1-8172,12,12
1-8398,17,17
1-6878,20,20
1-7122,12,12
1-4700,14,14
1-6006,13,13
1-4355,11,11
1-9379,11,11
1-2701,16,16
1-6693,2,2
1-3141,6,6
1-7614,4,4
1-6914,19,19
1-5654,14,14
MLG59,3,3
1-9610,12,12
1-5161,10,10
1-6980,13,13
MLG10,15,15
MLG72,3,3
MLG52,8,8
1-19166,18,18
MLG11,8,8
1-3447,18,18
1-3217,15,15
1-6538,12,12
1-3534,16,16
1-7152,17,17
1-3106,8,8
1-1935,5,5
1-2297,19,19
1-4098,15,15
1-8529,10,10
1-8397,4,4
1-0272,16,16
1-17790,3,3
1-8186,17,17
1-8503,16,16
1-7182,8,8
1-2545,2,2
1-7993,15,15
1-9651,15,15
1-1183,13,13
1-1989,12,12
1-10060,8,8
1-5913,1,1
1-5981,21,21
1-13247,3,3
1-6228,13,13
1-8578,7,7
1-1204,12,12
1-9794,11,11
1-9518,1,1
1-9452,1,1
1-8400,11,11
1-18234,17,17
1-19205,5,5
1-9055,13,13
1-9394,12,12
1-9286,1,1
1-1005,5,5
1-10038,21,21
1-4390,18,18
1-9491,1,1
MLG31,17,17
1-5980,5,5
1-8678,3,3
1-6900,12,12
1-11350,7,7
1-9578,15,15
1-3551,1,1
MLG09,13,13
1-6028,14,14
1-1836,11,11
1-3265,3,3
MLG08,2,2
1-3176,1,1
1-8493,19,19
1-19915,6,6
1-8627,9,9
1-0292,3,3
1-18487,6,6
1-20012,5,5
1-9076,7,7
1-5425,11,11
1-4747,9,9
1-6227,9,9
1-6909,8,8
1-8532,11,11
1-18935,18,18
1-3206,7,7
1-9697,6,6
1-3033,1,1
1-8094,7,7
1-11206,14,14
1-6531,9,9
1-5036,19,19
1-18028,9,9
1-1850,21,21
1-4926,1,1
1-2034,5,5
1-19549,13,13
1-5282,8,8
1-9861,11,11
1-9338,15,15
1-3175,15,15
1-5002,5,5
1-5531,2,2
1-6718,2,2
1-6217,7,7
1-4847,2,2
1-5891,9,9
1-19447,3,3
1-7530,3,3
1-9457,19,19
1-5990,5,5
1-9971,8,8
1-4494,1,1
1-9576,17,17
1-9436,3,3
1-5413,11,11
1-5424,18,18
1-1191,16,16
1-5803,4,4
1-5799,1,1
1-19567,1,1
1-7527,1,1
MLG67,17,17
1-3087,14,14
1-4842,1,1
1-19568,4,4
1-9838,2,2
MLG46,10,10
1-5555,12,12
1-10444,5,5
1-3646,1,1
1-10951,1,1
1-9806,1,1
1-0055,11,11
1-5914,4,4
1-0027,5,5
1-9455,1,1
1-0003,8,8
1-21192,5,5
1-9034,7,7
1-19927,15,15
