Exam Group,Exam Block,adj_block
1-6647,13,13
MLG56,17,17
1-20467,5,5
1-2400,12,12
1-6931,8,8
1-9333,18,18
1-7268,13,13
1-21195,11,11
1-4649,9,9
1-8379,2,2
1-9946,2,2
1-9277,20,20
1-9504,12,12
1-9516,20,20
1-3596,7,7
1-0129,6,6
1-1942,4,4
1-8623,1,1
1-6927,11,11
P-0009,1,1
1-11330,1,1
1-2103,16,16
1-6181,12,12
MLG44,4,4
1-7839,1,1
1-1390,7,7
1-7897,2,2
1-1570,6,6
1-3589,1,1
1-0033,2,2
1-3216,7,7
1-9495,3,3
1-4051,1,1
1-10762,8,8
MLG43,4,4
1-7608,9,9
1-9995,15,15
1-1608,19,19
1-3535,13,13
1-4136,1,1
1-18615,4,4
1-3587,14,14
1-9836,2,2
1-8590,19,19
1-1592,2,2
1-8341,20,20
MLG02,12,12
1-9997,10,10
1-8066,3,3
1-3509,12,12
1-3639,11,11
1-9404,11,11
1-8352,9,9
1-7019,1,1
MLG54,9,9
1-4020,5,5
1-1177,19,19
MLG51,8,8
1-8157,1,1
1-19004,4,4
1-7866,16,16
1-18377,1,1
1-5530,18,18
1-6743,19,19
1-3516,14,14
1-4855,9,9
1-20578,15,15
1-3108,19,19
1-7521,12,12
1-3139,20,20
1-1769,11,11
1-7441,6,6
1-10978,1,1
1-2324,12,12
1-3584,10,10
MLG13,20,20
1-5172,6,6
1-0296,16,16
1-3647,15,15
1-6734,6,6
1-19924,15,15
1-8826,20,20
P-16616,4,4
1-9497,10,10
1-1317,11,11
1-4531,20,20
MLG75,1,1
MLG78,4,4
1-11329,8,8
1-20641,1,1
1-8910,20,20
1-1827,4,4
1-18613,1,1
1-6296,12,12
1-3523,16,16
1-3362,14,14
1-0031,16,16
MLG65,9,9
1-4319,11,11
1-6035,8,8
1-1131,3,3
MLG32,4,4
1-8188,2,2
1-17758,11,11
1-3052,20,20
1-2282,7,7
1-19229,18,18
MLG63,13,13
MLG50,9,9
1-9417,11,11
1-9498,8,8
1-9761,3,3
1-4760,3,3
1-9831,11,11
1-4417,12,12
1-6611,14,14
1-0008,15,15
1-1462,20,20
1-10785,6,6
1-7682,5,5
MLG48,19,19
1-5163,2,2
1-8544,4,4
1-5197,11,11
1-6594,1,1
MLG62,7,7
1-1580,16,16
1-6916,4,4
1-6918,14,14
1-6919,17,17
MLG14,19,19
1-7874,6,6
1-7213,1,1
1-6561,6,6
1-4640,14,14
1-7004,14,14
1-2335,13,13
1-18558,4,4
1-8551,14,14
1-9270,6,6
1-6974,2,2
MLG68,15,15
1-10539,13,13
MLG49,8,8
1-0278,4,4
MLG64,4,4
MLG30,3,3
1-9609,10,10
1-7819,4,4
1-2423,1,1
1-6787,5,5
1-9963,6,6
1-9808,12,12
1-0303,18,18
MLG60,19,19
1-18709,3,3
1-7204,7,7
1-5744,4,4
1-1770,9,9
1-4682,2,2
1-3104,8,8
1-17907,3,3
1-8421,6,6
MLG53,18,18
1-9645,2,2
MLG12,17,17
MLG15,16,16
1-6858,15,15
1-8314,5,5
1-8285,4,4
1-1957,18,18
1-18203,3,3
1-10451,4,4
1-6216,2,2
1-6692,2,2
1-8172,3,3
1-8398,2,2
1-6878,12,12
1-7122,7,7
1-4700,2,2
1-6006,2,2
1-4355,16,16
1-9379,1,1
1-2701,5,5
1-6693,10,10
1-3141,6,6
1-7614,19,19
1-6914,20,20
1-5654,7,7
MLG59,18,18
1-9610,2,2
1-5161,18,18
1-6980,19,19
MLG10,3,3
MLG72,3,3
MLG52,10,10
1-19166,20,20
MLG11,19,19
1-3447,9,9
1-3217,20,20
1-6538,5,5
1-3534,14,14
1-7152,14,14
1-3106,10,10
1-1935,15,15
1-2297,11,11
1-4098,3,3
1-8529,2,2
1-8397,1,1
1-0272,14,14
1-17790,5,5
1-8186,18,18
1-8503,3,3
1-7182,8,8
1-2545,16,16
1-7993,8,8
1-9651,2,2
1-1183,8,8
1-1989,5,5
1-10060,18,18
1-5913,19,19
1-5981,2,2
1-13247,13,13
1-6228,1,1
1-8578,3,3
1-1204,3,3
1-9794,17,17
1-9518,19,19
1-9452,1,1
1-8400,13,13
1-18234,12,12
1-19205,9,9
1-9055,14,14
1-9394,19,19
1-9286,5,5
1-1005,10,10
1-10038,8,8
1-4390,7,7
1-9491,5,5
MLG31,9,9
1-5980,10,10
1-8678,16,16
1-6900,4,4
1-11350,16,16
1-9578,3,3
1-3551,3,3
MLG09,6,6
1-6028,5,5
1-1836,7,7
1-3265,4,4
MLG08,19,19
1-3176,2,2
1-8493,11,11
1-19915,2,2
1-8627,5,5
1-0292,3,3
1-18487,3,3
1-20012,13,13
1-9076,1,1
1-5425,17,17
1-4747,8,8
1-6227,18,18
1-6909,6,6
1-8532,16,16
1-18935,1,1
1-3206,16,16
1-9697,2,2
1-3033,7,7
1-8094,16,16
1-11206,19,19
1-6531,2,2
1-5036,12,12
1-18028,17,17
1-1850,1,1
1-4926,3,3
1-2034,3,3
1-19549,8,8
1-5282,6,6
1-9861,15,15
1-9338,17,17
1-3175,2,2
1-5002,10,10
1-5531,13,13
1-6718,5,5
1-6217,7,7
1-4847,3,3
1-5891,15,15
1-19447,1,1
1-7530,17,17
1-9457,1,1
1-5990,12,12
1-9971,4,4
1-4494,15,15
1-9576,3,3
1-9436,2,2
1-5413,1,1
1-5424,1,1
1-1191,13,13
1-5803,1,1
1-5799,2,2
1-19567,1,1
1-7527,16,16
MLG67,19,19
1-3087,8,8
1-4842,13,13
1-19568,8,8
1-9838,7,7
MLG46,4,4
1-5555,14,14
1-10444,4,4
1-3646,5,5
1-10951,9,9
1-9806,7,7
1-0055,3,3
1-5914,12,12
1-0027,10,10
1-9455,5,5
1-0003,5,5
1-21192,17,17
1-9034,2,2
1-19927,17,17
