Exam Group,Exam Block,adj_block
1-9646,14,14
1-8646,19,19
1-9839,1,1
MLG39,2,2
1-4634,19,19
1-9902,18,18
1-8988,5,5
1-1250,2,2
1-9733,17,17
1-8018,7,7
1-9752,18,18
1-7058,1,1
1-10468,12,12
1-9938,12,12
1-7842,2,2
1-5406,11,11
1-10922,15,15
1-18563,8,8
1-0053,19,19
1-19839,8,8
1-9887,4,4
1-9630,7,7
1-9416,4,4
1-5653,12,12
MLG73,15,15
1-8023,2,2
1-4149,6,6
1-0205,3,3
1-9227,9,9
1-9650,12,12
1-9996,20,20
1-3068,11,11
1-17835,15,15
1-4361,8,8
1-3089,9,9
1-8450,14,14
1-18371,8,8
MLG07,18,18
MLG29,19,19
1-8113,7,7
1-7024,7,7
1-9667,13,13
1-9855,18,18
1-7042,1,1
MLG33,1,1
1-19448,3,3
1-20791,12,12
1-1015,11,11
MLG57,17,17
1-6647,15,15
MLG56,18,18
1-20467,17,17
1-2400,11,11
1-6931,14,14
1-9333,8,8
1-7268,10,10
1-21195,4,4
1-4649,9,9
1-8379,18,18
1-9946,1,1
1-9277,9,9
1-9504,13,13
1-9516,9,9
1-3596,20,20
1-0129,5,5
1-1942,2,2
1-8623,16,16
1-6927,12,12
P-0009,6,6
1-11330,18,18
1-2103,2,2
1-6181,13,13
MLG44,1,1
1-7839,6,6
1-1390,4,4
1-7897,8,8
1-1570,5,5
1-3589,9,9
1-0033,6,6
1-3216,3,3
1-9495,2,2
1-4051,8,8
1-10762,5,5
MLG43,12,12
1-7608,13,13
1-9995,1,1
1-1608,10,10
1-3535,8,8
1-4136,1,1
1-18615,4,4
1-3587,3,3
1-9836,2,2
1-8590,8,8
1-1592,9,9
1-8341,9,9
MLG02,13,13
1-9997,6,6
1-8066,13,13
1-3509,3,3
1-3639,12,12
1-9404,12,12
1-8352,6,6
1-7019,13,13
MLG54,18,18
1-4020,8,8
1-1177,8,8
MLG51,17,17
1-8157,2,2
1-19004,14,14
1-7866,6,6
1-18377,6,6
1-5530,17,17
1-6743,3,3
1-3516,11,11
1-4855,10,10
1-20578,11,11
1-3108,10,10
1-7521,3,3
1-3139,9,9
1-1769,4,4
1-7441,4,4
1-10978,16,16
1-2324,13,13
1-3584,6,6
MLG13,1,1
1-5172,5,5
1-0296,4,4
1-3647,14,14
1-6734,7,7
1-19924,19,19
1-8826,11,11
P-16616,20,20
1-9497,19,19
1-1317,12,12
1-4531,9,9
MLG75,2,2
MLG78,20,20
1-11329,14,14
1-20641,7,7
1-8910,9,9
1-1827,11,11
1-18613,9,9
1-6296,13,13
1-3523,6,6
1-3362,11,11
1-0031,4,4
MLG65,16,16
1-4319,12,12
1-6035,19,19
1-1131,3,3
MLG32,2,2
1-8188,18,18
1-17758,4,4
1-3052,4,4
1-2282,16,16
1-19229,1,1
MLG63,6,6
MLG50,17,17
1-9417,12,12
1-9498,20,20
1-9761,3,3
1-4760,6,6
1-9831,12,12
1-4417,13,13
1-6611,11,11
1-0008,16,16
1-1462,9,9
1-10785,7,7
1-7682,10,10
MLG48,5,5
1-5163,20,20
1-8544,19,19
1-5197,12,12
1-6594,15,15
MLG62,20,20
1-1580,15,15
1-6916,9,9
1-6918,19,19
1-6919,3,3
MLG14,15,15
1-7874,9,9
1-7213,19,19
1-6561,5,5
1-4640,9,9
1-7004,11,11
1-2335,8,8
1-18558,20,20
1-8551,11,11
1-9270,5,5
1-6974,8,8
MLG68,14,14
1-10539,10,10
MLG49,1,1
1-0278,4,4
MLG64,16,16
MLG30,13,13
1-9609,18,18
1-7819,7,7
1-2423,1,1
1-6787,20,20
1-9963,5,5
1-9808,13,13
1-0303,7,7
MLG60,17,17
1-18709,19,19
1-7204,14,14
1-5744,3,3
1-1770,17,17
1-4682,17,17
1-3104,16,16
1-17907,11,11
1-8421,5,5
MLG53,17,17
1-9645,5,5
MLG12,7,7
MLG15,2,2
1-6858,12,12
1-8314,3,3
1-8285,10,10
1-1957,4,4
1-18203,5,5
1-10451,6,6
1-6216,4,4
1-6692,8,8
1-8172,7,7
1-8398,18,18
1-6878,13,13
1-7122,14,14
1-4700,3,3
1-6006,10,10
1-4355,14,14
1-9379,2,2
1-2701,10,10
1-6693,19,19
1-3141,5,5
1-7614,12,12
1-6914,9,9
1-5654,3,3
MLG59,4,4
1-9610,8,8
1-5161,1,1
1-6980,5,5
MLG10,18,18
MLG72,13,13
MLG52,18,18
1-19166,9,9
MLG11,12,12
1-3447,9,9
1-3217,16,16
1-6538,8,8
1-3534,11,11
1-7152,3,3
1-3106,19,19
1-1935,15,15
1-2297,5,5
1-4098,14,14
1-8529,2,2
1-8397,10,10
1-0272,11,11
1-17790,17,17
1-8186,3,3
1-8503,11,11
1-7182,10,10
1-2545,2,2
1-7993,5,5
1-9651,1,1
1-1183,8,8
1-1989,1,1
1-10060,14,14
1-5913,8,8
1-5981,20,20
1-13247,3,3
1-6228,3,3
1-8578,4,4
1-1204,8,8
1-9794,14,14
1-9518,18,18
1-9452,2,2
1-8400,7,7
1-18234,1,1
1-19205,5,5
1-9055,18,18
1-9394,8,8
1-9286,10,10
1-1005,19,19
1-10038,14,14
1-4390,9,9
1-9491,3,3
MLG31,15,15
1-5980,19,19
1-8678,4,4
1-6900,6,6
1-11350,15,15
1-9578,16,16
1-3551,18,18
MLG09,3,3
1-6028,2,2
1-1836,18,18
1-3265,15,15
MLG08,15,15
1-3176,18,18
1-8493,12,12
1-19915,5,5
1-8627,10,10
1-0292,13,13
1-18487,5,5
1-20012,18,18
1-9076,2,2
1-5425,12,12
1-4747,17,17
1-6227,1,1
1-6909,7,7
1-8532,1,1
1-18935,9,9
1-3206,6,6
1-9697,6,6
1-3033,17,17
1-8094,9,9
1-11206,14,14
1-6531,11,11
1-5036,19,19
1-18028,14,14
1-1850,11,11
1-4926,2,2
1-2034,16,16
1-19549,5,5
1-5282,1,1
1-9861,5,5
1-9338,15,15
1-3175,13,13
1-5002,1,1
1-5531,4,4
1-6718,15,15
1-6217,20,20
1-4847,5,5
1-5891,14,14
1-19447,10,10
1-7530,11,11
1-9457,15,15
1-5990,15,15
1-9971,10,10
1-4494,16,16
1-9576,15,15
1-9436,2,2
1-5413,17,17
1-5424,3,3
1-1191,3,3
1-5803,4,4
1-5799,4,4
1-19567,3,3
1-7527,16,16
MLG67,13,13
1-3087,12,12
1-4842,11,11
1-19568,13,13
1-9838,14,14
MLG46,5,5
1-5555,8,8
1-10444,9,9
1-3646,16,16
1-10951,7,7
1-9806,7,7
1-0055,10,10
1-5914,3,3
1-0027,4,4
1-9455,13,13
1-0003,10,10
1-21192,17,17
1-9034,4,4
1-19927,13,13
