Exam Group,Exam Block,adj_block
MLG38,1,1
1-4910,1,1
1-8042,4,4
1-10948,1,1
1-7525,20,20
1-4052,3,3
1-0037,11,11
1-8641,1,1
1-7752,16,16
1-9496,9,9
1-8074,20,20
1-8906,5,5
72-11994,12,12
1-7321,20,20
1-20167,21,21
1-9156,20,20
1-2382,16,16
1-8328,19,19
1-9770,20,20
1-9553,9,9
1-9253,13,13
1-2670,2,2
1-9646,4,4
1-8646,15,15
1-9839,21,21
MLG39,1,1
1-4634,8,8
1-9902,21,21
1-8988,7,7
1-1250,20,20
1-9733,1,1
1-8018,4,4
1-9752,13,13
1-7058,9,9
1-10468,10,10
1-9938,3,3
1-7842,4,4
1-5406,21,21
1-10922,18,18
1-18563,7,7
1-0053,19,19
1-19839,6,6
1-9887,19,19
1-9630,4,4
1-9416,2,2
1-5653,1,1
MLG73,21,21
1-8023,2,2
1-4149,16,16
1-0205,18,18
1-9227,14,14
1-9650,11,11
1-9996,6,6
1-3068,18,18
1-17835,13,13
1-4361,13,13
1-3089,6,6
1-8450,19,19
1-18371,20,20
MLG07,3,3
MLG29,18,18
1-8113,6,6
1-7024,15,15
1-9667,12,12
1-9855,3,3
1-7042,5,5
MLG33,1,1
1-19448,12,12
1-20791,3,3
1-1015,22,22
MLG57,22,22
1-6647,20,20
MLG56,7,7
1-20467,2,2
1-2400,12,12
1-6931,13,13
1-9333,20,20
1-7268,16,16
1-21195,15,15
1-4649,6,6
1-8379,17,17
1-9946,22,22
1-9277,14,14
1-9504,6,6
1-9516,23,23
1-3596,6,6
1-0129,9,9
1-1942,3,3
1-8623,21,21
1-6927,10,10
P-0009,18,18
1-11330,1,1
1-2103,15,15
1-6181,8,8
MLG44,21,21
1-7839,3,3
1-1390,12,12
1-7897,3,3
1-1570,9,9
1-3589,13,13
1-0033,9,9
1-3216,17,17
1-9495,15,15
1-4051,10,10
1-10762,17,17
MLG43,16,16
1-7608,17,17
1-9995,19,19
1-1608,13,13
1-3535,20,20
1-4136,12,12
1-18615,7,7
1-3587,12,12
1-9836,8,8
1-8590,1,1
1-1592,2,2
1-8341,18,18
MLG02,8,8
1-9997,1,1
1-8066,8,8
1-3509,8,8
1-3639,21,21
1-9404,10,10
1-8352,12,12
1-7019,8,8
MLG54,16,16
1-4020,5,5
1-1177,8,8
MLG51,7,7
1-8157,3,3
1-19004,3,3
1-7866,15,15
1-18377,19,19
1-5530,2,2
1-6743,10,10
1-3516,23,23
1-4855,1,1
1-20578,2,2
1-3108,7,7
1-7521,5,5
1-3139,14,14
1-1769,1,1
1-7441,19,19
1-10978,17,17
1-2324,19,19
1-3584,21,21
MLG13,14,14
1-5172,22,22
1-0296,20,20
1-3647,3,3
1-6734,3,3
1-19924,3,3
1-8826,14,14
P-16616,18,18
1-9497,21,21
1-1317,10,10
1-4531,14,14
MLG75,3,3
MLG78,3,3
1-11329,3,3
1-20641,13,13
1-8910,18,18
1-1827,5,5
1-18613,22,22
1-6296,8,8
1-3523,11,11
1-3362,23,23
1-0031,14,14
MLG65,4,4
1-4319,10,10
1-6035,19,19
1-1131,15,15
MLG32,3,3
1-8188,16,16
1-17758,10,10
1-3052,14,14
1-2282,1,1
1-19229,16,16
MLG63,17,17
MLG50,7,7
1-9417,10,10
1-9498,1,1
1-9761,23,23
1-4760,4,4
1-9831,10,10
1-4417,8,8
1-6611,18,18
1-0008,8,8
1-1462,14,14
1-10785,9,9
1-7682,16,16
MLG48,18,18
1-5163,15,15
1-8544,12,12
1-5197,10,10
1-6594,4,4
MLG62,17,17
1-1580,11,11
1-6916,6,6
1-6918,12,12
1-6919,17,17
MLG14,2,2
1-7874,9,9
1-7213,1,1
1-6561,9,9
1-4640,22,22
1-7004,23,23
1-2335,20,20
1-18558,11,11
1-8551,2,2
1-9270,9,9
1-6974,5,5
MLG68,5,5
1-10539,15,15
MLG49,4,4
1-0278,19,19
MLG64,19,19
MLG30,8,8
1-9609,16,16
1-7819,14,14
1-2423,8,8
1-6787,4,4
1-9963,9,9
1-9808,8,8
1-0303,4,4
MLG60,2,2
1-18709,2,2
1-7204,4,4
1-5744,4,4
1-1770,2,2
1-4682,22,22
1-3104,6,6
1-17907,23,23
1-8421,17,17
MLG53,7,7
1-9645,6,6
MLG12,3,3
MLG15,12,12
1-6858,10,10
1-8314,13,13
1-8285,1,1
1-1957,20,20
1-18203,20,20
1-10451,1,1
1-6216,9,9
1-6692,20,20
1-8172,23,23
1-8398,7,7
1-6878,8,8
1-7122,17,17
1-4700,5,5
1-6006,13,13
1-4355,15,15
1-9379,1,1
1-2701,20,20
1-6693,21,21
1-3141,9,9
1-7614,7,7
1-6914,10,10
1-5654,4,4
MLG59,17,17
1-9610,20,20
1-5161,1,1
1-6980,15,15
MLG10,16,16
MLG72,1,1
MLG52,7,7
1-19166,14,14
MLG11,17,17
1-3447,16,16
1-3217,4,4
1-6538,5,5
1-3534,23,23
1-7152,19,19
1-3106,3,3
1-1935,4,4
1-2297,11,11
1-4098,8,8
1-8529,4,4
1-8397,7,7
1-0272,23,23
1-17790,10,10
1-8186,7,7
1-8503,16,16
1-7182,2,2
1-2545,3,3
1-7993,18,18
1-9651,2,2
1-1183,16,16
1-1989,2,2
1-10060,11,11
1-5913,20,20
1-5981,11,11
1-13247,4,4
1-6228,5,5
1-8578,1,1
1-1204,1,1
1-9794,22,22
1-9518,3,3
1-9452,11,11
1-8400,15,15
1-18234,2,2
1-19205,6,6
1-9055,19,19
1-9394,12,12
1-9286,13,13
1-1005,21,21
1-10038,16,16
1-4390,14,14
1-9491,4,4
MLG31,16,16
1-5980,5,5
1-8678,2,2
1-6900,23,23
1-11350,6,6
1-9578,11,11
1-3551,1,1
MLG09,5,5
1-6028,15,15
1-1836,22,22
1-3265,11,11
MLG08,17,17
1-3176,7,7
1-8493,15,15
1-19915,9,9
1-8627,13,13
1-0292,6,6
1-18487,15,15
1-20012,5,5
1-9076,7,7
1-5425,7,7
1-4747,9,9
1-6227,5,5
1-6909,11,11
1-8532,8,8
1-18935,19,19
1-3206,11,11
1-9697,13,13
1-3033,6,6
1-8094,6,6
1-11206,2,2
1-6531,17,17
1-5036,3,3
1-18028,6,6
1-1850,12,12
1-4926,19,19
1-2034,11,11
1-19549,4,4
1-5282,2,2
1-9861,18,18
1-9338,14,14
1-3175,8,8
1-5002,21,21
1-5531,18,18
1-6718,4,4
1-6217,9,9
1-4847,1,1
1-5891,1,1
1-19447,1,1
1-7530,18,18
1-9457,4,4
1-5990,3,3
1-9971,6,6
1-4494,13,13
1-9576,6,6
1-9436,15,15
1-5413,1,1
1-5424,2,2
1-1191,5,5
1-5803,4,4
1-5799,5,5
1-19567,1,1
1-7527,4,4
MLG67,2,2
1-3087,2,2
1-4842,1,1
1-19568,1,1
1-9838,14,14
MLG46,7,7
1-5555,10,10
1-10444,11,11
1-3646,3,3
1-10951,12,12
1-9806,10,10
1-0055,2,2
1-5914,2,2
1-0027,1,1
1-9455,10,10
1-0003,20,20
1-21192,13,13
1-9034,2,2
1-19927,1,1
