Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1,Unnamed: 0.1.1.1,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1-7024,20,1-7024,12,498,35,1,57,1064.2357991337776,2.137019676975457
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,MLG55,17,MLG55,14,92,16,0,58,45.74870789051056,0.4972685640272887
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,1-3052,9,1-3052,23,166,57,0,41,78.02925902605057,0.47005577726536485
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,MLG29,10,MLG29,18,164,63,0,18,72.23235762119293,0.44044120500727396
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,MLG59,20,MLG59,12,71,22,0,17,30.71944886445999,0.43266829386563366
280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,1-8314,13,1-8314,8,36,3,0,24,15.309810161590576,0.42527250448862713
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG41,16,MLG41,2,66,18,0,19,27.745266377925873,0.4203828239079678
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,1-8285,16,1-8285,2,72,23,0,13,29.66781383752823,0.41205296996566987
445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,1-5654,7,1-5654,6,15,5,0,2,6.025817513465881,0.4017211675643921
493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,1-0033,12,1-0033,7,10,4,0,0,4.0,0.4
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,72-12171,12,72-12171,20,19,5,0,5,7.564543783664703,0.3981338833507739
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-4052,4,1-4052,23,13,4,0,2,5.025817513465881,0.3866013471896832
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,MLG56,14,MLG56,5,511,96,0,196,196.53011631965637,0.384599053463124
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,MLG38,16,MLG38,2,77,13,0,32,29.4130802154541,0.38198805474615716
539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,1-21192,20,1-21192,12,4,1,0,1,1.5129087567329407,0.37822718918323517
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,MLG57,17,MLG57,14,629,75,0,311,234.51462334394455,0.3728372390205796
296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,1-0205,4,1-0205,8,34,8,0,9,12.616178810596466,0.37106408266460195
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,MLG13,8,MLG13,22,140,35,0,33,51.92598897218704,0.37089992122990745
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-5002,13,1-5002,3,45,10,0,13,16.66781383752823,0.3703958630561829
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,MLG06,9,MLG06,23,18,4,0,5,6.564543783664703,0.3646968768702613
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,1-1989,8,1-1989,22,46,8,0,17,16.71944886445999,0.3634662796621737
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-5913,5,1-5913,1,14,2,0,6,5.077452540397644,0.3626751814569746
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,1-6693,10,1-6693,18,98,25,0,20,35.25817513465881,0.35977729729243685
332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,P-16616,6,P-16616,15,28,8,0,4,10.051635026931763,0.35898696524756296
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,1-5981,13,1-5981,7,28,8,0,4,10.051635026931763,0.35898696524756296
337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,1-6532,8,1-6532,22,27,5,0,9,9.616178810596466,0.3561547707628321
421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,1-5282,8,1-5282,22,17,4,0,4,6.051635026931763,0.35597853099598603
487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,1-4929,5,1-4929,1,10,2,0,3,3.538726270198822,0.3538726270198822
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-3584,7,1-3584,7,26,2,0,14,9.18072259426117,0.35310471516389114
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7058,6,1-7058,2,80,19,0,18,28.232357621192932,0.3529044702649117
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,1-1183,20,1-1183,12,45,3,0,25,15.822718918323517,0.3516159759627448
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-9416,9,1-9416,23,13,2,0,5,4.564543783664703,0.3511187525895926
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-0292,5,1-0292,1,99,11,0,46,34.59380280971527,0.34943235161328556
211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,1-8042,16,1-8042,2,52,12,0,12,18.154905080795288,0.349132790015294
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,1-8529,14,1-8529,7,56,19,0,1,19.51290875673294,0.3484447992273739
435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,1-4494,9,1-4494,23,16,3,0,5,5.564543783664703,0.34778398647904396
430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,1-8023,11,1-8023,14,16,5,0,1,5.512908756732941,0.3445567972958088
385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,1-18615,9,1-18615,23,22,6,0,3,7.538726270198822,0.3426693759181283
354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,1-7530,8,1-7530,22,25,6,0,5,8.564543783664703,0.34258175134658814
358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,1-8627,19,1-8627,17,25,7,0,3,8.538726270198822,0.3415490508079529
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG31,16,MLG31,2,33,7,0,8,11.103270053863525,0.3364627289049553
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,1-5515,7,1-5515,7,29,1,0,17,9.719448864459991,0.3351534091193101
168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,MLG45,9,MLG45,23,70,9,0,28,23.36144518852234,0.33373493126460485
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,1-9491,9,1-9491,23,80,19,0,15,26.69363135099411,0.33367039188742637
548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,1-5914,5,1-5914,1,3,1,0,0,1.0,0.3333333333333333
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,1-8988,5,1-8988,1,29,5,0,9,9.616178810596466,0.33159237277918846
369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,MLG39,9,MLG39,23,23,3,0,9,7.616178810596466,0.3311382091563681
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,1-9286,14,1-9286,5,81,16,0,21,26.771083891391754,0.33050720853570065
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,1-7005,15,1-7005,4,285,48,0,90,94.16178810596466,0.33039223896829706
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-19229,19,1-19229,17,38,11,0,3,12.538726270198822,0.32996648079470586
142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,1-8084,10,1-8084,18,82,8,0,37,26.977623999118805,0.32899541462340004
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-1942,9,1-1942,23,34,4,0,14,11.18072259426117,0.32884478218415203
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1-7140,5,1-7140,1,397,51,0,154,129.98794853687286,0.32742556306517095
417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,1-5425,9,1-5425,23,17,3,0,5,5.564543783664703,0.32732610492145314
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,MLG46,9,MLG46,23,17,3,0,5,5.564543783664703,0.32732610492145314
420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,1-8678,7,1-8678,7,17,4,0,3,5.538726270198822,0.32580742765875426
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1-7682,9,1-7682,23,141,34,0,23,45.796901404857635,0.3248007191833875
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,1-7866,7,1-7866,7,318,18,0,166,103.14285361766815,0.3243485962819753
226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,1-4634,5,1-4634,1,48,13,0,5,15.564543783664703,0.324261328826348
455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,1-18377,9,1-18377,23,14,3,0,3,4.538726270198822,0.32419473358563017
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,1-6914,15,1-6914,4,73,1,0,44,23.56798529624939,0.32284911364725194
449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,MLG43,8,MLG43,17,14,4,0,1,4.512908756732941,0.32235062548092436
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,1-1957,17,1-1957,14,47,10,0,10,15.129087567329407,0.3218954801559448
507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,1-9643,17,1-9643,14,8,0,0,5,2.5645437836647034,0.3205679729580879
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,1-3534,13,1-3534,6,279,17,0,141,89.32013469934464,0.3201438519689772
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,1-6538,4,1-6538,8,44,13,0,2,14.025817513465881,0.3187685798514973
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,1-6878,5,1-6878,1,167,30,0,45,53.08089405298233,0.31784966498791817
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,1-9770,17,1-9770,14,50,6,0,19,15.745266377925873,0.31490532755851747
506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,1-17657,19,1-17657,17,8,2,0,1,2.5129087567329407,0.3141135945916176
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-8066,4,1-8066,8,86,8,0,37,26.977623999118805,0.31369330231533493
329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,1-5980,10,1-5980,18,29,7,0,4,9.051635026931763,0.31212534575626766
269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,1-8551,8,1-8551,22,38,4,0,15,11.69363135099411,0.30772714081563446
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,1-1462,3,1-1462,9,192,21,0,74,58.95524799823761,0.3070585833241542
285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,1-9887,5,1-9887,1,36,9,0,4,11.051635026931763,0.3069898618592156
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1-2282,16,1-2282,2,219,40,0,53,67.18416410684586,0.30677700505409067
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,1-9394,21,1-9394,16,117,5,0,60,35.77452540397644,0.305765174392961
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,1-1833,17,1-1833,14,124,12,0,50,37.645437836647034,0.30359224061812123
258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-17758,3,1-17758,9,40,7,0,10,12.129087567329407,0.30322718918323516
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,1-8544,9,1-8544,23,54,2,0,28,16.36144518852234,0.3029897257133766
490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,1-8634,6,1-8634,3,10,2,0,2,3.0258175134658813,0.30258175134658816
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-9650,20,1-9650,12,25,5,0,5,7.564543783664703,0.30258175134658816
84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,1-2382,16,1-2382,6,139,32,0,19,41.74526637792587,0.30032565739515016
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,MLG67,2,MLG67,11,27,6,0,4,8.051635026931763,0.2982087047011764
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,MLG75,9,MLG75,23,185,34,0,41,55.02925902605057,0.2974554541948679
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,1-4531,15,1-4531,4,94,17,0,21,27.771083891391754,0.29543706267438036
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,1-3265,18,1-3265,13,19,4,0,3,5.538726270198822,0.29151190895783274
297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,1-9630,19,1-9630,17,33,5,0,9,9.616178810596466,0.2913993578968626
232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,1-8095,14,1-8095,5,46,3,0,20,13.258175134658813,0.28822119857953943
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-8622,5,1-8622,1,54,14,0,3,15.538726270198822,0.28775419018886705
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-0296,7,1-0296,7,41,1,0,21,11.771083891391754,0.28709960710711596
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,1-8267,2,1-8267,6,133,33,0,10,38.12908756732941,0.2866848689272888
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-7842,19,1-7842,17,21,6,0,0,6.0,0.2857142857142857
512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,1-5799,18,1-5799,13,7,2,0,0,2.0,0.2857142857142857
376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,1-18487,18,1-18487,13,23,4,0,5,6.564543783664703,0.2854149471158567
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-9452,9,1-9452,23,16,2,0,5,4.564543783664703,0.28528398647904396
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1-3523,7,1-3523,7,543,65,0,175,154.75903242826462,0.2850074262030656
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,1-2297,7,1-2297,7,25,3,0,8,7.103270053863525,0.284130802154541
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1-6240,4,1-6240,8,698,167,0,61,198.28743416070938,0.28407941856835156
148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,1-0278,8,1-0278,22,79,5,0,34,22.438897728919983,0.28403668011291117
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3106,13,1-3106,6,34,6,0,7,9.590361297130585,0.28206944991560545
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-3104,19,1-3104,17,16,4,0,1,4.512908756732941,0.2820567972958088
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-4098,7,1-4098,7,16,4,0,1,4.512908756732941,0.2820567972958088
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,1-0272,12,1-0272,20,111,2,0,57,31.23579913377762,0.28140359579979835
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,1-7807,2,1-7807,11,239,60,0,14,67.18072259426117,0.28109088951573713
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,MLG44,8,MLG44,22,59,14,0,5,16.564543783664703,0.2807549793841475
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,1-6647,20,1-6647,12,62,2,0,30,17.38726270198822,0.28043972099981
321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,1-7752,8,1-7752,22,29,3,0,10,8.129087567329407,0.2803133643906692
228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,MLG60,9,MLG60,23,47,8,0,10,13.129087567329407,0.2793422886665831
410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,1-3108,19,1-3108,17,18,4,0,2,5.025817513465881,0.27921208408143783
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,1-3139,15,1-3139,4,93,14,0,23,25.796901404857635,0.2773860366113724
215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,MLG40,9,MLG40,23,51,9,0,10,14.129087567329407,0.27704093269273344
220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,MLG35,8,MLG35,2,49,11,0,5,13.564543783664703,0.27682742415642253
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,MLG50,17,MLG50,14,319,58,0,59,88.2616166472435,0.2766821838471583
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG58,2,MLG58,11,71,17,0,5,19.564543783664703,0.27555695469950287
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1-6181,5,1-6181,1,659,107,0,145,181.3717697262764,0.27522271582136026
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-9518,5,1-9518,1,22,4,0,4,6.051635026931763,0.2750743194059892
482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,1-9457,3,1-9457,9,11,2,0,2,3.0258175134658813,0.2750743194059892
347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,1-7204,9,1-7204,23,26,3,0,8,7.103270053863525,0.27320269437936634
334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,1-18994,7,1-18994,7,28,2,0,11,7.641996324062347,0.27292844014508383
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,1-7744,13,1-7744,6,37,9,0,2,10.025817513465881,0.2709680409044833
318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,1-9902,5,1-9902,1,30,4,0,8,8.103270053863525,0.27010900179545083
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,1-9270,18,1-9270,13,128,20,0,28,34.36144518852234,0.2684487905353308
425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,1-0003,8,1-0003,22,17,3,0,3,4.538726270198822,0.26698389824698954
312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,1-1850,9,1-1850,23,30,8,0,0,8.0,0.26666666666666666
263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,1-6061,10,1-6061,18,40,5,0,11,10.641996324062347,0.2660499081015587
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-20578,3,1-20578,9,19,3,0,4,5.051635026931763,0.2658755277332507
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,MLG65,3,MLG65,9,201,14,0,76,52.98106551170349,0.26358739060549
