Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.2,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
271,271,271,271,271,271,271,271,271,271,271,271,271,271,1-7897,4,16,1-7897,95,6,0,62,50.56863451004028,0.5323014158951609
199,199,199,199,199,199,199,199,199,199,199,199,199,199,MLG39,22,6,MLG39,23,7,0,7,12.03194260597229,0.5231279393900996
123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,8,13,MLG55,92,38,0,13,47.34503626823425,0.5146199594373289
286,286,286,286,286,286,286,286,286,286,286,286,286,286,1-3587,13,23,1-3587,46,17,0,9,23.469640493392944,0.5102095759433248
322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,4,16,1-0296,41,10,0,15,20.782734155654907,0.5068959550159734
143,143,143,143,143,143,143,143,143,143,143,143,143,143,1-8928,12,4,1-8928,39,16,0,5,19.594244718551636,0.5024165312449137
269,269,269,269,269,269,269,269,269,269,269,269,269,269,1-7839,3,17,1-7839,24,12,0,0,12.0,0.5
15,15,15,15,15,15,15,15,15,15,15,15,15,15,1-8093,3,17,1-8093,4,2,0,0,2.0,0.5
278,278,278,278,278,278,278,278,278,278,278,278,278,278,1-10762,12,4,1-10762,6,3,0,0,3.0,0.5
333,333,333,333,333,333,333,333,333,333,333,333,333,333,1-11329,3,17,1-11329,14,6,0,1,6.718848943710327,0.4799177816935948
503,503,503,503,503,503,503,503,503,503,503,503,503,503,1-9076,17,8,1-9076,9,0,0,6,4.313093662261963,0.4792326291402181
558,558,558,558,558,558,558,558,558,558,558,558,558,558,1-0055,2,18,1-0055,18,0,0,12,8.626187324523926,0.4792326291402181
302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,21,10,MLG51,248,21,0,136,118.76345634460449,0.47888490461534067
60,60,60,60,60,60,60,60,60,60,60,60,60,60,1-18202,3,17,1-18202,23,11,0,0,11.0,0.4782608695652174
429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-6693,22,6,1-6693,98,22,0,34,46.44086408615112,0.47388636822603186
219,219,219,219,219,219,219,219,219,219,219,219,219,219,1-5653,7,7,1-5653,11,3,0,3,5.1565468311309814,0.46877698464827106
471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,7,7,1-9794,46,17,0,6,21.313093662261963,0.46332812309265137
166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,23,2,MLG40,51,20,0,5,23.594244718551636,0.4626322493833654
157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,22,6,1-6061,40,12,0,9,18.469640493392944,0.4617410123348236
131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,12,4,1-9283,235,78,0,42,108.19165563583374,0.46039002398227125
224,224,224,224,224,224,224,224,224,224,224,224,224,224,1-9227,18,3,1-9227,801,148,0,304,366.53007888793945,0.45759061034699056
392,392,392,392,392,392,392,392,392,392,392,392,392,392,1-9609,8,13,1-9609,25,10,0,2,11.437697887420654,0.4575079154968262
399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,23,2,MLG60,47,17,0,6,21.313093662261963,0.4534700779204673
403,403,403,403,403,403,403,403,403,403,403,403,403,403,1-1770,21,10,1-1770,35,10,0,8,15.750791549682617,0.4500226157052176
537,537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,12,4,1-4494,16,5,0,3,7.1565468311309814,0.44728417694568634
481,481,481,481,481,481,481,481,481,481,481,481,481,481,1-10038,12,4,1-10038,76,3,0,43,33.91050457954407,0.446190849730843
250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,8,13,1-9333,102,16,0,41,45.47280669212341,0.44581183031493543
483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,8,13,1-9491,80,24,0,16,35.501583099365234,0.4437697887420654
539,539,539,539,539,539,539,539,539,539,539,539,539,539,1-9436,14,22,1-9436,21,5,0,6,9.313093662261963,0.443480650583903
126,126,126,126,126,126,126,126,126,126,126,126,126,126,1-8488,12,4,1-8488,23,8,0,3,10.156546831130981,0.4415889926578688
85,85,85,85,85,85,85,85,85,85,85,85,85,85,1-8084,6,5,1-8084,82,9,0,37,35.597410917282104,0.4341147672839281
144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7744,7,7,1-7744,37,11,0,7,16.03194260597229,0.4332957461073592
48,48,48,48,48,48,48,48,48,48,48,48,48,48,1-0405,5,24,1-0405,64,1,0,37,27.597410917282104,0.4312095455825329
480,480,480,480,480,480,480,480,480,480,480,480,480,480,1-1005,22,6,1-1005,125,15,0,54,53.817842960357666,0.43054274368286133
505,505,505,505,505,505,505,505,505,505,505,505,505,505,1-4747,6,5,1-4747,25,5,0,8,10.750791549682617,0.4300316619873047
520,520,520,520,520,520,520,520,520,520,520,520,520,520,1-2034,14,22,1-2034,16,4,0,4,6.875395774841309,0.4297122359275818
519,519,519,519,519,519,519,519,519,519,519,519,519,519,1-4926,15,15,1-4926,4,1,0,1,1.7188489437103271,0.4297122359275818
294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3509,4,16,1-3509,35,10,0,7,15.03194260597229,0.4294840744563511
183,183,183,183,183,183,183,183,183,183,183,183,183,183,1-9496,22,6,1-9496,39,8,0,12,16.626187324523926,0.4263124955006135
268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,22,6,MLG44,59,10,0,21,25.09582781791687,0.4253530138629978
293,293,293,293,293,293,293,293,293,293,293,293,293,293,1-8066,12,4,1-8066,86,22,0,20,36.37697887420654,0.42298812644426215
272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,4,16,1-1570,142,24,0,50,59.94244718551636,0.4221299097571575
2,2,2,2,2,2,2,2,2,2,2,2,2,2,MLG17,14,22,MLG17,153,4,0,84,64.38331127166748,0.4208059560239705
477,477,477,477,477,477,477,477,477,477,477,477,477,477,1-9055,20,12,1-9055,12,0,0,7,5.03194260597229,0.41932855049769086
136,136,136,136,136,136,136,136,136,136,136,136,136,136,1-9549,14,22,1-9549,18,6,0,2,7.437697887420654,0.41320543819003636
501,501,501,501,501,501,501,501,501,501,501,501,501,501,1-18487,4,16,1-18487,23,3,0,9,9.469640493392944,0.4117234997127367
536,536,536,536,536,536,536,536,536,536,536,536,536,536,1-9971,16,21,1-9971,15,4,0,3,6.1565468311309814,0.4104364554087321
139,139,139,139,139,139,139,139,139,139,139,139,139,139,1-7863,6,5,1-7863,351,74,0,97,143.72834753990173,0.40948247162365164
327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,13,23,P-16616,28,10,0,2,11.437697887420654,0.4084892102650234
308,308,308,308,308,308,308,308,308,308,308,308,308,308,1-6743,12,4,1-6743,58,15,0,12,23.626187324523926,0.407348057319378
533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,8,13,1-7530,25,8,0,3,10.156546831130981,0.40626187324523927
423,423,423,423,423,423,423,423,423,423,423,423,423,423,1-7122,12,4,1-7122,197,39,0,57,79.97438979148865,0.4059613694999424
104,104,104,104,104,104,104,104,104,104,104,104,104,104,1-8267,17,8,1-8267,133,13,0,57,53.97438979148865,0.405822479635253
478,478,478,478,478,478,478,478,478,478,478,478,478,478,1-9394,15,15,1-9394,117,38,0,13,47.34503626823425,0.4046584296430278
228,228,228,228,228,228,228,228,228,228,228,228,228,228,1-17835,6,5,1-17835,17,4,0,4,6.875395774841309,0.40443504557890053
484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,19,11,MLG31,33,9,0,6,13.313093662261963,0.4034270806746049
0,0,0,0,0,0,0,0,0,0,0,0,0,0,72-0103,2,18,72-0103,71,2,0,37,28.597410917282104,0.4027804354546775
334,334,334,334,334,334,334,334,334,334,334,334,334,334,1-20641,17,8,1-20641,16,5,0,2,6.437697887420654,0.4023561179637909
386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,12,4,MLG68,642,78,0,246,254.83684015274048,0.39694211861797585
13,13,13,13,13,13,13,13,13,13,13,13,13,13,1-9805,6,5,1-9805,26,6,0,6,10.313093662261963,0.396657448548537
132,132,132,132,132,132,132,132,132,132,132,132,132,132,1-9110,4,16,1-9110,29,2,0,13,11.345036268234253,0.39120814718049146
128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,23,2,1-19286,40,12,0,5,15.594244718551636,0.3898561179637909
207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,4,16,1-7058,80,13,0,25,30.97122359275818,0.3871402949094772
389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,7,7,1-0278,79,9,0,30,30.565468311309814,0.3869046621684787
380,380,380,380,380,380,380,380,380,380,380,380,380,380,1-7004,17,8,1-7004,381,60,0,121,146.98072218894958,0.38577617372427714
234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,22,6,MLG29,164,21,0,58,62.693238735198975,0.38227584594633524
283,283,283,283,283,283,283,283,283,283,283,283,283,283,1-3535,7,7,1-3535,315,89,0,43,119.91050457954407,0.3806682685064891
412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,10,14,1-6858,23,3,0,8,8.750791549682617,0.3804691978122877
339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,20,12,1-3523,543,70,0,189,205.86245036125183,0.3791205347352704
463,463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,1,20,1-1989,46,16,0,2,17.437697887420654,0.37908038885697076
443,443,443,443,443,443,443,443,443,443,443,443,443,443,1-3447,4,16,1-3447,110,12,0,41,41.47280669212341,0.3770255153829401
375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,15,15,MLG14,232,60,0,38,87.31625986099243,0.37636318905600186
230,230,230,230,230,230,230,230,230,230,230,230,230,230,1-3089,13,23,1-3089,16,6,0,0,6.0,0.375
402,402,402,402,402,402,402,402,402,402,402,402,402,402,1-5744,1,20,1-5744,18,6,0,1,6.718848943710327,0.37326938576168484
161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,15,15,MLG41,66,15,0,13,24.345036268234253,0.36886418588233716
256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-9277,8,13,1-9277,48,14,0,5,17.594244718551636,0.36654676496982574
33,33,33,33,33,33,33,33,33,33,33,33,33,33,1-7991,16,21,1-7991,46,16,0,1,16.718848943710327,0.3634532379067462
487,487,487,487,487,487,487,487,487,487,487,487,487,487,1-6900,6,5,1-6900,67,15,0,13,24.345036268234253,0.36335875027215303
266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,6,5,1-2103,26,8,0,2,9.437697887420654,0.3629883802854098
434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,3,17,MLG59,71,25,0,1,25.718848943710327,0.36223730906634266
420,420,420,420,420,420,420,420,420,420,420,420,420,420,1-8172,4,16,1-8172,40,8,0,9,14.469640493392944,0.3617410123348236
400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,3,17,1-18709,33,9,0,4,11.875395774841309,0.3598604780254942
492,492,492,492,492,492,492,492,492,492,492,492,492,492,1-6028,21,10,1-6028,2,0,0,1,0.7188489437103271,0.3594244718551636
545,545,545,545,545,545,545,545,545,545,545,545,545,545,1-19567,1,20,1-19567,2,0,0,1,0.7188489437103271,0.3594244718551636
472,472,472,472,472,472,472,472,472,472,472,472,472,472,1-9518,11,9,1-9518,22,5,0,4,7.875395774841309,0.3579725352200595
499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,16,21,1-8627,25,6,0,4,8.875395774841309,0.35501583099365236
209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,10,14,1-9938,55,8,0,16,19.501583099365234,0.354574238170277
452,452,452,452,452,452,452,452,452,452,452,452,452,452,1-8529,4,16,1-8529,56,4,0,22,19.814676761627197,0.35383351360048565
281,281,281,281,281,281,281,281,281,281,281,281,281,281,1-9995,9,1,1-9995,24,2,0,9,8.469640493392944,0.352901687224706
368,368,368,368,368,368,368,368,368,368,368,368,368,368,1-5197,10,14,1-5197,72,6,0,27,25.408921480178833,0.352901687224706
356,356,356,356,356,356,356,356,356,356,356,356,356,356,1-9761,7,7,1-9761,35,3,0,13,12.345036268234253,0.3527153219495501
331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,23,2,MLG75,185,50,0,21,65.09582781791687,0.3518693395563074
439,439,439,439,439,439,439,439,439,439,439,439,439,439,MLG72,4,16,MLG72,9,1,0,3,3.1565468311309814,0.3507274256812202
221,221,221,221,221,221,221,221,221,221,221,221,221,221,1-8023,19,11,1-8023,16,2,0,5,5.594244718551636,0.34964029490947723
362,362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,18,3,1-1462,192,21,0,64,67.00633239746094,0.34899131457010907
409,409,409,409,409,409,409,409,409,409,409,409,409,409,1-9645,1,20,1-9645,69,1,0,32,24.00316619873047,0.34787197389464447
251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,7,7,1-7268,70,12,0,17,24.22043204307556,0.3460061720439366
314,314,314,314,314,314,314,314,314,314,314,314,314,314,1-3139,18,3,1-3139,93,12,0,28,32.12777042388916,0.3454598970310662
167,167,167,167,167,167,167,167,167,167,167,167,167,167,1-4929,4,16,1-4929,10,2,0,2,3.4376978874206543,0.34376978874206543
541,541,541,541,541,541,541,541,541,541,541,541,541,541,1-5424,19,11,1-5424,5,1,0,1,1.7188489437103271,0.34376978874206543
535,535,535,535,535,535,535,535,535,535,535,535,535,535,1-5990,8,13,1-5990,5,1,0,1,1.7188489437103271,0.34376978874206543
290,290,290,290,290,290,290,290,290,290,290,290,290,290,1-8341,18,3,1-8341,197,33,0,48,67.5047492980957,0.3426637020207904
352,352,352,352,352,352,352,352,352,352,352,352,352,352,MLG63,7,7,MLG63,380,82,0,67,130.16287922859192,0.34253389270682083
427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,15,15,1-9379,58,14,0,8,19.750791549682617,0.3405308887876313
405,405,405,405,405,405,405,405,405,405,405,405,405,405,1-3104,16,21,1-3104,16,4,0,2,5.437697887420654,0.3398561179637909
213,213,213,213,213,213,213,213,213,213,213,213,213,213,1-18563,4,16,1-18563,8,2,0,1,2.718848943710327,0.3398561179637909
201,201,201,201,201,201,201,201,201,201,201,201,201,201,1-9902,11,9,1-9902,30,3,0,10,10.188489437103271,0.33961631457010905
279,279,279,279,279,279,279,279,279,279,279,279,279,279,MLG43,19,11,MLG43,14,4,0,1,4.718848943710327,0.33706063883645193
562,562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,3,17,1-0003,17,5,0,1,5.718848943710327,0.33640287904178395
68,68,68,68,68,68,68,68,68,68,68,68,68,68,1-7845,16,21,1-7845,36,7,0,7,12.03194260597229,0.33422062794367474
502,502,502,502,502,502,502,502,502,502,502,502,502,502,1-20012,12,4,1-20012,12,4,0,0,4.0,0.3333333333333333
559,559,559,559,559,559,559,559,559,559,559,559,559,559,1-5914,19,11,1-5914,3,1,0,0,1.0,0.3333333333333333
311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,17,8,1-20578,19,2,0,6,6.313093662261963,0.3322680874874717
55,55,55,55,55,55,55,55,55,55,55,55,55,55,1-8095,12,4,1-8095,46,3,0,17,15.220432043075562,0.33087895745816437
387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,1,20,1-10539,63,5,0,22,20.814676761627197,0.33039169462900314
208,208,208,208,208,208,208,208,208,208,208,208,208,208,1-10468,10,14,1-10468,549,62,0,166,181.3289246559143,0.33028948024756705
103,103,103,103,103,103,103,103,103,103,103,103,103,103,1-8820,14,22,1-8820,83,18,0,13,27.345036268234253,0.32945826829197894
92,92,92,92,92,92,92,92,92,92,92,92,92,92,1-7807,17,8,1-7807,239,39,0,55,78.536691904068,0.3286054054563514
441,441,441,441,441,441,441,441,441,441,441,441,441,441,1-19166,18,3,1-19166,45,4,0,15,14.782734155654907,0.3285052034589979
289,289,289,289,289,289,289,289,289,289,289,289,289,289,1-1592,1,20,1-1592,32,4,0,9,10.469640493392944,0.3271762654185295
291,291,291,291,291,291,291,291,291,291,291,291,291,291,MLG02,8,13,MLG02,320,81,0,32,104.00316619873047,0.3250098943710327
42,42,42,42,42,42,42,42,42,42,42,42,42,42,1-1207,18,3,1-1207,66,2,0,27,21.408921480178833,0.32437759818452777
488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,20,12,1-11350,100,13,0,27,32.40892148017883,0.3240892148017883
498,498,498,498,498,498,498,498,498,498,498,498,498,498,1-19915,4,16,1-19915,62,12,0,11,19.9073383808136,0.32108610291634837
517,517,517,517,517,517,517,517,517,517,517,517,517,517,1-18028,12,4,1-18028,309,78,0,29,98.84661936759949,0.3198919720634288
415,415,415,415,415,415,415,415,415,415,415,415,415,415,1-1957,11,9,1-1957,47,10,0,7,15.03194260597229,0.3198285660845168
244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,21,10,MLG57,629,58,0,198,200.33209085464478,0.3184929902299599
232,232,232,232,232,232,232,232,232,232,232,232,232,232,1-18371,12,4,1-18371,120,18,0,28,38.12777042388916,0.31773142019907635
312,312,312,312,312,312,312,312,312,312,312,312,312,312,1-3108,7,7,1-3108,18,5,0,1,5.718848943710327,0.3177138302061293
14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,22,6,1-6098,1327,212,0,291,421.1850426197052,0.31739641493572357
122,122,122,122,122,122,122,122,122,122,122,122,122,122,MLG42,21,10,MLG42,14,3,0,2,4.437697887420654,0.3169784205300467
514,514,514,514,514,514,514,514,514,514,514,514,514,514,1-11206,21,10,1-11206,14,3,0,2,4.437697887420654,0.3169784205300467
200,200,200,200,200,200,200,200,200,200,200,200,200,200,1-4634,6,5,1-4634,48,8,0,10,15.188489437103271,0.3164268632729848
447,447,447,447,447,447,447,447,447,447,447,447,447,447,1-7152,17,8,1-7152,109,15,0,27,34.40892148017883,0.315678178717237
357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-4760,4,16,1-4760,40,4,0,12,12.626187324523926,0.31565468311309813
335,335,335,335,335,335,335,335,335,335,335,335,335,335,1-8910,18,3,1-8910,137,18,0,35,43.15971302986145,0.3150344016778208
522,522,522,522,522,522,522,522,522,522,522,522,522,522,1-5282,17,8,1-5282,17,1,0,6,5.313093662261963,0.3125349213095272
526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,22,6,1-5002,45,9,0,7,14.03194260597229,0.3118209467993842
560,560,560,560,560,560,560,560,560,560,560,560,560,560,1-0027,22,6,1-0027,29,4,0,7,9.03194260597229,0.31144629675766516
336,336,336,336,336,336,336,336,336,336,336,336,336,336,1-1827,3,17,1-1827,24,6,0,2,7.437697887420654,0.3099040786425273
236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,6,5,1-7024,498,92,0,86,153.82100915908813,0.30887752843190386
210,210,210,210,210,210,210,210,210,210,210,210,210,210,1-7842,1,20,1-7842,21,0,0,9,6.469640493392944,0.30807811873299734
548,548,548,548,548,548,548,548,548,548,548,548,548,548,1-3087,23,2,1-3087,26,8,0,0,8.0,0.3076923076923077
353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,11,9,MLG50,319,39,0,82,97.94561338424683,0.3070395403894885
321,321,321,321,321,321,321,321,321,321,321,321,321,321,1-5172,2,18,1-5172,120,10,0,37,36.597410917282104,0.3049784243106842
451,451,451,451,451,451,451,451,451,451,451,451,451,451,1-4098,14,22,1-4098,16,2,0,4,4.875395774841309,0.3047122359275818
295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-3639,17,8,1-3639,17,3,0,3,5.1565468311309814,0.3033262841841754
216,216,216,216,216,216,216,216,216,216,216,216,216,216,1-9887,20,12,1-9887,36,3,0,11,10.907338380813599,0.3029816216892666
345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,15,15,1-1131,138,30,0,16,41.501583099365234,0.3007361094156901
138,138,138,138,138,138,138,138,138,138,138,138,138,138,1-5515,3,17,1-5515,29,8,0,1,8.718848943710327,0.3006499635762182
93,93,93,93,93,93,93,93,93,93,93,93,93,93,1-20003,21,10,1-20003,21,2,0,6,6.313093662261963,0.30062350772676016
397,397,397,397,397,397,397,397,397,397,397,397,397,397,1-9808,2,18,1-9808,74,2,0,28,22.12777042388916,0.29902392464715083
149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,11,9,MLG58,71,14,0,10,21.18848943710327,0.2984294286915954
456,456,456,456,456,456,456,456,456,456,456,456,456,456,1-8186,22,6,1-8186,26,2,0,8,7.750791549682617,0.29810736729548526
153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,4,16,1-1350,195,15,0,60,58.13093662261963,0.29810736729548526
338,338,338,338,338,338,338,338,338,338,338,338,338,338,1-6296,14,22,1-6296,254,39,0,51,75.66129612922668,0.2978791186190027
416,416,416,416,416,416,416,416,416,416,416,416,416,416,1-18203,1,20,1-18203,29,0,0,12,8.626187324523926,0.2974547353284112
164,164,164,164,164,164,164,164,164,164,164,164,164,164,1-9740,1,20,1-9740,34,0,0,14,10.06388521194458,0.29599662388072295
528,528,528,528,528,528,528,528,528,528,528,528,528,528,1-6718,12,4,1-6718,20,3,0,4,5.875395774841309,0.29376978874206544
454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,17,8,1-0272,111,5,0,38,32.31625986099243,0.29113747622515707
398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,2,18,1-0303,212,20,0,58,61.693238735198975,0.2910058430905612
214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,3,17,1-0053,142,36,0,7,41.03194260597229,0.2889573422955795
371,371,371,371,371,371,371,371,371,371,371,371,371,371,1-1580,20,12,1-1580,400,41,0,103,115.0414412021637,0.2876036030054092
211,211,211,211,211,211,211,211,211,211,211,211,211,211,1-5406,15,15,1-5406,10,0,0,4,2.8753957748413086,0.28753957748413084
5,5,5,5,5,5,5,5,5,5,5,5,5,5,1-5549,15,15,1-5549,35,5,0,7,10.03194260597229,0.28662693159920827
490,490,490,490,490,490,490,490,490,490,490,490,490,490,1-3551,16,21,1-3551,6,1,0,1,1.7188489437103271,0.2864748239517212
245,245,245,245,245,245,245,245,245,245,245,245,245,245,1-6647,19,11,1-6647,62,6,0,16,17.501583099365234,0.2822835983768586
39,39,39,39,39,39,39,39,39,39,39,39,39,39,1-7467,20,12,1-7467,64,8,0,14,18.06388521194458,0.28224820643663406
343,343,343,343,343,343,343,343,343,343,343,343,343,343,1-4319,10,14,1-4319,163,23,0,32,46.00316619873047,0.282228013489144
31,31,31,31,31,31,31,31,31,31,31,31,31,31,1-8938,3,17,1-8938,30,7,0,2,8.437697887420654,0.28125659624735516
240,240,240,240,240,240,240,240,240,240,240,240,240,240,MLG33,1,20,MLG33,20,2,0,5,5.594244718551636,0.27971223592758176
494,494,494,494,494,494,494,494,494,494,494,494,494,494,1-3265,2,18,1-3265,19,1,0,6,5.313093662261963,0.2796365085401033
406,406,406,406,406,406,406,406,406,406,406,406,406,406,1-17907,17,8,1-17907,119,16,0,24,33.25237464904785,0.2794317197398979
378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,13,23,1-6561,65,16,0,3,18.15654683113098,0.2793314897097074
