Unnamed: 0,Unnamed: 0.1,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,1-8421,12,14,1-8421,109,26,0,13,28.2854545712471,0.2594995832224505
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-6693,7,12,1-6693,98,23,0,13,25.2854545712471,0.2580148425637459
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,22,6,1-4052,13,3,0,2,3.351608395576477,0.2578160304289598
562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,22,6,1-0003,17,4,0,2,4.351608395576477,0.25597696444567514
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,1-9902,4,23,1-9902,30,6,0,9,7.582237780094147,0.25274125933647157
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,1-6734,12,14,1-6734,44,9,0,12,11.109650373458862,0.2524920539422469
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,1-3587,7,12,1-3587,46,10,0,9,11.582237780094147,0.2517877778281336
285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,1-18615,11,2,1-18615,22,5,0,3,5.527412593364716,0.2512460269711234
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,19,13,MLG54,595,138,0,63,149.07566446065903,0.2505473352279984
89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,1-18004,11,2,1-18004,12,3,0,0,3.0,0.25
502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,1-20012,15,10,1-20012,12,3,0,0,3.0,0.25
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1-8093,9,3,1-8093,4,1,0,0,1.0,0.25
508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,1-8532,3,24,1-8532,4,1,0,0,1.0,0.25
450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,1-2297,21,7,1-2297,25,5,0,7,6.23062938451767,0.2492251753807068
504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,1-5425,21,7,1-5425,17,3,0,7,4.23062938451767,0.24886055203045115
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,12,14,1-1570,142,34,0,7,35.23062938451767,0.24810302383463148
560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,1-0027,13,15,1-0027,29,7,0,1,7.1758041977882385,0.2474415240616634
430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,1-3141,12,14,1-3141,136,31,0,15,33.63706296682358,0.24733134534429102
228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,1-17835,1,8,1-17835,17,4,0,1,4.1758041977882385,0.24563554104636698
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,1-8067,17,11,1-8067,322,68,0,62,78.89986026287079,0.24503062193438133
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,1-8988,19,13,1-8988,29,6,0,6,7.054825186729431,0.2432698340251528
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,2,16,MLG59,71,9,0,47,17.26279729604721,0.24313799008517198
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,10,17,1-4355,49,11,0,5,11.879020988941193,0.24242899977431007
396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,1-9963,12,14,1-9963,116,26,0,11,27.933846175670624,0.24080901875578123
433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,1-5654,9,3,1-5654,15,2,0,9,3.5822377800941467,0.23881585200627645
313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,1-7521,6,4,1-7521,10,2,0,2,2.351608395576477,0.23516083955764772
277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,1-4051,1,8,1-4051,5,1,0,1,1.1758041977882385,0.23516083955764772
536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,1-9971,22,6,1-9971,15,3,0,3,3.5274125933647156,0.23516083955764772
455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,1-17790,11,2,1-17790,5,1,0,1,1.1758041977882385,0.23516083955764772
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,1-9818,15,10,1-9818,28,6,0,3,6.527412593364716,0.23312187833445414
133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,1-8576,7,12,1-8576,55,11,0,10,12.758041977882385,0.23196439959786155
473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,1-9452,20,5,1-9452,16,3,0,4,3.703216791152954,0.23145104944705963
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,13,15,MLG29,164,27,0,60,37.54825186729431,0.22895275528837994
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,22,6,MLG55,92,20,0,6,21.05482518672943,0.2288567955079286
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,9,3,1-6061,40,7,0,12,9.109650373458862,0.22774125933647155
540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,1-5413,1,8,1-5413,39,8,0,5,8.879020988941193,0.22766720484464598
273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,1-3589,22,6,1-3589,27,4,0,12,6.109650373458862,0.22628334716514306
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,1-8705,21,7,1-8705,48,8,0,16,10.812867164611816,0.22526806592941284
356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,1-9761,5,1,1-9761,35,7,0,5,7.879020988941193,0.22511488539831978
393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,1-7819,7,12,1-7819,59,12,0,7,13.23062938451767,0.224247955669791
241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,1-19448,10,17,1-19448,45,9,0,6,10.054825186729431,0.22344055970509846
223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,1-0205,13,15,1-0205,34,7,0,3,7.527412593364716,0.2213944880401387
505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,1-4747,12,14,1-4747,25,5,0,3,5.527412593364716,0.2210965037345886
271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,1-7897,22,6,1-7897,95,20,0,5,20.879020988941193,0.21977916830464414
328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,1-9497,13,15,1-9497,150,31,0,10,32.758041977882385,0.2183869465192159
544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,1-5799,9,3,1-5799,7,1,0,3,1.5274125933647156,0.2182017990521022
237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,1-9667,9,3,1-9667,14,2,0,6,3.054825186729431,0.2182017990521022
320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,MLG13,6,4,MLG13,140,27,0,20,30.51608395576477,0.21797202825546264
312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,1-3108,12,14,1-3108,18,3,0,5,3.8790209889411926,0.21550116605228847
395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,1-6787,13,15,1-6787,56,11,0,6,12.054825186729431,0.21526473547731126
534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1-9457,9,3,1-9457,11,2,0,2,2.351608395576477,0.21378258141604337
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,13,15,1-6098,1327,241,0,238,282.84139907360077,0.21314348083918672
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,2,16,1-4682,16,2,0,8,3.406433582305908,0.21290209889411926
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,19,13,MLG50,319,49,0,104,67.2836365699768,0.21092049081497433
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,1,8,1-9491,80,14,0,16,16.812867164611816,0.2101608395576477
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,1-9630,6,4,1-9630,33,5,0,11,6.933846175670624,0.2101165507778977
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,11,2,1-7268,70,14,0,4,14.703216791152954,0.21004595415932792
230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,1-3089,16,20,1-3089,16,3,0,2,3.351608395576477,0.20947552472352982
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,2,16,1-10539,63,6,0,40,13.032167911529541,0.20685980811951651
435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,1-9610,9,3,1-9610,49,9,0,6,10.054825186729431,0.20520051401488634
125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,1-8622,7,12,1-8622,54,10,0,6,11.054825186729431,0.2047189849394339
103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,1-8820,6,4,1-8820,83,15,0,11,16.933846175670624,0.20402224308036895
84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,1-18714,2,16,1-18714,32,6,0,3,6.527412593364716,0.20398164354264736
390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,MLG64,2,16,MLG64,245,32,0,102,49.93202817440033,0.20380419663020544
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,1-5355,12,14,1-5355,53,10,0,4,10.703216791152954,0.20194748662552744
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,13,15,1-0053,142,26,0,14,28.46125876903534,0.200431399781939
535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,1-5990,15,10,1-5990,5,1,0,0,1.0,0.2
