Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,1-5043,18,8,1-5043,123,22,0,24,22.77166599035263,0.18513549585652544
340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,1-3362,10,17,1-3362,117,20,0,32,21.02888798713684,0.17973408536014393
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,14,3,MLG44,59,10,0,18,10.578749492764473,0.17930083886041479
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,11,22,1-19286,40,7,0,4,7.128610998392105,0.17821527495980263
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,9,7,MLG69,576,96,0,205,102.59131366759539,0.17810991956179756
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1-1258,18,8,1-1258,435,73,0,124,76.98694095015526,0.17698147344863277
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-4760,7,22,1-4760,40,7,0,2,7.0643054991960526,0.17660763747990132
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,19,6,1-8285,72,12,0,13,12.417985744774342,0.17247202423297697
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,21,11,1-2423,79,12,0,47,13.511179231107235,0.17102758520388905
338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,1-6296,21,11,1-6296,254,41,0,65,43.08992872387171,0.16964538867666026
407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,1-8421,18,8,1-8421,109,18,0,10,18.321527495980263,0.1680874082200024
89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,1-18004,1,12,1-18004,12,2,0,0,2.0,0.16666666666666666
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,1-10696,12,18,1-10696,24,4,0,0,4.0,0.16666666666666666
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1-4634,21,11,1-4634,48,8,0,0,8.0,0.16666666666666666
505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,1-4747,18,8,1-4747,25,4,0,5,4.160763747990131,0.16643054991960526
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,15,22,MLG14,232,38,0,11,38.35368024557829,0.16531758726542367
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,15,22,1-9491,80,13,0,7,13.225069247186184,0.1653133655898273
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,1-7496,10,17,1-7496,246,38,0,64,40.05777597427368,0.16283648770029951
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,3,23,1-7530,25,4,0,2,4.0643054991960526,0.1625722199678421
544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,1-5799,6,13,1-5799,7,1,0,4,1.128610998392105,0.1612301426274436
351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,1-19229,20,16,1-19229,38,6,0,3,6.096458248794079,0.16043311181037048
328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,1-9497,11,4,1-9497,150,23,0,32,24.02888798713684,0.16019258658091226
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1-9805,1,12,1-9805,26,4,0,5,4.160763747990131,0.16002937492269736
279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,MLG43,7,10,MLG43,14,2,0,7,2.225069247186184,0.158933517656156
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,9,7,1-3596,223,33,0,52,34.671942979097366,0.15547956492868775
316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,1-7441,14,3,1-7441,111,15,0,69,17.218539722263813,0.15512197947985418
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,MLG33,5,9,MLG33,20,3,0,3,3.096458248794079,0.15482291243970395
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,4,20,MLG41,66,10,0,6,10.192916497588158,0.15443812875133572
341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,1-0031,12,18,1-0031,13,2,0,0,2.0,0.15384615384615385
349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,1-3052,8,1,1-3052,166,25,0,14,25.450138494372368,0.1533140873154962
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,7,10,MLG38,77,11,0,23,11.739513240754604,0.15246121091889098
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,1-20047,1,12,1-20047,20,3,0,1,3.0321527495980263,0.1516076374799013
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,1,7,1-0296,41,6,0,6,6.192916497588158,0.1510467438436136
154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,1-18994,19,6,1-18994,28,4,0,7,4.225069247186184,0.15089533025664942
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,1-8705,12,16,1-8705,48,7,0,7,7.225069247186184,0.1505222759830455
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,1-19813,1,12,1-19813,20,3,0,0,3.0,0.15
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3509,20,11,1-3509,35,5,0,7,5.225069247186184,0.1492876927767481
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,1-9156,16,15,1-9156,268,38,0,53,39.70409572869539,0.14814961092796788
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,7,21,1-5980,29,4,0,9,4.2893747463822365,0.14790947401318058
531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,11,4,1-5891,96,13,0,36,14.157498985528946,0.1474739477659265
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,MLG84,7,10,MLG84,63,9,0,9,9.289374746382236,0.14745039279971803
335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,1-8910,9,7,1-8910,137,18,0,60,19.929164975881577,0.14546835748818668
226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,1-9996,6,13,1-9996,28,4,0,2,4.0643054991960526,0.14515376782843045
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,1-7752,18,8,1-7752,29,4,0,5,4.160763747990131,0.1434746119996597
446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,1-3534,10,17,1-3534,279,37,0,93,39.990205712616444,0.14333407065453924
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,2,21,1-1131,138,19,0,24,19.77166599035263,0.14327294195907703
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,MLG35,4,22,MLG35,49,7,0,0,7.0,0.14285714285714285
512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,1-3033,11,4,1-3033,7,1,0,0,1.0,0.14285714285714285
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,19,6,1-1608,307,42,0,47,43.511179231107235,0.14173022550849262
438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,MLG10,2,2,MLG10,60,8,0,15,8.482291243970394,0.1413715207328399
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,1-3587,10,17,1-3587,46,6,0,15,6.482291243970394,0.14091937486892162
372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,1-6916,14,3,1-6916,43,6,0,1,6.032152749598026,0.14028262208367503
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,1-9902,4,20,1-9902,30,4,0,6,4.192916497588158,0.1397638832529386
281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,1-9995,16,15,1-9995,24,3,0,11,3.353680245578289,0.13973667689909539
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1-9722,1,12,1-9722,22,3,0,2,3.0643054991960526,0.13928661359982056
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,1-8988,22,22,1-8988,29,4,0,0,4.0,0.13793103448275862
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,1-7863,18,8,1-7863,351,43,0,163,48.24089818447828,0.137438456366035
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,5,9,1-6098,1327,166,0,509,182.36574954539537,0.13742709084053908
501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,1-18487,18,5,1-18487,23,3,0,5,3.1607637479901314,0.13742451078217963
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,7,10,MLG45,70,9,0,18,9.578749492764473,0.1368392784680639
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,19,6,1-9286,81,10,0,31,10.996735237538815,0.13576216342640512
355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,1-9498,14,3,1-9498,64,8,0,19,8.6109022423625,0.13454534753691405
509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,1-18935,4,14,1-18935,30,4,0,1,4.032152749598026,0.13440509165326756
468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,1-6228,22,16,1-6228,48,5,0,45,6.446873731911182,0.1343098694148163
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1-19222,22,16,1-19222,15,2,0,0,2.0,0.13333333333333333
291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,MLG02,21,11,MLG02,320,40,0,77,42.47576171904802,0.13273675537202506
184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,1-8074,4,20,1-8074,145,19,0,7,19.225069247186184,0.132586684463353
540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,1-5413,23,14,1-5413,39,5,0,5,5.160763747990131,0.13232727558949056
498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,1-19915,18,8,1-19915,62,8,0,5,8.160763747990131,0.13162522174177632
435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,1-9610,12,4,1-9610,49,6,0,12,6.385832995176315,0.13032312235053706
298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,1-7019,21,18,1-7019,107,13,0,29,13.932429738342762,0.13020962372282954
430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,1-3141,18,8,1-3141,136,17,0,22,17.707360491156578,0.13020118008203366
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,7,10,MLG31,33,4,0,9,4.2893747463822365,0.12998105292067383
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,13,9,1-4682,16,2,0,2,2.0643054991960526,0.12901909369975328
98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1-8127,5,9,1-8127,32,4,0,3,4.096458248794079,0.12801432027481496
478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,1-9394,16,15,1-9394,117,14,0,29,14.932429738342762,0.1276276046012202
396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,1-9963,18,8,1-9963,116,14,0,25,14.803818739950657,0.12761912706854014
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,23,14,MLG56,511,62,0,93,64.99020571261644,0.1271823986548267
366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,1-5163,7,18,1-5163,16,2,0,1,2.0321527495980263,0.12700954684987664
520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,1-2034,11,22,1-2034,16,2,0,1,2.0321527495980263,0.12700954684987664
367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,1-8544,2,21,1-8544,54,6,0,26,6.835971489548683,0.1265920646212719
288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,1-8590,1,12,1-8590,24,3,0,1,3.0321527495980263,0.12633969789991775
269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,1-7839,1,12,1-7839,24,3,0,1,3.0321527495980263,0.12633969789991775
348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,1-17758,14,3,1-17758,40,5,0,1,5.032152749598026,0.12580381873995067
283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,1-3535,16,15,1-3535,315,37,0,76,39.44360896945,0.1252178062522222
522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,1-5282,4,17,1-5282,17,2,0,4,2.128610998392105,0.12521241167012384
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,15,22,1-6061,40,5,0,0,5.0,0.125
557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,1-9806,6,4,1-9806,8,1,0,0,1.0,0.125
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,MLG63,11,4,MLG63,380,46,0,45,47.44687373191118,0.12486019403134521
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,1-7807,10,17,1-7807,239,28,0,55,29.768401227891445,0.1245539800330186
459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,1-2545,20,2,1-2545,145,18,0,1,18.032152749598026,0.1243596741351588
443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,1-3447,13,5,1-3447,110,13,0,19,13.6109022423625,0.12373547493056818
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,1-8157,7,10,1-8157,75,9,0,8,9.25722199678421,0.12342962662378947
337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,1-18613,8,1,1-18613,25,3,0,2,3.0643054991960526,0.12257221996784211
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,1-6647,11,4,1-6647,62,7,0,18,7.578749492764473,0.12223789504458828
321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,1-5172,18,8,1-5172,120,13,0,51,14.63979022949934,0.1219982519124945
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,1-17907,10,17,1-17907,119,13,0,42,14.350415483117104,0.12059172674888323
439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,MLG72,16,15,MLG72,9,1,0,2,1.0643054991960526,0.11825616657733917
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,1-7845,9,7,1-7845,36,4,0,8,4.25722199678421,0.11825616657733917
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1-9907,12,18,1-9907,17,2,0,0,2.0,0.11764705882352941
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,4,23,1-2103,26,3,0,1,3.0321527495980263,0.11662125959992409
428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,1-2701,15,22,1-2701,61,7,0,1,7.032152749598026,0.11528119261636109
441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,1-19166,9,20,1-19166,45,5,0,5,5.160763747990131,0.11468363884422514
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,11,4,MLG60,47,5,0,12,5.385832995176315,0.11459219138673012
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,14,3,MLG40,51,5,0,25,5.803818739950657,0.11380036745001287
393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,1-7819,19,6,1-7819,59,6,0,22,6.707360491156578,0.11368407612129794
296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,1-9404,2,21,1-9404,100,11,0,10,11.321527495980263,0.11321527495980263
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,1-8124,12,18,1-8124,18,2,0,1,2.0321527495980263,0.11289737497766812
461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,1-9651,2,21,1-9651,38,4,0,9,4.2893747463822365,0.11287828279953253
220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,MLG73,14,3,MLG73,10,1,0,4,1.128610998392105,0.11286109983921051
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,7,10,MLG62,525,56,0,90,58.893747463822365,0.11217856659775688
350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,1-2282,6,13,1-2282,219,22,0,79,24.540067218244076,0.1120551014531693
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,1-2573,20,2,1-2573,37,4,0,4,4.128610998392105,0.11158408103762446
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,1-8113,2,21,1-8113,9,1,0,0,1.0,0.1111111111111111
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,10,17,1-20578,19,2,0,3,2.096458248794079,0.1103399078312673
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7744,18,10,1-7744,37,4,0,2,4.0643054991960526,0.10984609457286629
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,1-3068,8,1,1-3068,180,19,0,24,19.77166599035263,0.1098425888352924
138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,1-5515,16,15,1-5515,29,3,0,5,3.1607637479901314,0.10899185337897005
493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,1-1836,12,18,1-1836,20,2,0,5,2.1607637479901314,0.10803818739950657
416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,1-18203,7,10,1-18203,29,3,0,4,3.128610998392105,0.10788313787558983
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,18,8,1-10785,279,27,0,96,30.086663961410522,0.10783750523803054
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,21,11,1-6181,659,64,0,206,70.62346641719341,0.10716762734020245
539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,1-9436,5,10,1-9436,21,2,0,7,2.225069247186184,0.10595567843743733
487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,1-6900,23,14,1-6900,67,7,0,3,7.096458248794079,0.10591728729543401
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,1-9925,7,10,1-9925,93,9,0,25,9.803818739950657,0.10541740580592104
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,6,13,MLG55,92,9,0,21,9.675207741558552,0.10516530153867991
373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,1-6918,2,21,1-6918,43,3,0,46,4.479026481509209,0.10416340654672579
420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,1-8172,12,2,1-8172,40,4,0,4,4.128610998392105,0.10321527495980262
156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,1-8634,4,20,1-8634,10,1,0,1,1.0321527495980263,0.10321527495980262
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,18,8,1-0129,142,14,0,12,14.385832995176315,0.10130868306462194
310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,1-4855,6,13,1-4855,22,2,0,7,2.225069247186184,0.10113951123573563
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,1-17733,17,19,1-17733,74,7,0,14,7.450138494372368,0.10067754722124822
72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,1-9614,4,20,1-9614,30,3,0,0,3.0,0.1
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,1-20167,13,9,1-20167,56,5,0,16,5.51444399356842,0.09847221417086464
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,13,5,MLG65,201,18,0,52,19.671942979097366,0.0978703630800864
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,6,13,1-6980,128,11,0,46,12.479026481509209,0.09749239438679069
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,23,14,MLG50,319,28,0,96,31.086663961410522,0.097450357245801
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,8,1,1-4531,94,9,0,4,9.128610998392105,0.09711288296161814
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,1-19897,5,9,1-19897,53,5,0,3,5.096458248794079,0.09615958959988828
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,11,4,MLG52,125,11,0,31,11.996735237538815,0.09597388190031052
