Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
376,376,376,376,376,376,376,376,376,376,1-7874,18,1,1-7874,258,14,0,0,14.0,0.05426356589147287
146,146,146,146,146,146,146,146,146,146,1-7453,1,19,1-7453,13,0,0,1,0.6895586848258972,0.053042975755838245
266,266,266,266,266,266,266,266,266,266,1-2103,13,22,1-2103,26,0,0,2,1.3791173696517944,0.053042975755838245
242,242,242,242,242,242,242,242,242,242,1-20791,14,7,1-20791,13,0,0,1,0.6895586848258972,0.053042975755838245
273,273,273,273,273,273,273,273,273,273,1-3589,2,24,1-3589,27,0,0,2,1.3791173696517944,0.05107842109821461
429,429,429,429,429,429,429,429,429,429,1-6693,2,24,1-6693,98,0,0,7,4.8269107937812805,0.049254191773278375
365,365,365,365,365,365,365,365,365,365,MLG48,4,21,MLG48,159,7,0,1,7.689558684825897,0.04836200430708112
195,195,195,195,195,195,195,195,195,195,1-2670,9,2,1-2670,104,5,0,0,5.0,0.04807692307692308
27,27,27,27,27,27,27,27,27,27,1-18409,13,22,1-18409,22,1,0,0,1.0,0.045454545454545456
395,395,395,395,395,395,395,395,395,395,1-6787,4,21,1-6787,56,1,0,2,2.3791173696517944,0.04248423874378204
401,401,401,401,401,401,401,401,401,401,1-7204,9,2,1-7204,26,1,0,0,1.0,0.038461538461538464
456,456,456,456,456,456,456,456,456,456,1-8186,17,14,1-8186,26,1,0,0,1.0,0.038461538461538464
134,134,134,134,134,134,134,134,134,134,1-9465,1,19,1-9465,18,0,0,1,0.6895586848258972,0.038308815823660955
111,111,111,111,111,111,111,111,111,111,1-19897,3,20,1-19897,53,2,0,0,2.0,0.03773584905660377
311,311,311,311,311,311,311,311,311,311,1-20578,2,24,1-20578,19,0,0,1,0.6895586848258972,0.03629256235925775
17,17,17,17,17,17,17,17,17,17,1-18603,15,9,1-18603,19,0,0,1,0.6895586848258972,0.03629256235925775
110,110,110,110,110,110,110,110,110,110,72-18936,8,11,72-18936,20,0,0,1,0.6895586848258972,0.03447793424129486
61,61,61,61,61,61,61,61,61,61,1-7341,4,21,1-7341,110,3,0,1,3.689558684825897,0.033541442589326335
78,78,78,78,78,78,78,78,78,78,1-4088,18,1,1-4088,30,1,0,0,1.0,0.03333333333333333
48,48,48,48,48,48,48,48,48,48,1-0405,5,6,1-0405,64,0,0,3,2.0686760544776917,0.03232306335121393
196,196,196,196,196,196,196,196,196,196,1-9646,15,9,1-9646,105,2,0,2,3.3791173696517944,0.03218207018715995
117,117,117,117,117,117,117,117,117,117,1-0358,17,14,1-0358,22,0,0,1,0.6895586848258972,0.03134357658299533
199,199,199,199,199,199,199,199,199,199,MLG39,3,20,MLG39,23,0,0,1,0.6895586848258972,0.02998081238373466
20,20,20,20,20,20,20,20,20,20,1-5167,2,24,1-5167,24,0,0,1,0.6895586848258972,0.028731611867745716
19,19,19,19,19,19,19,19,19,19,1-2596,16,15,1-2596,35,1,0,0,1.0,0.02857142857142857
369,369,369,369,369,369,369,369,369,369,1-6594,11,5,1-6594,70,2,0,0,2.0,0.02857142857142857
70,70,70,70,70,70,70,70,70,70,1-2584,10,12,1-2584,36,1,0,0,1.0,0.027777777777777776
205,205,205,205,205,205,205,205,205,205,1-8018,2,24,1-8018,58,0,0,2,1.3791173696517944,0.023777885683651627
12,12,12,12,12,12,12,12,12,12,MLG84,2,24,MLG84,63,0,0,2,1.3791173696517944,0.021890751899234832
459,459,459,459,459,459,459,459,459,459,1-2545,2,24,1-2545,145,0,0,4,2.758234739303589,0.0190223085469213
388,388,388,388,388,388,388,388,388,388,MLG49,2,24,MLG49,185,0,0,5,3.447793424129486,0.018636721211510734
41,41,41,41,41,41,41,41,41,41,1-7509,9,2,1-7509,40,0,0,1,0.6895586848258972,0.01723896712064743
452,452,452,452,452,452,452,452,452,452,1-8529,10,12,1-8529,56,0,0,1,0.6895586848258972,0.012313547943319594
268,268,268,268,268,268,268,268,268,268,MLG44,2,24,MLG44,59,0,0,1,0.6895586848258972,0.011687435336032156
184,184,184,184,184,184,184,184,184,184,1-8074,2,24,1-8074,145,0,0,2,1.3791173696517944,0.00951115427346065
177,177,177,177,177,177,177,177,177,177,1-10948,14,7,1-10948,2,0,0,0,0.0,0.0
194,194,194,194,194,194,194,194,194,194,1-9253,4,21,1-9253,24,0,0,0,0.0,0.0
175,175,175,175,175,175,175,175,175,175,1-4910,10,12,1-4910,4,0,0,0,0.0,0.0
178,178,178,178,178,178,178,178,178,178,1-7525,9,2,1-7525,6,0,0,0,0.0,0.0
186,186,186,186,186,186,186,186,186,186,72-11994,2,24,72-11994,8,0,0,0,0.0,0.0
366,366,366,366,366,366,366,366,366,366,1-5163,2,24,1-5163,16,0,0,0,0.0,0.0
297,297,297,297,297,297,297,297,297,297,1-8352,2,24,1-8352,1,0,0,0,0.0,0.0
235,235,235,235,235,235,235,235,235,235,1-8113,13,22,1-8113,9,0,0,0,0.0,0.0
262,262,262,262,262,262,262,262,262,262,1-8623,10,12,1-8623,5,0,0,0,0.0,0.0
252,252,252,252,252,252,252,252,252,252,1-21195,3,20,1-21195,1,0,0,0,0.0,0.0
249,249,249,249,249,249,249,249,249,249,1-6931,17,14,1-6931,1,0,0,0,0.0,0.0
257,257,257,257,257,257,257,257,257,257,1-9504,2,24,1-9504,30,0,0,0,0.0,0.0
212,212,212,212,212,212,212,212,212,212,1-10922,4,21,1-10922,1,0,0,0,0.0,0.0
210,210,210,210,210,210,210,210,210,210,1-7842,17,14,1-7842,21,0,0,0,0.0,0.0
229,229,229,229,229,229,229,229,229,229,1-4361,13,22,1-4361,10,0,0,0,0.0,0.0
530,530,530,530,530,530,530,530,530,530,1-4847,2,24,1-4847,2,0,0,0,0.0,0.0
528,528,528,528,528,528,528,528,528,528,1-6718,2,24,1-6718,20,0,0,0,0.0,0.0
38,38,38,38,38,38,38,38,38,38,1-2104,1,19,1-2104,36,0,0,0,0.0,0.0
35,35,35,35,35,35,35,35,35,35,1-2869,3,20,1-2869,9,0,0,0,0.0,0.0
34,34,34,34,34,34,34,34,34,34,1-6642,5,6,1-6642,36,0,0,0,0.0,0.0
28,28,28,28,28,28,28,28,28,28,1-10071,15,9,1-10071,30,0,0,0,0.0,0.0
16,16,16,16,16,16,16,16,16,16,1-9955,2,24,1-9955,60,0,0,0,0.0,0.0
549,549,549,549,549,549,549,549,549,549,1-4842,1,19,1-4842,6,0,0,0,0.0,0.0
317,317,317,317,317,317,317,317,317,317,1-10978,14,7,1-10978,1,0,0,0,0.0,0.0
543,543,543,543,543,543,543,543,543,543,1-5803,4,21,1-5803,15,0,0,0,0.0,0.0
546,546,546,546,546,546,546,546,546,546,1-7527,1,19,1-7527,1,0,0,0,0.0,0.0
325,325,325,325,325,325,325,325,325,325,1-19924,13,22,1-19924,1,0,0,0,0.0,0.0
323,323,323,323,323,323,323,323,323,323,1-3647,4,21,1-3647,5,0,0,0,0.0,0.0
275,275,275,275,275,275,275,275,275,275,1-3216,15,9,1-3216,5,0,0,0,0.0,0.0
277,277,277,277,277,277,277,277,277,277,1-4051,11,5,1-4051,5,0,0,0,0.0,0.0
287,287,287,287,287,287,287,287,287,287,1-9836,1,19,1-9836,5,0,0,0,0.0,0.0
15,15,15,15,15,15,15,15,15,15,1-8093,1,19,1-8093,4,0,0,0,0.0,0.0
23,23,23,23,23,23,23,23,23,23,1-2025,1,19,1-2025,41,0,0,0,0.0,0.0
181,181,181,181,181,181,181,181,181,181,1-8641,20,17,1-8641,30,0,0,0,0.0,0.0
119,119,119,119,119,119,119,119,119,119,1-5929,1,19,1-5929,4,0,0,0,0.0,0.0
135,135,135,135,135,135,135,135,135,135,1-9712,2,24,1-9712,10,0,0,0,0.0,0.0
107,107,107,107,107,107,107,107,107,107,1-6971,1,19,1-6971,10,0,0,0,0.0,0.0
112,112,112,112,112,112,112,112,112,112,1-10698,1,19,1-10698,6,0,0,0,0.0,0.0
160,160,160,160,160,160,160,160,160,160,1-19813,2,24,1-19813,20,0,0,0,0.0,0.0
142,142,142,142,142,142,142,142,142,142,P-16454,9,2,P-16454,8,0,0,0,0.0,0.0
145,145,145,145,145,145,145,145,145,145,MLG06,2,24,MLG06,18,0,0,0,0.0,0.0
120,120,120,120,120,120,120,120,120,120,1-10232,10,12,1-10232,5,0,0,0,0.0,0.0
115,115,115,115,115,115,115,115,115,115,1-3178,1,19,1-3178,6,0,0,0,0.0,0.0
439,439,439,439,439,439,439,439,439,439,MLG72,3,20,MLG72,9,0,0,0,0.0,0.0
75,75,75,75,75,75,75,75,75,75,1-8401,3,20,1-8401,57,0,0,0,0.0,0.0
472,472,472,472,472,472,472,472,472,472,1-9518,1,19,1-9518,22,0,0,0,0.0,0.0
82,82,82,82,82,82,82,82,82,82,1-17645,2,24,1-17645,9,0,0,0,0.0,0.0
54,54,54,54,54,54,54,54,54,54,1-8125,9,2,1-8125,21,0,0,0,0.0,0.0
50,50,50,50,50,50,50,50,50,50,1-8174,2,24,1-8174,45,0,0,0,0.0,0.0
45,45,45,45,45,45,45,45,45,45,1-9444,3,20,1-9444,24,0,0,0,0.0,0.0
100,100,100,100,100,100,100,100,100,100,1-19598,1,19,1-19598,11,0,0,0,0.0,0.0
77,77,77,77,77,77,77,77,77,77,1-2153,17,14,1-2153,13,0,0,0,0.0,0.0
496,496,496,496,496,496,496,496,496,496,1-3176,1,19,1-3176,3,0,0,0,0.0,0.0
60,60,60,60,60,60,60,60,60,60,1-18202,2,24,1-18202,23,0,0,0,0.0,0.0
56,56,56,56,56,56,56,56,56,56,1-5877,2,24,1-5877,79,0,0,0,0.0,0.0
557,557,557,557,557,557,557,557,557,557,1-9806,1,19,1-9806,8,0,0,0,0.0,0.0
556,556,556,556,556,556,556,556,556,556,1-10951,1,19,1-10951,1,0,0,0,0.0,0.0
519,519,519,519,519,519,519,519,519,519,1-4926,1,19,1-4926,4,0,0,0,0.0,0.0
9,9,9,9,9,9,9,9,9,9,1-8020,9,2,1-8020,56,0,0,0,0.0,0.0
3,3,3,3,3,3,3,3,3,3,1-8222,2,24,1-8222,12,0,0,0,0.0,0.0
6,6,6,6,6,6,6,6,6,6,1-8021,2,24,1-8021,58,0,0,0,0.0,0.0
563,563,563,563,563,563,563,563,563,563,1-21192,5,6,1-21192,4,0,0,0,0.0,0.0
565,565,565,565,565,565,565,565,565,565,1-19927,15,9,1-19927,1,0,0,0,0.0,0.0
