Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
255,255,255,255,255,255,255,255,255,255,1-9946,10,12,1-9946,12,6,0,1,6.689558684825897,0.5574632237354914
390,390,390,390,390,390,390,390,390,390,MLG64,17,14,MLG64,245,90,0,64,134.13175582885742,0.5474765544034996
295,295,295,295,295,295,295,295,295,295,1-3639,15,9,1-3639,17,3,0,9,9.206028163433075,0.5415310684372397
171,171,171,171,171,171,171,171,171,171,1-8100,5,6,1-8100,19,4,0,9,10.206028163433075,0.5371593770227934
21,21,21,21,21,21,21,21,21,21,1-3519,1,19,1-3519,27,0,0,21,14.480732381343842,0.5363234215312533
206,206,206,206,206,206,206,206,206,206,1-9752,10,12,1-9752,22,9,0,4,11.758234739303589,0.5344652154228904
7,7,7,7,7,7,7,7,7,7,1-8767,6,3,1-8767,48,2,0,34,25.444995284080505,0.5301040684183439
131,131,131,131,131,131,131,131,131,131,1-9283,21,4,1-9283,235,102,0,31,123.37631922960281,0.5250056137429907
250,250,250,250,250,250,250,250,250,250,1-9333,12,10,1-9333,102,30,0,34,53.444995284080505,0.5239705420007893
292,292,292,292,292,292,292,292,292,292,1-9997,10,12,1-9997,16,7,0,2,8.379117369651794,0.5236948356032372
219,219,219,219,219,219,219,219,219,219,1-5653,15,9,1-5653,11,3,0,4,5.758234739303589,0.5234758853912354
481,481,481,481,481,481,481,481,481,481,1-10038,21,4,1-10038,76,12,0,40,39.58234739303589,0.5208203604346827
462,462,462,462,462,462,462,462,462,462,1-1183,13,22,1-1183,45,22,0,2,23.379117369651794,0.5195359415478177
364,364,364,364,364,364,364,364,364,364,1-7682,21,4,1-7682,141,45,0,39,71.89278870820999,0.5098779341007801
192,192,192,192,192,192,192,192,192,192,1-9770,12,10,1-9770,50,22,0,5,25.447793424129486,0.5089558684825897
126,126,126,126,126,126,126,126,126,126,1-8488,6,3,1-8488,23,2,0,14,11.653821587562561,0.5066878951114157
423,423,423,423,423,423,423,423,423,423,1-7122,12,10,1-7122,197,7,0,134,99.40086376667023,0.5045729125211686
550,550,550,550,550,550,550,550,550,550,1-19568,4,21,1-19568,2,1,0,0,1.0,0.5
488,488,488,488,488,488,488,488,488,488,1-11350,7,13,1-11350,100,21,0,42,49.96146476268768,0.49961464762687685
302,302,302,302,302,302,302,302,302,302,MLG51,10,12,MLG51,248,83,0,59,123.68396240472794,0.4987256548577739
433,433,433,433,433,433,433,433,433,433,1-5654,14,7,1-5654,15,4,0,5,7.447793424129486,0.4965195616086324
480,480,480,480,480,480,480,480,480,480,1-1005,5,6,1-1005,125,20,0,61,62.06307977437973,0.4965046381950378
209,209,209,209,209,209,209,209,209,209,1-9938,19,8,1-9938,55,8,0,28,27.307643175125122,0.4965026031840931
95,95,95,95,95,95,95,95,95,95,1-3312,15,9,1-3312,36,15,0,4,17.75823473930359,0.49328429831398857
272,272,272,272,272,272,272,272,272,272,1-1570,6,3,1-1570,142,50,0,29,69.99720185995102,0.4929380412672607
241,241,241,241,241,241,241,241,241,241,1-19448,10,12,1-19448,45,18,0,6,22.137352108955383,0.4919411579767863
354,354,354,354,354,354,354,354,354,354,1-9417,19,8,1-9417,76,15,0,32,37.06587791442871,0.4877089199266936
94,94,94,94,94,94,94,94,94,94,1-3083,7,13,1-3083,78,7,0,45,38.030140817165375,0.4875659079123766
503,503,503,503,503,503,503,503,503,503,1-9076,7,13,1-9076,9,3,0,2,4.379117369651794,0.48656859662797713
558,558,558,558,558,558,558,558,558,558,1-0055,11,5,1-0055,18,8,0,1,8.689558684825897,0.4827532602681054
504,504,504,504,504,504,504,504,504,504,1-5425,11,5,1-5425,17,4,0,6,8.137352108955383,0.47866777111502257
254,254,254,254,254,254,254,254,254,254,1-8379,8,11,1-8379,5,1,0,2,2.3791173696517944,0.4758234739303589
211,211,211,211,211,211,211,211,211,211,1-5406,11,5,1-5406,10,2,0,4,4.758234739303589,0.4758234739303589
522,522,522,522,522,522,522,522,522,522,1-5282,8,11,1-5282,17,6,0,3,8.068676054477692,0.4746280032045701
476,476,476,476,476,476,476,476,476,476,1-19205,5,6,1-19205,12,5,0,1,5.689558684825897,0.4741298904021581
475,475,475,475,475,475,475,475,475,475,1-18234,17,14,1-18234,43,16,0,6,20.137352108955383,0.4683105141617531
499,499,499,499,499,499,499,499,499,499,1-8627,9,2,1-8627,25,11,0,1,11.689558684825897,0.4675823473930359
179,179,179,179,179,179,179,179,179,179,1-4052,15,9,1-4052,13,4,0,3,6.068676054477692,0.4668212349598224
523,523,523,523,523,523,523,523,523,523,1-9861,11,5,1-9861,8,3,0,1,3.689558684825897,0.46119483560323715
288,288,288,288,288,288,288,288,288,288,1-8590,14,7,1-8590,24,9,0,3,11.068676054477692,0.46119483560323715
490,490,490,490,490,490,490,490,490,490,1-3551,1,19,1-3551,6,0,0,4,2.758234739303589,0.45970578988393146
244,244,244,244,244,244,244,244,244,244,MLG57,10,12,MLG57,629,90,0,287,287.9033425450325,0.45771596589035374
207,207,207,207,207,207,207,207,207,207,1-7058,2,24,1-7058,80,0,0,53,36.54661029577255,0.4568326286971569
375,375,375,375,375,375,375,375,375,375,MLG14,14,7,MLG14,232,80,0,36,104.8241126537323,0.4518280717833289
208,208,208,208,208,208,208,208,208,208,1-10468,19,8,1-10468,549,128,0,173,247.29365247488022,0.45044381142965434
282,282,282,282,282,282,282,282,282,282,1-1608,15,9,1-1608,307,76,0,88,136.68116426467896,0.44521551877745585
495,495,495,495,495,495,495,495,495,495,MLG08,2,24,MLG08,107,0,0,68,46.88999056816101,0.4382242109173926
339,339,339,339,339,339,339,339,339,339,1-3523,7,13,1-3523,543,112,0,181,236.8101219534874,0.4361144050708792
300,300,300,300,300,300,300,300,300,300,1-4020,9,2,1-4020,37,14,0,3,16.06867605447769,0.43428854201291056
367,367,367,367,367,367,367,367,367,367,1-8544,1,19,1-8544,54,0,0,34,23.444995284080505,0.43416657933482417
426,426,426,426,426,426,426,426,426,426,1-4355,11,5,1-4355,49,8,0,19,21.101615011692047,0.43064520432024583
316,316,316,316,316,316,316,316,316,316,1-7441,6,3,1-7441,111,31,0,24,47.54940843582153,0.4283730489713652
144,144,144,144,144,144,144,144,144,144,1-7744,6,3,1-7744,37,11,0,7,15.82691079378128,0.42775434577787247
363,363,363,363,363,363,363,363,363,363,1-10785,6,3,1-10785,279,60,0,86,119.30204689502716,0.42760590284955974
233,233,233,233,233,233,233,233,233,233,MLG07,15,9,MLG07,90,35,0,5,38.447793424129486,0.42719770471254986
149,149,149,149,149,149,149,149,149,149,MLG58,8,11,MLG58,71,17,0,19,30.101615011692047,0.42396640861538093
508,508,508,508,508,508,508,508,508,508,1-8532,11,5,1-8532,4,1,0,1,1.6895586848258972,0.4223896712064743
436,436,436,436,436,436,436,436,436,436,1-5161,10,12,1-5161,12,3,0,3,5.068676054477692,0.4223896712064743
204,204,204,204,204,204,204,204,204,204,1-9733,1,19,1-9733,4,1,0,1,1.6895586848258972,0.4223896712064743
370,370,370,370,370,370,370,370,370,370,MLG62,14,7,MLG62,525,32,0,275,221.62863832712173,0.42214978728975566
347,347,347,347,347,347,347,347,347,347,1-8188,15,9,1-8188,140,52,0,10,58.89558684825897,0.4206827632018498
246,246,246,246,246,246,246,246,246,246,MLG56,15,9,MLG56,511,128,0,126,214.88439428806305,0.4205174056517868
342,342,342,342,342,342,342,342,342,342,MLG65,17,14,MLG65,201,41,0,63,84.44219714403152,0.42011043355239563
358,358,358,358,358,358,358,358,358,358,1-9831,19,8,1-9831,132,10,0,65,54.82131451368332,0.41531298874002515
217,217,217,217,217,217,217,217,217,217,1-9630,6,3,1-9630,33,4,0,14,13.653821587562561,0.41375216932007763
236,236,236,236,236,236,236,236,236,236,1-7024,11,5,1-7024,498,46,0,232,205.97761487960815,0.4136096684329481
22,22,22,22,22,22,22,22,22,22,1-7995,15,9,1-7995,14,3,0,4,5.758234739303589,0.4113024813788278
283,283,283,283,283,283,283,283,283,283,1-3535,12,10,1-3535,315,44,0,124,129.50527691841125,0.4111278632330516
384,384,384,384,384,384,384,384,384,384,1-9270,6,3,1-9270,128,33,0,28,52.30764317512512,0.408653462305665
234,234,234,234,234,234,234,234,234,234,MLG29,5,6,MLG29,164,20,0,68,66.88999056816101,0.4078657961473232
151,151,151,151,151,151,151,151,151,151,1-9870,9,2,1-9870,27,11,0,0,11.0,0.4074074074074074
166,166,166,166,166,166,166,166,166,166,MLG40,17,14,MLG40,51,18,0,4,20.75823473930359,0.40702421057458016
0,0,0,0,0,0,0,0,0,0,72-0103,18,1,72-0103,71,6,0,33,28.755436599254608,0.4050061492852762
91,91,91,91,91,91,91,91,91,91,72-12171,3,20,72-12171,19,7,0,1,7.689558684825897,0.4047136149908367
289,289,289,289,289,289,289,289,289,289,1-1592,16,15,1-1592,32,6,0,10,12.895586848258972,0.4029870890080929
454,454,454,454,454,454,454,454,454,454,1-0272,16,15,1-0272,111,33,0,17,44.72249764204025,0.4029053841625248
435,435,435,435,435,435,435,435,435,435,1-9610,12,10,1-9610,49,8,0,17,19.722497642040253,0.4024999518783725
437,437,437,437,437,437,437,437,437,437,1-6980,13,22,1-6980,128,10,0,60,51.37352108955383,0.4013556335121393
444,444,444,444,444,444,444,444,444,444,1-3217,15,9,1-3217,5,2,0,0,2.0,0.4
427,427,427,427,427,427,427,427,427,427,1-9379,11,5,1-9379,58,10,0,19,23.101615011692047,0.3983037070981387
321,321,321,321,321,321,321,321,321,321,1-5172,6,3,1-5172,120,27,0,30,47.68676054477692,0.3973896712064743
87,87,87,87,87,87,87,87,87,87,MLG35,17,14,MLG35,49,16,0,5,19.447793424129486,0.39689374334958133
270,270,270,270,270,270,270,270,270,270,1-1390,4,21,1-1390,98,31,0,11,38.58514553308487,0.39372597482739663
393,393,393,393,393,393,393,393,393,393,1-7819,7,13,1-7819,59,19,0,6,23.137352108955383,0.3921585103212777
294,294,294,294,294,294,294,294,294,294,1-3509,17,14,1-3509,35,13,0,1,13.689558684825897,0.3911302481378828
533,533,533,533,533,533,533,533,533,533,1-7530,3,20,1-7530,25,9,0,1,9.689558684825897,0.3875823473930359
39,39,39,39,39,39,39,39,39,39,1-7467,7,13,1-7467,64,11,0,20,24.791173696517944,0.3873620890080929
560,560,560,560,560,560,560,560,560,560,1-0027,5,6,1-0027,29,5,0,9,11.206028163433075,0.38641476425631294
448,448,448,448,448,448,448,448,448,448,1-3106,8,11,1-3106,34,9,0,6,13.137352108955383,0.386392709086923
154,154,154,154,154,154,154,154,154,154,1-18994,14,7,1-18994,28,8,0,4,10.758234739303589,0.3842226692608425
526,526,526,526,526,526,526,526,526,526,1-5002,5,6,1-5002,45,9,0,12,17.274704217910767,0.3838823159535726
140,140,140,140,140,140,140,140,140,140,1-2294,11,5,1-2294,75,17,0,17,28.722497642040253,0.38296663522720337
138,138,138,138,138,138,138,138,138,138,1-5515,10,12,1-5515,29,9,0,3,11.068676054477692,0.3816784846371618
281,281,281,281,281,281,281,281,281,281,1-9995,8,11,1-9995,24,5,0,6,9.137352108955383,0.3807230045398076
396,396,396,396,396,396,396,396,396,396,1-9963,6,3,1-9963,116,22,0,32,44.06587791442871,0.3798782578830061
64,64,64,64,64,64,64,64,64,64,1-9674,19,8,1-9674,144,14,0,59,54.683962404727936,0.37974973892172176
507,507,507,507,507,507,507,507,507,507,1-6909,8,11,1-6909,36,6,0,11,13.58514553308487,0.3773651536968019
360,360,360,360,360,360,360,360,360,360,1-6611,16,15,1-6611,89,3,0,44,33.34058213233948,0.3746132823858368
471,471,471,471,471,471,471,471,471,471,1-9794,11,5,1-9794,46,11,0,9,17.206028163433075,0.3740440905094147
485,485,485,485,485,485,485,485,485,485,1-5980,5,6,1-5980,29,6,0,7,10.82691079378128,0.37334175150969934
547,547,547,547,547,547,547,547,547,547,MLG67,17,14,MLG67,27,8,0,3,10.068676054477692,0.3729139279436182
345,345,345,345,345,345,345,345,345,345,1-1131,14,7,1-1131,138,45,0,9,51.206028163433075,0.3710581750973411
344,344,344,344,344,344,344,344,344,344,1-6035,5,6,1-6035,23,3,0,8,8.516469478607178,0.37028128167857294
200,200,200,200,200,200,200,200,200,200,1-4634,5,6,1-4634,48,6,0,17,17.722497642040253,0.3692187008758386
170,170,170,170,170,170,170,170,170,170,1-5043,6,3,1-5043,123,12,0,48,45.098816871643066,0.3666570477369355
478,478,478,478,478,478,478,478,478,478,1-9394,12,10,1-9394,117,16,0,39,42.89278870820999,0.36660503169410247
341,341,341,341,341,341,341,341,341,341,1-0031,6,3,1-0031,13,2,0,4,4.758234739303589,0.36601805686950684
353,353,353,353,353,353,353,353,353,353,MLG50,8,11,MLG50,319,36,0,117,116.67836612462997,0.36576290321200616
260,260,260,260,260,260,260,260,260,260,1-0129,6,3,1-0129,142,16,0,52,51.857051610946655,0.3651905043024412
406,406,406,406,406,406,406,406,406,406,1-17907,16,15,1-17907,119,8,0,51,43.16749292612076,0.3627520413959728
276,276,276,276,276,276,276,276,276,276,1-9495,13,22,1-9495,18,1,0,8,6.516469478607178,0.3620260821448432
491,491,491,491,491,491,491,491,491,491,MLG09,13,22,MLG09,125,1,0,64,45.13175582885742,0.3610540466308594
382,382,382,382,382,382,382,382,382,382,1-18558,7,13,1-18558,307,34,0,111,110.54101401567459,0.3600684495624579
136,136,136,136,136,136,136,136,136,136,1-9549,8,11,1-9549,18,3,0,5,6.447793424129486,0.3582107457849715
259,259,259,259,259,259,259,259,259,259,1-3596,21,4,1-3596,223,41,0,56,79.61528635025024,0.3570192213015706
511,511,511,511,511,511,511,511,511,511,1-9697,6,3,1-9697,20,3,0,6,7.137352108955383,0.3568676054477692
359,359,359,359,359,359,359,359,359,359,1-4417,20,17,1-4417,151,0,0,78,53.78557741641998,0.35619587692993365
331,331,331,331,331,331,331,331,331,331,MLG75,11,5,MLG75,185,36,0,43,65.65102344751358,0.3548703970135869
351,351,351,351,351,351,351,351,351,351,1-19229,17,14,1-19229,38,10,0,5,13.447793424129486,0.35388930063498647
446,446,446,446,446,446,446,446,446,446,1-3534,16,15,1-3534,279,15,0,121,98.43660086393356,0.35281935793524577
438,438,438,438,438,438,438,438,438,438,MLG10,15,9,MLG10,60,8,0,19,21.101615011692047,0.3516935835282008
424,424,424,424,424,424,424,424,424,424,1-4700,14,7,1-4700,31,4,0,10,10.895586848258972,0.3514705434922249
497,497,497,497,497,497,497,497,497,497,1-8493,19,8,1-8493,38,3,0,15,13.343380272388458,0.35114158611548574
157,157,157,157,157,157,157,157,157,157,1-6061,5,6,1-6061,40,3,0,16,14.032938957214355,0.3508234739303589
381,381,381,381,381,381,381,381,381,381,1-2335,12,10,1-2335,145,25,0,37,50.5136713385582,0.34837014716247033
201,201,201,201,201,201,201,201,201,201,1-9902,20,17,1-9902,30,0,0,15,10.343380272388458,0.3447793424129486
561,561,561,561,561,561,561,561,561,561,1-9455,1,19,1-9455,2,0,0,1,0.6895586848258972,0.3447793424129486
280,280,280,280,280,280,280,280,280,280,1-7608,10,12,1-7608,4,0,0,2,1.3791173696517944,0.3447793424129486
489,489,489,489,489,489,489,489,489,489,1-9578,15,9,1-9578,42,11,0,5,14.447793424129486,0.3439950815268925
343,343,343,343,343,343,343,343,343,343,1-4319,19,8,1-4319,163,22,0,49,55.788375556468964,0.3422599727390734
340,340,340,340,340,340,340,340,340,340,1-3362,16,15,1-3362,117,11,0,42,39.96146476268768,0.3415509808776725
189,189,189,189,189,189,189,189,189,189,1-9156,12,10,1-9156,268,30,0,89,91.37072294950485,0.34093553339367483
537,537,537,537,537,537,537,537,537,537,1-4494,1,19,1-4494,16,2,0,5,5.447793424129486,0.3404870890080929
473,473,473,473,473,473,473,473,473,473,1-9452,1,19,1-9452,16,2,0,5,5.447793424129486,0.3404870890080929
357,357,357,357,357,357,357,357,357,357,1-4760,7,13,1-4760,40,6,0,11,13.58514553308487,0.33962863832712176
285,285,285,285,285,285,285,285,285,285,1-18615,10,12,1-18615,22,4,0,5,7.447793424129486,0.33853606473315845
221,221,221,221,221,221,221,221,221,221,1-8023,11,5,1-8023,16,4,0,2,5.379117369651794,0.33619483560323715
405,405,405,405,405,405,405,405,405,405,1-3104,11,5,1-3104,16,4,0,2,5.379117369651794,0.33619483560323715
14,14,14,14,14,14,14,14,14,14,1-6098,5,6,1-6098,1327,126,0,463,445.2656710743904,0.3355430829498044
116,116,116,116,116,116,116,116,116,116,1-20047,7,13,1-20047,20,6,0,1,6.689558684825897,0.33447793424129485
440,440,440,440,440,440,440,440,440,440,MLG52,8,11,MLG52,125,19,0,33,41.75543659925461,0.3340434927940369
540,540,540,540,540,540,540,540,540,540,1-5413,11,5,1-5413,39,6,0,10,12.895586848258972,0.33065607303228134
103,103,103,103,103,103,103,103,103,103,1-8820,19,8,1-8820,83,8,0,28,27.307643175125122,0.32900774909789304
450,450,450,450,450,450,450,450,450,450,1-2297,19,8,1-2297,25,2,0,9,8.206028163433075,0.328241126537323
524,524,524,524,524,524,524,524,524,524,1-9338,15,9,1-9338,29,4,0,8,9.516469478607178,0.32815411995197163
461,461,461,461,461,461,461,461,461,461,1-9651,15,9,1-9651,38,9,0,5,12.447793424129486,0.3275735111613023
319,319,319,319,319,319,319,319,319,319,1-3584,5,6,1-3584,26,3,0,8,8.516469478607178,0.3275565184079684
263,263,263,263,263,263,263,263,263,263,1-6927,19,8,1-6927,179,14,0,64,58.13175582885742,0.32475841245171744
506,506,506,506,506,506,506,506,506,506,1-6227,9,2,1-6227,52,12,0,7,16.82691079378128,0.3235944383419477
324,324,324,324,324,324,324,324,324,324,1-6734,6,3,1-6734,44,8,0,9,14.206028163433075,0.32286427644166077
378,378,378,378,378,378,378,378,378,378,1-6561,6,3,1-6561,65,12,0,13,20.964262902736664,0.32252712158056407
13,13,13,13,13,13,13,13,13,13,1-9805,8,11,1-9805,26,7,0,2,8.379117369651794,0.3222737449866075
417,417,417,417,417,417,417,417,417,417,1-10451,4,21,1-10451,46,12,0,4,14.758234739303589,0.32083118998486065
133,133,133,133,133,133,133,133,133,133,1-8576,11,5,1-8576,55,10,0,11,17.58514553308487,0.31972991878336127
516,516,516,516,516,516,516,516,516,516,1-5036,19,8,1-5036,14,1,0,5,4.447793424129486,0.3176995302949633
536,536,536,536,536,536,536,536,536,536,1-9971,8,11,1-9971,15,2,0,4,4.758234739303589,0.31721564928690593
404,404,404,404,404,404,404,404,404,404,1-4682,21,4,1-4682,16,3,0,3,5.068676054477692,0.31679225340485573
161,161,161,161,161,161,161,161,161,161,MLG41,14,7,MLG41,66,14,0,10,20.895586848258972,0.31659980073119653
261,261,261,261,261,261,261,261,261,261,1-1942,4,21,1-1942,34,8,0,4,10.758234739303589,0.31641866880304675
109,109,109,109,109,109,109,109,109,109,1-9768,12,10,1-9768,241,47,0,42,75.96146476268768,0.3151927998451771
371,371,371,371,371,371,371,371,371,371,1-1580,7,13,1-1580,400,55,0,103,126.02454453706741,0.31506136134266854
333,333,333,333,333,333,333,333,333,333,1-11329,11,5,1-11329,14,3,0,2,4.379117369651794,0.312794097832271
122,122,122,122,122,122,122,122,122,122,MLG42,10,12,MLG42,14,3,0,2,4.379117369651794,0.312794097832271
305,305,305,305,305,305,305,305,305,305,1-7866,7,13,1-7866,318,35,0,93,99.12895768880844,0.31172628204027814
419,419,419,419,419,419,419,419,419,419,1-6692,12,10,1-6692,71,4,0,26,21.928525805473328,0.30885247613342715
143,143,143,143,143,143,143,143,143,143,1-8928,6,3,1-8928,39,1,0,16,12.032938957214355,0.30853689633882964
172,172,172,172,172,172,172,172,172,172,1-8573,15,9,1-8573,184,38,0,26,55.92852580547333,0.30395937937757245
139,139,139,139,139,139,139,139,139,139,1-7863,6,3,1-7863,351,46,0,88,106.68116426467896,0.3039349409250113
420,420,420,420,420,420,420,420,420,420,1-8172,12,10,1-8172,40,8,0,6,12.137352108955383,0.3034338027238846
430,430,430,430,430,430,430,430,430,430,1-3141,6,3,1-3141,136,10,0,45,41.030140817165375,0.3016922118909219
553,553,553,553,553,553,553,553,553,553,1-5555,12,10,1-5555,10,3,0,0,3.0,0.3
313,313,313,313,313,313,313,313,313,313,1-7521,4,21,1-7521,10,3,0,0,3.0,0.3
88,88,88,88,88,88,88,88,88,88,1-5626,6,3,1-5626,125,16,0,31,37.376319229602814,0.2990105538368225
239,239,239,239,239,239,239,239,239,239,1-7042,16,15,1-7042,117,21,0,20,34.791173696517944,0.29736045894459784
442,442,442,442,442,442,442,442,442,442,MLG11,8,11,MLG11,87,12,0,20,25.791173696517944,0.2964502723737695
264,264,264,264,264,264,264,264,264,264,P-0009,7,13,P-0009,7,0,0,3,2.0686760544776917,0.2955251506396702
329,329,329,329,329,329,329,329,329,329,1-1317,19,8,1-1317,414,35,0,126,121.88439428806305,0.294406749488075
380,380,380,380,380,380,380,380,380,380,1-7004,16,15,1-7004,381,40,0,104,111.71410322189331,0.29321286934880136
310,310,310,310,310,310,310,310,310,310,1-4855,1,19,1-4855,22,3,0,5,6.447793424129486,0.293081519278613
224,224,224,224,224,224,224,224,224,224,1-9227,18,1,1-9227,801,78,0,227,234.52982145547867,0.29279628146751396
5,5,5,5,5,5,5,5,5,5,1-5549,19,8,1-5549,35,4,0,9,10.206028163433075,0.29160080466951643
52,52,52,52,52,52,52,52,52,52,72-12387,16,15,72-12387,71,0,0,30,20.686760544776917,0.2913628245743228
99,99,99,99,99,99,99,99,99,99,1-5775,12,10,1-5775,244,46,0,36,70.8241126537323,0.2902627567775914
62,62,62,62,62,62,62,62,62,62,1-9818,3,20,1-9818,28,8,0,0,8.0,0.2857142857142857
187,187,187,187,187,187,187,187,187,187,1-7321,4,21,1-7321,7,2,0,0,2.0,0.2857142857142857
237,237,237,237,237,237,237,237,237,237,1-9667,14,7,1-9667,14,4,0,0,4.0,0.2857142857142857
106,106,106,106,106,106,106,106,106,106,MLG69,21,4,MLG69,576,60,0,151,164.12336140871048,0.28493639133456683
269,269,269,269,269,269,269,269,269,269,1-7839,11,5,1-7839,24,2,0,7,6.8269107937812805,0.2844546164075534
227,227,227,227,227,227,227,227,227,227,1-3068,16,15,1-3068,180,7,0,64,51.13175582885742,0.284065310160319
505,505,505,505,505,505,505,505,505,505,1-4747,9,2,1-4747,25,5,0,3,7.068676054477692,0.2827470421791077
483,483,483,483,483,483,483,483,483,483,1-9491,1,19,1-9491,80,4,0,27,22.618084490299225,0.2827260561287403
245,245,245,245,245,245,245,245,245,245,1-6647,21,4,1-6647,62,3,0,21,17.48073238134384,0.28194729647328776
525,525,525,525,525,525,525,525,525,525,1-3175,15,9,1-3175,6,1,0,1,1.6895586848258972,0.28159311413764954
36,36,36,36,36,36,36,36,36,36,1-2714,7,13,1-2714,61,2,0,22,17.17029106616974,0.28148018141261866
114,114,114,114,114,114,114,114,114,114,1-7496,16,15,1-7496,246,14,0,80,69.16469478607178,0.28115729587834054
296,296,296,296,296,296,296,296,296,296,1-9404,19,8,1-9404,100,6,0,32,28.06587791442871,0.2806587791442871
510,510,510,510,510,510,510,510,510,510,1-3206,7,13,1-3206,45,5,0,11,12.58514553308487,0.2796699007352193
531,531,531,531,531,531,531,531,531,531,1-5891,9,2,1-5891,96,26,0,1,26.689558684825897,0.2780162363002698
402,402,402,402,402,402,402,402,402,402,1-5744,3,20,1-5744,18,5,0,0,5.0,0.2777777777777778
501,501,501,501,501,501,501,501,501,501,1-18487,6,3,1-18487,23,5,0,2,6.379117369651794,0.2773529291152954
486,486,486,486,486,486,486,486,486,486,1-8678,3,20,1-8678,17,4,0,1,4.689558684825897,0.2758563932250528
286,286,286,286,286,286,286,286,286,286,1-3587,16,15,1-3587,46,3,0,14,12.653821587562561,0.2750830779904905
443,443,443,443,443,443,443,443,443,443,1-3447,18,1,1-3447,110,4,0,38,30.203230023384094,0.27457481839440084
451,451,451,451,451,451,451,451,451,451,1-4098,15,9,1-4098,16,3,0,2,4.379117369651794,0.27369483560323715
