,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
76,1-2034,20,1-2034,19,16,2,0,6,3.412907868623733,0.2133067417889833
77,MLG38,4,MLG38,9,77,11,0,23,16.416146829724312,0.2131967120743417
78,1-1462,12,1-1462,14,192,17,0,101,40.78394912183285,0.2124164016762127
79,MLG69,14,MLG69,19,576,59,0,267,121.87440015375614,0.2115875002669377
80,1-4760,9,1-4760,18,40,7,0,6,8.412907868623734,0.2103226967155933
81,1-18377,12,1-18377,14,14,2,0,4,2.941938579082489,0.2101384699344635
82,1-7321,13,1-7321,5,7,1,0,2,1.4709692895412445,0.2101384699344635
83,1-7993,12,1-7993,14,24,1,0,17,5.003238961100578,0.2084682900458574
84,1-2103,18,1-2103,21,26,4,0,6,5.4129078686237335,0.2081887641778359
85,1-7005,12,1-7005,14,285,21,0,162,59.148512452840805,0.2075386401854063
86,1-9185,13,1-9185,5,31,5,0,6,6.4129078686237335,0.2068679957620559
87,MLG46,16,MLG46,10,17,3,0,2,3.4709692895412445,0.2041746640906614
88,1-9417,5,1-9417,8,76,9,0,27,15.3580854088068,0.2020800711685105
89,1-4051,21,1-4051,13,5,1,0,0,1.0,0.2
90,1-9761,21,1-9761,13,35,7,0,0,7.0,0.2
91,1-6878,7,1-6878,1,167,22,0,48,33.30326294898987,0.1994207362214962
92,1-8042,9,1-8042,18,52,8,0,10,10.354846447706224,0.1991316624558889
93,1-1942,11,1-1942,12,34,3,0,16,6.767754316329956,0.1990515975391163
94,1-7004,14,1-7004,19,381,28,0,200,75.09692895412445,0.1971048004045261
95,1-8938,20,1-8938,7,30,4,0,8,5.883877158164978,0.1961292386054992
96,1-3447,11,1-3447,12,110,13,0,36,21.4774472117424,0.1952495201067491
97,1-4929,18,1-4929,21,10,1,0,4,1.941938579082489,0.1941938579082489
98,1-0027,22,1-0027,11,29,3,0,11,5.590331092476845,0.1927700376716153
99,1-8551,12,1-8551,14,38,4,0,14,7.296785026788711,0.1920206585997029
100,1-4319,5,1-4319,8,163,18,0,56,31.18714010715485,0.1913321478966555
101,1-8172,14,1-8172,19,40,6,0,7,7.648392513394356,0.1912098128348588
102,1-6061,10,1-6061,11,40,5,0,11,7.590331092476845,0.1897582773119211
103,1-6035,18,1-6035,21,23,2,0,10,4.354846447706223,0.1893411499002705
104,1-7441,21,1-7441,13,111,21,0,0,21.0,0.1891891891891892
105,1-1957,15,1-1957,17,47,7,0,8,8.883877158164978,0.1890186629396804
106,1-13247,15,1-13247,17,29,1,0,19,5.474208250641823,0.1887658017462697
107,1-4494,21,1-4494,12,16,3,0,0,3.0,0.1875
108,1-1592,21,1-1592,13,32,6,0,0,6.0,0.1875
109,1-10038,17,1-10038,20,76,9,0,22,14.18066218495369,0.186587660328338
110,1-0055,13,1-0055,5,18,1,0,10,3.3548464477062225,0.1863803582059012
111,1-18004,10,1-18004,11,12,2,0,1,2.2354846447706223,0.1862903870642185
112,1-6734,2,1-6734,15,44,6,0,9,8.1193618029356,0.1845309500667181
113,1-9645,24,1-9645,6,69,0,0,54,12.716170817613602,0.1842923306900522
114,1-19229,21,1-19229,13,38,7,0,0,7.0,0.1842105263157894
115,1-4682,18,1-4682,21,16,2,0,4,2.941938579082489,0.1838711611926555
116,1-5531,14,1-5531,17,8,1,0,2,1.4709692895412445,0.1838711611926555
117,1-2545,9,1-2545,18,145,14,0,52,26.24520152807236,0.1810013898487748
118,1-19915,18,1-19915,21,62,10,0,5,11.177423223853111,0.1802810197395663
119,1-1191,20,1-1191,7,53,6,0,15,9.532269671559334,0.1798541447464025
120,MLG06,17,MLG06,20,18,3,0,1,3.2354846447706223,0.1797491469317012
121,1-2573,3,1-2573,16,37,5,0,7,6.648392513394356,0.1796862841457934
122,1-7863,2,1-7863,15,351,59,0,17,63.00323896110058,0.1794964072965828
123,1-3139,12,1-3139,14,93,11,0,24,16.651631474494934,0.1790498008010208
124,1-19448,1,1-19448,4,45,8,0,0,8.0,0.1777777777777777
125,1-6858,18,1-6858,21,23,1,0,13,4.061300382018089,0.1765782774790473
126,1-18994,14,1-18994,19,28,4,0,4,4.941938579082489,0.1764978063958031
127,1-11330,10,1-11330,11,14,2,0,2,2.4709692895412445,0.1764978063958031
128,MLG55,17,MLG55,20,92,16,0,1,16.235484644770622,0.1764726591822893
129,1-3052,12,1-3052,14,166,9,0,86,29.25167945027352,0.1762149364474308
130,1-5043,18,1-5043,21,123,8,0,58,21.65810939669609,0.1760821902170413
131,1-9925,20,1-9925,7,93,14,0,10,16.354846447706223,0.1758585639538303
132,1-8074,4,1-8074,9,145,18,0,30,25.064539343118668,0.172858892021508
133,MLG78,14,MLG78,19,80,11,0,12,13.825815737247469,0.1728226967155933
134,1-3596,17,1-3596,20,223,30,0,36,38.4774472117424,0.1725446063306834
135,1-1204,17,1-1204,20,39,6,0,3,6.706453934311867,0.1719603572900478
136,1-1317,5,1-1317,8,414,34,0,154,70.26463529467583,0.1697213412914875
137,1-4098,7,1-4098,1,16,2,0,3,2.7064539343118668,0.1691533708944916
138,1-5413,16,1-5413,10,39,4,0,11,6.590331092476845,0.1689828485250473
139,1-9496,5,1-9496,8,39,3,0,15,6.532269671559334,0.167494094142547
140,1-3265,9,1-3265,18,19,2,0,5,3.177423223853112,0.1672328012554269
141,1-6914,12,1-6914,14,73,6,0,26,12.12260076403618,0.1660630241648791
142,1-1005,10,1-1005,11,125,16,0,20,20.709692895412445,0.1656775431632995
143,1-0205,12,1-0205,14,34,3,0,11,5.590331092476845,0.1644215027199072
144,1-6692,15,1-6692,17,71,9,0,11,11.590331092476845,0.16324409989404
145,1-6296,7,1-6296,1,254,10,0,133,41.31945775449276,0.162675030529499
146,1-9609,7,1-9609,1,25,1,0,13,4.061300382018089,0.1624520152807235
147,1-5515,13,1-5515,5,29,4,0,3,4.706453934311867,0.1622915149762712
148,1-5355,18,1-5355,21,53,6,0,11,8.590331092476845,0.1620817187259782
149,1-3312,5,1-3312,8,36,3,0,12,5.825815737247467,0.1618282149235407
150,MLG11,9,MLG11,18,87,11,0,13,14.06130038201809,0.161624142322047
151,1-8488,9,1-8488,18,23,3,0,3,3.7064539343118654,0.1611501710570377
152,1-8659,11,1-8659,12,91,13,0,7,14.648392513394356,0.1609713463010368
153,1-8573,15,1-8573,17,184,22,0,32,29.535508632659912,0.1605190686557604
154,1-18371,15,1-18371,17,120,15,0,18,19.2387236058712,0.1603226967155933
155,MLG54,11,MLG54,12,595,59,0,154,95.26463529467584,0.1601086307473543
156,1-4649,11,1-4649,12,244,31,0,34,39.00647792220116,0.1598626144352506
157,MLG12,22,MLG12,3,146,0,0,99,23.312979832291603,0.1596779440567918
158,MLG43,1,MLG43,4,14,2,0,1,2.2354846447706223,0.159677474626473
159,1-7496,20,1-7496,7,246,26,0,56,39.187140107154846,0.1592973175087595
160,1-1972,6,1-1972,2,32,5,0,0,5.0,0.15625
161,1-7467,21,1-7467,13,64,10,0,0,10.0,0.15625
162,1-7140,7,1-7140,1,397,22,0,168,61.56142032146454,0.1550665499281222
163,1-9997,22,1-9997,11,16,2,0,2,2.4709692895412445,0.1544355805963277
164,1-9808,7,1-9808,1,74,6,0,23,11.416146829724312,0.1542722544557339
165,MLG30,7,MLG30,1,208,14,0,76,31.89683300256729,0.1533501586661889
166,1-1570,18,1-1570,21,142,14,0,33,21.77099327743053,0.1533168540664122
167,1-4634,10,1-4634,11,48,5,0,10,7.3548464477062225,0.1532259676605463
168,MLG63,3,MLG63,16,380,21,0,158,58.20657387375832,0.1531751944046271
169,1-9404,5,1-9404,8,100,8,0,31,15.30002398788929,0.1530002398788928
170,1-8067,5,1-8067,8,322,17,0,137,49.26139633357525,0.152985702899302
171,1-1177,20,1-1177,7,17,0,0,11,2.590331092476845,0.1523724172045202
172,1-8095,21,1-8095,13,46,7,0,0,7.0,0.1521739130434782
173,MLG13,12,MLG13,14,140,12,0,39,21.183901146054268,0.1513135796146733
174,1-20167,10,1-20167,11,56,7,0,6,8.412907868623734,0.1502304976539952
175,1-9831,5,1-9831,8,132,13,0,29,19.829054698348045,0.1502201113511215
176,1-9497,10,1-9497,11,150,18,0,19,22.474208250641823,0.1498280550042788
177,MLG10,24,MLG10,6,60,0,0,38,8.948416501283646,0.1491402750213941
178,1-9971,2,1-9971,15,15,2,0,1,2.2354846447706223,0.1490323096513748
179,1-7845,22,1-7845,3,36,3,0,10,5.354846447706223,0.1487457346585061
180,MLG39,16,MLG39,10,23,2,0,6,3.412907868623733,0.1483872986358145
181,1-6927,5,1-6927,8,179,11,0,66,26.54198655486107,0.1482792544964305
182,1-9227,12,1-9227,14,801,66,0,221,118.04210649430752,0.1473684225896473
183,1-9855,24,1-9855,6,8,0,0,5,1.1774232238531113,0.1471779029816389
184,1-18935,3,1-18935,16,30,3,0,6,4.4129078686237335,0.1470969289541244
185,1-9283,16,1-9283,10,235,22,0,53,34.48068617284298,0.1467263241397573
186,1-6181,7,1-6181,1,659,33,0,269,96.3453694432974,0.1461993466514376
187,1-6561,18,1-6561,21,65,4,0,23,9.416146829724312,0.144863797380374
188,1-1769,5,1-1769,8,89,3,0,42,12.890355080366136,0.1448354503411925
189,1-8928,17,1-8928,20,39,4,0,7,5.648392513394356,0.1448305772665219
190,1-9277,12,1-9277,14,48,2,0,21,6.945177540183067,0.1446911987538139
191,1-9630,3,1-9630,16,33,1,0,16,4.767754316329956,0.1444774035251501
192,1-9516,12,1-9516,14,76,6,0,21,10.945177540183067,0.1440154939497772
193,1-11329,13,1-11329,5,14,2,0,0,2.0,0.1428571428571428
194,1-18423,5,1-18423,8,47,2,0,20,6.709692895412445,0.1427594233066477
195,1-9674,5,1-9674,8,144,13,0,32,20.535508632659912,0.142607698837916
196,1-3584,18,1-3584,21,26,3,0,3,3.7064539343118654,0.1425559205504564
197,1-3206,9,1-3206,18,45,5,0,6,6.4129078686237335,0.142509063747194
198,1-8100,13,1-8100,5,19,2,0,3,2.7064539343118668,0.1424449439111509
199,MLG53,2,MLG53,15,91,12,0,4,12.941938579082487,0.1422191052646427
200,1-5197,5,1-5197,8,72,5,0,22,10.18066218495369,0.1413980859021345
201,1-7521,7,1-7521,1,10,0,0,6,1.4129078686237335,0.1412907868623733
202,1-3083,9,1-3083,4,78,7,0,17,11.003238961100578,0.1410671661679561
203,MLG58,21,MLG58,13,71,10,0,0,10.0,0.1408450704225352
204,1-17733,5,1-17733,8,74,5,0,23,10.416146829724312,0.1407587409422204
205,1-1224,5,1-1224,8,151,13,0,35,21.24196256697178,0.1406752487878926
206,1-5891,1,1-5891,4,96,13,0,2,13.470969289541245,0.1403225967660546
207,1-2701,15,1-2701,17,61,5,0,15,8.532269671559334,0.1398732733042513
208,1-6900,2,1-6900,15,67,9,0,1,9.235484644770622,0.1378430543995615
209,1-3534,20,1-3534,7,279,14,0,102,38.01943376660347,0.1362703719233099
210,1-9237,3,1-9237,16,38,4,0,5,5.177423223853111,0.1362479795750818
211,1-5508,12,1-5508,14,38,4,0,5,5.177423223853111,0.1362479795750818
212,1-7874,12,1-7874,14,258,11,0,101,34.78394912183285,0.1348215082241583
213,1-0358,3,1-0358,17,22,2,0,4,2.941938579082489,0.1337244808673858
214,1-3509,7,1-3509,1,35,2,0,11,4.590331092476845,0.1311523169279098
215,1-8450,3,1-8450,16,52,3,0,16,6.767754316329956,0.1301491214678837
216,1-3106,10,1-3106,11,34,3,0,6,4.4129078686237335,0.129791407900698
217,1-5803,15,1-5803,17,15,1,0,4,1.941938579082489,0.1294625719388326
218,1-3141,18,1-3141,21,136,10,0,32,17.535508632659912,0.1289375634754405
219,1-8341,12,1-8341,14,197,11,0,61,25.36456333100796,0.1287541285837967
220,MLG67,2,MLG67,15,27,3,0,2,3.4709692895412445,0.1285544181311572
221,1-5653,18,1-5653,21,11,0,0,6,1.4129078686237335,0.1284461698748848
222,1-17835,7,1-17835,1,17,1,0,5,2.177423223853112,0.128083719050183
223,1-8427,22,1-8427,3,189,11,0,56,24.18714010715485,0.1279742862812425
224,1-1580,9,1-1580,18,400,36,0,63,50.8355326205492,0.127088831551373
225,1-3564,18,1-3564,21,41,4,0,5,5.177423223853111,0.1262786152159295
226,1-7042,17,1-7042,20,117,6,0,37,14.712931856513023,0.1257515543291711
227,1-2423,7,1-2423,1,79,4,0,25,9.887116119265556,0.1251533685982981
228,1-5163,17,1-5163,20,16,2,0,0,2.0,0.125
229,1-9115,13,1-9115,5,16,2,0,0,2.0,0.125
230,1-9655,15,1-9655,17,27,1,0,10,3.3548464477062225,0.1242535721372675
231,1-8820,5,1-8820,8,83,7,0,14,10.296785026788712,0.1240576509251652
232,1-9839,18,1-9839,21,20,2,0,2,2.4709692895412445,0.1235484644770622
233,1-9892,15,1-9892,17,22,2,0,3,2.7064539343118668,0.1230206333778121
234,1-9768,14,1-9768,19,241,17,0,53,29.48068617284298,0.1223264986425019
235,1-9805,17,1-9805,20,26,2,0,5,3.177423223853112,0.1222085855328119
236,1-9667,18,1-9667,21,14,1,0,3,1.7064539343118668,0.1218895667365619
237,1-8400,4,1-8400,9,33,4,0,0,4.0,0.1212121212121212
238,1-19813,3,1-19813,16,20,1,0,6,2.412907868623733,0.1206453934311866
239,1-4390,17,1-4390,20,45,4,0,6,5.4129078686237335,0.1202868415249718
240,1-3087,22,1-3087,4,26,1,0,9,3.1193618029356003,0.1199754539590615
241,1-0129,18,1-0129,21,142,8,0,38,16.948416501283646,0.1193550457836876
242,1-1770,1,1-1770,4,35,3,0,5,4.177423223853111,0.119354949252946
243,1-8705,2,1-8705,5,48,5,0,3,5.706453934311867,0.1188844569648305
244,MLG44,21,MLG44,13,59,7,0,0,7.0,0.1186440677966101
245,1-8910,12,1-8910,14,137,8,0,35,16.24196256697178,0.1185544712917648
246,1-2294,5,1-2294,8,75,3,0,25,8.887116119265556,0.1184948815902074
247,1-4842,7,1-4842,1,6,0,0,3,0.7064539343118668,0.1177423223853111
248,1-19568,7,1-19568,1,2,0,0,1,0.2354846447706222,0.1177423223853111
249,1-6532,18,1-6532,21,27,2,0,5,3.177423223853112,0.1176823416241893
250,1-10785,2,1-10785,15,279,29,0,15,32.532269671559334,0.1166031171023632
251,1-19166,14,1-19166,19,45,5,0,1,5.235484644770622,0.1163441032171249
252,1-2297,5,1-2297,8,25,1,0,8,2.883877158164978,0.1153550863265991
253,1-18603,16,1-18603,10,19,1,0,5,2.177423223853112,0.1146012223080584
254,1-20578,9,1-20578,9,19,1,0,5,2.177423223853112,0.1146012223080584
255,1-1250,22,1-1250,3,34,2,0,8,3.883877158164978,0.1142316811224993
256,1-5282,15,1-5282,17,17,1,0,4,1.941938579082489,0.1142316811224993
257,1-0278,14,1-0278,19,79,5,0,17,9.003238961100578,0.1139650501405136
258,1-6538,15,1-6538,17,44,4,0,4,4.941938579082489,0.1123167858882383
259,1-7152,20,1-7152,7,109,4,0,35,12.24196256697178,0.1123115831832273
260,1-7182,13,1-7182,5,22,1,0,6,2.412907868623733,0.1096776303919878
261,1-0303,2,1-0303,15,212,21,0,9,23.1193618029356,0.1090535934100735
262,1-0296,20,1-0296,7,41,4,0,2,4.4709692895412445,0.1090480314522254
263,1-8826,12,1-8826,14,123,7,0,27,13.3580854088068,0.1086023203968032
264,1-5172,18,1-5172,21,120,4,0,38,12.948416501283646,0.1079034708440303
265,1-2335,15,1-2335,17,145,8,0,32,15.535508632659912,0.1071414388459304
266,1-8157,15,1-8157,17,75,7,0,4,7.941938579082489,0.1058925143877665
267,1-18234,7,1-18234,1,43,1,0,15,4.532269671559334,0.1054016202688217
268,1-19547,20,1-19547,7,66,2,0,21,6.945177540183067,0.1052299627300464
269,1-6240,1,1-6240,4,698,62,0,44,72.36132436990738,0.1036695191545951
270,1-8018,21,1-8018,13,58,6,0,0,6.0,0.1034482758620689
271,1-7744,7,1-7744,1,37,1,0,12,3.825815737247467,0.1034004253310126
272,1-3362,20,1-3362,7,117,5,0,30,12.064539343118668,0.1031157208813561
273,1-5214,13,1-5214,5,40,2,0,9,4.1193618029356,0.10298404507339
274,1-4417,7,1-4417,1,151,3,0,53,15.48068617284298,0.1025211004824038
275,1-17907,20,1-17907,7,119,6,0,26,12.12260076403618,0.1018705946557662
276,1-5913,7,1-5913,1,14,0,0,6,1.4129078686237335,0.1009219906159809
277,1-5799,18,1-5799,21,7,0,0,3,0.7064539343118668,0.1009219906159809
278,1-8493,18,1-8493,21,38,1,0,12,3.825815737247467,0.1006793615065122
279,1-7897,15,1-7897,17,95,6,0,15,9.532269671559334,0.1003396807532561
280,1-8328,20,1-8328,7,114,6,0,23,11.416146829724312,0.1001416388572308
281,1-6718,15,1-6718,17,20,2,0,0,2.0,0.1
282,1-3516,20,1-3516,7,156,4,0,49,15.53874759376049,0.0996073563702595
283,1-6647,2,1-6647,15,62,4,0,9,6.1193618029356,0.0986993839183161
284,1-9963,18,1-9963,21,116,6,0,23,11.416146829724312,0.0984150588769337
285,1-9946,18,1-9946,21,12,0,0,5,1.1774232238531113,0.0981186019877592
286,1-1935,7,1-1935,1,12,0,0,5,1.1774232238531113,0.0981186019877592
287,1-8181,10,1-8181,11,30,2,0,4,2.941938579082489,0.0980646193027496
288,MLG02,7,MLG02,1,320,8,0,99,31.312979832291603,0.0978530619759112
289,1-6611,20,1-6611,7,89,3,0,24,8.651631474494934,0.0972093424100554
290,1-8066,7,1-8066,1,86,2,0,27,8.3580854088068,0.0971870396372883
291,1-9818,3,1-9818,16,28,2,0,3,2.7064539343118668,0.0966590690825666
292,1-4747,18,1-4747,21,25,1,0,6,2.412907868623733,0.0965163147449493
293,1-9752,7,1-9752,1,22,0,0,9,2.1193618029356003,0.0963346274061636
294,1-1833,17,1-1833,20,124,10,0,8,11.883877158164978,0.0958377190174595
295,1-0031,1,1-0031,4,13,1,0,1,1.2354846447706225,0.0950372803669709
296,1-4052,17,1-4052,20,13,1,0,1,1.2354846447706225,0.0950372803669709
297,1-5424,12,1-5424,14,5,0,0,2,0.4709692895412445,0.0941938579082489
298,1-5555,5,1-5555,8,10,0,0,4,0.941938579082489,0.0941938579082489
299,1-7807,20,1-7807,7,239,9,0,57,22.42262475192547,0.0938185136063827
300,MLG49,22,MLG49,3,185,9,0,35,17.24196256697178,0.0931997976593069
301,MLG68,13,MLG68,5,642,39,0,88,59.72264873981476,0.0930259326165338
302,1-8023,22,1-8023,4,16,1,0,2,1.4709692895412445,0.0919355805963277
303,1-1183,22,1-1183,10,45,2,0,9,4.1193618029356,0.0915413733985689
304,1-6787,10,1-6787,11,56,3,0,9,5.1193618029356,0.0914171750524214
305,1-4531,18,1-4531,21,94,6,0,11,8.590331092476845,0.0913865009837962
306,1-9794,15,1-9794,17,46,3,0,5,4.177423223853111,0.0908135483446328
307,1-20467,10,1-20467,11,13,0,0,5,1.1774232238531113,0.0905710172194701
308,1-5626,18,1-5626,21,125,4,0,31,11.30002398788929,0.0904001919031143
309,1-7070,22,1-7070,3,129,6,0,24,11.651631474494934,0.0903227246084878
310,1-3589,11,1-3589,12,27,1,0,6,2.412907868623733,0.0893669580971753
311,1-7481,17,1-7481,20,33,2,0,4,2.941938579082489,0.0891496539115905
312,1-9861,7,1-9861,1,8,0,0,3,0.7064539343118668,0.0883067417889833
313,1-18028,1,1-18028,4,309,13,0,60,27.12907868623733,0.0877963711528716
314,1-9887,7,1-9887,1,36,1,0,9,3.1193618029356003,0.0866489389704333
315,1-1390,17,1-1390,20,98,8,0,2,8.470969289541245,0.0864384621381759
316,1-8094,1,1-8094,4,58,5,0,0,5.0,0.0862068965517241
317,MLG65,4,MLG65,9,201,9,0,35,17.24196256697178,0.0857809082933919
318,1-6980,18,1-6980,21,128,6,0,21,10.945177540183067,0.0855091995326802
319,1-19205,18,1-19205,21,12,1,0,0,1.0,0.0833333333333333
320,1-9055,2,1-9055,15,12,1,0,0,1.0,0.0833333333333333
321,1-7536,12,1-7536,14,17,0,0,6,1.4129078686237335,0.0831122275661019
322,1-5877,18,1-5877,21,79,2,0,19,6.474208250641823,0.0819520031726813
323,1-9651,22,1-9651,3,38,0,0,13,3.0613003820180893,0.080560536368897
324,1-8084,10,1-8084,11,82,4,0,11,6.590331092476845,0.0803698913716688
325,1-6909,3,1-6909,16,36,1,0,8,2.883877158164978,0.080107698837916
326,1-9498,17,1-9498,20,64,3,0,9,5.1193618029356,0.0799900281708687
327,1-19897,15,1-19897,17,53,4,0,1,4.235484644770622,0.0799148046183136
328,1-8544,10,1-8544,11,54,1,0,14,4.296785026788712,0.0795700930886798
329,1-8398,14,1-8398,19,54,1,0,14,4.296785026788712,0.0795700930886798
330,1-7991,9,1-7991,18,46,2,0,7,3.648392513394356,0.0793128807259642
331,1-5914,7,1-5914,1,3,0,0,1,0.2354846447706222,0.0784948815902074
332,1-3551,5,1-3551,8,6,0,0,2,0.4709692895412445,0.0784948815902074
333,1-20012,10,1-20012,11,12,0,0,4,0.941938579082489,0.0784948815902074
334,1-4499,18,1-4499,21,12,0,0,4,0.941938579082489,0.0784948815902074
335,1-8590,3,1-8590,16,24,0,0,8,1.883877158164978,0.0784948815902074
336,MLG72,20,MLG72,7,9,0,0,3,0.7064539343118668,0.0784948815902074
337,1-10762,18,1-10762,21,6,0,0,2,0.4709692895412445,0.0784948815902074
338,1-6743,5,1-6743,8,58,1,0,15,4.532269671559334,0.0781425805441264
339,1-4700,20,1-4700,7,31,1,0,6,2.412907868623733,0.0778357376975397
340,1-18613,1,1-18613,4,25,1,0,4,1.941938579082489,0.0776775431632995
341,1-9345,10,1-9345,10,47,2,0,7,3.648392513394356,0.0776253726254118
