Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,1-1570,18,3,1-1570,142,24,0,60,82.03155899047852,0.5776870351442149
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,1-9770,15,9,1-9770,50,24,0,5,28.835963249206543,0.5767192649841308
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,1-5355,18,3,1-5355,53,5,0,26,30.147008895874023,0.5688114886013966
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,1-6974,7,16,1-6974,207,62,0,56,116.16278839111328,0.561172890778325
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,1-2545,4,12,1-2545,145,29,0,54,81.22840309143066,0.560195883389177
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,1-7441,1,10,1-7441,111,3,0,61,61.998751640319824,0.5585473120749533
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1-7682,18,3,1-7682,141,37,0,39,74.72051334381104,0.5299327187504329
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,1-4531,14,8,1-4531,94,13,0,38,49.75332069396973,0.529290645680529
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1-2282,13,7,1-2282,219,64,0,53,115.26121044158936,0.5263068969935587
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1-6561,18,3,1-6561,65,12,0,22,33.27823829650879,0.511972896869366
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,1-18371,20,20,1-18371,120,11,0,52,61.29401779174805,0.5107834815979004
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,1-9491,18,3,1-9491,80,16,0,25,40.179816246032715,0.5022477030754089
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG58,12,6,MLG58,71,16,0,20,35.34385299682617,0.49780074643417144
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1-9227,14,8,1-9227,801,90,0,319,398.53445529937744,0.49754613645365475
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,1-5981,3,12,1-5981,28,7,0,7,13.77034854888916,0.49179816246032715
215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,MLG40,15,9,MLG40,51,17,0,8,24.73754119873047,0.4850498274260876
148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,1-0278,18,3,1-0278,79,12,0,27,38.11420154571533,0.48245824741411814
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,MLG69,3,13,MLG69,576,98,0,182,274.02906227111816,0.4757448997762468
45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,1-3596,3,13,1-3596,223,57,0,50,105.35963249206543,0.4724647196953607
358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,1-8627,5,14,1-8627,25,6,0,6,11.803155899047852,0.47212623596191405
281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,1-3312,11,5,1-3312,36,6,0,11,16.639119148254395,0.46219775411817765
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,MLG75,4,12,MLG75,185,40,0,47,85.4580545425415,0.4619354299596838
156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,1-2294,8,17,1-2294,75,22,0,13,34.57350444793701,0.4609800593058268
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,1-6693,6,15,1-6693,98,19,0,26,44.14700889587402,0.45047968261095944
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,MLG14,12,6,MLG14,232,55,0,49,102.39243984222412,0.4413467234578626
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,1-9286,16,4,1-9286,81,22,0,14,35.54069709777832,0.43877403824417677
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,1-5775,12,6,1-5775,244,47,0,61,105.99875164031982,0.43442111327999927
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,1-11350,3,13,1-11350,100,18,0,26,43.14700889587402,0.4314700889587402
125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,1-1390,7,16,1-1390,98,19,0,23,41.2454309463501,0.4208717443505112
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,1-3139,14,8,1-3139,93,8,0,32,38.950164794921875,0.4188189762894825
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,1-8493,12,6,1-8493,38,9,0,7,15.77034854888916,0.41500917233918844
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-19229,15,3,1-19229,38,8,0,8,15.737541198730469,0.41414582101922287
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-20578,11,5,1-20578,19,4,0,4,7.868770599365234,0.41414582101922287
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-18709,6,15,1-18709,33,3,0,11,13.639119148254395,0.4133066408561938
269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,1-8551,14,8,1-8551,38,3,0,13,15.573504447937012,0.40982906441939504
326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,1-0027,21,1,1-0027,29,7,0,5,11.835963249206543,0.40813666376574287
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1-7042,14,8,1-7042,117,3,0,46,47.490861892700195,0.40590480250171107
381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,1-9752,21,1,1-9752,22,6,0,3,8.901577949523926,0.4046171795238148
385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,1-18615,16,9,1-18615,22,6,0,3,8.901577949523926,0.4046171795238148
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,MLG65,3,13,MLG65,201,28,0,55,81.19559574127197,0.40395818776752224
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,1-8988,12,6,1-8988,29,3,0,9,11.704733848571777,0.40361151201971646
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1-0053,6,15,1-0053,142,29,0,29,57.04858684539795,0.4017506115873095
231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,1-7991,1,10,1-7991,46,2,0,17,18.442275047302246,0.4009190227674401
534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1-8379,21,1,1-8379,5,2,0,0,2.0,0.4
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,1-9722,18,3,1-9722,22,2,0,7,8.77034854888916,0.3986522067676891
155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,1-8157,1,12,1-8157,75,24,0,6,29.80315589904785,0.3973754119873047
354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,1-7530,2,11,1-7530,25,7,0,3,9.901577949523926,0.39606311798095706
263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,1-6061,6,15,1-6061,40,11,0,5,15.835963249206543,0.3958990812301636
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,1-19915,3,13,1-19915,62,11,0,14,24.54069709777832,0.3958176951254568
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,1-6647,20,20,1-6647,62,10,0,15,24.50788974761963,0.3952885443164456
238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,1-4390,14,8,1-4390,45,11,0,7,17.77034854888916,0.39489663441975914
529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,1-5424,21,1,1-5424,5,1,0,1,1.9671926498413086,0.39343852996826173
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-9576,4,12,1-9576,10,1,0,3,3.901577949523926,0.39015779495239256
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG31,13,7,MLG31,33,9,0,4,12.868770599365234,0.3899627454353101
103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,1-3362,5,14,1-3362,117,29,0,17,45.442275047302246,0.38839551322480553
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,1-4649,13,7,1-4649,244,22,0,75,94.53944873809814,0.38745675712335303
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-3535,2,11,1-3535,315,42,0,82,121.3097972869873,0.3851104675777375
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1-10785,1,10,1-10785,279,23,0,87,107.14576053619385,0.3840349840006948
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-9794,20,20,1-9794,46,7,0,11,17.639119148254395,0.3834591119185738
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,1-8285,16,4,1-8285,72,16,0,12,27.606311798095703,0.38342099719577366
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,1-7496,5,14,1-7496,246,44,0,52,94.29401779174805,0.38330901541360995
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,MLG30,9,18,MLG30,208,22,0,59,79.0643663406372,0.38011714586844814
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1-6098,6,15,1-6098,1327,192,0,323,504.4032258987427,0.3801079321015393
308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,1-4700,18,3,1-4700,31,4,0,8,11.737541198730469,0.37863036124936994
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-9416,16,4,1-9416,13,2,0,3,4.901577949523926,0.3770444576556866
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,1-2335,20,20,1-2335,145,14,0,42,54.62209129333496,0.3767040778850687
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,MLG50,12,6,MLG50,319,54,0,68,119.76910018920898,0.37545172473106264
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-5002,6,15,1-5002,45,12,0,5,16.835963249206543,0.3741325166490343
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-1942,14,7,1-1942,34,4,0,9,12.704733848571777,0.3736686426050523
142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,1-8084,6,15,1-8084,82,16,0,15,30.50788974761963,0.37204743594658085
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,1-2034,6,15,1-2034,16,3,0,3,5.901577949523926,0.36884862184524536
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,1-19448,4,12,1-19448,45,4,0,13,16.57350444793701,0.3683000988430447
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1-9156,15,9,1-9156,268,72,0,27,98.11420154571533,0.3660977669616244
169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,1-7268,16,4,1-7268,70,9,0,17,25.442275047302246,0.36346107210431783
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-0358,16,4,1-0358,22,7,0,1,7.967192649841309,0.3621451204473322
112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,1-3447,13,7,1-3447,110,5,0,36,39.81893539428711,0.36199032176624646
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,MLG67,1,18,MLG67,27,3,0,7,9.77034854888916,0.3618647610699689
138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,1-4640,7,16,1-4640,87,16,0,16,31.475082397460938,0.36178255629265443
154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,1-9417,11,5,1-9417,76,12,0,16,27.475082397460938,0.36151424207185445
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,1-4355,3,13,1-4355,49,9,0,9,17.704733848571777,0.36132109895044445
319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,1-18935,17,6,1-18935,30,6,0,5,10.835963249206543,0.3611987749735514
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,1-4855,16,4,1-4855,22,5,0,3,7.901577949523926,0.35916263406926935
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-9518,7,16,1-9518,22,4,0,4,7.868770599365234,0.3576713908802379
203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,1-9938,11,5,1-9938,55,10,0,10,19.671926498413086,0.3576713908802379
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-9650,11,5,1-9650,25,4,0,5,8.835963249206543,0.3534385299682617
448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,MLG42,16,4,MLG42,14,3,0,2,4.934385299682617,0.35245609283447266
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-5913,9,18,1-5913,14,2,0,3,4.901577949523926,0.35011271068028044
356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,1-18613,15,9,1-18613,25,1,0,8,8.737541198730469,0.34950164794921873
420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,1-8678,1,10,1-8678,17,2,0,4,5.868770599365234,0.34522179996266084
216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,1-8397,19,21,1-8397,51,4,0,14,17.54069709777832,0.3439352372113396
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,1-7019,1,10,1-7019,107,8,0,29,36.04858684539795,0.3369026807981117
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1-7024,1,10,1-7024,498,38,0,134,167.60381507873535,0.3365538455396292
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,1-17907,5,14,1-17907,119,30,0,10,39.671926498413086,0.33337753360010997
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-17733,11,5,1-17733,74,12,0,13,24.57350444793701,0.3320743844315812
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,MLG51,8,17,MLG51,248,46,0,37,81.78612804412842,0.32978277437148557
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,MLG64,13,7,MLG64,245,66,0,15,80.50788974761963,0.32860363162293726
518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,1-4842,21,1,1-4842,6,1,0,1,1.9671926498413086,0.3278654416402181
180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,1-10539,15,3,1-10539,63,9,0,12,20.606311798095703,0.32708431425548734
472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,1-1935,4,12,1-1935,12,1,0,3,3.901577949523926,0.32513149579366046
470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,1-9055,4,12,1-9055,12,1,0,3,3.901577949523926,0.32513149579366046
137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,1-6611,5,14,1-6611,89,22,0,7,28.77034854888916,0.3232623432459456
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,1-9404,11,5,1-9404,100,12,0,21,32.31104564666748,0.3231104564666748
473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,1-5161,3,13,1-5161,12,0,0,4,3.8687705993652344,0.32239754994710285
550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,1-3176,1,10,1-3176,3,0,0,1,0.9671926498413086,0.32239754994710285
478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,1-20012,1,10,1-20012,12,0,0,4,3.8687705993652344,0.32239754994710285
310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,1-10071,18,3,1-10071,30,0,0,10,9.671926498413086,0.32239754994710285
474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,1-18004,12,6,1-18004,12,0,0,4,3.8687705993652344,0.32239754994710285
546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,1-9034,21,1,1-9034,3,0,0,1,0.9671926498413086,0.32239754994710285
521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,1-3551,6,15,1-3551,6,0,0,2,1.9343852996826172,0.32239754994710285
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,1-3516,5,14,1-3516,156,26,0,25,50.179816246032715,0.32166548875662
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,1-0272,5,14,1-0272,111,24,0,12,35.6063117980957,0.32077758376662796
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-7467,12,6,1-7467,64,5,0,16,20.475082397460938,0.31992316246032715
258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-17758,15,9,1-17758,40,6,0,7,12.77034854888916,0.319258713722229
296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,1-0205,14,8,1-0205,34,4,0,7,10.77034854888916,0.3167749573202694
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-9818,1,10,1-9818,28,3,0,6,8.803155899047852,0.3143984249659947
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,1-3265,17,2,1-3265,19,4,0,2,5.934385299682617,0.3123360684043483
350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,1-9609,9,18,1-9609,25,2,0,6,7.803155899047852,0.3121262359619141
355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,1-4747,1,10,1-4747,25,1,0,7,7.77034854888916,0.3108139419555664
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1-10468,11,5,1-10468,549,97,0,76,170.50664138793945,0.3105767602694708
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1-7964,9,18,1-7964,202,4,0,60,62.031558990478516,0.3070869256954382
290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,1-3509,9,18,1-3509,35,2,0,9,10.704733848571777,0.3058495385306222
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,1-6927,11,5,1-6927,179,28,0,27,54.11420154571533,0.3023139751157281
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,1-8328,17,2,1-8328,114,16,0,19,34.37666034698486,0.3015496521665339
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,1-7863,1,10,1-7863,351,23,0,85,105.21137523651123,0.2997475077963283
487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,1-4929,11,5,1-4929,10,2,0,1,2.9671926498413086,0.29671926498413087
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1-6181,9,18,1-6181,659,61,0,139,195.4397783279419,0.2965702250803367
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-4417,9,18,1-4417,151,5,0,41,44.65489864349365,0.29572780558605066
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,1-1833,2,11,1-1833,124,26,0,11,36.639119148254395,0.29547676732463224
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,1-1957,16,4,1-1957,47,10,0,4,13.868770599365234,0.29508022551840923
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1-1258,1,10,1-1258,435,30,0,101,127.68645763397217,0.29353208651487855
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,1-9283,3,13,1-9283,235,28,0,42,68.62209129333496,0.2920088991205743
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-8646,6,15,1-8646,20,1,0,5,5.835963249206543,0.29179816246032714
