Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
221,221,221,221,221,221,221,221,221,221,221,221,221,221,1-8023,2,19,1-8023,16,3,0,3,3.083794953301549,0.1927371845813468
104,104,104,104,104,104,104,104,104,104,104,104,104,104,1-8267,11,15,1-8267,133,25,0,17,25.474838068708777,0.19154013585495322
57,57,57,57,57,57,57,57,57,57,57,57,57,57,1-1224,12,4,1-1224,151,28,0,32,28.893812835216522,0.1913497538756061
473,473,473,473,473,473,473,473,473,473,473,473,473,473,1-9452,2,19,1-9452,16,3,0,2,3.0558633022010326,0.19099145638756454
10,10,10,10,10,10,10,10,10,10,10,10,10,10,1-7964,6,11,1-7964,202,38,0,6,38.1675899066031,0.18894846488417374
234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,19,2,MLG29,164,30,0,33,30.92174448631704,0.1885472224775429
151,151,151,151,151,151,151,151,151,151,151,151,151,151,1-9870,3,20,1-9870,27,5,0,1,5.027931651100516,0.1862196907815006
97,97,97,97,97,97,97,97,97,97,97,97,97,97,1-9237,7,1,1-9237,38,7,0,0,7.0,0.18421052631578946
466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-5981,20,5,1-5981,28,5,0,5,5.139658255502582,0.1835592234108065
414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,10,14,1-8285,72,13,0,7,13.195521557703614,0.18327113274588352
517,517,517,517,517,517,517,517,517,517,517,517,517,517,1-18028,14,6,1-18028,309,53,0,129,56.603182991966605,0.18318182198047445
562,562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,10,20,1-0003,17,3,0,4,3.1117266044020653,0.1830427414354156
68,68,68,68,68,68,68,68,68,68,68,68,68,68,1-7845,14,6,1-7845,36,6,0,21,6.586564673110843,0.18296012980863452
174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,4,18,MLG38,77,14,0,3,14.083794953301549,0.18290642796495518
339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,6,11,1-3523,543,93,0,187,98.22321875579655,0.18088990562761795
346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,2,19,MLG32,52,9,0,13,9.363111464306712,0.18005983585205215
420,420,420,420,420,420,420,420,420,420,420,420,420,420,1-8172,7,13,1-8172,40,7,0,7,7.195521557703614,0.17988803894259037
394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,1,22,1-2423,79,13,0,40,14.117266044020653,0.17869957017747662
412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,12,4,1-6858,23,4,0,3,4.083794953301549,0.17755630231745864
452,452,452,452,452,452,452,452,452,452,452,452,452,452,1-8529,2,19,1-8529,56,9,0,31,9.865881184116006,0.17617644971635724
294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3509,3,20,1-3509,35,6,0,5,6.139658255502582,0.17541880730007375
44,44,44,44,44,44,44,44,44,44,44,44,44,44,1-5214,16,21,1-5214,40,7,0,0,7.0,0.175
524,524,524,524,524,524,524,524,524,524,524,524,524,524,1-9338,15,10,1-9338,29,5,0,1,5.027931651100516,0.1733769534862247
76,76,76,76,76,76,76,76,76,76,76,76,76,76,1-8541,20,5,1-8541,232,40,0,2,40.05586330220103,0.17265458319914237
356,356,356,356,356,356,356,356,356,356,356,356,356,356,1-9761,3,20,1-9761,35,6,0,1,6.027931651100516,0.1722266186028719
477,477,477,477,477,477,477,477,477,477,477,477,477,477,1-9055,18,13,1-9055,12,2,0,2,2.0558633022010326,0.17132194185008606
304,304,304,304,304,304,304,304,304,304,304,304,304,304,1-19004,14,6,1-19004,60,10,0,9,10.251384859904647,0.17085641433174412
342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,16,21,MLG65,201,34,0,11,34.30724816210568,0.17068282667714268
58,58,58,58,58,58,58,58,58,58,58,58,58,58,1-17733,17,12,1-17733,74,12,0,19,12.53070137090981,0.16933380230959202
315,315,315,315,315,315,315,315,315,315,315,315,315,315,1-1769,4,18,1-1769,89,15,0,0,15.0,0.16853932584269662
145,145,145,145,145,145,145,145,145,145,145,145,145,145,MLG06,11,15,MLG06,18,3,0,1,3.0279316511005163,0.1682184250611398
95,95,95,95,95,95,95,95,95,95,95,95,95,95,1-3312,15,4,1-3312,36,6,0,1,6.027931651100516,0.16744254586390322
370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,20,5,MLG62,525,87,0,32,87.89381283521652,0.16741678635279336
426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,14,6,1-4355,49,8,0,5,8.139658255502582,0.1661154746020935
483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,3,20,1-9491,80,13,0,10,13.279316511005163,0.16599145638756455
373,373,373,373,373,373,373,373,373,373,373,373,373,373,1-6918,19,2,1-6918,43,7,0,4,7.111726604402065,0.16538899080004804
360,360,360,360,360,360,360,360,360,360,360,360,360,360,1-6611,11,15,1-6611,89,14,0,23,14.642427975311875,0.16452166264395365
144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7744,15,10,1-7744,37,6,0,3,6.083794953301549,0.1644268906297716
179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,16,21,1-4052,13,2,0,2,2.0558633022010326,0.15814333093854097
349,349,349,349,349,349,349,349,349,349,349,349,349,349,1-3052,4,18,1-3052,166,26,0,9,26.251384859904647,0.158140872650028
353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,17,12,MLG50,319,47,0,113,50.156276574358344,0.15722970712964998
488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,15,10,1-11350,100,15,0,25,15.698291277512908,0.15698291277512907
408,408,408,408,408,408,408,408,408,408,408,408,408,408,MLG53,17,12,MLG53,91,14,0,8,14.22345320880413,0.1563016836132322
401,401,401,401,401,401,401,401,401,401,401,401,401,401,1-7204,14,6,1-7204,26,4,0,2,4.055863302201033,0.1559947423923474
218,218,218,218,218,218,218,218,218,218,218,218,218,218,1-9416,4,18,1-9416,13,2,0,1,2.0279316511005163,0.1559947423923474
307,307,307,307,307,307,307,307,307,307,307,307,307,307,1-5530,17,12,1-5530,7,1,0,3,1.083794953301549,0.15482785047164985
547,547,547,547,547,547,547,547,547,547,547,547,547,547,MLG67,13,9,MLG67,27,4,0,6,4.167589906603098,0.15435518172604065
176,176,176,176,176,176,176,176,176,176,176,176,176,176,1-8042,2,1,1-8042,52,8,0,0,8.0,0.15384615384615385
242,242,242,242,242,242,242,242,242,242,242,242,242,242,1-20791,12,4,1-20791,13,2,0,0,2.0,0.15384615384615385
47,47,47,47,47,47,47,47,47,47,47,47,47,47,1-19547,3,20,1-19547,66,10,0,3,10.083794953301549,0.15278477201972043
161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,16,21,MLG41,66,10,0,2,10.055863302201033,0.15236156518486413
386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,14,6,MLG68,642,94,0,106,96.96075501665473,0.15102921342158057
345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,3,20,1-1131,138,20,0,28,20.782086230814457,0.15059482775952504
416,416,416,416,416,416,416,416,416,416,416,416,416,416,1-18203,5,17,1-18203,29,4,0,13,4.363111464306712,0.15045211945885215
340,340,340,340,340,340,340,340,340,340,340,340,340,340,1-3362,11,15,1-3362,117,17,0,19,17.53070137090981,0.1498350544522206
350,350,350,350,350,350,350,350,350,350,350,350,350,350,1-2282,16,21,1-2282,219,32,0,8,32.22345320880413,0.14713905574796407
264,264,264,264,264,264,264,264,264,264,264,264,264,264,P-0009,6,11,P-0009,7,1,0,1,1.0279316511005163,0.1468473787286452
131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,10,14,1-9283,235,34,0,15,34.418974766507745,0.14646372241067127
226,226,226,226,226,226,226,226,226,226,226,226,226,226,1-9996,20,5,1-9996,28,4,0,3,4.083794953301549,0.1458498197607696
122,122,122,122,122,122,122,122,122,122,122,122,122,122,MLG42,10,14,MLG42,14,2,0,1,2.0279316511005163,0.144852260792894
154,154,154,154,154,154,154,154,154,154,154,154,154,154,1-18994,16,21,1-18994,28,4,0,0,4.0,0.14285714285714285
155,155,155,155,155,155,155,155,155,155,155,155,155,155,1-9447,15,10,1-9447,7,1,0,0,1.0,0.14285714285714285
555,555,555,555,555,555,555,555,555,555,555,555,555,555,1-3646,16,21,1-3646,7,1,0,0,1.0,0.14285714285714285
55,55,55,55,55,55,55,55,55,55,55,55,55,55,1-8095,1,22,1-8095,46,6,0,17,6.474838068708777,0.14075734931975603
231,231,231,231,231,231,231,231,231,231,231,231,231,231,1-8450,14,6,1-8450,52,7,0,8,7.2234532088041306,0.13891256170777175
458,458,458,458,458,458,458,458,458,458,458,458,458,458,1-7182,10,14,1-7182,22,3,0,2,3.0558633022010326,0.1389028773727742
377,377,377,377,377,377,377,377,377,377,377,377,377,377,1-7213,19,2,1-7213,23,3,0,6,3.167589906603098,0.1377213002870912
245,245,245,245,245,245,245,245,245,245,245,245,245,245,1-6647,15,6,1-6647,62,8,0,18,8.502769719809294,0.1371414470936983
117,117,117,117,117,117,117,117,117,117,117,117,117,117,1-0358,7,1,1-0358,22,3,0,0,3.0,0.13636363636363635
399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,17,12,MLG60,47,6,0,13,6.363111464306712,0.13538535030439813
540,540,540,540,540,540,540,540,540,540,540,540,540,540,1-5413,17,12,1-5413,39,5,0,9,5.251384859904647,0.1346508938437089
543,543,543,543,543,543,543,543,543,543,543,543,543,543,1-5803,4,18,1-5803,15,2,0,0,2.0,0.13333333333333333
222,222,222,222,222,222,222,222,222,222,222,222,222,222,1-4149,6,11,1-4149,16,2,0,4,2.1117266044020653,0.13198291277512908
12,12,12,12,12,12,12,12,12,12,12,12,12,12,MLG84,4,18,MLG84,63,8,0,4,8.111726604402065,0.12875756514923914
142,142,142,142,142,142,142,142,142,142,142,142,142,142,P-16454,17,12,P-16454,8,1,0,1,1.0279316511005163,0.12849145638756454
143,143,143,143,143,143,143,143,143,143,143,143,143,143,1-8928,7,1,1-8928,39,5,0,0,5.0,0.1282051282051282
368,368,368,368,368,368,368,368,368,368,368,368,368,368,1-5197,12,4,1-5197,72,9,0,8,9.22345320880413,0.12810351678894627
405,405,405,405,405,405,405,405,405,405,405,405,405,405,1-3104,16,19,1-3104,16,2,0,1,2.0279316511005163,0.12674572819378227
520,520,520,520,520,520,520,520,520,520,520,520,520,520,1-2034,16,21,1-2034,16,2,0,1,2.0279316511005163,0.12674572819378227
467,467,467,467,467,467,467,467,467,467,467,467,467,467,1-13247,3,20,1-13247,29,3,0,24,3.6703596264123917,0.12656412504870315
504,504,504,504,504,504,504,504,504,504,504,504,504,504,1-5425,12,4,1-5425,17,2,0,5,2.1396582555025816,0.12586225032368126
41,41,41,41,41,41,41,41,41,41,41,41,41,41,1-7509,15,10,1-7509,40,5,0,1,5.027931651100516,0.12569829127751292
225,225,225,225,225,225,225,225,225,225,225,225,225,225,1-9650,12,4,1-9650,25,3,0,5,3.1396582555025816,0.12558633022010326
43,43,43,43,43,43,43,43,43,43,43,43,43,43,1-8705,7,1,1-8705,48,6,0,0,6.0,0.125
523,523,523,523,523,523,523,523,523,523,523,523,523,523,1-9861,5,17,1-9861,8,1,0,0,1.0,0.125
448,448,448,448,448,448,448,448,448,448,448,448,448,448,1-3106,19,2,1-3106,34,4,0,8,4.2234532088041306,0.1242192120236509
499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,10,14,1-8627,25,3,0,3,3.083794953301549,0.12335179813206196
410,410,410,410,410,410,410,410,410,410,410,410,410,410,MLG12,7,1,MLG12,146,18,0,0,18.0,0.1232876712328767
166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,2,19,MLG40,51,6,0,9,6.251384859904647,0.12257617372362052
312,312,312,312,312,312,312,312,312,312,312,312,312,312,1-3108,10,13,1-3108,18,2,0,7,2.1955215577036142,0.12197341987242301
440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,18,13,MLG52,125,14,0,44,15.228992648422718,0.12183194118738175
208,208,208,208,208,208,208,208,208,208,208,208,208,208,1-10468,12,4,1-10468,549,60,0,217,66.06116828881204,0.12032999688308205
244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,17,12,MLG57,629,74,0,45,75.25692429952323,0.11964534864789067
139,139,139,139,139,139,139,139,139,139,139,139,139,139,1-7863,7,1,1-7863,351,41,0,0,41.0,0.1168091168091168
74,74,74,74,74,74,74,74,74,74,74,74,74,74,1-8124,12,4,1-8124,18,2,0,3,2.083794953301549,0.1157663862945305
134,134,134,134,134,134,134,134,134,134,134,134,134,134,1-9465,14,6,1-9465,18,2,0,3,2.083794953301549,0.1157663862945305
251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,10,14,1-7268,70,8,0,3,8.083794953301549,0.11548278504716498
239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-7042,1,22,1-7042,117,12,0,49,13.3686509039253,0.11426197353782308
413,413,413,413,413,413,413,413,413,413,413,413,413,413,1-8314,3,12,1-8314,36,4,0,4,4.111726604402065,0.11421462790005737
96,96,96,96,96,96,96,96,96,96,96,96,96,96,MLG37,16,21,MLG37,116,13,0,1,13.027931651100516,0.11230975561293549
168,168,168,168,168,168,168,168,168,168,168,168,168,168,1-9655,15,10,1-9655,27,3,0,1,3.0279316511005163,0.11214561670742652
343,343,343,343,343,343,343,343,343,343,343,343,343,343,1-4319,12,4,1-4319,163,17,0,44,18.228992648422718,0.11183431072651974
402,402,402,402,402,402,402,402,402,402,402,402,402,402,1-5744,3,20,1-5744,18,2,0,0,2.0,0.1111111111111111
558,558,558,558,558,558,558,558,558,558,558,558,558,558,1-0055,10,14,1-0055,18,2,0,0,2.0,0.1111111111111111
427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,2,19,1-9379,58,6,0,13,6.363111464306712,0.10970881835011573
129,129,129,129,129,129,129,129,129,129,129,129,129,129,1-2573,16,21,1-2573,37,4,0,2,4.055863302201033,0.1096179270865144
202,202,202,202,202,202,202,202,202,202,202,202,202,202,1-8988,5,17,1-8988,29,3,0,6,3.167589906603098,0.10922723815872751
157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,19,2,1-6061,40,4,0,13,4.363111464306712,0.1090777866076678
311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,11,15,1-20578,19,2,0,2,2.0558633022010326,0.1082033316947912
14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,19,2,1-6098,1327,135,0,293,143.18397377245128,0.10790050774110872
62,62,62,62,62,62,62,62,62,62,62,62,62,62,1-9818,7,1,1-9818,28,3,0,0,3.0,0.10714285714285714
42,42,42,42,42,42,42,42,42,42,42,42,42,42,1-1207,2,19,1-1207,66,7,0,1,7.027931651100516,0.10648381289546237
197,197,197,197,197,197,197,197,197,197,197,197,197,197,1-8646,19,2,1-8646,20,2,0,4,2.1117266044020653,0.10558633022010326
493,493,493,493,493,493,493,493,493,493,493,493,493,493,1-1836,18,13,1-1836,20,2,0,4,2.1117266044020653,0.10558633022010326
518,518,518,518,518,518,518,518,518,518,518,518,518,518,1-1850,11,15,1-1850,30,3,0,6,3.167589906603098,0.10558633022010326
224,224,224,224,224,224,224,224,224,224,224,224,224,224,1-9227,9,7,1-9227,801,78,0,224,84.25668984651566,0.10518937558865875
270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,4,18,1-1390,98,10,0,10,10.279316511005163,0.10489098480617513
207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,1,22,1-7058,80,8,0,10,8.279316511005163,0.10349145638756455
331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,2,19,MLG75,185,18,0,40,19.117266044020653,0.10333657321092245
539,539,539,539,539,539,539,539,539,539,539,539,539,539,1-9436,2,19,1-9436,21,2,0,6,2.167589906603098,0.10321856698109991
156,156,156,156,156,156,156,156,156,156,156,156,156,156,1-8634,1,22,1-8634,10,1,0,1,1.0279316511005163,0.10279316511005163
198,198,198,198,198,198,198,198,198,198,198,198,198,198,1-9839,1,22,1-9839,20,2,0,2,2.0558633022010326,0.10279316511005163
498,498,498,498,498,498,498,498,498,498,498,498,498,498,1-19915,5,17,1-19915,62,6,0,13,6.363111464306712,0.1026308300694631
393,393,393,393,393,393,393,393,393,393,393,393,393,393,1-7819,7,1,1-7819,59,6,0,0,6.0,0.1016949152542373
240,240,240,240,240,240,240,240,240,240,240,240,240,240,MLG33,1,22,MLG33,20,2,0,1,2.0279316511005163,0.10139658255502582
4,4,4,4,4,4,4,4,4,4,4,4,4,4,1-6240,10,14,1-6240,698,70,0,22,70.61449632421136,0.10116690017795324
313,313,313,313,313,313,313,313,313,313,313,313,313,313,1-7521,3,20,1-7521,10,1,0,0,1.0,0.1
220,220,220,220,220,220,220,220,220,220,220,220,220,220,MLG73,15,10,MLG73,10,1,0,0,1.0,0.1
354,354,354,354,354,354,354,354,354,354,354,354,354,354,1-9417,12,4,1-9417,76,7,0,20,7.558633022010326,0.09945569765803061
65,65,65,65,65,65,65,65,65,65,65,65,65,65,1-8659,11,15,1-8659,91,9,0,1,9.027931651100516,0.0992080401219837
501,501,501,501,501,501,501,501,501,501,501,501,501,501,1-18487,5,17,1-18487,23,2,0,10,2.279316511005163,0.0991007178697897
387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,10,14,1-10539,63,6,0,5,6.139658255502582,0.09745489294448542
206,206,206,206,206,206,206,206,206,206,206,206,206,206,1-9752,18,9,1-9752,22,2,0,5,2.1396582555025816,0.09725719343193552
67,67,67,67,67,67,67,67,67,67,67,67,67,67,1-7481,9,7,1-7481,33,3,0,7,3.1955215577036142,0.09683398659707922
447,447,447,447,447,447,447,447,447,447,447,447,447,447,1-7152,3,20,1-7152,109,10,0,19,10.53070137090981,0.09661193918265881
389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,4,18,1-0278,79,7,0,22,7.614496324211359,0.09638602942039695
137,137,137,137,137,137,137,137,137,137,137,137,137,137,1-1972,4,18,1-1972,32,3,0,3,3.083794953301549,0.0963685922906734
84,84,84,84,84,84,84,84,84,84,84,84,84,84,1-18714,9,7,1-18714,32,3,0,3,3.083794953301549,0.0963685922906734
219,219,219,219,219,219,219,219,219,219,219,219,219,219,1-5653,12,4,1-5653,11,1,0,2,1.0558633022010326,0.09598757292736661
81,81,81,81,81,81,81,81,81,81,81,81,81,81,1-7770,5,17,1-7770,11,1,0,2,1.0558633022010326,0.09598757292736661
114,114,114,114,114,114,114,114,114,114,114,114,114,114,1-7496,11,15,1-7496,246,22,0,56,23.564172461628914,0.09578931894971103
101,101,101,101,101,101,101,101,101,101,101,101,101,101,1-9892,4,18,1-9892,22,2,0,3,2.083794953301549,0.09471795242279768
241,241,241,241,241,241,241,241,241,241,241,241,241,241,1-19448,3,20,1-19448,45,4,0,9,4.251384859904647,0.09447521910899215
152,152,152,152,152,152,152,152,152,152,152,152,152,152,1-9500,5,11,1-9500,33,3,0,4,3.1117266044020653,0.09429474558794138
217,217,217,217,217,217,217,217,217,217,217,217,217,217,1-9630,7,17,1-9630,33,3,0,4,3.1117266044020653,0.09429474558794138
534,534,534,534,534,534,534,534,534,534,534,534,534,534,1-9457,15,10,1-9457,11,1,0,1,1.0279316511005163,0.09344833191822875
400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,19,2,1-18709,33,3,0,3,3.083794953301549,0.09344833191822875
363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,7,1,1-10785,279,26,0,0,26.0,0.0931899641577061
395,395,395,395,395,395,395,395,395,395,395,395,395,395,1-6787,20,5,1-6787,56,5,0,7,5.195521557703614,0.09277717067327883
352,352,352,352,352,352,352,352,352,352,352,352,352,352,MLG63,6,11,MLG63,380,33,0,80,35.234532088041306,0.0927224528632666
261,261,261,261,261,261,261,261,261,261,261,261,261,261,1-1942,2,19,1-1942,34,3,0,5,3.1396582555025816,0.09234288986772299
371,371,371,371,371,371,371,371,371,371,371,371,371,371,1-1580,15,10,1-1580,400,35,0,61,36.703830717131495,0.09175957679282874
100,100,100,100,100,100,100,100,100,100,100,100,100,100,1-19598,18,13,1-19598,11,1,0,0,1.0,0.09090909090909091
469,469,469,469,469,469,469,469,469,469,469,469,469,469,1-8578,4,18,1-8578,11,1,0,0,1.0,0.09090909090909091
308,308,308,308,308,308,308,308,308,308,308,308,308,308,1-6743,3,20,1-6743,58,5,0,9,5.251384859904647,0.09054111827421805
3,3,3,3,3,3,3,3,3,3,3,3,3,3,1-8222,13,9,1-8222,12,1,0,3,1.083794953301549,0.09031624610846241
502,502,502,502,502,502,502,502,502,502,502,502,502,502,1-20012,18,13,1-20012,12,1,0,3,1.083794953301549,0.09031624610846241
476,476,476,476,476,476,476,476,476,476,476,476,476,476,1-19205,5,17,1-19205,12,1,0,3,1.083794953301549,0.09031624610846241
320,320,320,320,320,320,320,320,320,320,320,320,320,320,MLG13,1,22,MLG13,140,11,0,57,12.59210411272943,0.08994360080521022
327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,20,20,P-16616,28,2,0,18,2.5027697198092937,0.08938463285033192
258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-9516,9,7,1-9516,76,6,0,27,6.754154579713941,0.08887045499623607
424,424,424,424,424,424,424,424,424,424,424,424,424,424,1-4700,3,15,1-4700,31,2,0,27,2.7541545797139406,0.08884369611980454
193,193,193,193,193,193,193,193,193,193,193,193,193,193,1-9553,7,1,1-9553,23,2,0,0,2.0,0.08695652173913043
319,319,319,319,319,319,319,319,319,319,319,319,319,319,1-3584,6,2,1-3584,26,2,0,9,2.251384859904647,0.08659172538094796
205,205,205,205,205,205,205,205,205,205,205,205,205,205,1-8018,7,1,1-8018,58,5,0,0,5.0,0.08620689655172414
263,263,263,263,263,263,263,263,263,263,263,263,263,263,1-6927,12,4,1-6927,179,14,0,51,15.424514206126332,0.08617047042528678
384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,5,17,1-9270,128,10,0,36,11.005539439618587,0.08598077687202021
