Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.2,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,13,13,MLG54,595,33,1,434,1296.4375314712524,2.17888660751471
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,19,16,1-7024,498,41,1,46,1068.921950340271,2.146429619157171
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,12,12,MLG57,629,95,1,228,1233.3957538604736,1.9608835514474938
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,10,11,MLG62,525,63,0,520,378.6394386291504,0.7212179783412388
424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,1-4700,12,15,1-4700,31,5,0,26,20.78197193145752,0.6703861913373393
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,20,14,1-18709,33,13,0,11,19.676988124847412,0.5962723674196185
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,10,11,1-7682,141,52,0,47,80.52894926071167,0.5711272997213593
269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,1-7839,12,12,1-7839,24,2,0,18,12.925980567932129,0.5385825236638387
444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,1-3217,3,20,1-3217,5,2,0,1,2.606998920440674,0.5213997840881348
548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,1-3087,18,9,1-3087,26,12,0,2,13.213997840881348,0.5082306861877441
411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,MLG15,9,19,MLG15,105,6,0,77,52.738916873931885,0.5022753987993512
492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,1-6028,3,20,1-6028,2,1,0,0,1.0,0.5
545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,1-19567,1,8,1-19567,2,1,0,0,1.0,0.5
550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,1-19568,1,8,1-19568,2,1,0,0,1.0,0.5
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,1-7845,2,21,1-7845,36,14,0,6,17.641993522644043,0.4900553756290012
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,18,9,72-12171,19,2,0,12,9.283987045288086,0.48863089712042557
471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,1,18,1-9794,46,17,0,9,22.462990283966064,0.4883258757383927
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,18,9,1-9283,235,85,0,46,112.921950340271,0.48051893761817444
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-9277,8,4,1-9277,48,23,0,0,23.0,0.4791666666666667
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,15,3,1-7866,318,18,0,219,150.93276357650757,0.47463133200159613
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,7,15,1-0272,111,22,0,49,51.74294710159302,0.4661526765909281
409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,1-9645,18,9,1-9645,69,29,0,5,32.03499460220337,0.46427528408990393
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,19,16,1-4052,13,3,0,5,6.034994602203369,0.4642303540156438
544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,1-5799,3,20,1-5799,7,2,0,2,3.2139978408813477,0.4591425486973354
468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,1-6228,8,10,1-6228,48,22,0,0,22.0,0.4583333333333333
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,8,10,1-4531,94,18,0,41,42.88695573806763,0.4562442099794428
478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,1-9394,9,19,1-9394,117,14,0,64,52.847930908203125,0.45169171716412926
230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,1-3089,9,19,1-3089,16,6,0,2,7.213997840881348,0.45087486505508423
333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,1-11329,13,13,1-11329,14,2,0,7,6.248992443084717,0.44635660307747976
541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,1-5424,12,12,1-5424,5,1,0,2,2.2139978408813477,0.44279956817626953
520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,1-2034,5,18,1-2034,16,4,0,5,7.034994602203369,0.43968716263771057
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,12,12,1-1989,46,2,0,30,20.209967613220215,0.4393471220265264
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,1-9630,7,15,1-9630,33,6,0,14,14.497984886169434,0.4393328753384677
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,10,11,MLG38,77,22,0,19,33.5329794883728,0.4354932401087377
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,1,8,MLG32,52,19,0,6,22.641993522644043,0.4354229523585393
241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,1-19448,12,12,1-19448,45,11,0,14,19.497984886169434,0.4332885530259874
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1-8767,8,10,1-8767,48,0,0,34,20.63796329498291,0.4299575686454773
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,1,8,1-5002,45,12,0,12,19.283987045288086,0.42853304545084636
257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,1-9504,7,15,1-9504,30,11,0,3,12.820996761322021,0.42736655871073403
509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,1-18935,13,13,1-18935,30,12,0,1,12.606998920440674,0.42023329734802245
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-3083,15,3,1-3083,78,6,0,44,32.70795249938965,0.4193327243511493
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,1-7005,8,10,1-7005,285,59,0,99,119.09289312362671,0.4178698004337779
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,5,18,MLG58,71,18,0,19,29.532979488372803,0.4159574575827155
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,1-0405,20,14,1-0405,64,4,0,37,26.45896005630493,0.41342125087976456
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,10,11,MLG45,70,16,0,21,28.74697732925415,0.4106711047036307
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,1-7509,8,10,1-7509,40,0,0,27,16.388970851898193,0.4097242712974548
335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,1-8910,13,13,1-8910,137,47,0,15,56.10498380661011,0.40952542924532925
497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,1-8493,16,7,1-8493,38,4,0,19,15.532979488372803,0.40876261811507375
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1-8938,5,18,1-8938,30,8,0,7,12.248992443084717,0.4082997481028239
301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,1-1177,20,14,1-1177,17,2,0,8,6.855991363525391,0.4032936096191406
187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,1-7321,19,16,1-7321,7,1,0,3,2.8209967613220215,0.40299953733171734
486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,1-8678,10,11,1-8678,17,5,0,3,6.8209967613220215,0.40123510360717773
536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,1-9971,17,4,1-9971,15,6,0,0,6.0,0.4
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1-10232,3,20,1-10232,5,2,0,0,2.0,0.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72-0103,1,8,72-0103,71,8,0,33,28.030964374542236,0.3948023151343977
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,1-9500,18,9,1-9500,33,5,0,13,12.89098596572876,0.390635938355417
338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,1-6296,11,5,1-6296,254,21,0,128,98.69586181640625,0.38856638510396163
138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,1-5515,7,15,1-5515,29,7,0,7,11.248992443084717,0.3878962911408523
421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,1-8398,5,18,1-8398,54,19,0,3,20.82099676132202,0.38557401409855596
367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,1-8544,4,17,1-8544,54,19,0,3,20.82099676132202,0.38557401409855596
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1-4499,13,13,1-4499,12,4,0,1,4.606998920440674,0.38391657670338947
361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,1-0008,11,5,1-0008,230,36,0,86,88.20190715789795,0.3834865528604259
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,1-2573,8,10,1-2573,37,5,0,15,14.104983806610107,0.3812157785570299
517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,1-18028,18,9,1-18028,309,62,0,91,117.23690176010132,0.37940744906181656
281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,1-9995,11,5,1-9995,24,0,0,15,9.104983806610107,0.37937432527542114
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,1-9818,20,14,1-9818,28,10,0,1,10.606998920440674,0.37882139001573834
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,1-8023,12,12,1-8023,16,3,0,5,6.034994602203369,0.37718716263771057
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,11,5,1-6181,659,91,0,259,248.21272039413452,0.3766505620548323
452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,1-8529,15,3,1-8529,56,1,0,33,21.030964374542236,0.3755529352596828
557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,1-9806,13,13,1-9806,8,3,0,0,3.0,0.375
315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,1-1769,16,7,1-1769,89,3,0,50,33.34994602203369,0.37471849462959206
555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,1-3646,10,11,1-3646,7,2,0,1,2.606998920440674,0.37242841720581055
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,3,20,1-9379,58,16,0,9,21.462990283966064,0.3700515566201046
476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,1-19205,2,21,1-19205,12,2,0,4,4.427995681762695,0.3689996401468913
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,5,18,1-9491,80,21,0,14,29.497984886169434,0.3687248110771179
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,1-8095,7,15,1-8095,46,9,0,13,16.89098596572876,0.36719534708106
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,13,13,MLG50,319,83,0,56,116.99193954467773,0.36674589198958535
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,20,14,1-5980,29,5,0,9,10.462990283966064,0.3607927684126229
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-6532,13,13,1-6532,27,6,0,6,9.641993522644043,0.3571108712090386
531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,18,9,1-5891,96,13,0,35,34.244962215423584,0.35671835641066235
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,1-1770,12,12,1-1770,35,7,0,9,12.462990283966064,0.3560854366847447
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,1-9752,3,20,1-9752,22,6,0,3,7.8209967613220215,0.3554998527873646
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,15,3,1-3523,543,68,0,203,191.2207808494568,0.35215613416106223
425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,1-6006,8,4,1-6006,57,20,0,0,20.0,0.3508771929824561
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,2,21,1-2294,75,19,0,12,26.283987045288086,0.35045316060384113
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,11,5,MLG30,208,21,0,85,72.59490823745728,0.3490139819108523
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,1-10038,18,9,1-10038,76,7,0,32,26.423965454101562,0.34768375597502055
448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,1-3106,5,18,1-3106,34,10,0,3,11.820996761322021,0.3476763753330006
185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,1-8906,13,13,1-8906,15,4,0,2,5.213997840881348,0.3475998560587565
312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,1-3108,10,11,1-3108,18,5,0,2,6.213997840881348,0.345222102271186
510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,15,3,1-3206,45,4,0,19,15.532979488372803,0.34517732196384004
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,20,14,1-6098,1327,246,0,349,457.84262323379517,0.3450208163027846
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,2,21,1-11350,100,12,0,37,34.45896005630493,0.3445896005630493
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,11,5,1-2423,79,15,0,20,27.139978408813477,0.3435440304913098
445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,1-6538,9,19,1-6538,44,9,0,10,15.069989204406738,0.34249975464560767
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,1-6611,1,8,1-6611,89,29,0,2,30.213997840881348,0.3394831218076556
496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,1-3176,4,17,1-3176,3,1,0,0,1.0,0.3333333333333333
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,1-6734,5,18,1-6734,44,11,0,6,14.641993522644043,0.33277258006009186
296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,1-9404,4,17,1-9404,100,18,0,25,33.174973011016846,0.33174973011016845
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,20,14,1-6061,40,9,0,7,13.248992443084717,0.33122481107711793
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,5,18,1-8627,25,4,0,7,8.248992443084717,0.3299596977233887
472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,1-9518,11,5,1-9518,22,3,0,7,7.248992443084717,0.32949965650385077
314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,1-3139,8,10,1-3139,93,19,0,19,30.532979488372803,0.3283116074018581
451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,1-4098,13,13,1-4098,16,4,0,2,5.213997840881348,0.32587486505508423
258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-9516,5,18,1-9516,76,12,0,21,24.74697732925415,0.32561812275334406
524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,1-9338,12,12,1-9338,29,7,0,4,9.427995681762695,0.3251032993711274
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,1-9227,8,10,1-9227,801,186,0,122,260.0538682937622,0.32466150848160075
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,1-1942,8,10,1-1942,34,8,0,5,11.03499460220337,0.32455866477068734
461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,1-9651,19,16,1-9651,38,2,0,17,12.318981647491455,0.32418372756556463
215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,1-19839,9,19,1-19839,13,3,0,2,4.213997840881348,0.324153680067796
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,1-5803,15,3,1-5803,15,0,0,8,4.855991363525391,0.3237327575683594
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,16,7,1-9938,55,2,0,26,17.78197193145752,0.3233085805719549
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,3,20,1-7058,80,21,0,8,25.85599136352539,0.3231998920440674
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,MLG84,5,18,MLG84,63,13,0,12,20.283987045288086,0.3219680483379061
455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,1-17790,9,19,1-17790,5,1,0,1,1.6069989204406738,0.32139978408813474
225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,1-9650,15,3,1-9650,25,5,0,5,8.03499460220337,0.32139978408813474
291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,MLG02,11,5,MLG02,320,41,0,101,102.30689096450806,0.3197090342640877
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-7140,11,5,1-7140,397,27,0,163,125.94082403182983,0.3172312947905034
351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,1-19229,3,20,1-19229,38,9,0,5,12.03499460220337,0.3167103842685097
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1-6240,12,12,1-6240,698,94,0,209,220.86277437210083,0.3164223128540127
355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,1-9498,19,16,1-9498,64,8,0,20,20.139978408813477,0.31468716263771057
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,20,14,1-0053,142,30,0,24,44.56797409057617,0.31385897246884625
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,1-3068,7,15,1-3068,180,37,0,32,56.42396545410156,0.31346647474500866
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,17,4,1-4682,16,5,0,0,5.0,0.3125
493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,1-1836,15,3,1-1836,20,5,0,2,6.213997840881348,0.3106998920440674
308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,1-6743,17,4,1-6743,58,18,0,0,18.0,0.3103448275862069
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1-5549,4,17,1-5549,35,6,0,8,10.85599136352539,0.3101711818150112
180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,1-0037,3,20,1-0037,35,6,0,8,10.85599136352539,0.3101711818150112
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,1,8,P-16616,28,5,0,6,8.641993522644043,0.3086426258087158
