Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
18,MLG63,3,MLG63,3,380,36,0,98,130.1010205745697,0.34237110677518345
0,1-6098,5,1-6098,7,1327,152,0,311,450.62670814991,0.33958305060279576
52,1-7122,7,1-7122,10,197,16,0,53,66.89136826992035,0.3395500927407124
420,1-8678,3,1-8678,3,17,0,0,6,5.761286973953247,0.3388992337619557
108,1-8328,17,1-8328,8,114,2,0,38,38.48815083503723,0.337615358202081
123,1-11350,2,1-11350,2,100,28,0,6,33.76128697395325,0.3376128697395325
274,1-7744,10,1-7744,14,37,0,0,13,12.482788443565369,0.33737266063690186
272,1-19229,3,1-19229,3,38,6,0,7,12.721501469612122,0.33477635446347687
150,1-3083,3,1-3083,3,78,3,0,24,26.04514789581299,0.33391215251042294
297,1-9630,18,1-9630,14,33,11,0,0,11.0,0.3333333333333333
278,1-7845,18,1-7845,20,36,12,0,0,12.0,0.3333333333333333
547,1-9838,11,1-9838,13,3,1,0,0,1.0,0.3333333333333333
247,1-6734,10,1-6734,14,44,6,0,9,14.64193046092987,0.33277114683931525
412,1-0055,2,1-0055,16,18,5,0,1,5.9602144956588745,0.33112302753660416
255,1-3564,3,1-3564,3,41,3,0,11,13.56235945224762,0.33078925493286876
445,1-5654,14,1-5654,19,15,4,0,1,4.9602144956588745,0.3306809663772583
57,MLG75,18,MLG75,9,185,61,0,0,61.0,0.32972972972972975
166,MLG58,6,MLG58,12,71,9,0,15,23.403217434883118,0.32962278077300167
270,1-9651,15,1-9651,20,38,1,0,12,12.522573947906494,0.3295414196817498
210,1-1191,7,1-1191,10,53,3,0,15,17.403217434883118,0.32836259311100224
158,1-9808,19,1-9808,18,74,6,0,19,24.244075417518616,0.3276226407772786
195,1-9379,18,1-9379,9,58,19,0,0,19.0,0.3275862068965517
148,1-0278,9,1-0278,15,79,20,0,6,25.761286973953247,0.32609224017662336
98,1-5043,9,1-5043,15,123,18,0,23,40.084933400154114,0.32589376748092774
2,1-6240,8,1-6240,11,698,64,0,170,227.23646426200867,0.32555367372780614
184,1-2701,14,1-2701,19,61,16,0,4,19.840857982635498,0.32525996692845077
497,MLG72,19,MLG72,18,9,1,0,2,2.920428991317749,0.32449211014641655
281,1-3312,12,1-3312,6,36,4,0,8,11.681715965270996,0.32449211014641655
468,1-9946,15,1-9946,20,12,1,0,3,3.8806434869766235,0.32338695724805194
60,1-3068,17,1-3068,8,180,9,0,51,57.9709392786026,0.32206077377001446
546,1-9034,15,1-9034,20,3,0,0,1,0.9602144956588745,0.3200714985529582
471,1-19205,10,1-19205,14,12,0,0,4,3.840857982635498,0.3200714985529582
203,1-9938,12,1-9938,6,55,6,0,12,17.522573947906494,0.3185922535982999
379,1-7182,8,1-7182,11,22,5,0,2,6.920428991317749,0.31456495415080676
26,1-18558,4,1-18558,17,307,60,0,38,96.48815083503723,0.31429365092846
103,1-3362,17,1-3362,8,117,7,0,31,36.76664936542511,0.3142448663711548
355,1-4747,9,1-4747,15,25,4,0,4,7.840857982635498,0.3136343193054199
190,1-7819,1,1-7819,1,59,3,0,16,18.363431930541992,0.31124460899223716
294,1-3106,21,1-3106,4,34,0,0,11,10.56235945224762,0.3106576309484594
350,1-9609,6,1-9609,12,25,2,0,6,7.761286973953247,0.31045147895812986
377,1-9892,10,1-9892,14,22,2,0,5,6.801072478294373,0.30913965810428967
325,1-9338,9,1-9338,15,29,7,0,2,8.920428991317749,0.30760099970061205
437,1-4098,4,1-4098,17,16,3,0,2,4.920428991317749,0.3075268119573593
24,1-3535,7,1-3535,10,315,37,0,62,96.53329873085022,0.3064549166058737
327,1-8988,2,1-8988,2,29,6,0,3,8.880643486976624,0.3062290857578146
112,1-3447,21,1-3447,4,110,0,0,35,33.60750734806061,0.30552279407327826
322,1-19549,9,1-19549,15,29,5,0,4,8.840857982635498,0.30485717181501715
172,1-6900,15,1-6900,20,67,6,0,15,20.403217434883118,0.30452563335646443
346,1-9805,9,1-9805,15,26,5,0,3,7.8806434869766235,0.303101672576024
170,1-6594,15,1-6594,20,70,0,0,22,21.12471890449524,0.3017816986356463
299,MLG31,14,MLG31,19,33,8,0,2,9.920428991317749,0.3006190603429621
90,1-7070,8,1-7070,11,129,9,0,31,38.76664936542511,0.3005166617474815
189,MLG10,15,MLG10,20,60,12,0,6,17.761286973953247,0.29602144956588744
21,MLG02,19,MLG02,18,320,9,0,89,94.45909011363983,0.2951846566051245
40,1-7807,17,1-7807,8,239,9,0,64,70.45372772216797,0.29478547164087016
221,1-4355,3,1-4355,3,49,1,0,14,14.443002939224243,0.29475516202498453
369,MLG39,15,MLG39,20,23,1,0,6,6.761286973953247,0.29396899886753247
400,1-8646,13,1-8646,5,20,2,0,4,5.840857982635498,0.2920428991317749
490,1-8634,8,1-8634,11,10,1,0,2,2.920428991317749,0.2920428991317749
393,1-6718,8,1-6718,11,20,2,0,4,5.840857982635498,0.2920428991317749
182,1-6647,18,1-6647,9,62,18,0,0,18.0,0.2903225806451613
495,1-9712,13,1-9712,5,10,0,0,3,2.8806434869766235,0.28806434869766234
397,1-9839,10,1-9839,14,20,0,0,6,5.761286973953247,0.28806434869766234
179,1-7467,15,1-7467,20,64,0,0,19,18.244075417518616,0.28506367839872837
426,1-3639,13,1-3639,5,17,1,0,4,4.840857982635498,0.2847563519197352
194,1-8018,15,1-8018,20,58,3,0,14,16.443002939224243,0.28350005067628004
292,1-9740,21,1-9740,4,34,0,0,10,9.602144956588745,0.2824160281349631
419,1-0001,15,1-0001,20,17,0,0,5,4.801072478294373,0.2824160281349631
181,MLG84,12,MLG84,6,63,11,0,7,17.72150146961212,0.28129367412082734
226,1-4634,17,1-4634,8,48,0,0,14,13.443002939224243,0.2800625612338384
72,1-9497,5,1-9497,7,150,14,0,29,41.84622037410736,0.27897480249404905
291,1-0037,10,1-0037,14,35,2,0,8,9.681715965270996,0.2766204561505999
409,1-5744,4,1-5744,17,18,4,0,1,4.9602144956588745,0.2755674719810486
408,1-9495,4,1-9495,17,18,4,0,1,4.9602144956588745,0.2755674719810486
155,1-8157,7,1-8157,10,75,12,0,9,20.64193046092987,0.2752257394790649
514,P-0009,17,P-0009,8,7,0,0,2,1.920428991317749,0.27434699875967844
260,1-4760,4,1-4760,17,40,8,0,3,10.880643486976624,0.2720160871744156
321,1-7752,7,1-7752,10,29,4,0,4,7.840857982635498,0.27037441319432753
141,1-8820,13,1-8820,5,83,6,0,17,22.323646426200867,0.268959595496396
250,1-18234,15,1-18234,20,43,0,0,12,11.522573947906494,0.26796683599782545
326,1-0027,5,1-0027,7,29,2,0,6,7.761286973953247,0.2676305853087327
246,1-6538,8,1-6538,11,44,6,0,6,11.761286973953247,0.2673019766807556
385,1-18615,15,1-18615,20,22,2,0,4,5.840857982635498,0.26549354466524994
13,1-1258,9,1-1258,15,435,29,0,90,115.4193046092987,0.26533173473402
16,1-7140,19,1-7140,18,397,13,0,96,105.18059158325195,0.26493851784194444
344,1-2103,10,1-2103,14,26,2,0,5,6.801072478294373,0.26157971070362973
273,1-9237,9,1-9237,15,38,7,0,3,9.880643486976624,0.2600169338678059
318,1-9902,6,1-9902,17,30,2,0,6,7.761286973953247,0.25870956579844157
46,1-2282,21,1-2282,4,219,0,0,59,56.652655243873596,0.2586879234880073
372,1-9553,9,1-9553,15,23,4,0,2,5.920428991317749,0.25740995614424994
446,1-19447,15,1-19447,20,15,0,0,4,3.840857982635498,0.25605719884236655
447,1-9971,23,1-9971,11,15,0,0,4,3.840857982635498,0.25605719884236655
368,1-6858,4,1-6858,5,23,3,0,3,5.8806434869766235,0.25568015160767926
402,1-18603,13,1-18603,5,19,0,0,5,4.801072478294373,0.252688025173388
540,1-9733,18,1-9733,9,4,1,0,0,1.0,0.25
539,1-21192,1,1-21192,1,4,1,0,0,1.0,0.25
510,1-10444,14,1-10444,19,8,2,0,0,2.0,0.25
157,1-17733,12,1-17733,6,74,6,0,13,18.48278844356537,0.249767411399532
213,1-6227,14,1-6227,19,52,12,0,1,12.960214495658875,0.24923489414728606
49,1-6974,15,1-6974,20,207,8,0,45,51.20965230464935,0.2473896246601418
304,1-1592,1,1-1592,1,32,3,0,5,7.801072478294373,0.24378351494669914
154,1-9417,12,1-9417,6,76,7,0,12,18.522573947906494,0.24371807826192757
285,1-9887,19,1-9887,18,36,2,0,7,8.721501469612122,0.24226392971144783
261,1-5214,17,1-5214,8,40,2,0,8,9.681715965270996,0.2420428991317749
83,MLG13,1,MLG13,1,140,7,0,28,33.886005878448486,0.2420428991317749
328,1-9110,4,1-9110,17,29,7,0,0,7.0,0.2413793103448276
63,1-3052,1,1-3052,1,166,16,0,25,40.00536239147186,0.24099615898477025
478,1-20012,8,1-20012,11,12,0,0,3,2.8806434869766235,0.24005362391471863
545,1-4926,21,1-4926,19,4,0,0,1,0.9602144956588745,0.24005362391471863
474,1-18004,13,1-18004,5,12,0,0,3,2.8806434869766235,0.24005362391471863
541,1-8532,7,1-8532,10,4,0,0,1,0.9602144956588745,0.24005362391471863
428,1-9606,5,1-9606,7,16,0,0,4,3.840857982635498,0.24005362391471863
302,1-9500,9,1-9500,15,33,5,0,3,7.8806434869766235,0.23880737839323102
174,MLG41,14,MLG41,19,66,9,0,7,15.721501469612122,0.23820456772139578
37,1-5775,15,1-5775,20,244,9,0,51,57.9709392786026,0.23758581671558443
144,1-7058,4,1-7058,17,80,16,0,3,18.880643486976624,0.23600804358720778
17,1-7004,17,1-7004,8,381,11,0,82,89.73758864402771,0.2355317287244822
422,1-7536,18,1-7536,9,17,4,0,0,4.0,0.23529411764705882
128,1-7897,7,1-7897,10,95,4,0,19,22.244075417518616,0.23414816228966964
183,1-19915,10,1-19915,14,62,2,0,13,14.482788443565369,0.23359336199298983
79,1-0129,9,1-0129,15,142,11,0,23,33.084933400154114,0.23299248873347966
416,1-9907,8,1-9907,11,17,3,0,1,3.9602144956588745,0.23295379386228673
88,1-8267,17,1-8267,8,133,6,0,26,30.965576887130737,0.23282388636940404
138,1-4640,17,1-4640,8,87,1,0,20,20.20428991317749,0.23223321739284472
232,1-8095,1,1-8095,1,46,1,0,10,10.602144956588745,0.23048141209975534
357,1-9650,23,1-9650,16,25,0,0,6,5.761286973953247,0.2304514789581299
253,1-9578,15,1-9578,20,42,0,0,10,9.602144956588745,0.2286224989663987
87,1-3141,10,1-3141,14,136,8,0,24,31.04514789581299,0.22827314629274256
382,1-18409,9,1-18409,15,22,5,0,0,5.0,0.22727272727272727
199,1-20167,21,1-20167,4,56,0,0,13,12.482788443565369,0.22290693649223872
73,MLG12,6,MLG12,12,146,21,0,12,32.522573947906494,0.22275735580757872
264,1-8928,11,1-8928,13,39,1,0,8,8.681715965270996,0.22260810167361528
222,1-8705,19,1-8705,18,48,0,0,11,10.56235945224762,0.22004915525515875
220,MLG35,14,MLG35,19,49,4,0,7,10.721501469612122,0.21880615244106372
248,1-6217,21,1-6217,4,44,0,0,10,9.602144956588745,0.21823056719519876
381,1-9752,15,1-9752,20,22,0,0,5,4.801072478294373,0.21823056719519876
156,1-2294,13,1-2294,5,75,1,0,16,16.363431930541992,0.21817909240722655
193,1-8094,3,1-8094,3,58,3,0,10,12.602144956588745,0.2172783613204956
12,1-7024,18,1-7024,9,498,108,0,0,108.0,0.21686746987951808
411,1-8124,3,1-8124,3,18,1,0,3,3.8806434869766235,0.21559130483203465
303,1-18714,13,1-18714,5,32,3,0,4,6.840857982635498,0.21377681195735931
162,1-7614,15,1-7614,20,72,0,0,16,15.363431930541992,0.21338099903530544
496,1-9076,15,1-9076,20,9,0,0,2,1.920428991317749,0.21338099903530544
235,1-1989,14,1-1989,19,46,5,0,5,9.801072478294373,0.2130667930063994
5,MLG57,23,MLG57,16,629,0,0,139,133.46981489658356,0.21219366438248577
151,MLG38,21,MLG38,4,77,0,0,17,16.323646426200867,0.2119954081324788
92,1-6980,10,1-6980,14,128,1,0,27,26.925791382789612,0.21035774517804384
44,1-0008,19,1-0008,18,230,8,0,42,48.32900881767273,0.21012612529422925
65,1-4319,13,1-4319,5,163,5,0,30,33.806434869766235,0.20740144091881127
116,MLG08,9,MLG08,15,107,2,0,21,22.164504408836365,0.2071449010171623
334,1-18994,3,1-18994,3,28,0,0,6,5.761286973953247,0.20576024906975882
454,1-5913,21,1-5913,4,14,0,0,3,2.8806434869766235,0.20576024906975882
6,MLG54,6,MLG54,12,595,36,0,90,122.4193046092987,0.20574673043579614
362,1-1827,8,1-1827,11,24,1,0,4,4.840857982635498,0.20170241594314575
36,MLG64,14,MLG64,19,245,25,0,25,49.00536239147186,0.20002188731213005
489,1-7521,7,1-7521,17,10,2,0,0,2.0,0.2
526,1-9836,9,1-9836,15,5,1,0,0,1.0,0.2
491,1-5555,18,1-5555,9,10,2,0,0,2.0,0.2
129,1-4531,1,1-4531,1,94,12,0,7,18.72150146961212,0.1991649092511928
317,1-9504,14,1-9504,19,30,5,0,1,5.9602144956588745,0.19867381652196248
324,1-5515,23,1-5515,11,29,0,0,6,5.761286973953247,0.19866506806735335
487,1-4929,12,1-4929,6,10,1,0,1,1.9602144956588745,0.19602144956588746
237,1-8418,18,1-8418,20,46,9,0,0,9.0,0.1956521739130435
238,1-4390,1,1-4390,1,45,2,0,7,8.721501469612122,0.19381114376915826
134,1-8659,17,1-8659,8,91,7,0,11,17.56235945224762,0.1929929610137101
533,1-3217,2,1-3217,2,5,0,0,1,0.9602144956588745,0.1920428991317749
492,MLG73,15,MLG73,20,10,0,0,2,1.920428991317749,0.1920428991317749
392,MLG33,21,MLG33,4,20,0,0,4,3.840857982635498,0.1920428991317749
287,1-2596,7,1-2596,10,35,0,0,7,6.721501469612122,0.1920428991317749
486,1-5406,15,1-5406,20,10,0,0,2,1.920428991317749,0.1920428991317749
531,1-4051,10,1-4051,14,5,0,0,1,0.9602144956588745,0.1920428991317749
535,1-8566,15,1-8566,20,5,0,0,1,0.9602144956588745,0.1920428991317749
395,1-1836,10,1-1836,14,20,0,0,4,3.840857982635498,0.1920428991317749
75,1-2545,2,1-2545,2,145,18,0,10,27.602144956588745,0.19035962039026721
197,1-6006,1,1-6006,1,57,7,0,4,10.840857982635498,0.1901904909234298
28,1-7005,1,1-7005,1,285,3,0,53,53.89136826992035,0.18909252024533457
432,1-3089,18,1-3089,9,16,3,0,0,3.0,0.1875
337,1-6532,18,1-6532,9,27,5,0,0,5.0,0.18518518518518517
55,1-1462,1,1-1462,1,192,19,0,17,35.32364642620087,0.18397732513646284
338,1-3589,1,1-3589,1,27,3,0,2,4.920428991317749,0.18223811078954627
481,1-7770,9,1-7770,15,11,2,0,0,2.0,0.18181818181818182
483,1-8578,1,1-8578,1,11,2,0,0,2.0,0.18181818181818182
439,1-4682,23,1-4682,16,16,0,0,3,2.8806434869766235,0.18004021793603897
440,1-2034,23,1-2034,8,16,0,0,3,2.8806434869766235,0.18004021793603897
430,1-8023,19,1-8023,18,16,0,0,3,2.8806434869766235,0.18004021793603897
380,1-9722,15,1-9722,20,22,0,0,4,3.840857982635498,0.174584453756159
84,1-2382,21,1-2382,4,139,0,0,25,24.005362391471863,0.1727004488595098
330,1-9818,21,1-9818,4,28,0,0,5,4.801072478294373,0.17146687422479903
417,1-5425,13,1-5425,5,17,0,0,3,2.8806434869766235,0.16944961688097784
