Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,17,5,MLG60,47,18,0,4,21.16529130935669,0.45032534700758914
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,9,15,1-4531,94,6,0,45,41.609527230262756,0.4426545450027953
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1-8042,2,21,1-8042,52,15,0,10,22.913228273391724,0.44063900525753313
453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,1-8397,10,11,1-8397,51,1,0,27,22.365716338157654,0.4385434576109344
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,6,8,1-3523,543,119,0,150,237.69842410087585,0.437750320627764
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,1-2714,6,8,1-2714,61,20,0,8,26.33058261871338,0.4316488953887439
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,10,11,1-1350,195,46,0,48,83.98349571228027,0.4306845933963091
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,1-1770,17,5,1-1770,35,11,0,5,14.956614136695862,0.4273318324770246
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,1-9752,18,6,1-9752,22,3,0,8,9.330582618713379,0.42411739175969904
314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,1-3139,9,15,1-3139,93,10,0,37,39.27894461154938,0.4223542431349395
397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,1-9808,13,13,1-9808,74,5,0,33,31.113653302192688,0.42045477435395523
540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,1-5413,17,5,1-5413,39,14,0,3,16.373968482017517,0.41984534569275683
350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,1-2282,16,9,1-2282,219,37,0,68,90.80995225906372,0.41465731625143254
448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,1-3106,19,7,1-3106,34,6,0,10,13.913228273391724,0.4092125962762272
458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,1-7182,10,11,1-7182,22,5,0,5,8.956614136695862,0.4071188243952664
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1-8566,17,5,1-8566,5,2,0,0,2.0,0.4
277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,1-4051,8,2,1-4051,5,2,0,0,2.0,0.4
187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,1-7321,13,13,1-7321,7,2,0,1,2.7913228273391724,0.39876040390559603
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,P-0009,6,8,P-0009,7,2,0,1,2.7913228273391724,0.39876040390559603
512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,1-3033,17,5,1-3033,7,2,0,1,2.7913228273391724,0.39876040390559603
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,19,7,1-18709,33,6,0,9,13.121905446052551,0.3976334983652288
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,8,2,1-9333,102,31,0,12,40.49587392807007,0.3970183718438242
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,1-10696,2,21,1-10696,24,0,0,12,9.495873928070068,0.3956614136695862
492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,1-6028,2,21,1-6028,2,0,0,1,0.7913228273391724,0.3956614136695862
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,15,12,1-11350,100,37,0,3,39.37396848201752,0.3937396848201752
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,17,5,MLG51,248,67,0,38,97.07026743888855,0.39141236870519575
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,16,9,MLG65,201,15,0,80,78.30582618713379,0.3895812248116109
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,1-9156,8,2,1-9156,268,49,0,70,104.39259791374207,0.3895246190811271
216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,1-9887,4,20,1-9887,36,14,0,0,14.0,0.3888888888888889
136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,1-9549,20,10,1-9549,18,7,0,0,7.0,0.3888888888888889
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,1-7842,2,21,1-7842,21,5,0,4,8.16529130935669,0.3888233956836519
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,19,7,1-6061,40,10,0,7,15.539259791374207,0.3884814947843552
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,1-4417,13,13,1-4417,151,8,0,64,58.64466094970703,0.38837523807753
283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,1-3535,8,2,1-3535,315,55,0,85,122.26244032382965,0.3881347311867608
354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,1-9417,12,4,1-9417,76,6,0,29,28.948361992836,0.38089949990573685
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,14,16,MLG58,71,27,0,0,27.0,0.38028169014084506
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,13,13,1-6181,659,61,0,239,250.1261557340622,0.3795541058180003
527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,1-5531,4,20,1-5531,8,3,0,0,3.0,0.375
395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,1-6787,20,10,1-6787,56,2,0,24,20.991747856140137,0.37485264028821674
85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,1-8084,19,7,1-8084,82,14,0,21,30.61777937412262,0.37338755334295876
504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,1-5425,12,4,1-5425,17,0,0,8,6.330582618713379,0.37238721286549287
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,1-9997,6,8,1-9997,16,2,0,5,5.956614136695862,0.37228838354349136
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,MLG63,6,8,MLG63,380,80,0,77,140.93185770511627,0.37087330975030597
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1-8418,17,5,1-8418,46,13,0,5,16.956614136695862,0.36862204644991003
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,1-9237,7,17,1-9237,38,10,0,5,13.956614136695862,0.3672793193867332
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,1-10071,10,11,1-10071,30,11,0,0,11.0,0.36666666666666664
276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,1-9495,2,21,1-9495,18,1,0,7,6.5392597913742065,0.36329221063190037
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,16,9,MLG55,92,16,0,22,33.40910220146179,0.36314241523328034
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,17,5,MLG50,319,61,0,69,115.6012750864029,0.3623864422771251
472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,1-9518,18,6,1-9518,22,4,0,5,7.956614136695862,0.361664278940721
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,1-7845,14,16,1-7845,36,13,0,0,13.0,0.3611111111111111
464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,1-10060,14,16,1-10060,36,13,0,0,13.0,0.3611111111111111
291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,MLG02,13,13,MLG02,320,21,0,119,115.16741645336151,0.3598981764167547
230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,1-3089,9,15,1-3089,16,1,0,6,5.747936964035034,0.35924606025218964
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,19,7,1-6098,1327,278,0,251,476.62202966213226,0.35917259205887886
524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,1-9338,15,12,1-9338,29,8,0,3,10.373968482017517,0.35772305110405234
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,1-7481,9,15,1-7481,33,3,0,11,11.704551100730896,0.354683366688815
334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,1-20641,7,17,1-20641,16,4,0,2,5.582645654678345,0.34891535341739655
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,1,23,1-2423,79,22,0,7,27.539259791374207,0.34859822520726846
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-6693,19,7,1-6693,98,19,0,19,34.035133719444275,0.3472972828514722
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,17,5,MLG57,629,148,0,89,218.42773163318634,0.3472618944883726
502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,1-20012,18,6,1-20012,12,1,0,4,4.1652913093566895,0.34710760911305744
476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,1-19205,5,19,1-19205,12,1,0,4,4.1652913093566895,0.34710760911305744
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,12,4,1-9938,55,8,0,14,19.078519582748413,0.34688217423178935
344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,1-6035,19,7,1-6035,23,4,0,5,7.956614136695862,0.3459397450737331
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,1-7509,15,12,1-7509,40,13,0,1,13.791322827339172,0.3447830706834793
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,1-0358,7,17,1-0358,22,2,0,7,7.5392597913742065,0.34269362688064575
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,15,12,MLG14,232,60,0,24,78.99174785614014,0.3404816717937075
393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,1-7819,7,17,1-7819,59,1,0,24,19.991747856140137,0.3388431840023752
222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,1-4149,6,8,1-4149,16,3,0,3,5.373968482017517,0.3358730301260948
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,7,17,1-7024,498,61,0,134,167.0372588634491,0.3354161824567251
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,1-10468,12,4,1-10468,549,62,0,153,183.07239258289337,0.3334651959615544
551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,1-9838,14,16,1-9838,3,1,0,0,1.0,0.3333333333333333
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,19,7,1-19286,40,7,0,8,13.330582618713379,0.33326456546783445
443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,1-3447,9,15,1-3447,110,5,0,40,36.652913093566895,0.33320830085060815
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,1-7005,9,15,1-7005,285,15,0,101,94.92360556125641,0.3330652826710751
263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,1-6927,12,4,1-6927,179,19,0,51,59.35746419429779,0.33160594521954073
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,1-7467,6,8,1-7467,64,18,0,4,21.16529130935669,0.3307076767086983
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,19,7,1-0053,142,24,0,29,46.948361992836,0.3306222675551831
347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,1-8188,18,6,1-8188,140,16,0,38,46.07026743888855,0.3290733388492039
338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,1-6296,13,13,1-6296,254,16,0,85,83.26244032382965,0.32780488316468365
355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,1-9498,20,10,1-9498,64,17,0,5,20.956614136695862,0.32744709588587284
510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,6,8,1-3206,45,6,0,11,14.704551100730896,0.32676780223846436
381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,1-2335,8,2,1-2335,145,21,0,33,47.11365330219269,0.3249217469116737
547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,MLG67,13,13,MLG67,27,4,0,6,8.747936964035034,0.32399766533463087
379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,1-4640,9,15,1-4640,87,6,0,28,28.157039165496826,0.323644128339044
223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,1-0205,3,24,1-0205,34,11,0,0,11.0,0.3235294117647059
554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,1-10444,9,15,1-10444,8,1,0,2,2.5826456546783447,0.3228307068347931
420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,1-8172,7,17,1-8172,40,5,0,10,12.913228273391724,0.3228307068347931
289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,1-1592,9,15,1-1592,32,0,0,13,10.28719675540924,0.3214748986065388
506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,1-6227,1,23,1-6227,52,0,0,21,16.61777937412262,0.31957268027158886
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,10,11,1-9283,235,14,0,77,74.93185770511627,0.3188589689579416
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-4760,6,8,1-4760,40,8,0,6,12.747936964035034,0.31869842410087584
287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,1-9836,2,21,1-9836,5,0,0,2,1.5826456546783447,0.3165291309356689
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1-19222,10,11,1-19222,15,0,0,6,4.747936964035034,0.3165291309356689
539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,1-9436,2,21,1-9436,21,1,0,7,6.5392597913742065,0.31139332339877174
478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,1-9394,8,2,1-9394,117,11,0,32,36.322330474853516,0.310447269015842
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1-9115,5,19,1-9115,16,1,0,5,4.956614136695862,0.30978838354349136
366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,1-5163,20,10,1-5163,16,1,0,5,4.956614136695862,0.30978838354349136
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,7,17,1-0303,212,14,0,65,65.4359837770462,0.3086603008351236
163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,1-9137,9,15,1-9137,111,27,0,9,34.12190544605255,0.30740455356804103
494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,1-3265,15,12,1-3265,19,5,0,1,5.791322827339172,0.30480646459679855
196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,1-9646,14,16,1-9646,105,32,0,0,32.0,0.3047619047619048
435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,1-9610,8,2,1-9610,49,7,0,10,14.913228273391724,0.30435159741615764
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,10,11,1-8285,72,10,0,15,21.869842410087585,0.30374781125121647
361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,1-0008,16,9,1-0008,230,16,0,68,69.80995225906372,0.3035215315611466
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,1-9500,5,19,1-9500,33,10,0,0,10.0,0.30303030303030304
329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,1-1317,12,4,1-1317,414,38,0,110,125.04551100730896,0.30204229711910374
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-9277,9,15,1-9277,48,5,0,12,14.495873928070068,0.3019973735014598
133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,1-8576,6,8,1-8576,55,11,0,7,16.539259791374207,0.30071381438862194
258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-9516,9,15,1-9516,76,7,0,20,22.826456546783447,0.30034811245767695
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,10,11,1-1608,307,53,0,49,91.77481853961945,0.29894077700201777
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,11,1,1-0272,111,33,0,0,33.0,0.2972972972972973
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,7,17,1-10785,279,22,0,77,82.93185770511627,0.2972468018104526
509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,1-18935,9,15,1-18935,30,1,0,10,8.913228273391724,0.29710760911305745
142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,P-16454,17,5,P-16454,8,0,0,3,2.373968482017517,0.29674606025218964
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,1-6647,15,12,1-6647,62,16,0,3,18.373968482017517,0.29635433035512126
290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,1-8341,9,15,1-8341,197,12,0,58,57.896723985672,0.293891999927269
408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,MLG53,17,5,MLG53,91,18,0,11,26.704551100730896,0.2934566055025373
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1-8181,19,7,1-8181,30,8,0,1,8.791322827339172,0.29304409424463906
