Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,1-9806,7,17,1-9806,8,1,0,0,1.0,0.125
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-6532,7,17,1-6532,27,1,0,3,3.373968482017517,0.12496179563027841
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,1,23,1-1989,46,1,0,6,5.747936964035034,0.12495515139206596
388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,1,23,MLG49,185,15,0,10,22.913228273391724,0.12385528796427958
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,1-9768,8,2,1-9768,241,9,0,26,29.57439351081848,0.12271532577103104
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,1-8573,12,4,1-8573,184,12,0,12,21.49587392807007,0.1168254017829895
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,3,24,1-1131,138,16,0,0,16.0,0.11594202898550725
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,1-1207,2,21,1-1207,66,6,0,2,7.582645654678345,0.11488857052542946
320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,MLG13,1,23,MLG13,140,4,0,15,15.869842410087585,0.11335601721491133
169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,1-9606,19,7,1-9606,16,1,0,1,1.7913228273391724,0.11195767670869827
475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,1-18234,1,23,1-18234,43,4,0,1,4.791322827339172,0.11142611226370168
241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,1-19448,3,24,1-19448,45,5,0,0,5.0,0.1111111111111111
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,MLG06,11,1,MLG06,18,2,0,0,2.0,0.1111111111111111
340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,1-3362,11,1,1-3362,117,13,0,0,13.0,0.1111111111111111
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,MLG35,2,21,MLG35,49,3,0,3,5.373968482017517,0.1096728261636228
298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,1-7019,13,13,1-7019,107,5,0,8,11.330582618713379,0.1058932955019942
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,1-7496,11,1,1-7496,246,26,0,0,26.0,0.10569105691056911
185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,1-8906,1,23,1-8906,15,0,0,2,1.5826456546783447,0.10550971031188965
228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,1-17835,15,12,1-17835,17,1,0,1,1.7913228273391724,0.10537193101995132
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,1-19897,17,5,1-19897,53,4,0,2,5.582645654678345,0.10533293688072348
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1-18603,8,2,1-18603,19,2,0,0,2.0,0.10526315789473684
383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,1-8551,11,1,1-8551,38,4,0,0,4.0,0.10526315789473684
446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,1-3534,11,1,1-3534,279,29,0,0,29.0,0.1039426523297491
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72-0103,6,8,72-0103,71,5,0,3,7.373968482017517,0.10385871101433122
248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,1-2400,11,1,1-2400,49,5,0,0,5.0,0.10204081632653061
459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,1-2545,2,21,1-2545,145,2,0,16,14.661165237426758,0.1011114843960466
156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,1-8634,1,23,1-8634,10,1,0,0,1.0,0.1
220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,MLG73,15,12,MLG73,10,1,0,0,1.0,0.1
538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,1-9576,15,12,1-9576,10,1,0,0,1.0,0.1
231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,1-8450,14,16,1-8450,52,5,0,0,5.0,0.09615384615384616
54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,1-8125,18,6,1-8125,21,2,0,0,2.0,0.09523809523809523
137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,1-1972,4,20,1-1972,32,3,0,0,3.0,0.09375
552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,MLG46,5,19,MLG46,17,0,0,2,1.5826456546783447,0.09309680321637322
469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,1-8578,4,20,1-8578,11,1,0,0,1.0,0.09090909090909091
285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,1-18615,4,20,1-18615,22,2,0,0,2.0,0.09090909090909091
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,1-9892,4,20,1-9892,22,2,0,0,2.0,0.09090909090909091
326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,1-8826,11,1,1-8826,123,11,0,0,11.0,0.08943089430894309
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,1-7004,11,1,1-7004,381,34,0,0,34.0,0.08923884514435695
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,1-8124,12,4,1-8124,18,0,0,2,1.5826456546783447,0.08792475859324138
321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,1-5172,5,19,1-5172,120,5,0,7,10.539259791374207,0.08782716492811839
377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,1-7213,19,7,1-7213,23,2,0,0,2.0,0.08695652173913043
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,1-1827,11,1,1-1827,24,2,0,0,2.0,0.08333333333333333
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,1-6642,2,21,1-6642,36,3,0,0,3.0,0.08333333333333333
436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,1-5161,1,23,1-5161,12,1,0,0,1.0,0.08333333333333333
373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,1-6918,19,7,1-6918,43,2,0,2,3.5826456546783447,0.08331734080647313
369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,1-6594,15,12,1-6594,70,5,0,1,5.791322827339172,0.08273318324770246
521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,1-19549,5,19,1-19549,29,0,0,3,2.373968482017517,0.08186098213853507
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,1-5626,5,19,1-5626,125,6,0,5,9.956614136695862,0.0796529130935669
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,MLG84,4,20,MLG84,63,5,0,0,5.0,0.07936507936507936
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,1-4088,7,17,1-4088,30,0,0,3,2.373968482017517,0.07913228273391723
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,MLG33,1,23,MLG33,20,0,0,2,1.5826456546783447,0.07913228273391723
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,MLG17,4,20,MLG17,153,12,0,0,12.0,0.0784313725490196
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,1,23,MLG44,59,3,0,2,4.582645654678345,0.0776719602487855
341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,1-0031,4,20,1-0031,13,1,0,0,1.0,0.07692307692307693
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,4,20,1-0278,79,6,0,0,6.0,0.0759493670886076
53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,1-9850,14,16,1-9850,27,2,0,0,2.0,0.07407407407407407
515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,1-6531,11,1,1-6531,27,2,0,0,2.0,0.07407407407407407
237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,1-9667,13,13,1-9667,14,1,0,0,1.0,0.07142857142857142
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,1-1015,11,1,1-1015,155,11,0,0,11.0,0.07096774193548387
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1-8767,7,17,1-8767,48,1,0,3,3.373968482017517,0.0702910100420316
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,1-7807,11,1,1-7807,239,16,0,0,16.0,0.06694560669456066
433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,1-5654,3,24,1-5654,15,1,0,0,1.0,0.06666666666666667
89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,1-18004,1,23,1-18004,12,0,0,1,0.7913228273391724,0.06594356894493103
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,1-10038,14,16,1-10038,76,5,0,0,5.0,0.06578947368421052
337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,1-18613,9,15,1-18613,25,0,0,2,1.5826456546783447,0.06330582618713379
457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,1-8503,11,1,1-8503,16,1,0,0,1.0,0.0625
77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,1-2153,17,5,1-2153,13,0,0,1,0.7913228273391724,0.06087098671839787
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1-7536,3,24,1-7536,17,1,0,0,1.0,0.058823529411764705
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,1,23,1-7058,80,3,0,2,4.582645654678345,0.057283070683479306
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,5,19,1-6980,128,1,0,8,7.330582618713379,0.05727017670869827
542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,1-1191,3,24,1-1191,53,3,0,0,3.0,0.05660377358490566
447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,1-7152,3,24,1-7152,109,6,0,0,6.0,0.05504587155963303
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,1-8659,11,1,1-8659,91,5,0,0,5.0,0.054945054945054944
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,3,24,1-9491,80,4,0,0,4.0,0.05
493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,1-1836,18,6,1-1836,20,1,0,0,1.0,0.05
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1-9955,16,9,1-9955,60,2,0,1,2.7913228273391724,0.04652204712231954
316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,1-7441,4,20,1-7441,111,5,0,0,5.0,0.04504504504504504
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,1-3587,3,24,1-3587,46,2,0,0,2.0,0.043478260869565216
351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,1-19229,1,23,1-19229,38,0,0,2,1.5826456546783447,0.04164856985995644
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-7042,1,23,1-7042,117,2,0,3,4.373968482017517,0.03738434600014972
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,1-9870,3,24,1-9870,27,1,0,0,1.0,0.037037037037037035
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,1-18409,2,21,1-18409,22,0,0,1,0.7913228273391724,0.035969219424507835
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1-8021,6,8,1-8021,58,2,0,0,2.0,0.034482758620689655
518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,1-1850,11,1,1-1850,30,1,0,0,1.0,0.03333333333333333
45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,1-9444,6,8,1-9444,24,0,0,1,0.7913228273391724,0.032971784472465515
424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,1-4700,3,24,1-4700,31,1,0,0,1.0,0.03225806451612903
79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,1-9739,15,12,1-9739,31,1,0,0,1.0,0.03225806451612903
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,1-9331,10,11,1-9331,25,0,0,1,0.7913228273391724,0.031652913093566895
195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,1-2670,2,21,1-2670,104,0,0,4,3.1652913093566895,0.030435493359198935
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3509,3,24,1-3509,35,1,0,0,1.0,0.02857142857142857
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,1-2025,5,19,1-2025,41,0,0,1,0.7913228273391724,0.019300556764370057
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,1-8401,11,1,1-8401,57,1,0,0,1.0,0.017543859649122806
308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,1-6743,3,24,1-6743,58,1,0,0,1.0,0.017241379310344827
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,1-19547,3,24,1-19547,66,1,0,0,1.0,0.015151515151515152
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1-8020,5,19,1-8020,56,0,0,0,0.0,0.0
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1-7995,1,23,1-7995,14,0,0,0,0.0,0.0
541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,1-5424,3,24,1-5424,5,0,0,0,0.0,0.0
545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,1-19567,3,24,1-19567,2,0,0,0,0.0,0.0
550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,1-19568,13,13,1-19568,2,0,0,0,0.0,0.0
546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,1-7527,16,9,1-7527,1,0,0,0,0.0,0.0
549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,1-4842,11,1,1-4842,6,0,0,0,0.0,0.0
229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,1-4361,8,2,1-4361,10,0,0,0,0.0,0.0
212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,1-10922,15,12,1-10922,1,0,0,0,0.0,0.0
211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,1-5406,11,1,1-5406,10,0,0,0,0.0,0.0
262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,1-8623,16,9,1-8623,5,0,0,0,0.0,0.0
252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,1-21195,4,20,1-21195,1,0,0,0,0.0,0.0
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,1-6931,14,16,1-6931,1,0,0,0,0.0,0.0
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,1-8113,7,17,1-8113,9,0,0,0,0.0,0.0
242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,1-20791,12,4,1-20791,13,0,0,0,0.0,0.0
374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,1-6919,3,24,1-6919,43,0,0,0,0.0,0.0
313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,1-7521,3,24,1-7521,10,0,0,0,0.0,0.0
356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,1-9761,3,24,1-9761,35,0,0,0,0.0,0.0
297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,1-8352,6,8,1-8352,1,0,0,0,0.0,0.0
275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,1-3216,3,24,1-3216,5,0,0,0,0.0,0.0
323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,1-3647,14,16,1-3647,5,0,0,0,0.0,0.0
325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,1-19924,19,7,1-19924,1,0,0,0,0.0,0.0
284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,1-4136,1,23,1-4136,5,0,0,0,0.0,0.0
317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,1-10978,16,9,1-10978,1,0,0,0,0.0,0.0
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,1-2596,8,2,1-2596,35,0,0,0,0.0,0.0
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1-3521,6,8,1-3521,22,0,0,0,0.0,0.0
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,1-2104,1,23,1-2104,36,0,0,0,0.0,0.0
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1-0022,3,24,1-0022,18,0,0,0,0.0,0.0
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,1-18735,6,8,1-18735,27,0,0,0,0.0,0.0
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,1-2869,16,9,1-2869,9,0,0,0,0.0,0.0
522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,1-5282,1,23,1-5282,17,0,0,0,0.0,0.0
530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,1-4847,5,19,1-4847,2,0,0,0,0.0,0.0
525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,1-3175,13,13,1-3175,6,0,0,0,0.0,0.0
535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,1-5990,15,12,1-5990,5,0,0,0,0.0,0.0
413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,1-8314,3,24,1-8314,36,0,0,0,0.0,0.0
181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,1-8641,11,1,1-8641,30,0,0,0,0.0,0.0
194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,1-9253,1,23,1-9253,24,0,0,0,0.0,0.0
198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,1-9839,1,23,1-9839,20,0,0,0,0.0,0.0
146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,1-7453,3,24,1-7453,13,0,0,0,0.0,0.0
127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,1-9643,1,23,1-9643,8,0,0,0,0.0,0.0
115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,1-3178,4,20,1-3178,6,0,0,0,0.0,0.0
118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,1-6543,7,17,1-6543,12,0,0,0,0.0,0.0
112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,1-10698,10,11,1-10698,6,0,0,0,0.0,0.0
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1-4499,3,24,1-4499,12,0,0,0,0.0,0.0
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1-10232,18,6,1-10232,5,0,0,0,0.0,0.0
158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,1-7599,8,2,1-7599,3,0,0,0,0.0,0.0
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,1-6971,15,12,1-6971,10,0,0,0,0.0,0.0
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,1-7721,13,13,1-7721,20,0,0,0,0.0,0.0
178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,1-7525,4,20,1-7525,6,0,0,0,0.0,0.0
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,1-10948,4,20,1-10948,2,0,0,0,0.0,0.0
175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,1-4910,15,12,1-4910,4,0,0,0,0.0,0.0
402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,1-5744,3,24,1-5744,18,0,0,0,0.0,0.0
468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,1-6228,3,24,1-6228,48,0,0,0,0.0,0.0
486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,1-8678,4,20,1-8678,17,0,0,0,0.0,0.0
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1-17645,1,23,1-17645,9,0,0,0,0.0,0.0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1-8174,3,24,1-8174,45,0,0,0,0.0,0.0
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,1-2178,6,8,1-2178,12,0,0,0,0.0,0.0
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,1-0405,1,23,1-0405,64,0,0,0,0.0,0.0
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,1-7722,11,1,1-7722,60,0,0,0,0.0,0.0
93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,1-20003,1,23,1-20003,21,0,0,0,0.0,0.0
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1-19598,18,6,1-19598,11,0,0,0,0.0,0.0
69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,1-18498,10,11,1-18498,13,0,0,0,0.0,0.0
60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,1-18202,18,6,1-18202,23,0,0,0,0.0,0.0
503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,1-9076,2,21,1-9076,9,0,0,0,0.0,0.0
491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,MLG09,3,24,MLG09,125,0,0,0,0.0,0.0
556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,1-10951,7,17,1-10951,1,0,0,0,0.0,0.0
555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,1-3646,16,9,1-3646,7,0,0,0,0.0,0.0
561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,1-9455,13,13,1-9455,2,0,0,0,0.0,0.0
559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,1-5914,3,24,1-5914,3,0,0,0,0.0,0.0
564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,1-9034,4,20,1-9034,3,0,0,0,0.0,0.0
565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,1-19927,13,13,1-19927,1,0,0,0,0.0,0.0
