,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
34,1-8910,10,1-8910,14,137,52,0,11,62.68906074762344,0.4575843850191492
35,1-1350,10,1-1350,2,195,49,0,41,88.84104460477829,0.4555951005373245
36,1-5413,16,1-5413,10,39,7,0,11,17.689060747623444,0.4535656601954729
37,1-8084,5,1-8084,11,82,3,0,35,37.01064783334732,0.4513493638213088
38,1-7182,8,1-7182,5,22,5,0,5,9.858663976192474,0.4481210898269306
39,1-1827,15,1-1827,3,24,0,0,11,10.689060747623444,0.4453775311509768
40,1-6181,9,1-6181,1,659,99,0,193,286.5444294810295,0.4348170401836563
41,MLG41,2,MLG41,9,66,17,0,12,28.66079354286194,0.4342544476191203
42,1-1850,4,1-1850,18,30,13,0,0,13.0,0.4333333333333333
43,1-6035,8,1-6035,21,23,8,0,2,9.94346559047699,0.4323245908903039
44,1-2034,3,1-2034,19,16,4,0,3,6.915198385715485,0.4321998991072178
45,1-6098,5,1-6098,11,1327,192,0,392,572.91925573349,0.4317402077871062
46,MLG49,15,MLG49,3,185,26,0,55,79.44530373811722,0.429434074260093
47,1-7614,4,1-7614,18,72,26,0,5,30.858663976192474,0.4285925552248955
48,1-8341,7,1-8341,14,197,8,0,78,83.7951580286026,0.4253561321248863
49,1-7213,9,1-7213,1,23,2,0,8,9.77386236190796,0.4249505374742591
50,1-9227,7,1-9227,14,801,41,0,308,340.2937009334564,0.4248360810654886
51,1-3033,11,1-3033,4,7,2,0,1,2.971732795238495,0.4245332564626421
52,1-4355,4,1-4355,18,49,11,0,10,20.71732795238495,0.4228026112731622
53,1-18709,8,1-18709,10,33,12,0,2,13.94346559047699,0.4225292603174845
54,72-12171,12,72-12171,14,19,6,0,2,7.94346559047699,0.4180771363408942
55,1-9185,8,1-9185,5,31,10,0,3,12.915198385715485,0.4166193027650156
56,1-5799,18,1-5799,21,7,0,0,3,2.9151983857154846,0.4164569122450692
57,MLG48,22,MLG48,6,159,0,0,68,66.07783007621765,0.4155838369573437
58,1-19448,11,1-19448,4,45,8,0,11,18.689060747623444,0.4153124610582987
59,1-9630,13,1-9630,16,33,3,0,11,13.689060747623444,0.4148200226552558
60,1-8551,7,1-8551,14,38,4,0,12,15.660793542861938,0.4121261458647878
61,1-7004,3,1-7004,19,381,85,0,74,156.90822684764862,0.4118326163980279
62,1-9808,9,1-9808,1,74,10,0,21,30.406388700008392,0.410897144594708
63,1-9379,2,1-9379,9,58,16,0,8,23.77386236190796,0.4098941786535855
64,1-0027,5,1-0027,11,29,7,0,5,11.858663976192474,0.4089194474549129
65,MLG30,9,MLG30,1,208,41,0,45,84.72797578573227,0.4073460374314051
66,1-9055,12,1-9055,15,12,1,0,4,4.88693118095398,0.4072442650794983
67,1-5161,11,1-5161,4,12,1,0,4,4.88693118095398,0.4072442650794983
68,MLG02,9,MLG02,1,320,30,0,103,130.08847790956497,0.4065264934673905
69,MLG11,4,MLG11,18,87,12,0,24,35.32158708572388,0.4059952538588951
70,1-9946,18,1-9946,21,12,0,0,5,4.858663976192474,0.4048886646827062
71,MLG60,8,MLG60,5,47,17,0,2,18.94346559047699,0.4030524593718508
72,1-13247,14,1-13247,17,29,0,0,12,11.660793542861938,0.4020963290642048
73,1-6693,5,1-6693,11,98,18,0,22,39.37812149524689,0.4018175662780294
74,1-0358,14,1-0358,17,22,3,0,6,8.83039677143097,0.4013816714286804
75,1-9836,14,1-9836,17,5,2,0,0,2.0,0.4
76,1-9518,9,1-9518,1,22,1,0,8,8.773862361907959,0.3988119255412709
77,1-8066,9,1-8066,1,86,9,0,26,34.26505267620087,0.3984308450721031
78,1-8634,8,1-8634,5,10,3,0,1,3.971732795238495,0.3971732795238495
79,1-5654,11,1-5654,4,15,3,0,3,5.915198385715485,0.394346559047699
80,1-17790,9,1-17790,1,5,1,0,1,1.9717327952384949,0.394346559047699
81,1-4136,4,1-4136,18,5,1,0,1,1.9717327952384949,0.394346559047699
82,1-6061,5,1-6061,11,40,6,0,10,15.717327952384949,0.3929331988096237
83,1-9576,3,1-9576,19,10,1,0,3,3.9151983857154846,0.3915198385715485
84,1-1770,11,1-1770,4,35,2,0,12,13.660793542861938,0.3903083869389125
85,1-6296,9,1-6296,1,254,33,0,68,99.07783007621764,0.3900701971504632
86,1-3083,16,1-3083,4,78,10,0,21,30.406388700008392,0.3898254961539537
87,1-4634,5,1-4634,11,48,8,0,11,18.689060747623444,0.3893554322421551
88,1-3217,7,1-3217,14,5,0,0,2,1.9434655904769893,0.3886931180953979
89,MLG75,8,MLG75,5,185,65,0,7,71.80212956666946,0.3881196192792944
90,1-1258,12,1-1258,15,435,98,0,72,167.96476125717163,0.386125887947521
91,1-18994,3,1-18994,19,28,0,0,11,10.689060747623444,0.3817521695579801
92,1-6858,18,1-6858,21,23,1,0,8,8.773862361907959,0.3814722766046938
93,1-10539,15,1-10539,3,63,20,0,4,23.88693118095398,0.3791576377929203
94,1-7819,11,1-7819,4,59,0,0,23,22.349854290485386,0.3788110896692437
95,1-0031,11,1-0031,4,13,2,0,3,4.915198385715485,0.3780921835165757
96,1-2103,18,1-2103,21,26,4,0,6,9.83039677143097,0.3780921835165757
97,1-9496,1,1-9496,8,39,2,0,13,14.632526338100432,0.3751929830282162
98,1-9770,17,1-9770,20,50,9,0,10,18.71732795238495,0.374346559047699
99,1-0205,7,1-0205,14,34,3,0,10,12.717327952384949,0.3740390574230867
100,1-9345,16,1-9345,10,47,3,0,15,17.575991928577423,0.3739572750761153
101,1-4098,9,1-4098,1,16,4,0,2,5.94346559047699,0.3714665994048118
102,1-0129,18,1-0129,21,142,8,0,46,52.69970858097077,0.3711247083166955
103,1-7140,9,1-7140,1,397,41,0,109,146.91887468099594,0.3700727321939444
104,1-1833,17,1-1833,20,124,34,0,12,45.66079354286194,0.368232205990822
105,1-4682,18,1-4682,21,16,2,0,4,5.88693118095398,0.3679331988096237
106,1-9806,9,1-9806,1,8,1,0,2,2.9434655904769897,0.3679331988096237
107,1-3587,8,1-3587,5,46,14,0,3,16.915198385715485,0.3677217040372931
108,1-0053,5,1-0053,11,142,23,0,30,52.151983857154846,0.3672674919517947
109,1-6240,11,1-6240,4,698,82,0,179,255.94017034769053,0.3666764618161756
110,1-2382,16,1-2382,10,139,15,0,37,50.95411342382431,0.3665763555670813
111,1-5531,14,1-5531,17,8,0,0,3,2.9151983857154846,0.3643997982144356
112,1-18371,14,1-18371,17,120,24,0,20,43.4346559047699,0.3619554658730824
113,1-18935,13,1-18935,16,30,5,0,6,10.83039677143097,0.3610132257143656
114,1-8157,14,1-8157,17,75,25,0,2,26.94346559047699,0.3592462078730265
115,1-7024,12,1-7024,15,498,70,0,112,178.83407306671145,0.3591045643909868
116,1-5508,7,1-5508,14,38,0,0,14,13.604259133338928,0.3580068192983928
117,1-5172,18,1-5172,21,120,4,0,40,42.8693118095398,0.3572442650794983
118,1-11329,8,1-11329,5,14,5,0,0,5.0,0.3571428571428571
119,1-9892,14,1-9892,17,22,2,0,6,7.830396771430969,0.3559271259741349
120,1-7874,7,1-7874,14,258,16,0,78,91.7951580286026,0.3557951861573744
121,MLG78,3,MLG78,19,80,6,0,23,28.349854290485386,0.3543731786310672
122,1-8285,16,1-8285,10,72,8,0,18,25.491190314292908,0.3540443099207348
123,1-19166,3,1-19166,19,45,4,0,12,15.660793542861938,0.3480176342858208
124,1-1177,15,1-1177,7,17,3,0,3,5.915198385715485,0.3479528462185579
125,1-5913,9,1-5913,1,14,0,0,5,4.858663976192474,0.347047426870891
126,MLG38,2,MLG38,9,77,11,0,16,26.54772472381592,0.344775645763843
127,1-8398,3,1-8398,19,54,3,0,16,18.54772472381592,0.3434763837743688
128,1-9697,22,1-9697,6,20,0,0,7,6.802129566669464,0.3401064783334732
129,1-0272,3,1-0272,10,111,22,0,16,37.54772472381592,0.3382677903046479
130,1-1462,7,1-1462,14,192,12,0,54,64.47357094287872,0.3357998486608267
131,MLG63,13,MLG63,16,380,50,0,79,126.7668908238411,0.3335970811153713
132,1-8493,18,1-8493,21,38,1,0,12,12.660793542861938,0.3331787774437352
133,1-5877,18,1-5877,21,79,2,0,25,26.29331988096237,0.3328268339362326
134,1-3523,4,1-3523,18,543,122,0,60,180.3039677143097,0.332051505919539
135,1-5744,11,1-5744,4,18,5,0,1,5.971732795238495,0.3317629330688053
136,1-8705,8,1-8705,5,48,12,0,4,15.88693118095398,0.3309777329365412
137,1-4417,9,1-4417,1,151,14,0,37,49.95411342382431,0.3308219432041345
138,1-6561,18,1-6561,21,65,4,0,18,21.491190314292908,0.3306336971429678
139,MLG06,17,MLG06,20,18,4,0,2,5.94346559047699,0.3301925328042772
140,1-4842,9,1-4842,1,6,1,0,1,1.9717327952384949,0.3286221325397491
141,1-9436,5,1-9436,11,21,3,0,4,6.88693118095398,0.3279491038549514
142,1-3206,4,1-3206,18,45,6,0,9,14.745595157146454,0.3276798923810323
143,1-9870,9,1-9870,1,27,3,0,6,8.83039677143097,0.3270517322752211
144,MLG67,12,MLG67,15,27,3,0,6,8.83039677143097,0.3270517322752211
145,1-8622,9,1-8622,1,54,1,0,17,17.519457519054413,0.3244343985010076
146,1-1570,18,1-1570,21,142,14,0,33,46.06718224287033,0.3244167763582418
147,1-10762,18,1-10762,21,6,0,0,2,1.9434655904769893,0.323910931746165
148,1-3176,11,1-3176,4,3,0,0,1,0.9717327952384948,0.323910931746165
149,1-4499,18,1-4499,21,12,0,0,4,3.88693118095398,0.323910931746165
150,1-9034,3,1-9034,19,3,0,0,1,0.9717327952384948,0.323910931746165
151,1-20012,5,1-20012,11,12,0,0,4,3.88693118095398,0.323910931746165
152,MLG72,20,MLG72,7,9,0,0,3,2.9151983857154846,0.323910931746165
153,1-7599,22,1-7599,6,3,0,0,1,0.9717327952384948,0.323910931746165
154,1-1935,9,1-1935,1,12,0,0,4,3.88693118095398,0.323910931746165
155,1-5914,9,1-5914,1,3,0,0,1,0.9717327952384948,0.323910931746165
156,1-6594,18,1-6594,21,70,0,0,23,22.349854290485386,0.3192836327212197
157,1-2324,8,1-2324,5,25,6,0,2,7.94346559047699,0.3177386236190795
158,1-3516,20,1-3516,7,156,0,0,51,49.55837255716324,0.317681875366431
159,1-18558,4,1-18558,18,307,78,0,20,97.4346559047699,0.317376729331498
160,1-5355,18,1-5355,21,53,6,0,11,16.689060747623444,0.3148879386344046
161,1-8100,8,1-8100,5,19,5,0,1,5.971732795238495,0.3143017260651839
162,MLG84,10,MLG84,2,63,8,0,12,19.66079354286194,0.3120760879819355
163,1-2282,17,1-2282,20,219,42,0,27,68.23678547143936,0.3115834953033761
164,1-3265,4,1-3265,18,19,3,0,3,5.915198385715485,0.3113262308271308
165,1-19004,9,1-19004,1,60,7,0,12,18.66079354286194,0.3110132257143656
166,1-18615,11,1-18615,4,22,1,0,6,6.830396771430969,0.3104725805195895
167,1-3141,18,1-3141,21,136,10,0,33,42.06718224287033,0.3093175164916936
168,1-9137,2,1-9137,9,111,3,0,32,34.09544944763184,0.3071662112399264
169,1-1972,10,1-1972,2,32,2,0,8,9.77386236190796,0.3054331988096237
170,1-8503,20,1-8503,7,16,0,0,5,4.858663976192474,0.3036664985120296
171,1-4052,17,1-4052,20,13,2,0,2,3.9434655904769897,0.3033435069597684
172,1-11350,4,1-11350,18,100,27,0,3,29.915198385715485,0.2991519838571548
173,MLG33,17,MLG33,20,20,5,0,1,5.971732795238495,0.2985866397619247
174,1-2400,20,1-2400,7,49,0,0,15,14.575991928577425,0.2974692230321923
175,1-8826,15,1-8826,14,123,18,0,19,36.4629231095314,0.2964465293457837
176,1-5626,18,1-5626,21,125,4,0,34,37.038915038108826,0.2963113203048706
177,1-8646,13,1-8646,16,20,3,0,3,5.915198385715485,0.2957599192857742
178,MLG31,22,MLG31,6,33,0,0,10,9.717327952384949,0.2944644834056045
179,1-7744,9,1-7744,1,37,6,0,5,10.858663976192474,0.2934774047619587
180,1-4020,11,1-4020,4,37,2,0,9,10.745595157146454,0.2904214907336879
181,MLG46,16,MLG46,10,17,2,0,3,4.915198385715485,0.2891293168067932
182,1-3534,20,1-3534,7,279,0,0,83,80.65382200479507,0.2890817993003408
183,1-9850,7,1-9850,14,27,0,0,8,7.773862361907959,0.2879208282188133
184,MLG15,2,MLG15,9,105,3,0,28,30.208518266677856,0.2877001739683605
185,1-9651,15,1-9651,3,38,7,0,4,10.88693118095398,0.2864981889724731
186,1-9447,9,1-9447,1,7,2,0,0,2.0,0.2857142857142857
187,1-9667,18,1-9667,21,14,1,0,3,3.9151983857154846,0.279657027551106
188,MLG35,18,MLG35,21,49,1,0,13,13.632526338100432,0.2782148232265394
189,MLG51,15,MLG51,3,248,32,0,38,68.9258462190628,0.2779267992704145
190,1-18377,7,1-18377,14,14,0,0,4,3.88693118095398,0.2776379414967128
191,1-7995,11,1-7995,4,14,0,0,4,3.88693118095398,0.2776379414967128
192,1-11206,18,1-11206,21,14,0,0,4,3.88693118095398,0.2776379414967128
193,1-8928,17,1-8928,20,39,4,0,7,10.802129566669464,0.2769776811966529
194,1-7152,20,1-7152,7,109,0,0,31,30.12371665239334,0.2763643729577371
195,1-18714,10,1-18714,2,32,2,0,7,8.802129566669464,0.2750665489584207
196,1-10785,12,1-10785,15,279,25,0,53,76.50183814764023,0.2742001367298933
197,1-9768,3,1-9768,19,241,28,0,39,65.8975790143013,0.2734339378186776
198,1-4747,18,1-4747,21,25,1,0,6,6.830396771430969,0.2732158708572387
199,1-9887,9,1-9887,1,36,3,0,7,9.802129566669464,0.2722813768519295
200,1-8400,2,1-8400,9,33,8,0,1,8.971732795238495,0.2718706907648028
201,1-9495,1,1-9495,8,18,0,0,5,4.858663976192474,0.2699257764551375
202,1-2573,13,1-2573,16,37,4,0,6,9.83039677143097,0.265686399227864
203,1-8906,4,1-8906,18,15,3,0,1,3.971732795238495,0.264782186349233
204,1-6900,12,1-6900,15,67,8,0,10,17.71732795238495,0.2644377306326111
205,1-3564,18,1-3564,21,41,4,0,7,10.802129566669464,0.2634665747968162
206,1-6611,20,1-6611,7,89,0,0,24,23.32158708572388,0.2620403043339761
207,1-8529,3,1-8529,19,56,2,0,13,14.632526338100432,0.2612951131803648
208,1-3106,5,1-3106,11,34,3,0,6,8.83039677143097,0.2597175521009108
209,1-5803,14,1-5803,17,15,0,0,4,3.88693118095398,0.259128745396932
210,1-3596,17,1-3596,20,223,39,0,19,57.4629231095314,0.2576812695494682
211,1-8488,4,1-8488,18,23,3,0,3,5.915198385715485,0.2571825385093689
212,1-19915,18,1-19915,21,62,10,0,6,15.83039677143097,0.2553289801843704
213,MLG39,16,MLG39,10,23,1,0,5,5.858663976192474,0.2547245207040206
214,1-6532,18,1-6532,21,27,2,0,5,6.858663976192474,0.2540245917108323
215,1-3509,9,1-3509,1,35,5,0,4,8.88693118095398,0.253912319455828
216,1-17907,20,1-17907,7,119,0,0,31,30.12371665239334,0.2531404760705323
217,1-3589,24,1-3589,12,27,0,0,7,6.802129566669464,0.2519307246914616
218,1-10444,14,1-10444,17,8,2,0,0,2.0,0.25
219,1-9646,4,1-9646,18,105,0,0,27,26.23678547143936,0.2498741473470415
220,1-5981,4,1-5981,18,28,5,0,2,6.94346559047699,0.2479809139456067
221,1-8222,9,1-8222,1,12,2,0,1,2.971732795238495,0.2476443996032079
222,1-5891,11,1-5891,4,96,14,0,10,23.71732795238495,0.2470554995040098
223,1-9861,9,1-9861,1,8,1,0,1,1.9717327952384949,0.2464665994048118
224,1-9963,18,1-9963,21,116,6,0,23,28.349854290485386,0.2443952956076326
225,1-6216,8,1-6216,5,45,10,0,1,10.971732795238497,0.2438162843386332
226,1-21192,24,1-21192,12,4,0,0,1,0.9717327952384948,0.2429331988096237
227,1-8532,9,1-8532,1,4,0,0,1,0.9717327952384948,0.2429331988096237
228,1-4494,24,1-4494,12,16,0,0,4,3.88693118095398,0.2429331988096237
229,1-8093,5,1-8093,11,4,0,0,1,0.9717327952384948,0.2429331988096237
230,1-19813,13,1-19813,16,20,0,0,5,4.858663976192474,0.2429331988096237
231,1-5929,7,1-5929,14,4,0,0,1,0.9717327952384948,0.2429331988096237
232,1-8590,13,1-8590,16,24,0,0,6,5.830396771430969,0.2429331988096237
233,1-19286,22,1-19286,6,40,0,0,10,9.717327952384949,0.2429331988096237
234,1-7845,22,1-7845,3,36,0,0,9,8.745595157146454,0.2429331988096237
235,1-1580,4,1-1580,18,400,57,0,41,96.84104460477828,0.2421026115119457
236,1-7866,4,1-7866,18,318,64,0,13,76.63252633810043,0.2409827872267309
237,1-5515,13,1-5515,5,29,4,0,3,6.915198385715485,0.2384551167488098
238,MLG55,17,MLG55,20,92,19,0,3,21.915198385715485,0.2382086781056031
239,MLG08,11,MLG08,4,107,2,0,24,25.32158708572388,0.2366503465955502
240,MLG62,2,MLG62,9,525,45,0,80,122.7386236190796,0.2337878545125325
241,1-18613,11,1-18613,4,25,0,0,6,5.830396771430969,0.2332158708572387
242,1-9156,14,1-9156,17,268,18,0,45,61.72797578573227,0.2303282678572099
243,1-8397,18,1-8397,21,51,1,0,11,11.689060747623444,0.229197269561244
244,1-20167,5,1-20167,11,56,6,0,7,12.802129566669464,0.228609456547669
245,1-1005,5,1-1005,11,125,10,0,19,28.462923109531403,0.2277033848762512
246,1-8938,20,1-8938,7,30,0,0,7,6.802129566669464,0.2267376522223154
247,1-6734,12,1-6734,15,44,6,0,4,9.88693118095398,0.2247029813853177
248,1-5214,8,1-5214,5,40,8,0,1,8.971732795238495,0.2242933198809623
249,1-20791,16,1-20791,10,13,0,0,3,2.9151983857154846,0.2242460296704219
250,1-7964,9,1-7964,1,202,18,0,28,45.208518266677856,0.2238045458746428
251,1-0055,8,1-0055,5,18,4,0,0,4.0,0.2222222222222222
252,1-7058,15,1-7058,3,80,9,0,9,17.745595157146454,0.2218199394643306
253,1-7070,15,1-7070,3,129,8,0,21,28.406388700008392,0.2202045635659565
254,1-1769,1,1-1769,8,89,5,0,15,19.575991928577423,0.2199549654896339
255,1-7863,12,1-7863,15,351,49,0,29,77.18025106191635,0.2198867551621548
256,1-4700,20,1-4700,7,31,0,0,7,6.802129566669464,0.2194235344086924
257,1-2545,4,1-2545,18,145,24,0,8,31.77386236190796,0.2191300852545376
258,1-3312,1,1-3312,8,36,3,0,5,7.858663976192474,0.218296221560902
259,MLG14,22,MLG14,6,232,0,0,52,50.53010535240173,0.2178021782431109
260,1-9283,16,1-9283,10,235,11,0,41,50.84104460477829,0.216344870658631
261,1-3362,20,1-3362,7,117,0,0,26,25.265052676200867,0.2159406211641099
262,1-8067,1,1-8067,8,322,6,0,65,69.16263169050217,0.2147907816475222
263,1-5036,25,1-5036,1,14,3,0,0,3.0,0.2142857142857142
264,1-1989,11,1-1989,4,46,4,0,6,9.83039677143097,0.2137042776398036
265,1-7496,20,1-7496,7,246,0,0,54,52.47357094287872,0.2133071989547915
266,1-11330,5,1-11330,11,14,2,0,1,2.971732795238495,0.212266628231321
267,1-4640,20,1-4640,7,87,0,0,19,18.462923109531403,0.212217507006108
268,1-1957,14,1-1957,17,47,6,0,4,9.88693118095398,0.2103602378926378
269,1-20578,2,1-20578,9,19,3,0,1,3.971732795238495,0.2090385681704471
270,1-8450,13,1-8450,16,52,4,0,7,10.802129566669464,0.2077332608974897
271,1-9444,5,1-9444,11,24,4,0,1,4.971732795238495,0.2071555331349373
272,1-9500,18,1-9500,21,33,1,0,6,6.830396771430969,0.206981720346393
273,MLG53,12,MLG53,15,91,12,0,7,18.802129566669464,0.2066168084249391
274,1-18603,16,1-18603,10,19,1,0,3,3.9151983857154846,0.2060630729323939
275,1-3068,8,1-3068,5,180,33,0,4,36.88693118095398,0.2049273954497443
276,1-8094,11,1-8094,4,58,7,0,5,11.858663976192474,0.2044597237274564
277,MLG37,16,MLG37,10,116,8,0,16,23.54772472381592,0.2029976269294475
278,1-9333,14,1-9333,17,102,8,0,13,20.63252633810044,0.2022796699813768
279,MLG65,2,MLG65,9,201,21,0,20,40.4346559047699,0.201167442312288
280,1-4760,4,1-4760,18,40,8,0,0,8.0,0.2
281,1-6980,18,1-6980,21,128,6,0,20,25.434655904769897,0.1987082492560148
282,1-9839,18,1-9839,21,20,2,0,2,3.9434655904769897,0.1971732795238495
283,1-8181,5,1-8181,11,30,2,0,4,5.88693118095398,0.1962310393651326
284,1-9971,12,1-9971,15,15,1,0,2,2.9434655904769897,0.1962310393651326
285,1-10038,17,1-10038,20,76,9,0,6,14.83039677143097,0.1951367996240917
286,1-8627,22,1-8627,6,25,0,0,5,4.858663976192474,0.1943465590476989
287,1-7521,9,1-7521,1,10,0,0,2,1.9434655904769893,0.1943465590476989
288,1-8566,22,1-8566,6,5,0,0,1,0.9717327952384948,0.1943465590476989
289,1-5990,9,1-5990,1,5,0,0,1,0.9717327952384948,0.1943465590476989
290,1-8379,18,1-8379,21,5,0,0,1,0.9717327952384948,0.1943465590476989
291,1-6692,14,1-6692,17,71,2,0,12,13.660793542861938,0.1924055428572104
292,1-8042,4,1-8042,18,52,10,0,0,10.0,0.1923076923076923
293,1-9794,14,1-9794,17,46,3,0,6,8.83039677143097,0.191965147205021
294,1-6787,5,1-6787,11,56,2,0,9,10.745595157146454,0.1918856278061866
295,1-8573,14,1-8573,17,184,10,0,26,35.26505267620087,0.1916578949793525
296,1-3584,18,1-3584,21,26,3,0,2,4.94346559047699,0.1901332919414226
297,1-9115,8,1-9115,5,16,3,0,0,3.0,0.1875
298,1-8427,15,1-8427,3,189,14,0,22,35.37812149524689,0.1871858280171792
299,1-5163,17,1-5163,20,16,2,0,1,2.971732795238495,0.1857332997024059
300,1-9497,5,1-9497,11,150,15,0,13,27.63252633810044,0.1842168422540029
301,1-3089,22,1-3089,6,16,0,0,3,2.9151983857154846,0.1821998991072178
302,1-7807,20,1-7807,7,239,0,0,44,42.756242990493774,0.1788964141861664
303,1-19547,20,1-19547,7,66,0,0,12,11.660793542861938,0.1766786900433627
304,1-4390,17,1-4390,20,45,6,0,2,7.94346559047699,0.1765214575661553
305,1-8267,20,1-8267,7,133,0,0,24,23.32158708572388,0.1753502788400291
306,1-3639,17,1-3639,20,17,2,0,1,2.971732795238495,0.1748078114846173
307,1-8172,2,1-8172,19,40,6,0,1,6.971732795238495,0.1742933198809623
308,1-1250,15,1-1250,3,34,3,0,3,5.915198385715485,0.1739764231092789
309,1-5282,14,1-5282,17,17,1,0,2,2.9434655904769897,0.1731450347339405
310,1-8074,14,1-8074,9,145,11,0,14,24.604259133338928,0.169684545747165
311,1-9110,10,1-9110,2,29,2,0,3,4.915198385715485,0.1694895995074305
312,1-9553,18,1-9553,21,23,0,0,4,3.88693118095398,0.1689970078675643
313,1-7066,7,1-7066,14,23,0,0,4,3.88693118095398,0.1689970078675643
314,1-9498,17,1-9498,20,64,3,0,8,10.77386236190796,0.1683415994048118
315,1-7752,11,1-7752,4,29,0,0,5,4.858663976192474,0.1675401371100853
316,1-6543,4,1-6543,18,12,2,0,0,2.0,0.1666666666666666
317,1-1191,20,1-1191,7,53,0,0,9,8.745595157146454,0.1650112293801217
318,1-18004,5,1-18004,11,12,1,0,1,1.9717327952384949,0.1643110662698745
319,1-9902,9,1-9902,1,30,2,0,3,4.915198385715485,0.1638399461905161
320,1-9504,9,1-9504,1,30,2,0,3,4.915198385715485,0.1638399461905161
321,1-9549,14,1-9549,17,18,1,0,2,2.9434655904769897,0.1635258661376105
322,1-3108,13,1-3108,16,18,1,0,2,2.9434655904769897,0.1635258661376105
323,1-9578,10,1-9578,2,42,0,0,7,6.802129566669464,0.1619554658730825
324,1-1390,17,1-1390,20,98,8,0,8,15.77386236190796,0.1609577792031424
325,1-6647,12,1-6647,15,62,6,0,4,9.88693118095398,0.1594666319508706
326,1-8576,9,1-8576,1,55,0,0,9,8.745595157146454,0.1590108210390264
327,MLG50,22,MLG50,6,319,0,0,52,50.53010535240173,0.1584015841768079
328,1-19229,25,1-19229,13,38,6,0,0,6.0,0.1578947368421052
329,1-9650,1,1-9650,8,25,2,0,2,3.9434655904769897,0.1577386236190796
330,1-10468,1,1-10468,8,549,21,0,65,84.16263169050217,0.1533016970683099
331,1-7204,4,1-7204,13,26,3,0,1,3.971732795238495,0.152758953663019
332,1-1204,17,1-1204,20,39,4,0,2,5.94346559047699,0.1523965536019741
333,MLG12,15,MLG12,3,146,9,0,13,21.63252633810044,0.1481679886171262
334,1-6718,14,1-6718,17,20,1,0,2,2.9434655904769897,0.1471732795238494
335,1-4531,18,1-4531,21,94,6,0,8,13.77386236190796,0.1465304506585953
336,1-2701,14,1-2701,17,61,2,0,7,8.802129566669464,0.1442972060109748
337,1-8421,18,1-8421,21,109,4,0,12,15.660793542861938,0.1436770049803847
338,1-7321,8,1-7321,5,7,1,0,0,1.0,0.1428571428571428
339,1-8188,15,1-8188,3,140,6,0,14,19.604259133338928,0.1400304223809923
340,1-0037,17,1-0037,20,35,1,0,4,4.88693118095398,0.1396266051701137
