Unnamed: 0,Unnamed: 0.1,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,1-9416,19,19,1-9416,13,6,0,4,6.3446738719940186,0.4880518363072322
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,1-7807,21,7,1-7807,239,109,0,30,111.58505403995514,0.46688307129688345
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,18,10,1-0292,99,45,0,4,45.34467387199402,0.4580270088080204
439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,MLG72,7,8,MLG72,9,4,0,0,4.0,0.4444444444444444
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,7,8,1-9491,80,34,0,15,35.29252701997757,0.4411565877497196
544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,1-5799,5,12,1-5799,7,3,0,1,3.0861684679985046,0.4408812097140721
265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,1-11330,22,2,1-11330,14,6,0,0,6.0,0.42857142857142855
540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,1-5413,18,10,1-5413,39,16,0,6,16.517010807991028,0.4235130976407956
211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,1-5406,7,8,1-5406,10,4,0,0,4.0,0.4
532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,1-19447,7,8,1-19447,15,6,0,0,6.0,0.4
444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,1-3217,1,14,1-3217,5,2,0,0,2.0,0.4
497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,1-8493,8,6,1-8493,38,13,0,23,14.981874763965607,0.3942598622096212
453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,1-8397,1,14,1-8397,51,20,0,1,20.086168467998505,0.39384644054899026
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,5,12,1-4052,13,5,0,1,5.086168467998505,0.39124372830757725
551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,1-9838,1,14,1-9838,3,1,0,2,1.1723369359970093,0.39077897866566974
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,8,6,1-4355,49,18,0,13,19.12019008398056,0.39020796089756243
310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,1-4855,5,12,1-4855,22,8,0,5,8.430842339992523,0.3832201063632965
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3509,7,8,1-3509,35,12,0,9,12.775516211986542,0.3650147489139012
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-5981,4,20,1-5981,28,10,0,1,10.086168467998505,0.36022030242851805
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,8,6,1-11350,100,34,0,16,35.378695487976074,0.35378695487976075
558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,1-0055,17,4,1-0055,18,6,0,4,6.3446738719940186,0.3524818817774455
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,22,2,1-9286,81,28,0,5,28.430842339992523,0.3509980535801546
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,1-8488,4,20,1-8488,23,8,0,0,8.0,0.34782608695652173
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,1-1827,21,7,1-1827,24,8,0,4,8.344673871994019,0.3476947446664174
456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,1-8186,5,12,1-8186,26,9,0,0,9.0,0.34615384615384615
480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,1-1005,5,12,1-1005,125,42,0,10,42.861684679985046,0.34289347743988036
476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,1-19205,18,10,1-19205,12,4,0,1,4.086168467998505,0.34051403899987537
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-6532,19,19,1-6532,27,9,0,2,9.17233693599701,0.33971618281470406
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,1-8124,12,18,1-8124,18,6,0,1,6.086168467998505,0.3381204704443614
248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,1-2400,11,21,1-2400,49,16,0,6,16.517010807991028,0.33708185322430667
361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,1-0008,8,6,1-0008,230,63,0,165,77.21779721975327,0.33572955312936203
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1-9946,1,14,1-9946,12,4,0,0,4.0,0.3333333333333333
496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,1-3176,11,21,1-3176,3,1,0,0,1.0,0.3333333333333333
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,13,16,1-9938,55,17,0,15,18.29252701997757,0.33259140036322854
369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,1-6594,11,21,1-6594,70,23,0,3,23.258505403995514,0.3322643629142216
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,19,19,1-1608,307,98,0,41,101.53290718793869,0.3307260820454029
458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,1-7182,8,6,1-7182,22,7,0,3,7.258505403995514,0.3299320638179779
230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,1-3089,10,13,1-3089,16,5,0,3,5.258505403995514,0.3286565877497196
461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,1-9651,1,14,1-9651,38,12,0,4,12.344673871994019,0.3248598387366847
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,7,8,MLG30,208,63,0,43,66.7052441239357,0.3206982890573832
84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,1-18714,20,5,1-18714,32,10,0,2,10.17233693599701,0.31788552924990654
167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,1-4929,1,14,1-4929,10,3,0,2,3.1723369359970093,0.31723369359970094
241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,1-19448,10,13,1-19448,45,13,0,13,14.12019008398056,0.31378200186623467
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,1,14,1-9270,128,37,0,35,40.01589637994766,0.3126241904683411
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,1-9997,22,2,1-9997,16,5,0,0,5.0,0.3125
219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,1-5653,13,16,1-5653,11,3,0,5,3.430842339992523,0.3118947581811385
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,1-3587,4,20,1-3587,46,14,0,3,14.258505403995514,0.30996750878251117
273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,1-3589,5,12,1-3589,27,8,0,4,8.344673871994019,0.3090619952590377
69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,1-18498,9,9,1-18498,13,4,0,0,4.0,0.3076923076923077
393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,1-7819,19,19,1-7819,59,17,0,9,17.77551621198654,0.30127993579638207
313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,1-7521,18,10,1-7521,10,3,0,0,3.0,0.3
415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,1-1957,18,10,1-1957,47,13,0,12,14.034021615982056,0.2985962045953629
237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,1-9667,1,14,1-9667,14,4,0,2,4.172336935997009,0.2980240668569292
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,12,18,MLG50,319,91,0,47,95.04991799592972,0.29796212537909
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1-7964,11,21,1-7964,202,58,0,24,60.06804323196411,0.29736655065328765
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,18,10,MLG60,47,13,0,11,13.947853147983551,0.29676283293582023
560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,1-0027,20,5,1-0027,29,8,0,7,8.603179275989532,0.2966613543444666
494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,1-3265,15,3,1-3265,19,5,0,7,5.6031792759895325,0.2949041724205017
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,6,15,1-18709,33,9,0,8,9.689347743988037,0.2936165983026678
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,17,4,MLG59,71,19,0,20,20.723369359970093,0.2918784416897196
536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,1-9971,5,12,1-9971,15,4,0,4,4.3446738719940186,0.28964492479960124
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1-7770,10,13,1-7770,11,3,0,2,3.1723369359970093,0.28839426690881903
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,1-1015,21,7,1-1015,155,44,0,8,44.68934774398804,0.2883183725418583
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,20,5,1-7682,141,37,0,40,40.446738719940186,0.28685630297829917
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,1-17907,21,7,1-17907,119,33,0,13,34.12019008398056,0.2867242864200047
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,18,10,MLG31,33,9,0,5,9.430842339992523,0.28578310121189465
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,1-7341,6,15,1-7341,110,27,0,40,30.446738719940186,0.27678853381763807
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,22,2,MLG45,70,19,0,4,19.34467387199402,0.27635248388562883
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,1-8705,5,12,1-8705,48,13,0,2,13.17233693599701,0.27442368616660434
170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,1-5043,1,14,1-5043,123,32,0,20,33.72336935997009,0.2741737346339032
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,1-8095,10,13,1-8095,46,12,0,7,12.603179275989532,0.2739821581736855
89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,1-18004,12,18,1-18004,12,3,0,3,3.258505403995514,0.27154211699962616
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,8,6,MLG65,201,53,0,18,54.55103242397308,0.2713981712635477
392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,1-9609,20,5,1-9609,25,6,0,9,6.775516211986542,0.27102064847946167
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,1-9496,1,14,1-9496,39,10,0,2,10.17233693599701,0.26082915220505154
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,1-10038,8,6,1-10038,76,19,0,6,19.517010807991028,0.2568027737893556
381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,1-2335,10,13,1-2335,145,33,0,49,37.22225493192673,0.2567052064270809
438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,MLG10,7,8,MLG10,60,14,0,15,15.29252701997757,0.2548754503329595
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,19,19,1-8285,72,17,0,15,18.29252701997757,0.25406287527746624
441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,1-19166,7,8,1-19166,45,11,0,5,11.430842339992523,0.2540187186665005
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,1-5626,1,14,1-5626,125,31,0,8,31.689347743988037,0.2535147819519043
452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,1-8529,4,20,1-8529,56,14,0,2,14.17233693599701,0.2530774452856609
430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,1-3141,1,14,1-3141,136,33,0,15,34.29252701997757,0.2521509339704233
522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,1-5282,1,14,1-5282,17,4,0,3,4.258505403995514,0.25050031788208904
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1-8093,15,3,1-8093,4,1,0,0,1.0,0.25
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,8,6,MLG69,576,138,0,61,143.25627654790878,0.24870881345123053
506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,1-6227,18,10,1-6227,52,12,0,10,12.861684679985046,0.24734008999971244
446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,1-3534,21,7,1-3534,279,64,0,54,68.65309727191925,0.2460684490032948
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,1-9752,22,2,1-9752,22,5,0,4,5.3446738719940186,0.24293972145427356
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,10,13,1-6692,71,15,0,26,17.24038016796112,0.24282225588677633
355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,1-9498,13,16,1-9498,64,15,0,5,15.430842339992523,0.24110691156238317
285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,1-18615,19,19,1-18615,22,5,0,3,5.258505403995514,0.239022972908887
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,4,20,1-3523,543,125,0,55,129.73926573991776,0.23893050780831998
447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,1-7152,21,7,1-7152,109,25,0,12,26.034021615982056,0.2388442350090097
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,1,14,1-7058,80,19,0,1,19.086168467998505,0.23857710584998132
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1-9805,1,14,1-9805,26,6,0,2,6.172336935997009,0.23739757446142343
468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,1-6228,9,9,1-6228,48,11,0,4,11.344673871994019,0.2363473723332087
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,22,2,1-2423,79,17,0,18,18.551032423973083,0.23482319524016562
535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,1-5990,5,12,1-5990,5,1,0,2,1.1723369359970093,0.23446738719940186
433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,1-5654,1,14,1-5654,15,3,0,6,3.517010807991028,0.23446738719940186
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,13,16,MLG75,185,41,0,27,43.326548635959625,0.23419756019437635
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,8,6,1-3596,223,48,0,47,52.04991799592972,0.23340770401762206
333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,1-11329,19,19,1-11329,14,3,0,3,3.258505403995514,0.23275038599967957
291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,MLG02,7,8,MLG02,320,69,0,55,73.73926573991776,0.230435205437243
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,18,10,MLG14,232,51,0,27,53.326548635959625,0.22985581308603287
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,12,18,MLG58,71,15,0,14,16.206358551979065,0.22825857115463472
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,7,8,1-8627,25,5,0,8,5.689347743988037,0.2275739097595215
348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,1-17758,8,6,1-17758,40,8,0,12,9.034021615982056,0.22585054039955138
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,19,19,MLG56,511,107,0,92,114.92749905586243,0.2249070431621574
524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,1-9338,13,16,1-9338,29,6,0,6,6.517010807991028,0.22472451062038026
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,20,5,MLG51,248,50,0,64,55.5147819519043,0.22384992722542055
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,1-9156,10,13,1-9156,268,51,0,99,59.53067833185196,0.22212939676064164
514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,1-11206,22,2,1-11206,14,3,0,1,3.0861684679985046,0.22044060485703604
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,1-3564,5,12,1-3564,41,8,0,12,9.034021615982056,0.22034199063370868
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,1-9902,22,2,1-9902,30,6,0,7,6.6031792759895325,0.22010597586631775
396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,1-9963,1,14,1-9963,116,24,0,17,25.46486395597458,0.21952468927564292
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,1-6647,19,19,1-6647,62,11,0,30,13.58505403995514,0.2191137748379861
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,1-7845,10,13,1-7845,36,7,0,10,7.861684679985046,0.21838012999958462
374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,1-6919,14,11,1-6919,43,9,0,4,9.344673871994019,0.21731799702311672
220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,MLG73,8,6,MLG73,10,2,0,2,2.1723369359970093,0.21723369359970093
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,17,4,1-9379,58,12,0,6,12.517010807991028,0.2158105311722591
283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,1-3535,10,13,1-3535,315,59,0,103,67.87535220384598,0.21547730858363803
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,1,14,1-0129,142,28,0,27,30.326548635959625,0.21356724391520862
203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,1-1250,17,4,1-1250,34,7,0,3,7.258505403995514,0.2134854530586916
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,1-9892,18,10,1-9892,22,4,0,8,4.689347743988037,0.21315217018127441
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,1-8988,17,4,1-8988,29,6,0,2,6.172336935997009,0.21283920468955203
464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,1-10060,16,1,1-10060,36,7,0,7,7.6031792759895325,0.21119942433304256
304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,1-19004,7,8,1-19004,60,12,0,7,12.603179275989532,0.21005298793315888
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,1-0033,6,15,1-0033,10,2,0,1,2.0861684679985046,0.20861684679985046
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,MLG39,9,9,MLG39,23,4,0,9,4.775516211986542,0.20763113965158878
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,21,7,1-0272,111,18,0,57,22.911602675914764,0.20641083491815104
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,6,15,1-5980,29,5,0,11,5.947853147983551,0.2050983844132259
351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,1-19229,9,9,1-19229,38,7,0,9,7.775516211986542,0.20461884768385635
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,1-6611,21,7,1-6611,89,17,0,14,18.206358551979065,0.20456582642673107
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,3,17,1-0296,41,7,0,16,8.378695487976074,0.2043584265360018
171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,1-8100,6,15,1-8100,19,3,0,10,3.8616846799850464,0.20324656210447611
232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,1-18371,10,13,1-18371,120,21,0,38,24.274401783943176,0.2022866815328598
411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,MLG15,4,20,MLG15,105,21,0,1,21.086168467998505,0.20082065207617625
277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,1-4051,3,17,1-4051,5,1,0,0,1.0,0.2
275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,1-3216,5,12,1-3216,5,1,0,0,1.0,0.2
298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,1-7019,20,5,1-7019,107,20,0,16,21.378695487976074,0.19980089241099136
340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,1-3362,21,7,1-3362,117,22,0,13,23.12019008398056,0.1976084622562441
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,1-0358,13,16,1-0358,22,4,0,4,4.3446738719940186,0.19748517599972812
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,1-8267,21,7,1-8267,133,25,0,14,26.206358551979065,0.19704028986450425
552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,MLG46,20,5,MLG46,17,3,0,4,3.3446738719940186,0.1967455218820011
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,4,20,1-2103,26,5,0,1,5.086168467998505,0.19562186415378863
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1-8222,12,18,1-8222,12,2,0,4,2.3446738719940186,0.19538948933283487
547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,MLG67,3,17,MLG67,27,5,0,3,5.258505403995514,0.19475945940724126
53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,1-9850,1,14,1-9850,27,5,0,3,5.258505403995514,0.19475945940724126
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,11,21,1-6181,659,118,0,114,127.82320535182953,0.19396541024556832
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,15,3,1-18558,307,52,0,85,59.324319779872894,0.19323882664453712
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,1-8573,11,21,1-8573,184,34,0,18,35.55103242397308,0.19321213273898416
222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,1-4149,7,8,1-4149,16,3,0,1,3.0861684679985046,0.19288552924990654
