Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,17,6,1-8285,72,14,0,13,19.659830510616302,0.27305320153633755
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,16,17,MLG57,629,111,0,137,170.64590615034103,0.271297148092752
411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,MLG15,20,12,MLG15,105,25,0,8,28.482972621917725,0.2712664059230259
478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,1-9394,22,9,1-9394,117,19,0,29,31.62577575445175,0.2703057756790748
368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,1-5197,18,11,1-5197,72,12,0,17,19.401316821575165,0.2694627336329884
393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,1-7819,7,10,1-7819,59,11,0,11,15.789087355136871,0.2676116500870656
514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,1-11206,13,3,1-11206,14,2,0,4,3.7414863109588623,0.26724902221134733
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,21,4,MLG40,51,11,0,6,13.612229466438293,0.26690646012624103
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,13,3,1-3523,543,56,0,202,143.94505870342255,0.26509218914074134
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,13,3,1-4355,49,6,0,16,12.96594524383545,0.26461112742521326
505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,1-4747,6,15,1-4747,25,4,0,6,6.6122294664382935,0.26448917865753174
344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,1-6035,6,15,1-6035,23,3,0,7,6.047601044178009,0.2629391758338265
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,1-5355,10,21,1-5355,53,10,0,9,13.91834419965744,0.2626102679180649
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,MLG48,10,7,MLG48,159,9,0,75,41.65286833047867,0.26196772534892243
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,1,7,MLG31,33,6,0,6,8.612229466438293,0.2609766504981301
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,7,10,1-7024,498,71,0,134,129.3397914171219,0.25971845666088733
319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,1-3584,4,18,1-3584,26,5,0,4,6.741486310958862,0.2592879350368793
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,2,20,1-9938,55,7,0,16,13.96594524383545,0.25392627716064453
497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,1-8493,20,12,1-8493,38,7,0,6,9.612229466438293,0.252953407011534
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,1-17733,18,11,1-17733,74,12,0,15,18.530573666095734,0.2504131576499423
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1-8222,10,7,1-8222,12,3,0,0,3.0,0.25
119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,1-5929,1,2,1-5929,4,1,0,0,1.0,0.25
519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,1-4926,5,8,1-4926,4,1,0,0,1.0,0.25
502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,1-20012,1,2,1-20012,12,3,0,0,3.0,0.25
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,10,7,1-6181,659,102,0,144,164.69350719451904,0.24991427495374666
263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,1-6927,18,11,1-6927,179,26,0,43,44.72097784280777,0.24983786504361882
350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,1-2282,1,2,1-2282,219,48,0,15,54.530573666095734,0.24899805326984353
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,1-8067,18,11,1-8067,322,50,0,69,80.04063886404037,0.2485734126212434
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,1,2,1-2103,26,6,0,1,6.435371577739716,0.24751429145152753
402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,1-5744,9,16,1-5744,18,4,0,1,4.435371577739716,0.24640953209665087
326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,1-8826,11,13,1-8826,123,18,0,28,30.190404176712036,0.24545044046107348
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1-7995,7,10,1-7995,14,3,0,1,3.4353715777397156,0.2453836841242654
237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,1-9667,22,9,1-9667,14,3,0,1,3.4353715777397156,0.2453836841242654
348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,1-17758,14,21,1-17758,40,8,0,4,9.741486310958862,0.24353715777397156
85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,1-8084,4,18,1-8084,82,16,0,9,19.91834419965744,0.2429066365811883
494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,1-3265,13,3,1-3265,19,2,0,6,4.6122294664382935,0.24274891928622597
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,12,5,1-3596,223,30,0,54,53.51006519794464,0.2399554493181374
498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,1-19915,6,15,1-19915,62,7,0,18,14.83668839931488,0.23930142579540128
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,1-8124,22,9,1-8124,18,3,0,3,4.306114733219147,0.2392285962899526
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,1-7467,10,17,1-7467,64,14,0,3,15.306114733219147,0.23915804270654917
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,11,13,1-1462,192,18,0,63,45.42840939760208,0.23660629894584417
170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,1-5043,6,15,1-5043,123,16,0,30,29.061147332191467,0.23626949050562168
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,9,16,1-2294,75,12,0,13,17.659830510616302,0.23546440680821737
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,1-7863,6,15,1-7863,351,48,0,78,81.95898306369781,0.23350137624985132
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,1-1224,18,11,1-1224,151,20,0,35,35.238005220890045,0.2333642729860268
441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,1-19166,9,16,1-19166,45,7,0,8,10.482972621917725,0.23295494715372722
430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,1-3141,6,15,1-3141,136,16,0,36,31.67337679862976,0.23289247646051295
558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,1-0055,7,10,1-0055,18,2,0,5,4.176857888698578,0.23204766048325431
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,12,5,1-0296,41,6,0,8,9.482972621917725,0.231292015168725
351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,1-19229,13,3,1-19229,38,4,0,11,8.789087355136871,0.2312917725036019
301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,1-1177,6,15,1-1177,17,0,0,9,3.91834419965744,0.23049083527396708
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,3,23,P-16616,28,6,0,1,6.435371577739716,0.22983469920498983
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,4,18,MLG29,164,20,0,40,37.41486310958862,0.22813940920480869
487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,1-6900,12,5,1-6900,67,10,0,12,15.224458932876587,0.2272307303414416
507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,1-6909,7,10,1-6909,36,6,0,5,8.176857888698578,0.22713494135273826
271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,1-7897,21,12,1-7897,95,18,0,8,21.482972621917725,0.2261365539149234
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-4020,17,6,1-4020,37,4,0,10,8.353715777397156,0.22577610209181503
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,MLG84,10,7,MLG84,63,12,0,5,14.176857888698578,0.22502949029680283
356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,1-9761,8,1,1-9761,35,7,0,2,7.870743155479431,0.2248783758708409
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,8,1,1-7530,25,3,0,6,5.6122294664382935,0.22448917865753173
439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,MLG72,10,7,MLG72,9,2,0,0,2.0,0.2222222222222222
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,1-9496,18,11,1-9496,39,3,0,13,8.659830510616302,0.2220469361696488
185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,1-8906,2,20,1-8906,15,2,0,3,3.3061147332191467,0.22040764888127645
258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-9516,11,13,1-9516,76,8,0,20,16.70743155479431,0.21983462572097778
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,1-8705,10,7,1-8705,48,4,0,15,10.530573666095734,0.21938695137699446
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3509,16,17,1-3509,35,2,0,13,7.6598305106163025,0.21885230030332292
492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,1-6028,4,18,1-6028,2,0,0,1,0.4353715777397156,0.2176857888698578
561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,1-9455,2,20,1-9455,2,0,0,1,0.4353715777397156,0.2176857888698578
168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,1-9655,5,8,1-9655,27,5,0,2,5.870743155479431,0.21743493168442338
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,17,6,1-7682,141,21,0,22,30.578174710273743,0.21686648730690597
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,2,20,1-0292,99,4,0,40,21.414863109588623,0.21631174858170327
472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,1-9518,10,7,1-9518,22,3,0,4,4.741486310958862,0.21552210504358466
136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,1-9549,5,8,1-9549,18,3,0,2,3.870743155479431,0.21504128641552395
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,9,22,1-9333,102,12,0,22,21.578174710273743,0.21155073245366415
511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,1-9697,6,21,1-9697,20,2,0,5,4.176857888698578,0.2088428944349289
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1-9674,18,11,1-9674,144,17,0,30,30.061147332191467,0.20875796758466297
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,21,4,1-6692,71,10,0,11,14.789087355136871,0.20829700500192777
216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,1-9887,5,8,1-9887,36,4,0,8,7.482972621917725,0.20786035060882568
222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,1-4149,11,13,1-4149,16,2,0,3,3.3061147332191467,0.20663217082619667
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,1-9997,3,23,1-9997,16,2,0,3,3.3061147332191467,0.20663217082619667
