Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,1-9610,12,5,1-9610,49,9,0,16,12.87329912185669,0.26272039024197325
558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,1-0055,19,3,1-0055,18,4,0,3,4.726243585348129,0.2625690880748961
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,11,19,MLG52,125,27,0,24,32.809948682785034,0.2624795894622803
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,20,8,1-3523,543,106,0,149,142.07009807229042,0.2616392229692273
539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,1-9436,5,10,1-9436,21,5,0,2,5.484162390232086,0.26115059001105173
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,18,9,1-6561,65,15,0,8,16.936649560928345,0.2605638393988976
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1-8042,14,22,1-8042,52,13,0,2,13.484162390232086,0.2593108151967709
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,15,21,1-9491,80,16,0,19,20.59954270720482,0.25749428384006023
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,15,21,1-6858,23,3,0,12,5.904974341392517,0.2567380148431529
70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,1-2584,2,4,1-2584,36,9,0,1,9.242081195116043,0.2567244776421123
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,14,22,1-4355,49,12,0,2,12.484162390232086,0.25477882429045073
308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,1-6743,22,16,1-6743,58,14,0,3,14.72624358534813,0.25390075147151947
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,15,21,1-6061,40,6,0,17,10.115380316972733,0.2528845079243183
280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,1-7608,5,10,1-7608,4,1,0,0,1.0,0.25
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,1-1833,1,13,1-1833,124,23,0,33,30.988679438829422,0.24990870515185018
138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,1-5515,16,20,1-5515,29,7,0,1,7.242081195116043,0.24972693776262217
351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,1-19229,20,8,1-19229,38,9,0,2,9.484162390232086,0.2495832207955812
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,6,14,1-4052,13,3,0,1,3.242081195116043,0.24939086116277254
401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,1-7204,4,7,1-7204,26,6,0,2,6.484162390232086,0.24939086116277254
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3509,20,2,1-3509,35,8,0,3,8.72624358534813,0.24932124529566083
547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,MLG67,12,5,MLG67,27,6,0,3,6.726243585348129,0.24912013279067147
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,3,18,1-8627,25,5,0,5,6.2104059755802155,0.2484162390232086
287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,1-9836,16,20,1-9836,5,1,0,1,1.242081195116043,0.2484162390232086
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-4760,7,11,1-4760,40,8,0,8,9.936649560928345,0.2484162390232086
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1-9805,1,13,1-9805,26,5,0,6,6.4524871706962585,0.24817258348831764
328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,1-9497,11,19,1-9497,150,28,0,38,37.19908541440964,0.24799390276273092
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-6532,19,3,1-6532,27,5,0,7,6.694568365812302,0.24794697651156672
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,1-9902,4,7,1-9902,30,5,0,10,7.420811951160431,0.24736039837201437
490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,1-3551,7,11,1-3551,6,1,0,2,1.4841623902320862,0.24736039837201437
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,9,15,1-11350,100,13,0,48,24.61989736557007,0.24619897365570068
430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,1-3141,18,9,1-3141,136,27,0,22,32.32578629255295,0.23768960509230108
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,1-0405,19,3,1-0405,64,6,0,38,15.199085414409637,0.23748570960015059
472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,1-9518,4,7,1-9518,22,4,0,5,5.2104059755802155,0.23683663525364615
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,1-9496,17,6,1-9496,39,8,0,5,9.210405975580215,0.2361642557841081
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-4020,3,18,1-4020,37,8,0,3,8.72624358534813,0.23584442122562513
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1-1258,18,9,1-1258,435,67,0,147,102.58593568205833,0.23582973720013412
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,21,12,1-2423,79,7,0,47,18.377816170454025,0.2326305844361269
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1-7995,14,22,1-7995,14,3,0,1,3.242081195116043,0.2315772282225745
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,12,5,MLG75,185,30,0,53,42.830303341150284,0.23151515319540694
347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,1-8188,1,13,1-8188,140,14,0,76,32.398170828819275,0.23141550592013768
520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,1-2034,11,19,1-2034,16,2,0,7,3.6945683658123016,0.23091052286326885
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,4,7,1-2103,26,6,0,0,6.0,0.23076923076923078
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,11,19,1-19286,40,8,0,5,9.210405975580215,0.2302601493895054
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,1-1942,13,2,1-1942,34,7,0,3,7.726243585348129,0.22724245839259205
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,1-8095,18,9,1-8095,46,9,0,6,10.452487170696259,0.2272279819716578
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,MLG39,6,14,MLG39,23,4,0,5,5.2104059755802155,0.22653939024261807
502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,1-20012,9,15,1-20012,12,1,0,7,2.6945683658123016,0.2245473638176918
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,1-2382,13,2,1-2382,139,30,0,5,31.210405975580215,0.22453529478834688
289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,1-1592,7,8,1-1592,32,5,0,9,7.178730756044388,0.22433533612638712
110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,72-18936,20,8,72-18936,20,4,0,2,4.484162390232086,0.2242081195116043
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,MLG33,5,10,MLG33,20,4,0,2,4.484162390232086,0.2242081195116043
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,1-9770,16,20,1-9770,50,10,0,5,11.210405975580215,0.2242081195116043
135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,1-9712,4,7,1-9712,10,2,0,1,2.242081195116043,0.2242081195116043
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,1-8988,22,16,1-8988,29,6,0,2,6.484162390232086,0.2235918065597271
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,1-7752,18,9,1-7752,29,5,0,6,6.4524871706962585,0.2224995576102158
531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,11,19,1-5891,96,17,0,18,21.357461512088776,0.22247355741759142
103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,1-8820,17,6,1-8820,83,17,0,6,18.45248717069626,0.22231912253850913
216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,1-9887,3,18,1-9887,36,6,0,8,7.936649560928345,0.22046248780356514
136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,1-9549,1,13,1-9549,18,3,0,4,3.9683247804641724,0.22046248780356514
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,1-9500,14,22,1-9500,33,7,0,1,7.242081195116043,0.21945700591260736
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-3639,16,20,1-3639,17,3,0,3,3.7262435853481293,0.21919079913812525
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,7,11,MLG38,77,11,0,24,16.809948682785034,0.21831102185435108
