Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
76,76,76,76,76,76,76,76,76,1-2335,12,1-2335,10,145,24,0,45,50.33912891149521,0.34716640628617385
295,295,295,295,295,295,295,295,295,1-1942,4,1-1942,1,34,3,0,15,11.77970963716507,0.34646204815191384
62,62,62,62,62,62,62,62,62,1-6878,20,1-6878,18,167,7,0,86,57.3370019197464,0.3433353408368048
30,30,30,30,30,30,30,30,30,1-10785,16,1-10785,14,279,29,0,114,95.72579324245453,0.34310320158585855
56,56,56,56,56,56,56,56,56,1-8427,14,1-8427,11,189,9,0,95,64.60482770204544,0.3418244851960076
182,182,182,182,182,182,182,182,182,1-6647,6,1-6647,9,62,10,0,19,21.120965540409088,0.3406607345227272
123,123,123,123,123,123,123,123,123,1-11350,5,1-11350,2,100,28,0,10,33.853139758110046,0.33853139758110046
189,189,189,189,189,189,189,189,189,MLG10,2,MLG10,20,60,12,0,14,20.194395661354065,0.33657326102256774
23,23,23,23,23,23,23,23,23,1-7866,6,1-7866,3,318,28,0,134,106.43207275867462,0.33469205270023467
296,296,296,296,296,296,296,296,296,1-0205,4,1-0205,1,34,2,0,16,11.365023612976074,0.33426540038164926
386,386,386,386,386,386,386,386,386,1-4855,15,1-4855,11,22,5,0,4,7.3412559032440186,0.3336934501474554
93,93,93,93,93,93,93,93,93,MLG52,13,MLG52,12,125,30,0,20,41.70627951622009,0.33365023612976075
19,19,19,19,19,19,19,19,19,1-7863,16,1-7863,14,351,18,0,169,116.91806191205978,0.3330998914873498
9,9,9,9,9,9,9,9,9,1-3523,6,1-3523,3,543,92,0,150,179.7970963716507,0.33111804120009336
31,31,31,31,31,31,31,31,31,1-9156,12,1-9156,10,268,26,0,106,88.04328143596649,0.32851970685062126
41,41,41,41,41,41,41,41,41,1-9283,14,1-9283,11,235,19,0,99,76.94608360528946,0.32743014300123174
389,389,389,389,389,389,389,389,389,1-7842,2,1-7842,20,21,1,0,10,6.853139758110046,0.32633998848143075
91,91,91,91,91,91,91,91,91,1-9270,16,1-9270,14,128,23,0,32,41.73004722595215,0.32601599395275116
350,350,350,350,350,350,350,350,350,1-9609,20,1-9609,12,25,4,0,7,8.097197830677032,0.3238879132270813
441,441,441,441,441,441,441,441,441,1-9997,11,1-9997,7,16,4,0,2,5.170627951622009,0.3231642469763756
150,150,150,150,150,150,150,150,150,1-3083,6,1-3083,3,78,7,0,31,25.144733250141144,0.32236837500180954
337,337,337,337,337,337,337,337,337,1-6532,11,1-6532,9,27,4,0,8,8.682511806488037,0.3215745113514088
94,94,94,94,94,94,94,94,94,1-1005,10,1-1005,7,125,17,0,39,39.82724505662918,0.3186179604530334
361,361,361,361,361,361,361,361,361,1-10696,12,1-10696,10,24,0,0,13,7.60908168554306,0.31704507023096085
89,89,89,89,89,89,89,89,89,1-9831,8,1-9831,5,132,7,0,59,41.533524572849274,0.31464791343067633
425,425,425,425,425,425,425,425,425,1-0003,14,1-0003,11,17,3,0,4,5.3412559032440186,0.3141915237202364
286,286,286,286,286,286,286,286,286,1-1770,14,1-1770,11,35,8,0,5,10.926569879055023,0.3121877108301435
26,26,26,26,26,26,26,26,26,1-18558,19,1-18558,17,307,80,0,27,95.80347734689713,0.31206344412670073
73,73,73,73,73,73,73,73,73,MLG12,13,MLG12,12,146,12,0,57,45.362896621227264,0.3107047713782689
124,124,124,124,124,124,124,124,124,1-0292,20,1-0292,18,99,3,0,47,30.509756863117218,0.3081793622537093
218,218,218,218,218,218,218,218,218,1-9610,12,1-9610,10,49,1,0,24,15.047535419464111,0.3070925595809002
109,109,109,109,109,109,109,109,109,1-7441,16,1-7441,14,111,10,0,41,33.99787300825119,0.3062871442184792
84,84,84,84,84,84,84,84,84,1-2382,7,1-2382,4,139,25,0,30,42.55941927433014,0.3061828724771952
13,13,13,13,13,13,13,13,13,1-1258,17,1-1258,15,435,91,0,71,132.55729228258133,0.30472940754616396
57,57,57,57,57,57,57,57,57,MLG75,11,MLG75,9,185,41,0,26,56.21816337108612,0.3038819641680331
233,233,233,233,233,233,233,233,233,1-3587,15,1-3587,13,46,11,0,5,13.926569879055023,0.3027515191098918
7,7,7,7,7,7,7,7,7,MLG69,15,MLG69,13,576,97,0,132,174.2614448070526,0.3025372305677997
70,70,70,70,70,70,70,70,70,1-1224,18,1-1224,16,151,12,0,57,45.362896621227264,0.30041653391541234
64,64,64,64,64,64,64,64,64,MLG29,10,MLG29,7,164,27,0,38,49.241931080818176,0.30025567732206204
45,45,45,45,45,45,45,45,45,1-3596,7,1-3596,4,223,41,0,44,66.7538149356842,0.29934446159499645
161,161,161,161,161,161,161,161,161,1-8285,14,1-8285,11,72,11,0,18,21.535651564598083,0.29910627173052895
390,390,390,390,390,390,390,390,390,1-20003,11,1-20003,9,21,1,0,9,6.267825782299042,0.29846789439519245
450,450,450,450,450,450,450,450,450,1-11206,16,1-11206,14,14,3,0,2,4.170627951622009,0.2979019965444292
154,154,154,154,154,154,154,154,154,1-9417,9,1-9417,6,76,15,0,13,22.60908168554306,0.2974879169150403
439,439,439,439,439,439,439,439,439,1-4682,18,1-4682,16,16,3,0,3,4.755941927433014,0.29724637046456337
338,338,338,338,338,338,338,338,338,1-3589,1,1-3589,1,27,8,0,0,8.0,0.2962962962962963
345,345,345,345,345,345,345,345,345,1-3584,10,1-3584,17,26,3,0,8,7.682511806488037,0.295481223326463
101,101,101,101,101,101,101,101,101,1-18371,12,1-18371,10,120,9,0,45,35.33912891149521,0.29449274092912675
354,354,354,354,354,354,354,354,354,1-7530,15,1-7530,13,25,5,0,4,7.3412559032440186,0.29365023612976077
552,552,552,552,552,552,552,552,552,1-19568,4,1-19568,1,2,0,0,1,0.5853139758110046,0.2926569879055023
448,448,448,448,448,448,448,448,448,MLG42,14,MLG42,11,14,0,0,7,4.0971978306770325,0.2926569879055023
553,553,553,553,553,553,553,553,553,1-4847,9,1-4847,6,2,0,0,1,0.5853139758110046,0.2926569879055023
551,551,551,551,551,551,551,551,551,1-19567,12,1-19567,10,2,0,0,1,0.5853139758110046,0.2926569879055023
280,280,280,280,280,280,280,280,280,1-8314,17,1-8314,15,36,0,0,18,10.535651564598083,0.2926569879055023
556,556,556,556,556,556,556,556,556,1-9455,2,1-9455,20,2,0,0,1,0.5853139758110046,0.2926569879055023
539,539,539,539,539,539,539,539,539,1-21192,4,1-21192,1,4,0,0,2,1.1706279516220093,0.2926569879055023
555,555,555,555,555,555,555,555,555,1-6028,10,1-6028,7,2,0,0,1,0.5853139758110046,0.2926569879055023
199,199,199,199,199,199,199,199,199,1-20167,10,1-20167,4,56,7,0,16,16.365023612976074,0.2922325645174299
80,80,80,80,80,80,80,80,80,1-0053,10,1-0053,7,142,25,0,28,41.38879132270813,0.29147036142752203
55,55,55,55,55,55,55,55,55,1-1462,4,1-1462,1,192,19,0,63,55.87478047609329,0.2910144816463192
376,376,376,376,376,376,376,376,376,1-18487,17,1-18487,15,23,2,0,8,6.682511806488037,0.2905439915864364
78,78,78,78,78,78,78,78,78,1-1570,16,1-1570,14,142,26,0,26,41.21816337108612,0.2902687561344093
277,277,277,277,277,277,277,277,277,1-10060,2,1-10060,20,36,4,0,11,10.438453733921051,0.28995704816447365
122,122,122,122,122,122,122,122,122,1-9404,9,1-9404,6,100,19,0,17,28.95033758878708,0.2895033758878708
125,125,125,125,125,125,125,125,125,1-1390,18,1-1390,16,98,20,0,14,28.194395661354065,0.28769791491177615
43,43,43,43,43,43,43,43,43,MLG14,5,MLG14,2,232,56,0,18,66.53565156459808,0.2867916015715435
77,77,77,77,77,77,77,77,77,1-9674,9,1-9674,6,144,34,0,12,41.023767709732056,0.28488727576202816
435,435,435,435,435,435,435,435,435,1-4494,14,1-4494,12,16,1,0,6,4.511883854866028,0.28199274092912674
418,418,418,418,418,418,418,418,418,1-17835,18,1-17835,16,17,3,0,3,4.755941927433014,0.27976128984900084
422,422,422,422,422,422,422,422,422,1-7536,11,1-7536,9,17,3,0,3,4.755941927433014,0.27976128984900084
473,473,473,473,473,473,473,473,473,1-5161,2,1-5161,20,12,1,0,4,3.3412559032440186,0.2784379919370015
470,470,470,470,470,470,470,470,470,1-9055,4,1-9055,1,12,1,0,4,3.3412559032440186,0.2784379919370015
67,67,67,67,67,67,67,67,67,1-3516,22,1-3516,8,156,0,0,74,43.31323421001434,0.27764893724368167
412,412,412,412,412,412,412,412,412,1-0055,18,1-0055,16,18,2,0,5,4.926569879055023,0.27369832661416793
348,348,348,348,348,348,348,348,348,1-3087,9,1-3087,20,26,3,0,7,7.0971978306770325,0.272969147333732
95,95,95,95,95,95,95,95,95,1-5626,16,1-5626,14,125,6,0,48,34.09507083892822,0.2727605667114258
106,106,106,106,106,106,106,106,106,1-9963,16,1-9963,14,116,17,0,25,31.632849395275116,0.2726969775454751
403,403,403,403,403,403,403,403,403,72-12171,19,72-12171,17,19,4,0,2,5.170627951622009,0.27213831324326365
216,216,216,216,216,216,216,216,216,1-8397,7,1-8397,4,51,8,0,10,13.853139758110046,0.2716301913354911
503,503,503,503,503,503,503,503,503,1-5531,4,1-5531,1,8,1,0,2,2.1706279516220093,0.27132849395275116
217,217,217,217,217,217,217,217,217,1-9770,12,1-9770,10,50,3,0,18,13.535651564598083,0.27071303129196167
247,247,247,247,247,247,247,247,247,1-6734,9,1-6734,14,44,6,0,10,11.853139758110046,0.2693895399570465
126,126,126,126,126,126,126,126,126,1-6693,10,1-6693,7,98,10,0,28,26.38879132270813,0.2692733808439605
190,190,190,190,190,190,190,190,190,1-7819,4,1-7819,1,59,3,0,22,15.876907467842102,0.26910012657359494
454,454,454,454,454,454,454,454,454,1-5913,7,1-5913,4,14,2,0,3,3.755941927433014,0.26828156624521526
27,27,27,27,27,27,27,27,27,1-1608,14,1-1608,11,307,50,0,55,82.19226866960526,0.26772725951011483
147,147,147,147,147,147,147,147,147,1-2423,13,1-2423,12,79,17,0,7,21.097197830677032,0.26705313709717765
82,82,82,82,82,82,82,82,82,1-8188,2,1-8188,20,140,11,0,45,37.33912891149521,0.2667080636535372
304,304,304,304,304,304,304,304,304,1-1592,12,1-1592,1,32,5,0,6,8.511883854866028,0.26599637046456337
38,38,38,38,38,38,38,38,38,1-4649,15,1-4649,13,244,36,0,49,64.68038481473923,0.26508354432270176
326,326,326,326,326,326,326,326,326,1-0027,10,1-0027,7,29,3,0,8,7.682511806488037,0.2649142002237254
169,169,169,169,169,169,169,169,169,1-7268,14,1-7268,11,70,5,0,23,18.462221443653107,0.2637460206236158
387,387,387,387,387,387,387,387,387,1-9436,7,1-9436,4,21,2,0,6,5.511883854866028,0.26247065975552514
0,0,0,0,0,0,0,0,0,1-6098,10,1-6098,7,1327,147,0,343,347.7626937031746,0.2620668377567254
297,297,297,297,297,297,297,297,297,1-9630,11,1-9630,14,33,8,0,1,8.585313975811005,0.26016102957003046
145,145,145,145,145,145,145,145,145,1-9491,2,1-9491,20,80,9,0,20,20.706279516220093,0.25882849395275115
11,11,11,11,11,11,11,11,11,MLG56,15,MLG56,13,511,93,0,67,132.2160363793373,0.2587397972198382
63,63,63,63,63,63,63,63,63,1-3052,4,1-3052,1,166,16,0,46,42.92444288730621,0.2585809812488326
6,6,6,6,6,6,6,6,6,MLG54,13,MLG54,12,595,48,0,180,153.35651564598083,0.25774204310248877
236,236,236,236,236,236,236,236,236,1-9794,12,1-9794,10,46,3,0,15,11.77970963716507,0.25608064428619715
74,74,74,74,74,74,74,74,74,1-8074,12,1-8074,10,145,9,0,48,37.09507083892822,0.2558280747512291
329,329,329,329,329,329,329,329,329,1-5980,7,1-5980,4,29,5,0,4,7.3412559032440186,0.2531467552842765
265,265,265,265,265,265,265,265,265,1-1204,12,1-1204,10,39,4,0,10,9.853139758110046,0.25264460918230885
238,238,238,238,238,238,238,238,238,1-4390,4,1-4390,1,45,2,0,16,11.365023612976074,0.2525560802883572
227,227,227,227,227,227,227,227,227,1-1957,12,1-1957,10,47,6,0,10,11.853139758110046,0.2521944629385116
457,457,457,457,457,457,457,457,457,1-11330,4,1-11330,1,14,0,0,6,3.511883854866028,0.25084884677614483
351,351,351,351,351,351,351,351,351,1-2324,14,1-2324,11,25,1,0,9,6.267825782299042,0.25071303129196165
221,221,221,221,221,221,221,221,221,1-4355,6,1-4355,3,49,7,0,9,12.267825782299042,0.25036379147549065
332,332,332,332,332,332,332,332,332,P-16616,19,P-16616,17,28,7,0,0,7.0,0.25
545,545,545,545,545,545,545,545,545,1-4926,1,1-4926,19,4,1,0,0,1.0,0.25
4,4,4,4,4,4,4,4,4,MLG68,19,MLG68,17,642,115,0,76,159.48386216163635,0.24841723078136504
176,176,176,176,176,176,176,176,176,1-6561,16,1-6561,14,65,9,0,12,16.023767709732056,0.246519503226647
434,434,434,434,434,434,434,434,434,1-4149,4,1-4149,1,16,1,0,5,3.926569879055023,0.24541061744093895
300,300,300,300,300,300,300,300,300,1-18709,10,1-18709,3,33,4,0,7,8.097197830677032,0.24536963123263736
423,423,423,423,423,423,423,423,423,MLG46,16,MLG46,14,17,3,0,2,4.170627951622009,0.24533105597776525
324,324,324,324,324,324,324,324,324,1-5515,14,1-5515,11,29,3,0,7,7.0971978306770325,0.24473095967851835
132,132,132,132,132,132,132,132,132,MLG55,2,MLG55,20,92,9,0,23,22.462221443653107,0.2441545809092729
52,52,52,52,52,52,52,52,52,1-7122,12,1-7122,10,197,10,0,65,48.0454084277153,0.24388532196809798
166,166,166,166,166,166,166,166,166,MLG58,13,MLG58,12,71,12,0,9,17.26782578229904,0.24320881383519777
373,373,373,373,373,373,373,373,373,1-8488,11,1-8488,9,23,5,0,1,5.585313975811005,0.24283973807873932
2,2,2,2,2,2,2,2,2,1-6240,14,1-6240,11,698,57,0,192,169.3802833557129,0.2426651624007348
404,404,404,404,404,404,404,404,404,1-20578,8,1-20578,5,19,4,0,1,4.585313975811005,0.24133231451636866
281,281,281,281,281,281,281,281,281,1-3312,9,1-3312,6,36,4,0,8,8.682511806488037,0.2411808835135566
496,496,496,496,496,496,496,496,496,1-9076,2,1-9076,20,9,1,0,2,2.1706279516220093,0.2411808835135566
290,290,290,290,290,290,290,290,290,1-3509,20,1-3509,18,35,2,0,11,8.438453733921051,0.24109867811203003
115,115,115,115,115,115,115,115,115,1-8421,16,1-8421,14,109,21,0,9,26.26782578229904,0.24098922736054168
163,163,163,163,163,163,163,163,163,1-6692,13,1-6692,12,71,10,0,12,17.023767709732056,0.23977137619340924
24,24,24,24,24,24,24,24,24,1-3535,12,1-3535,10,315,49,0,45,75.33912891149521,0.2391718378142705
48,48,48,48,48,48,48,48,48,MLG30,20,MLG30,18,208,18,0,54,49.60695469379425,0.23849497448939544
232,232,232,232,232,232,232,232,232,1-8095,4,1-8095,1,46,1,0,17,10.950337588787079,0.2380508171475452
276,276,276,276,276,276,276,276,276,1-2573,4,1-2573,1,37,0,0,15,8.77970963716507,0.23728944965311
72,72,72,72,72,72,72,72,72,1-9497,10,1-9497,7,150,12,0,40,35.412559032440186,0.23608372688293458
443,443,443,443,443,443,443,443,443,1-19222,9,1-19222,6,15,0,0,6,3.511883854866028,0.23412559032440186
446,446,446,446,446,446,446,446,446,1-19447,2,1-19447,20,15,0,0,6,3.511883854866028,0.23412559032440186
262,262,262,262,262,262,262,262,262,1-8172,12,1-8172,10,40,0,0,16,9.365023612976074,0.23412559032440186
447,447,447,447,447,447,447,447,447,1-9971,14,1-9971,11,15,0,0,6,3.511883854866028,0.23412559032440186
231,231,231,231,231,231,231,231,231,1-7991,17,1-7991,15,46,9,0,3,10.755941927433014,0.23382482450941336
46,46,46,46,46,46,46,46,46,1-2282,7,1-2282,4,219,30,0,36,51.07130312919617,0.2332022973935898
223,223,223,223,223,223,223,223,223,1-6228,4,1-6228,1,48,0,0,19,11.120965540409088,0.231686782091856
210,210,210,210,210,210,210,210,210,1-1191,12,1-1191,10,53,8,0,7,12.097197830677032,0.22824901567315156
127,127,127,127,127,127,127,127,127,1-5891,19,1-5891,17,96,13,0,15,21.77970963716507,0.22687197538713613
512,512,512,512,512,512,512,512,512,1-5799,16,1-5799,14,7,1,0,1,1.5853139758110046,0.2264734251158578
151,151,151,151,151,151,151,151,151,MLG38,7,MLG38,4,77,11,0,11,17.43845373392105,0.2264734251158578
331,331,331,331,331,331,331,331,331,1-5981,5,1-5981,2,28,4,0,4,6.3412559032440186,0.2264734251158578
243,243,243,243,243,243,243,243,243,1-19166,15,1-19166,13,45,9,0,2,10.17062795162201,0.22601395448048908
33,33,33,33,33,33,33,33,33,1-6296,20,1-6296,18,254,18,0,67,57.21603637933731,0.22525998574542247
10,10,10,10,10,10,10,10,10,MLG62,7,MLG62,4,525,56,0,106,118.04328143596649,0.22484434559231714
385,385,385,385,385,385,385,385,385,1-18615,2,1-18615,20,22,2,0,5,4.926569879055023,0.22393499450250107
377,377,377,377,377,377,377,377,377,1-9892,16,1-9892,14,22,2,0,5,4.926569879055023,0.22393499450250107
100,100,100,100,100,100,100,100,100,1-5172,16,1-5172,14,120,5,0,37,26.65661710500717,0.22213847587505978
369,369,369,369,369,369,369,369,369,MLG39,2,MLG39,20,23,1,0,7,5.0971978306770325,0.22161729698595795
420,420,420,420,420,420,420,420,420,1-8678,6,1-8678,3,17,2,0,3,3.755941927433014,0.22093776043723612
14,14,14,14,14,14,14,14,14,1-1317,9,1-1317,6,414,54,0,64,91.4600944519043,0.22091810254083163
230,230,230,230,230,230,230,230,230,1-9345,14,1-9345,11,47,1,0,16,10.365023612976074,0.22053241729736328
142,142,142,142,142,142,142,142,142,1-8084,10,1-8084,7,82,4,0,24,18.04753541946411,0.22009189535931842
20,20,20,20,20,20,20,20,20,1-8067,9,1-8067,6,322,48,0,39,70.82724505662918,0.21996038837462478
506,506,506,506,506,506,506,506,506,1-17657,14,1-17657,11,8,0,0,3,1.755941927433014,0.21949274092912674
3,3,3,3,3,3,3,3,3,1-6181,20,1-6181,18,659,45,0,168,143.33274793624878,0.21750037623103002
83,83,83,83,83,83,83,83,83,MLG13,4,MLG13,1,140,7,0,40,30.412559032440186,0.2172325645174299
75,75,75,75,75,75,75,75,75,1-2545,5,1-2545,2,145,18,0,23,31.462221443653107,0.21698083754243522
157,157,157,157,157,157,157,157,157,1-17733,9,1-17733,6,74,9,0,12,16.023767709732056,0.21653740148286563
384,384,384,384,384,384,384,384,384,1-0358,11,1-0358,9,22,3,0,3,4.755941927433014,0.21617917851968246
144,144,144,144,144,144,144,144,144,1-7058,19,1-7058,17,80,16,0,2,17.17062795162201,0.2146328493952751
205,205,205,205,205,205,205,205,205,1-8398,7,1-8398,4,54,8,0,6,11.511883854866028,0.2131830343493709
65,65,65,65,65,65,65,65,65,1-4319,8,1-4319,5,163,17,0,30,34.55941927433014,0.2120209771431297
153,153,153,153,153,153,153,153,153,1-9516,4,1-9516,1,76,2,0,24,16.04753541946411,0.2111517818350541
90,90,90,90,90,90,90,90,90,1-7070,14,1-7070,11,129,6,0,36,27.071303129196167,0.20985506301702456
428,428,428,428,428,428,428,428,428,1-9606,10,1-9606,7,16,1,0,4,3.3412559032440186,0.20882849395275116
294,294,294,294,294,294,294,294,294,1-3106,7,1-3106,4,34,3,0,7,7.0971978306770325,0.20874111266697154
268,268,268,268,268,268,268,268,268,1-8493,17,1-8493,15,38,5,0,5,7.926569879055023,0.2085939441856585
104,104,104,104,104,104,104,104,104,1-9394,12,1-9394,10,117,5,0,33,24.315361201763153,0.2078236000150697
368,368,368,368,368,368,368,368,368,1-6858,8,1-6858,5,23,3,0,3,4.755941927433014,0.2067800838014354
371,371,371,371,371,371,371,371,371,1-6035,16,1-6035,14,23,3,0,3,4.755941927433014,0.2067800838014354
152,152,152,152,152,152,152,152,152,1-10038,18,1-10038,16,76,4,0,20,15.706279516220093,0.20666157258184334
130,130,130,130,130,130,130,130,130,1-3139,4,1-3139,1,93,4,0,26,19.21816337108612,0.20664691796866796
18,18,18,18,18,18,18,18,18,MLG63,6,MLG63,3,380,34,0,76,78.48386216163635,0.20653647937272723
250,250,250,250,250,250,250,250,250,1-18234,2,1-18234,20,43,0,0,15,8.77970963716507,0.20417929388755976
129,129,129,129,129,129,129,129,129,1-4531,4,1-4531,1,94,8,0,19,19.120965540409088,0.2034145270256286
255,255,255,255,255,255,255,255,255,1-3564,6,1-3564,3,41,3,0,9,8.267825782299042,0.20165428737314736
311,311,311,311,311,311,311,311,311,1-8938,7,1-8938,4,30,3,0,5,5.926569879055023,0.1975523293018341
1,1,1,1,1,1,1,1,1,1-9227,4,1-9227,1,801,30,0,219,158.18376070261002,0.19748284731911364
357,357,357,357,357,357,357,357,357,1-9650,18,1-9650,16,25,2,0,5,4.926569879055023,0.19706279516220093
417,417,417,417,417,417,417,417,417,1-5425,8,1-5425,5,17,1,0,4,3.3412559032440186,0.19654446489670696
375,375,375,375,375,375,375,375,375,1-7213,11,1-7213,9,23,1,0,6,4.511883854866028,0.19616886325504468
214,214,214,214,214,214,214,214,214,1-8450,13,1-8450,12,52,9,0,2,10.17062795162201,0.19558899906965402
51,51,51,51,51,51,51,51,51,MLG65,7,MLG65,4,201,24,0,26,39.21816337108612,0.19511524065216976
518,518,518,518,518,518,518,518,518,1-4842,11,1-4842,9,6,0,0,2,1.1706279516220093,0.1951046586036682
548,548,548,548,548,548,548,548,548,1-5914,16,1-5914,14,3,0,0,1,0.5853139758110046,0.1951046586036682
21,21,21,21,21,21,21,21,21,MLG02,20,MLG02,18,320,15,0,80,61.82511806488037,0.19320349395275116
325,325,325,325,325,325,325,325,325,1-9338,17,1-9338,15,29,5,0,1,5.585313975811005,0.19259703364865532
213,213,213,213,213,213,213,213,213,1-6227,1,1-6227,19,52,10,0,0,10.0,0.19230769230769232
319,319,319,319,319,319,319,319,319,1-18935,5,1-18935,2,30,4,0,3,5.755941927433014,0.1918647309144338
291,291,291,291,291,291,291,291,291,1-0037,16,1-0037,14,35,2,0,8,6.682511806488037,0.19092890875680105
53,53,53,53,53,53,53,53,53,1-8341,4,1-8341,1,197,10,0,47,37.50975686311722,0.19040485717318384
308,308,308,308,308,308,308,308,308,1-4700,22,1-4700,8,31,0,0,10,5.853139758110046,0.18881095993903377
283,283,283,283,283,283,283,283,283,1-6909,7,1-6909,4,36,5,0,3,6.755941927433014,0.18766505353980595
117,117,117,117,117,117,117,117,117,1-7019,20,1-7019,9,107,10,0,17,19.95033758878708,0.18645175316623439
96,96,96,96,96,96,96,96,96,MLG09,13,MLG09,20,125,22,0,2,23.17062795162201,0.18536502361297608
79,79,79,79,79,79,79,79,79,1-0129,17,1-0129,15,142,14,0,21,26.291593492031097,0.18515206684528943
28,28,28,28,28,28,28,28,28,1-7005,4,1-7005,1,285,3,0,85,52.751687943935394,0.18509364190854524
449,449,449,449,449,449,449,449,449,MLG43,7,MLG43,4,14,2,0,1,2.5853139758110046,0.18466528398650034
440,440,440,440,440,440,440,440,440,1-2034,22,1-2034,8,16,0,0,5,2.926569879055023,0.18291061744093895
483,483,483,483,483,483,483,483,483,1-8578,4,1-8578,1,11,2,0,0,2.0,0.18181818181818182
299,299,299,299,299,299,299,299,299,MLG31,1,MLG31,19,33,6,0,0,6.0,0.18181818181818182
477,477,477,477,477,477,477,477,477,1-8222,18,1-8222,16,12,1,0,2,2.1706279516220093,0.18088566263516745
472,472,472,472,472,472,472,472,472,1-1935,2,1-1935,20,12,1,0,2,2.1706279516220093,0.18088566263516745
158,158,158,158,158,158,158,158,158,1-9808,20,1-9808,18,74,4,0,16,13.365023612976074,0.18060842720237938
270,270,270,270,270,270,270,270,270,1-9651,2,1-9651,20,38,1,0,10,6.853139758110046,0.1803457831081591
197,197,197,197,197,197,197,197,197,1-6006,4,1-6006,1,57,5,0,9,10.267825782299042,0.18013729442629897
224,224,224,224,224,224,224,224,224,1-9277,4,1-9277,1,48,1,0,13,8.60908168554306,0.17935586844881377
177,177,177,177,177,177,177,177,177,1-9498,16,1-9498,14,64,5,0,11,11.438453733921051,0.17872583959251642
378,378,378,378,378,378,378,378,378,1-9518,2,1-9518,20,22,1,0,5,3.926569879055023,0.1784804490479556
