Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,1-8551,7,14,1-8551,38,9,0,6,11.878435492515564,0.312590407697778
195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,1-2670,19,11,1-2670,104,31,0,3,32.43921774625778,0.31191555525247866
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1-4634,1,5,1-4634,48,14,0,2,14.959478497505188,0.31165580203135806
529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,1-6217,8,6,1-6217,44,6,0,16,13.675827980041504,0.31081427227367053
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,7,3,1-4355,49,8,0,15,15.19608873128891,0.31012425982222264
451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,1-4098,2,2,1-4098,16,4,0,2,4.959478497505188,0.30996740609407425
196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,1-9646,15,10,1-9646,105,29,0,7,32.35817474126816,0.30817309277398247
520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,1-2034,1,5,1-2034,16,3,0,4,4.918956995010376,0.3074348121881485
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-3083,18,20,1-3083,78,22,0,4,23.918956995010376,0.3066532948078253
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-4020,9,19,1-4020,37,6,0,11,11.277131736278534,0.30478734422374415
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,15,10,MLG68,642,57,0,289,195.64464288949966,0.30474243440732035
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,15,10,MLG75,185,37,0,40,56.18956995010376,0.303727405135696
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,10,17,MLG69,576,45,0,270,174.52959716320038,0.30300277285277843
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,1-7807,3,8,1-7807,239,35,0,77,71.93992215394974,0.30100385838472693
326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,1-8826,3,8,1-8826,123,23,0,29,36.912438213825226,0.300101123689636
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,1-8095,4,15,1-8095,46,9,0,10,13.79739248752594,0.29994331494621607
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,MLG63,7,14,MLG63,380,98,0,33,113.8313952088356,0.29955630318114634
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,17,13,1-9270,128,19,0,40,38.18956995010376,0.2983560152351856
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,1-3587,3,8,1-3587,46,7,0,14,13.716349482536316,0.2981815104899199
505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,1-4747,11,12,1-4747,25,6,0,3,7.439217746257782,0.29756870985031125
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,1-3068,3,8,1-3068,180,30,0,49,53.507223188877106,0.29726235104931725
472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,1-9518,14,3,1-9518,22,6,0,1,6.479739248752594,0.294533602216027
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,9,19,1-6561,65,10,0,19,19.115045726299286,0.29407762655845054
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,1-19813,18,20,1-19813,20,3,0,6,5.878435492515564,0.2939217746257782
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,1-6734,17,13,1-6734,44,8,0,10,12.79739248752594,0.2908498292619532
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1-9946,19,11,1-9946,12,3,0,1,3.479739248752594,0.2899782707293828
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-3639,9,19,1-3639,17,3,0,4,4.918956995010376,0.2893504114711986
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,14,3,72-12171,19,4,0,3,5.439217746257782,0.2862746182240938
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,1,5,1-0292,99,24,0,9,28.317653238773346,0.286036901401751
555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,1-3646,1,5,1-3646,7,2,0,0,2.0,0.2857142857142857
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-7042,3,8,1-7042,117,19,0,30,33.39217746257782,0.2854032261758788
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,17,13,1-1570,142,27,0,28,40.43269896507263,0.28473731665544105
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,14,3,1-2103,26,5,0,5,7.39869624376297,0.2845652401447296
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,2,2,MLG60,47,10,0,7,13.358174741268158,0.28421648385676934
465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,1-5913,16,18,1-5913,14,3,0,2,3.959478497505188,0.282819892678942
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,4,15,1-1462,192,10,0,92,54.13601088523865,0.2819583900272846
263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,1-6927,1,5,1-6927,179,41,0,19,50.115045726299286,0.2799723224932921
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,14,3,1-3523,543,102,0,103,151.41314262151718,0.2788455665221311
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,1-8328,3,8,1-8328,114,22,0,20,31.59478497505188,0.2771472366232621
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,3,2,1-7530,25,5,0,4,6.918956995010376,0.27675827980041506
376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,1-7874,4,15,1-7874,258,42,0,61,71.26409417390823,0.27621741927871407
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,1-9156,12,4,1-9156,268,34,0,83,73.8183576464653,0.2754416330091989
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,1-8023,11,12,1-8023,16,2,0,5,4.39869624376297,0.2749185152351856
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,1-5508,3,8,1-5508,38,7,0,7,10.358174741268158,0.2725835458228463
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,1-9997,13,13,1-9997,16,1,0,7,4.358174741268158,0.2723859213292599
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,1-6611,3,8,1-6611,89,14,0,21,24.074524223804474,0.2705002721775784
560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,1-0027,1,10,1-0027,29,4,0,8,7.837913990020752,0.27027289620761213
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,1,5,MLG38,77,15,0,12,20.756870985031128,0.2695697530523523
548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,1-3087,18,20,1-3087,26,7,0,0,7.0,0.2692307692307692
469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,1-8578,19,11,1-8578,11,2,0,2,2.959478497505188,0.2690434997731989
443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,1-3447,4,15,1-3447,110,7,0,47,29.547744691371918,0.2686158608306538
518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,1-1850,12,4,1-1850,30,6,0,4,7.918956995010376,0.26396523316701254
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,1-17733,8,6,1-17733,74,8,0,24,19.513741970062256,0.2636992158116521
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,15,6,1-9938,55,2,0,26,14.473220467567444,0.2631494630466808
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,10,17,1-18558,307,45,0,74,80.50070440769196,0.262217278200951
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,14,3,1-7866,318,68,0,32,83.35165596008301,0.2621121256606384
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,12,4,1-9333,102,20,0,14,26.716349482536316,0.26192499492682664
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,17,13,1-0129,142,18,0,40,37.18956995010376,0.2618983799303082
77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,1-2153,9,19,1-2153,13,1,0,5,3.39869624376297,0.2614381725971515
539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,1-9436,13,9,1-9436,21,5,0,1,5.479739248752594,0.260939964226314
354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,1-9417,8,6,1-9417,76,4,0,33,19.831395208835602,0.2609394106425737
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-4760,14,3,1-4760,40,7,0,7,10.358174741268158,0.25895436853170395
258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-9516,3,8,1-9516,76,12,0,16,19.675827980041504,0.2588924734215987
522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,1-5282,3,8,1-5282,17,2,0,5,4.39869624376297,0.25874683786841
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,11,12,MLG50,319,30,0,109,82.29157811403275,0.25796732951107443
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,1-19547,7,14,1-19547,66,17,0,0,17.0,0.25757575757575757
377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,1-7213,11,12,1-7213,23,4,0,4,5.918956995010376,0.25734595630479895
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,1-2382,18,20,1-2382,139,29,0,14,35.716349482536316,0.256952154550621
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,13,9,1-6098,1327,275,0,137,340.7242770791054,0.2567628312578036
296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,1-9404,8,6,1-9404,100,5,0,43,25.62878769636154,0.25628787696361544
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,1-17907,3,8,1-17907,119,17,0,28,30.432698965072632,0.2557369660930473
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,12,4,1-6692,71,8,0,21,18.074524223804474,0.254570763715556
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,1-7496,3,8,1-7496,246,24,0,80,62.37913990020752,0.2535737394317379
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,1-1833,19,11,1-1833,124,15,0,34,31.311134457588196,0.2525091488515177
320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,MLG13,7,14,MLG13,140,31,0,9,35.317653238773346,0.2522689517055239
344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,1-6035,13,10,1-6035,23,1,0,10,5.79739248752594,0.25206054293591046
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,1-3564,17,13,1-3564,41,6,0,9,10.317653238773346,0.25165007899447184
502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,1-20012,13,9,1-20012,12,3,0,0,3.0,0.25
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,1-9733,16,18,1-9733,4,1,0,0,1.0,0.25
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,1-6647,6,1,1-6647,62,3,0,26,15.473220467567444,0.24956807205753942
407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,1-8421,17,13,1-8421,109,18,0,19,27.115045726299286,0.24876188739724114
309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,1-3516,3,8,1-3516,156,19,0,41,38.669309198856354,0.24788018717215612
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,9,19,1-0053,142,15,0,42,35.14904844760895,0.2475285101944292
85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,1-8084,13,9,1-8084,82,14,0,13,20.236610233783722,0.2467879296802893
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,16,18,1-1608,307,65,0,22,75.55426347255707,0.24610509274448555
279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,MLG43,1,5,MLG43,14,2,0,3,3.439217746257782,0.24565841044698442
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,19,11,MLG57,629,49,0,218,153.5831562280655,0.2441703596630612
493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,1-1836,14,3,1-1836,20,2,0,6,4.878435492515564,0.2439217746257782
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,MLG35,1,5,MLG35,49,10,0,4,11.918956995010376,0.2432440203063342
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,19,2,MLG55,92,19,0,7,22.358174741268158,0.2430236384920452
358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,1-9831,8,6,1-9831,132,8,0,50,31.9869624376297,0.24232547301234622
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,16,18,1-7268,70,15,0,4,16.918956995010376,0.24169938564300536
319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,1-3584,14,3,1-3584,26,1,0,11,6.277131736278534,0.24142814370302054
