Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,22,2,1-1131,138,39,0,18,48.90515112876892,0.3543851531070212
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,2,9,MLG45,70,17,0,14,24.70400643348694,0.352914377621242
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1-9722,2,9,1-9722,22,5,0,5,7.751430869102478,0.3523377667773854
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,15,13,1-0278,79,19,0,16,27.80457878112793,0.3519566934319991
232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,1-18371,7,3,1-18371,120,13,0,53,42.16516721248627,0.3513763934373856
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,13,19,1-20578,19,5,0,3,6.650858521461487,0.3500451853400783
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,1-9768,7,3,1-9768,241,18,0,120,84.03434085845947,0.34869021103095216
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,1-10468,18,10,1-10468,549,109,0,143,187.69092285633087,0.34187781941043877
516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,1-5036,15,6,1-5036,14,2,0,5,4.751430869102478,0.33938791922160555
443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,1-3447,20,11,1-3447,110,29,0,15,37.254292607307434,0.3386753873391585
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1-5549,1,14,1-5549,35,8,0,7,11.85200321674347,0.3386286633355277
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,2,9,MLG32,52,11,0,12,17.603434085845947,0.33852757857396054
223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,1-0205,22,2,1-0205,34,6,0,10,11.502861738204956,0.33831946288838105
560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,1-0027,1,14,1-0027,29,7,0,5,9.751430869102478,0.3362562368656027
354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,1-9417,18,10,1-9417,76,10,0,28,25.408012866973877,0.3343159587759721
564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,1-9034,1,14,1-9034,3,1,0,0,1.0,0.3333333333333333
503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,1-9076,20,11,1-9076,9,3,0,0,3.0,0.3333333333333333
344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,1-6035,6,15,1-6035,23,6,0,3,7.650858521461487,0.3326460226722386
225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,1-9650,13,19,1-9650,25,5,0,6,8.301717042922974,0.33206868171691895
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,7,5,72-12171,19,3,0,6,6.301717042922974,0.3316693180485776
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-9277,11,12,1-9277,48,12,0,7,15.85200321674347,0.3302500670154889
541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,1-5424,13,19,1-5424,5,0,0,3,1.6508585214614868,0.33017170429229736
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,6,15,1-9270,128,25,0,31,42.058871388435364,0.3285849327221513
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1-7991,20,11,1-7991,46,14,0,2,15.100572347640991,0.32827331190523895
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,11,12,1-1462,192,26,0,67,62.869173645973206,0.3274436127394438
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3509,16,8,1-3509,35,7,0,8,11.402289390563965,0.32577969687325614
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,1-5355,10,6,1-5355,53,9,0,15,17.254292607307434,0.32555269070391385
465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,1-5913,21,18,1-5913,14,4,0,1,4.550286173820496,0.32502044098717825
453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,1-8397,20,9,1-8397,51,16,0,1,16.550286173820496,0.3245154151729509
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,2,9,1-9938,55,4,0,25,17.75715434551239,0.3228573517365889
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,3,8,1-9379,58,11,0,14,18.70400643348694,0.32248286954287825
478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,1-9394,22,2,1-9394,117,32,0,10,37.502861738204956,0.32053727981371755
319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,1-3584,4,7,1-3584,26,5,0,6,8.301717042922974,0.31929680934319127
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,1-1942,11,12,1-1942,34,7,0,7,10.85200321674347,0.3191765651983373
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,17,5,1-1989,46,2,0,23,14.656581997871399,0.31862134777981305
471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,9,16,1-9794,46,13,0,3,14.650858521461487,0.31849692437959753
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,6,15,1-10785,279,71,0,32,88.60915756225586,0.31759554681812135
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,11,12,1-4531,94,26,0,7,29.85200321674347,0.3175745023057816
498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,1-19915,6,15,1-19915,62,13,0,12,19.603434085845947,0.31618442073945074
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,3,10,P-16616,28,5,0,7,8.85200321674347,0.31614297202655245
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,1-17733,18,10,1-17733,74,14,0,17,23.354864954948425,0.31560628317497874
435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,1-9610,16,4,1-9610,49,11,0,8,15.402289390563965,0.31433243654212173
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,18,18,1-6858,23,5,0,4,7.201144695281982,0.31309324762095575
552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,MLG46,3,8,MLG46,17,2,0,6,5.301717042922974,0.31186570840723377
368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,1-5197,18,10,1-5197,72,13,0,17,22.354864954948425,0.3104842354853948
381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,1-2335,14,20,1-2335,145,45,0,0,45.0,0.3103448275862069
275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,1-3216,1,14,1-3216,5,1,0,1,1.5502861738204956,0.31005723476409913
283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,1-3535,21,18,1-3535,315,58,0,71,97.07031834125519,0.3081597407658895
341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,1-0031,12,17,1-0031,13,4,0,0,4.0,0.3076923076923077
459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,1-2545,13,19,1-2545,145,15,0,53,44.16516721248627,0.3045873600861122
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1-8222,10,6,1-8222,12,2,0,3,3.650858521461487,0.3042382101217906
472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,1-9518,10,6,1-9518,22,5,0,3,6.650858521461487,0.30231175097552215
544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,1-5799,10,13,1-5799,7,1,0,2,2.100572347640991,0.30008176394871305
514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,1-11206,13,19,1-11206,14,2,0,4,4.201144695281982,0.30008176394871305
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,22,2,MLG14,232,61,0,15,69.25429260730743,0.2985098819280493
510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,2,9,1-3206,45,9,0,8,13.402289390563965,0.29782865312364365
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,12,17,1-3596,223,24,0,77,66.37203538417816,0.29763244566896035
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,12,17,MLG62,525,65,0,164,155.24693250656128,0.29570844286964054
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,1-9630,2,15,1-9630,33,7,0,5,9.751430869102478,0.2954979051243175
320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,MLG13,11,12,MLG13,140,21,0,37,41.36058843135834,0.2954327745097024
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,1-7842,2,9,1-7842,21,4,0,4,6.201144695281982,0.29529260453723727
326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,1-8826,11,12,1-8826,123,19,0,31,36.058871388435364,0.29316155600353955
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,1-1224,18,10,1-1224,151,31,0,24,44.206868171691895,0.2927607163688205
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,MLG33,4,7,MLG33,20,2,0,7,5.852003216743469,0.29260016083717344
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,12,17,1-18558,307,44,0,83,89.67375242710114,0.29209691344332617
464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,1-10060,10,14,1-10060,36,5,0,10,10.502861738204956,0.2917461593945821
407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,1-8421,22,2,1-8421,109,29,0,5,31.751430869102478,0.291297530909197
537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,1,14,1-4494,16,3,0,3,4.650858521461487,0.2906786575913429
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,1-18423,11,12,1-18423,47,1,0,23,13.656581997871399,0.29056557442279574
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,20,11,MLG56,511,135,0,23,147.6565819978714,0.28895612915434715
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,1-7005,11,12,1-7005,285,44,0,69,81.9697459936142,0.2876131438372428
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,1-6734,6,15,1-6734,44,6,0,12,12.603434085845947,0.2864416837692261
290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,1-8341,11,12,1-8341,197,26,0,55,56.26573956012726,0.2856128911681587
497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,1-8493,20,11,1-8493,38,7,0,7,10.85200321674347,0.28557903201956497
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,1-7993,16,4,1-7993,24,3,0,7,6.852003216743469,0.2855001340309779
540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,1-5413,2,20,1-5413,39,10,0,2,11.100572347640991,0.28463006019592285
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1-9115,3,8,1-9115,16,4,0,1,4.550286173820496,0.284392885863781
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1-1258,6,15,1-1258,435,24,0,180,123.05151128768921,0.2828770374429637
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,MLG35,2,9,MLG35,49,11,0,5,13.751430869102478,0.28064144630821386
185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,1-8906,2,9,1-8906,15,2,0,4,4.201144695281982,0.2800763130187988
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-4760,10,6,1-4760,40,9,0,4,11.201144695281982,0.28002861738204954
395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,1-6787,4,7,1-6787,56,3,0,23,15.656581997871399,0.2795818213905607
409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,1-9645,9,16,1-9645,69,6,0,24,19.206868171691895,0.27836040828538977
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,4,7,1-6098,1327,192,0,322,369.1921479701996,0.27821563524506376
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,1-4319,18,10,1-4319,163,20,0,46,45.3131639957428,0.27799487113952637
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,1-9892,16,4,1-9892,22,5,0,2,6.100572347640991,0.2772987430745905
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,1-0358,3,8,1-0358,22,5,0,2,6.100572347640991,0.2772987430745905
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,1,14,MLG65,201,29,0,48,55.41373634338379,0.27569023056409847
163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,1-9137,2,9,1-9137,111,30,0,1,30.550286173820496,0.2752278033677522
561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,1-9455,2,9,1-9455,2,0,0,1,0.5502861738204956,0.2751430869102478
545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,1-19567,16,4,1-19567,2,0,0,1,0.5502861738204956,0.2751430869102478
553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,1-5555,19,23,1-5555,10,0,0,5,2.751430869102478,0.2751430869102478
519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,1-4926,5,21,1-4926,4,0,0,2,1.1005723476409912,0.2751430869102478
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,6,15,1-0129,142,12,0,49,38.964022517204285,0.27439452476904425
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1-8418,13,19,1-8418,46,6,0,12,12.603434085845947,0.27398769751839014
433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,1-5654,1,14,1-5654,15,3,0,2,4.100572347640991,0.27337148984273274
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,1-5803,2,3,1-5803,15,3,0,2,4.100572347640991,0.27337148984273274
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-5981,16,4,1-5981,28,6,0,3,7.650858521461487,0.2732449471950531
332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,MLG78,2,9,MLG78,80,14,0,14,21.70400643348694,0.2713000804185867
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1-8938,4,7,1-8938,30,7,0,2,8.100572347640991,0.27001907825469973
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1-6240,17,5,1-6240,698,68,0,218,187.96238589286804,0.2692870858064012
376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,1-7874,6,15,1-7874,258,26,0,79,69.47260773181915,0.269273673379144
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,1-9997,3,8,1-9997,16,1,0,6,4.301717042922974,0.26885731518268585
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,1-20167,4,7,1-20167,56,9,0,11,15.053147912025452,0.2688062127147402
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,9,16,1-2294,75,13,0,13,20.153720259666443,0.2687162701288859
171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,1-8100,9,16,1-8100,19,4,0,2,5.100572347640991,0.2684511761916311
351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,1-19229,13,19,1-19229,38,3,0,13,10.153720259666443,0.26720316472806427
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,1-8095,6,15,1-8095,46,4,0,15,12.254292607307434,0.2663976653762486
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,MLG84,10,6,MLG84,63,14,0,5,16.751430869102478,0.2658957280809917
349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,1-3052,11,12,1-3052,166,21,0,42,44.112019300460815,0.26573505602687236
366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,1-5163,21,18,1-5163,16,2,0,4,4.201144695281982,0.2625715434551239
196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,1-9646,3,8,1-9646,105,27,0,1,27.550286173820496,0.2623836778459095
396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,1-9963,6,15,1-9963,116,21,0,17,30.354864954948425,0.26167987030127954
468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,1-6228,11,13,1-6228,48,1,0,21,12.556009650230408,0.26158353437980014
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,13,19,1-3523,543,60,0,149,141.99263989925385,0.26149657440009916
445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,1-6538,12,17,1-6538,44,6,0,10,11.502861738204956,0.26142867586829444
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,21,18,MLG40,51,10,0,6,13.301717042922974,0.2608179812337838
85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,1-8084,4,7,1-8084,82,12,0,17,21.354864954948425,0.2604251823774198
525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,1-3175,11,12,1-3175,6,1,0,1,1.5502861738204956,0.2583810289700826
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-4020,17,5,1-4020,37,4,0,10,9.502861738204956,0.2568341010325664
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,MLG48,10,6,MLG48,159,10,0,56,40.816025733947754,0.25670456436445127
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,3,8,1-0053,142,16,0,37,36.36058843135834,0.2560604819109742
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,1-9156,14,20,1-9156,268,63,0,10,68.50286173820496,0.25560769305300357
167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,1-4929,15,9,1-4929,10,2,0,1,2.5502861738204956,0.25502861738204957
313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,1-7521,2,7,1-7521,10,2,0,1,2.5502861738204956,0.25502861738204957
156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,1-8634,3,8,1-8634,10,2,0,1,2.5502861738204956,0.25502861738204957
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,1-0033,16,4,1-0033,10,2,0,1,2.5502861738204956,0.25502861738204957
154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,1-18994,2,9,1-18994,28,6,0,2,7.100572347640991,0.25359186955860685
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,16,4,MLG57,629,73,0,157,159.3949292898178,0.25341006246393927
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,17,5,1-8285,72,11,0,13,18.153720259666443,0.2521350036064784
263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,1-6927,18,10,1-6927,179,23,0,40,45.011446952819824,0.25146059750178673
536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,1-9971,12,17,1-9971,15,1,0,5,3.751430869102478,0.25009539127349856
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,13,19,1-4355,49,4,0,15,12.254292607307434,0.250087604230764
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,1-1827,14,20,1-1827,24,6,0,0,6.0,0.25
527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,1-5531,22,2,1-5531,8,2,0,0,2.0,0.25
508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,1-8532,10,6,1-8532,4,1,0,0,1.0,0.25
147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,1-17657,4,7,1-17657,8,2,0,0,2.0,0.25
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1-8093,3,8,1-8093,4,1,0,0,1.0,0.25
170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,1-5043,6,15,1-5043,123,19,0,21,30.556009650230408,0.24842284268480005
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,17,5,1-9283,235,27,0,57,58.36631190776825,0.24836728471390745
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1-9674,18,10,1-9674,144,22,0,25,35.75715434551239,0.24831357184383604
539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,1-9436,3,8,1-9436,21,3,0,4,5.201144695281982,0.24767355691818965
562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,1,5,1-0003,17,2,0,4,4.201144695281982,0.24712615854599895
486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,1-8678,15,13,1-8678,17,2,0,4,4.201144695281982,0.24712615854599895
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1-7964,17,5,1-7964,202,8,0,76,49.821749210357666,0.2466423228235528
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,1-9496,18,10,1-9496,39,3,0,12,9.603434085845947,0.24624189963707557
456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,1-8186,15,13,1-8186,26,2,0,8,6.402289390563965,0.24624189963707557
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,MLG39,2,9,MLG39,23,4,0,3,5.650858521461487,0.24568950093310812
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,1-5626,6,15,1-5626,125,23,0,14,30.70400643348694,0.24563205146789552
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,9,16,MLG68,642,131,0,46,156.3131639957428,0.2434784485914997
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,1-9227,11,12,1-9227,801,75,0,218,194.96238589286804,0.24339873394864925
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,1-9902,5,21,1-9902,30,4,0,6,7.301717042922974,0.24339056809743245
509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,1-18935,15,13,1-18935,30,4,0,6,7.301717042922974,0.24339056809743245
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,1-8646,4,7,1-8646,20,1,0,7,4.852003216743469,0.24260016083717345
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,6,15,1-6561,65,9,0,12,15.603434085845947,0.24005283208993766
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,4,7,1-6061,40,9,0,1,9.550286173820496,0.2387571543455124
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,15,13,MLG54,595,56,0,156,141.84464311599731,0.23839435817814675
