Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,2,18,1-9379,58,21,0,12,30.730183839797974,0.5298307558585857
371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,1-1580,18,7,1-1580,400,31,0,223,211.819249689579,0.5295481242239475
469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,1-8578,12,14,1-8578,11,5,0,1,5.810848653316498,0.528258968483318
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,1,19,MLG55,92,12,0,45,48.4881893992424,0.5270455369482869
337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,1-18613,1,19,1-18613,25,9,0,5,13.054243266582489,0.5221697306632995
497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,1-8493,11,17,1-8493,38,2,0,22,19.83867037296295,0.5220702729727092
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,10,21,1-5980,29,6,0,11,14.919335186481476,0.5144598340166027
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,3,10,1-8627,25,7,0,7,12.675940573215485,0.5070376229286194
505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,1-4747,14,6,1-4747,25,7,0,7,12.675940573215485,0.5070376229286194
554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,1-10444,22,8,1-10444,8,0,0,5,4.054243266582489,0.5067804083228111
417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,1-10451,6,9,1-10451,46,11,0,15,23.162729799747467,0.5035376043423362
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,16,20,1-1183,45,4,0,23,22.64951902627945,0.5033226450284322
410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,MLG12,14,6,MLG12,146,49,0,30,73.32545959949493,0.5022291753390064
547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,MLG67,1,19,MLG67,27,7,0,8,13.486789226531982,0.4995107120937771
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,6,9,MLG68,642,90,0,277,314.6050769686699,0.49003906069886277
449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,1-1935,6,9,1-1935,12,1,0,6,5.865091919898987,0.4887576599915822
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1-8418,5,22,1-8418,46,20,0,3,22.432545959949493,0.48766404260759766
283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,1-3535,16,20,1-3535,315,49,0,129,153.59947627782822,0.48761738500897844
167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,1-4929,20,5,1-4929,10,0,0,6,4.865091919898987,0.48650919198989867
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,5,22,MLG32,52,12,0,16,24.973578453063965,0.4802611240973839
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,3,10,MLG41,66,17,0,18,31.59527575969696,0.4787162993893479
138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,1-5515,17,11,1-5515,29,9,0,6,13.865091919898987,0.47810661792755127
527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,1-5531,4,24,1-5531,8,3,0,1,3.810848653316498,0.4763560816645622
344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,1-6035,11,17,1-6035,23,2,0,11,10.919335186481476,0.47475370376006415
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,1-7993,9,23,1-7993,24,0,0,14,11.35188114643097,0.47299504776795703
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,3,10,1-1989,46,3,0,23,21.64951902627945,0.47064171796259674
490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,1-3551,13,13,1-3551,6,2,0,1,2.810848653316498,0.46847477555274963
558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,1-0055,1,19,1-0055,18,6,0,3,8.432545959949493,0.46847477555274963
89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,1-18004,3,10,1-18004,12,4,0,2,5.621697306632996,0.46847477555274963
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,14,6,1-6692,71,26,0,8,32.48678922653198,0.4575604116412955
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,19,15,1-20578,19,3,0,7,8.675940573215485,0.4566284512218676
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,1-20167,13,13,1-20167,56,2,0,29,25.514610946178436,0.4556180526103292
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,1-9997,11,17,1-9997,16,4,0,4,7.243394613265991,0.45271216332912445
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,6,9,1-4682,16,4,0,4,7.243394613265991,0.45271216332912445
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,1-8023,8,12,1-8023,16,4,0,4,7.243394613265991,0.45271216332912445
510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,18,7,1-3206,45,9,0,14,20.35188114643097,0.4522640254762438
452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,1-8529,16,20,1-8529,56,5,0,25,25.271216332912445,0.4512717202305794
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,1-3587,14,6,1-3587,46,18,0,3,20.432545959949493,0.44418578173803247
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,1-19813,8,12,1-19813,20,8,0,1,8.810848653316498,0.4405424326658249
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-7140,20,5,1-7140,397,7,0,204,172.41312527656555,0.4342899881021802
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,18,7,1-3523,543,104,0,162,235.35748183727264,0.4334391930704837
431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,1-7614,21,3,1-7614,72,5,0,32,30.94715690612793,0.42982162369622123
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,18,7,1-0296,41,3,0,18,17.59527575969696,0.42915306730968195
395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,1-6787,12,14,1-6787,56,7,0,21,24.027821719646454,0.4290682449936867
512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,1-3033,7,2,1-3033,7,3,0,0,3.0,0.42857142857142855
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,1-4417,8,12,1-4417,151,46,0,23,64.64951902627945,0.4281425101078109
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,18,7,1-7866,318,12,0,153,136.05984395742416,0.4278611445202018
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,20,5,1-6878,167,9,0,77,71.43534630537033,0.42775656470281637
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,9,23,1-0272,111,28,0,24,47.46036767959595,0.4275708799963599
552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,MLG46,17,11,MLG46,17,4,0,4,7.243394613265991,0.4260820360744701
156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,1-8634,5,22,1-8634,10,1,0,4,4.243394613265991,0.4243394613265991
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,MLG48,14,6,MLG48,159,35,0,40,67.43394613265991,0.4241128687588674
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,6,9,1-0278,79,14,0,24,33.46036767959595,0.42354895796956893
379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,1-4640,12,14,1-4640,87,31,0,7,36.675940573215485,0.4215625353243159
349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,1-3052,21,3,1-3052,166,3,0,81,68.67874091863632,0.4137273549315441
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,1,19,1-0303,212,29,0,72,87.38110303878784,0.4121750143339049
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,1-8646,3,10,1-8646,20,5,0,4,8.243394613265991,0.41216973066329954
338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,1-6296,20,5,1-6296,254,21,0,103,104.51741129159927,0.4114858712267688
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,8,12,1-7530,25,7,0,4,10.243394613265991,0.40973578453063964
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,1-7122,17,11,1-7122,197,10,0,87,80.54383283853531,0.4088519433428188
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1-5775,3,10,1-5775,244,83,0,20,99.21697306632996,0.40662693879643425
545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,1-19567,10,21,1-19567,2,0,0,1,0.8108486533164978,0.4054243266582489
557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,1-9806,20,5,1-9806,8,0,0,4,3.243394613265991,0.4054243266582489
525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,1-3175,1,19,1-3175,6,0,0,3,2.4325459599494934,0.4054243266582489
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,1-10696,10,21,1-10696,24,0,0,12,9.730183839797974,0.4054243266582489
492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,1-6028,2,18,1-6028,2,0,0,1,0.8108486533164978,0.4054243266582489
520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,1-2034,15,1,1-2034,16,0,0,8,6.486789226531982,0.4054243266582489
313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,1-7521,20,5,1-7521,10,0,0,5,4.054243266582489,0.4054243266582489
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,11,17,1-6561,65,2,0,30,26.325459599494934,0.40500707076146053
318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,1-2324,1,19,1-2324,25,2,0,10,10.108486533164978,0.40433946132659915
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,11,17,1-1570,142,11,0,57,57.218373239040375,0.4029462904157773
348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,1-17758,16,20,1-17758,40,8,0,10,16.108486533164978,0.40271216332912446
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,1-9768,13,13,1-9768,241,24,0,90,96.9763787984848,0.4023916132717212
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,1-17733,19,15,1-17733,74,3,0,33,29.758005559444427,0.40213521026276255
287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,1-9836,2,18,1-9836,5,2,0,0,2.0,0.4
541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,1-5424,7,2,1-5424,5,2,0,0,2.0,0.4
468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,1-6228,16,20,1-6228,48,2,0,21,19.027821719646454,0.3964129524926345
314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,1-3139,21,3,1-3139,93,5,0,39,36.623097479343414,0.3937967470897141
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,1-7005,21,3,1-7005,285,5,0,132,112.03202223777771,0.39309481486939546
562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,12,14,1-0003,17,5,0,2,6.621697306632996,0.3895116062725292
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,1-7004,22,8,1-7004,381,79,0,85,147.9221355319023,0.3882470748868827
516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,1-5036,20,5,1-5036,14,3,0,3,5.432545959949493,0.38803899713924955
433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,1-5654,12,14,1-5654,15,5,0,1,5.810848653316498,0.38738991022109986
392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,1-9609,15,1,1-9609,25,4,0,7,9.675940573215485,0.3870376229286194
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,8,12,MLG56,511,71,0,155,196.68154126405716,0.38489538407838975
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,17,11,1-9286,81,22,0,11,30.919335186481476,0.38172018748742564
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-3639,1,19,1-3639,17,4,0,3,6.432545959949493,0.3783850564676173
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,14,6,MLG31,33,10,0,3,12.432545959949493,0.37674381696816645
425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,1-6006,21,3,1-6006,57,6,0,19,21.40612441301346,0.3755460423335694
332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,MLG78,14,6,MLG78,80,17,0,16,29.973578453063965,0.37466973066329956
544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,1-5799,22,8,1-5799,7,1,0,2,2.6216973066329956,0.3745281866618565
307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,1-5530,11,17,1-5530,7,1,0,2,2.6216973066329956,0.3745281866618565
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-5981,18,7,1-5981,28,4,0,8,10.486789226531982,0.3745281866618565
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,12,14,MLG45,70,18,0,10,26.108486533164978,0.37297837904521397
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,1-1770,6,9,1-1770,35,9,0,5,13.054243266582489,0.37297837904521397
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,1-10038,22,8,1-10038,76,8,0,25,28.271216332912445,0.3719896885909532
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,1-18735,10,21,1-18735,27,10,0,0,10.0,0.37037037037037035
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,1-8928,10,21,1-8928,39,12,0,3,14.432545959949493,0.370065281024346
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,18,7,1-4355,49,10,0,10,18.108486533164978,0.3695609496564281
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,17,11,1-7268,70,7,0,23,25.64951902627945,0.3664217003754207
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,11,17,1-9270,128,11,0,44,46.6773407459259,0.3646667245775461
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,MLG33,5,22,MLG33,20,4,0,4,7.243394613265991,0.36216973066329955
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,1-8095,17,11,1-8095,46,15,0,2,16.621697306632996,0.36134124579636945
293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,1-8066,20,5,1-8066,86,17,0,17,30.784427106380463,0.3579584547253542
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,1-9227,21,3,1-9227,801,57,0,283,286.4701688885689,0.3576406602853544
290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,1-8341,21,3,1-8341,197,8,0,77,70.43534630537033,0.35753982896127073
340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,1-3362,1,19,1-3362,117,19,0,28,41.70376229286194,0.3564424127595037
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,17,11,1-8427,189,33,0,42,67.05564343929291,0.354791764229063
443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,1-3447,21,3,1-3447,110,13,0,32,38.94715690612793,0.35406506278298117
393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,1-7819,1,19,1-7819,59,16,0,6,20.865091919898987,0.3536456257609998
511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,1-9697,1,19,1-9697,20,3,0,5,7.054243266582489,0.3527121633291245
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,6,9,1-7682,141,27,0,28,49.70376229286194,0.35250895243164493
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,1-9630,14,6,1-9630,33,10,0,2,11.621697306632996,0.35217264565554535
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,17,11,1-9491,80,16,0,15,28.162729799747467,0.35203412249684335
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,20,5,1-6181,659,54,0,219,231.57585507631302,0.35140493941777395
471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,6,9,1-9794,46,4,0,15,16.162729799747467,0.35136369129885797
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,14,6,MLG38,77,23,0,5,27.05424326658249,0.35135380865691546
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-4020,16,20,1-4020,37,3,0,12,12.730183839797974,0.34405902269724253
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,17,11,1-9283,235,54,0,33,80.75800555944443,0.3436510874869976
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,22,8,1-3596,223,47,0,36,76.19055151939392,0.34166166600625075
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,5,22,MLG44,59,7,0,16,19.973578453063965,0.3385352280180333
270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,2,18,1-1390,98,8,0,31,33.13630825281143,0.3381255944164432
438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,MLG10,13,13,MLG10,60,0,0,25,20.271216332912445,0.33785360554854077
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,1-9500,6,9,1-9500,33,7,0,5,11.054243266582489,0.33497706868431787
559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,1-5914,20,5,1-5914,3,1,0,0,1.0,0.3333333333333333
158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,1-7599,8,12,1-7599,3,1,0,0,1.0,0.3333333333333333
549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,1-4842,5,22,1-4842,6,2,0,0,2.0,0.3333333333333333
551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,1-9838,1,19,1-9838,3,1,0,0,1.0,0.3333333333333333
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,3,10,MLG14,232,33,0,54,76.78582727909088,0.3309733934443572
289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,1-1592,21,3,1-1592,32,0,0,13,10.541032493114471,0.32940726540982723
320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,MLG13,5,22,MLG13,140,12,0,42,46.05564343929291,0.32896888170923505
213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,1-18563,13,13,1-18563,8,1,0,2,2.6216973066329956,0.32771216332912445
441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,1-19166,5,22,1-19166,45,5,0,12,14.730183839797974,0.3273374186621772
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,17,11,1-10539,63,19,0,2,20.621697306632996,0.3273285286767142
350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,1-2282,2,18,1-2282,219,53,0,23,71.64951902627945,0.327166753544655
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,1-5355,16,20,1-5355,53,10,0,9,17.29763787984848,0.326370526034877
396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,1-9963,11,17,1-9963,116,7,0,38,37.81224882602692,0.3259676622933355
377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,1-7213,15,1,1-7213,23,1,0,8,7.486789226531982,0.3255125750666079
254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,1-8379,1,19,1-8379,5,0,0,2,1.6216973066329956,0.32433946132659913
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1-7964,8,12,1-7964,202,34,0,38,64.81224882602692,0.3208527169605293
225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,1-9650,7,2,1-9650,25,8,0,0,8.0,0.32
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,3,10,MLG62,525,70,0,118,165.68014109134674,0.31558122112637477
369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,1-6594,2,18,1-6594,70,1,0,26,22.082064986228943,0.31545807123184205
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,7,2,MLG75,185,58,0,0,58.0,0.31351351351351353
231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,1-8450,22,8,1-8450,52,9,0,9,16.29763787984848,0.31341611307400924
537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,17,11,1-4494,16,5,0,0,5.0,0.3125
448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,1-3106,2,18,1-3106,34,9,0,2,10.621697306632996,0.312402861959794
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1-7770,16,20,1-7770,11,1,0,3,3.4325459599494934,0.3120496327226812
472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,1-9518,12,14,1-9518,22,6,0,1,6.810848653316498,0.30958402969620447
241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,1-19448,6,9,1-19448,45,5,0,11,13.919335186481476,0.3093185596995883
185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,1-8906,8,12,1-8906,15,3,0,2,4.621697306632996,0.30811315377553306
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,1-8157,16,20,1-8157,75,14,0,11,22.919335186481476,0.305591135819753
258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-9516,1,19,1-9516,76,11,0,15,23.162729799747467,0.304772760522993
230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,1-3089,21,3,1-3089,16,0,0,6,4.865091919898987,0.3040682449936867
170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,1-5043,11,17,1-5043,123,9,0,35,37.37970286607742,0.30390002330144245
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,1-8018,12,14,1-8018,58,16,0,2,17.621697306632996,0.3038223673557413
465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,1-5913,15,1,1-5913,14,1,0,4,4.243394613265991,0.3030996152332851
