Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,1-4747,10,17,1-4747,25,8,0,5,8.350635349750519,0.3340254139900207
525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,1-3175,2,9,1-3175,6,2,0,0,2.0,0.3333333333333333
559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,1-5914,6,19,1-5914,3,1,0,0,1.0,0.3333333333333333
433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,1-5654,15,7,1-5654,15,5,0,0,5.0,0.3333333333333333
564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,1-9034,2,9,1-9034,3,1,0,0,1.0,0.3333333333333333
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,1-18735,2,9,1-18735,27,9,0,0,9.0,0.3333333333333333
549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,1-4842,22,12,1-4842,6,2,0,0,2.0,0.3333333333333333
551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,1-9838,1,18,1-9838,3,1,0,0,1.0,0.3333333333333333
158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,1-7599,10,17,1-7599,3,1,0,0,1.0,0.3333333333333333
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,22,12,1-9333,102,32,0,23,33.61292260885239,0.3295384569495332
435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,1-9610,12,14,1-9610,49,16,0,2,16.140254139900208,0.3293929416306165
385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,1-6974,13,2,1-6974,207,65,0,44,68.08559107780457,0.3289158989265921
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,22,12,1-7530,25,8,0,3,8.210381209850311,0.3284152483940124
472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,1-9518,9,16,1-9518,22,7,0,2,7.1402541399002075,0.32455700635910034
193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,1-9553,9,16,1-9553,23,7,0,5,7.350635349750519,0.3195928412935008
494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,1-3265,18,10,1-3265,19,6,0,1,6.070127069950104,0.319480372102637
497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,1-8493,21,8,1-8493,38,12,0,2,12.140254139900208,0.319480372102637
468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,1-6228,4,11,1-6228,48,13,0,32,15.24406623840332,0.31758471330006915
486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,1-8678,18,10,1-8678,17,5,0,5,5.350635349750519,0.3147432558676776
504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,1-5425,18,10,1-5425,17,5,0,4,5.280508279800415,0.3106181341059068
93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,1-20003,22,12,1-20003,21,6,0,6,6.420762419700623,0.3057505914143154
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,MLG42,19,20,MLG42,14,4,0,4,4.280508279800415,0.3057505914143154
511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,1-9697,19,20,1-9697,20,6,0,1,6.070127069950104,0.3035063534975052
393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,1-7819,4,11,1-7819,59,17,0,9,17.631143629550934,0.2988329428737446
225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,1-9650,18,10,1-9650,25,7,0,4,7.280508279800415,0.2912203311920166
438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,MLG10,8,21,MLG10,60,17,0,3,17.21038120985031,0.28683968683083855
544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,1-5799,6,19,1-5799,7,2,0,0,2.0,0.2857142857142857
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,1-8928,1,18,1-8928,39,11,0,2,11.140254139900208,0.2856475420487233
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,20,13,1-9286,81,21,0,29,23.03368502855301,0.28436648183398777
524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,1-9338,7,15,1-9338,29,8,0,2,8.140254139900208,0.28069841861724854
309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,1-3516,21,8,1-3516,156,42,0,25,43.753176748752594,0.280469081722773
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,21,8,1-3596,223,60,0,29,62.03368502855301,0.278177959769296
471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,13,2,1-9794,46,12,0,11,12.771397769451141,0.27763908194459
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,22,12,MLG44,59,16,0,5,16.35063534975052,0.2771294127076359
142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,P-16454,17,5,P-16454,8,2,0,3,2.2103812098503113,0.2762976512312889
542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,1-1191,10,17,1-1191,53,14,0,9,14.631143629550934,0.27605931376511195
537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,6,19,1-4494,16,4,0,5,4.350635349750519,0.2719147093594074
228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,1-17835,12,14,1-17835,17,4,0,8,4.56101655960083,0.2682950917412253
318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,1-2324,20,13,1-2324,25,6,0,10,6.701270699501038,0.2680508279800415
280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,1-7608,21,8,1-7608,4,1,0,1,1.0701270699501038,0.26753176748752594
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,18,10,1-9938,55,14,0,9,14.631143629550934,0.26602079326456246
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,9,16,MLG38,77,20,0,6,20.420762419700623,0.26520470674935875
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,13,2,1-7268,70,18,0,8,18.56101655960083,0.265157379422869
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,1-9237,2,9,1-9237,38,10,0,1,10.070127069950104,0.26500334394605535
445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,1-6538,16,6,1-6538,44,11,0,9,11.631143629550934,0.2643441733988849
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,MLG48,21,8,MLG48,159,39,0,42,41.94533693790436,0.2638071505528576
473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,1-9452,14,3,1-9452,16,4,0,3,4.210381209850311,0.26314882561564445
366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,1-5163,15,7,1-5163,16,4,0,3,4.210381209850311,0.26314882561564445
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,12,14,MLG55,92,22,0,29,24.03368502855301,0.2612357068320979
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,1-9997,12,14,1-9997,16,4,0,2,4.1402541399002075,0.25876588374376297
520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,1-2034,11,4,1-2034,16,4,0,2,4.1402541399002075,0.25876588374376297
238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,1-9855,15,7,1-9855,8,2,0,1,2.0701270699501038,0.25876588374376297
560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,1-0027,10,17,1-0027,29,7,0,7,7.490889489650726,0.2583065341258871
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,9,16,1-9379,58,14,0,14,14.981778979301453,0.2583065341258871
321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,1-5172,12,14,1-5172,120,30,0,10,30.701270699501038,0.255843922495842
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1-9946,18,10,1-9946,12,3,0,1,3.0701270699501038,0.255843922495842
451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,1-4098,9,16,1-4098,16,4,0,1,4.070127069950104,0.2543829418718815
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,17,5,MLG65,201,49,0,27,50.8934308886528,0.2532011486997652
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1-1258,18,10,1-1258,435,105,0,72,110.04914903640747,0.2529865495089827
563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,1-21192,5,22,1-21192,4,1,0,0,1.0,0.25
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,1-9733,1,18,1-9733,4,1,0,0,1.0,0.25
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1-4499,17,5,1-4499,12,3,0,0,3.0,0.25
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,22,12,1-8285,72,17,0,13,17.91165190935135,0.2487729431854354
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,1-0358,18,10,1-0358,22,5,0,5,5.350635349750519,0.24321069771593268
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,1-6647,13,2,1-6647,62,14,0,12,14.841524839401245,0.23937943289356847
478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,1-9394,9,16,1-9394,117,27,0,12,27.841524839401245,0.23796175076411322
164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,1-9740,1,18,1-9740,34,8,0,1,8.070127069950104,0.23735667852794423
377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,1-7213,9,16,1-7213,23,5,0,5,5.350635349750519,0.2326363195543704
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,MLG06,18,10,MLG06,18,4,0,2,4.1402541399002075,0.23001411888334486
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-5981,8,21,1-5981,28,6,0,5,6.350635349750519,0.22680840534823282
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,21,8,1-0296,41,9,0,4,9.280508279800415,0.22635386048293696
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,MLG63,22,12,MLG63,380,83,0,40,85.80508279800415,0.225802849468432
171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,1-8100,14,3,1-8100,19,4,0,4,4.280508279800415,0.22528990946317973
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,1,18,MLG31,33,7,0,6,7.420762419700623,0.22487158847577643
459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,1-2545,15,7,1-2545,145,30,0,31,32.17393916845322,0.22188923564450494
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,9,16,MLG41,66,14,0,7,14.490889489650726,0.21955893166137463
510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,15,7,1-3206,45,9,0,12,9.841524839401245,0.21870055198669433
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,18,10,MLG75,185,38,0,34,40.38432037830353,0.21829362366650557
350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,1-2282,9,16,1-2282,219,46,0,25,47.753176748752594,0.21805103538243192
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,8,21,MLG32,52,11,0,4,11.280508279800415,0.21693285153462336
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,1-10468,7,15,1-10468,549,108,0,147,118.30867928266525,0.21549850506860702
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,1-7070,21,8,1-7070,129,27,0,10,27.701270699501038,0.2147385325542716
277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,1-4051,1,18,1-4051,5,1,0,1,1.0701270699501038,0.21402541399002076
285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,1-18615,20,13,1-18615,22,4,0,10,4.701270699501038,0.21369412270459262
521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,1-19549,12,14,1-19549,29,6,0,2,6.1402541399002075,0.21173290137586923
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,1-2382,14,3,1-2382,139,28,0,19,29.33241432905197,0.21102456351835952
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,1-8646,2,9,1-8646,20,4,0,3,4.210381209850311,0.21051906049251556
332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,MLG78,9,16,MLG78,80,16,0,11,16.77139776945114,0.20964247211813927
528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,1-6718,1,18,1-6718,20,4,0,2,4.1402541399002075,0.20701270699501037
156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,1-8634,1,18,1-8634,10,2,0,1,2.0701270699501038,0.20701270699501037
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,1-7845,6,19,1-7845,36,7,0,6,7.420762419700623,0.2061322894361284
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1-9115,17,5,1-9115,16,3,0,4,3.280508279800415,0.20503176748752594
536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,1-9971,22,12,1-9971,15,3,0,1,3.0701270699501038,0.20467513799667358
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,1-8095,2,9,1-8095,46,9,0,5,9.350635349750519,0.20327468151631561
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,8,21,1-0303,212,42,0,15,43.051906049251556,0.20307502853420545
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,20,13,MLG56,511,97,0,96,103.73219871520996,0.20299843192800385
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,10,17,1-10539,63,11,0,25,12.753176748752594,0.2024313769643269
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,1-8659,13,2,1-8659,91,18,0,6,18.420762419700623,0.20242596065605079
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,1-9902,23,1,1-9902,30,6,0,1,6.070127069950104,0.2023375689983368
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1-5549,22,12,1-5549,35,7,0,1,7.070127069950104,0.20200363057000295
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,16,6,1-1350,195,34,0,76,39.329657316207886,0.20169055033952762
253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,1-4649,17,5,1-4649,244,47,0,31,49.17393916845322,0.20153253757562795
334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,1-20641,11,4,1-20641,16,3,0,3,3.2103812098503113,0.20064882561564445
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,1-0033,5,22,1-0033,10,2,0,0,2.0,0.2
287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,1-9836,17,5,1-9836,5,1,0,0,1.0,0.2
323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,1-3647,2,9,1-3647,5,1,0,0,1.0,0.2
315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,1-1769,22,12,1-1769,89,17,0,11,17.77139776945114,0.19967862662304653
506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,1-6227,5,22,1-6227,52,10,0,5,10.350635349750519,0.1990506798028946
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,1,18,MLG14,232,43,0,41,45.875209867954254,0.19773797356876835
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,1-5355,1,18,1-5355,53,10,0,6,10.420762419700623,0.1966181588622759
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,1-7467,18,10,1-7467,64,12,0,8,12.56101655960083,0.19626588374376297
354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,1-9417,7,15,1-9417,76,14,0,13,14.911651909351349,0.19620594617567563
314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,1-3139,4,11,1-3139,93,17,0,17,18.192160189151764,0.19561462568980392
534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1-9457,1,18,1-9457,11,2,0,2,2.1402541399002075,0.19456855817274613
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,11,4,1-18709,33,6,0,6,6.420762419700623,0.19456855817274613
470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,1-1204,10,17,1-1204,39,7,0,7,7.490889489650726,0.19207408947822374
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,16,6,1-1608,307,53,0,84,58.890673875808716,0.19182629926973524
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,1-8328,15,7,1-8328,114,20,0,23,21.612922608852386,0.1895870404285297
420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,1-8172,12,14,1-8172,40,7,0,8,7.56101655960083,0.18902541399002076
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,5,22,1-6561,65,11,0,18,12.262287259101868,0.1886505732169518
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,23,1,1-6878,167,30,0,16,31.12203311920166,0.18635947975569855
154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,1-18994,2,9,1-18994,28,5,0,3,5.210381209850311,0.18608504320893968
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,1-9818,4,11,1-9818,28,5,0,3,5.210381209850311,0.18608504320893968
540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,1-5413,1,18,1-5413,39,7,0,3,7.210381209850311,0.1848815694833413
296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,1-9404,7,15,1-9404,100,17,0,20,18.402541399002075,0.18402541399002076
271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,1-7897,16,6,1-7897,95,14,0,48,17.36609935760498,0.1828010458695261
283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,1-3535,13,2,1-3535,315,55,0,35,57.45444744825363,0.18239507126429724
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1-7770,16,6,1-7770,11,2,0,0,2.0,0.18181818181818182
219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,1-5653,6,19,1-5653,11,2,0,0,2.0,0.18181818181818182
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,15,7,1-3523,543,86,0,177,98.41249138116837,0.18123847399846846
241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,1-19448,8,21,1-19448,45,8,0,2,8.140254139900208,0.18089453644222683
552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,MLG46,22,12,MLG46,17,3,0,1,3.0701270699501038,0.18059570999706492
371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,1-1580,15,7,1-1580,400,53,0,273,72.14469009637833,0.18036172524094582
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,1-7842,12,14,1-7842,21,3,0,11,3.7713977694511414,0.17959036997386388
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,14,3,1-9283,235,37,0,74,42.18940317630768,0.17952937521833054
89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,1-18004,17,5,1-18004,12,2,0,2,2.1402541399002075,0.17835451165835062
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,8,21,1-0278,79,13,0,10,13.701270699501038,0.17343380632279795
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,10,17,MLG51,248,38,0,67,42.69851368665695,0.1721714261558748
347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,1-8188,6,19,1-8188,140,24,0,1,24.070127069950104,0.17192947907107217
415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,1-1957,19,20,1-1957,47,7,0,15,8.051906049251556,0.17131714998407566
351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,1-19229,14,3,1-19229,38,6,0,7,6.490889489650726,0.17081288130659805
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-4020,2,9,1-4020,37,6,0,4,6.280508279800415,0.16974346702163284
263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,1-6927,7,15,1-6927,179,28,0,33,30.314193308353424,0.1693530352421979
413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,1-8314,8,21,1-8314,36,5,0,15,6.051906049251556,0.1681085013680988
516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,1-5036,17,5,1-5036,14,2,0,5,2.350635349750519,0.16790252498217992
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,MLG33,1,18,MLG33,20,3,0,5,3.350635349750519,0.16753176748752593
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-6693,11,4,1-6693,98,15,0,20,16.402541399002075,0.16737287141838852
112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,1-10698,8,21,1-10698,6,1,0,0,1.0,0.16666666666666666
278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,1-10762,11,4,1-10762,6,1,0,0,1.0,0.16666666666666666
450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,1-2297,7,15,1-2297,25,4,0,2,4.1402541399002075,0.1656101655960083
482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,1-4390,4,11,1-4390,45,7,0,5,7.350635349750519,0.1633474522166782
374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,1-6919,12,14,1-6919,43,4,0,43,7.015464007854462,0.16315032576405725
452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,1-8529,20,13,1-8529,56,8,0,16,9.12203311920166,0.1628934485571725
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,15,7,1-18558,307,47,0,39,49.73495572805405,0.16200311312069723
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,6,19,1-2294,75,11,0,16,12.12203311920166,0.16162710825602214
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,2,9,MLG58,71,10,0,21,11.472668468952179,0.16158687984439687
408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,MLG53,14,3,MLG53,91,13,0,24,14.68304967880249,0.16135219427255484
137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,1-1972,22,12,1-1972,32,5,0,2,5.1402541399002075,0.16063294187188148
232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,1-18371,6,19,1-18371,120,17,0,31,19.173939168453217,0.1597828264037768
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,18,10,1-19286,40,6,0,4,6.280508279800415,0.15701270699501038
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,1-4319,7,15,1-4319,163,23,0,29,25.03368502855301,0.15358088974572398
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1-8042,16,6,1-8042,52,7,0,13,7.911651909351349,0.15214715210291055
