Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
438,438,438,438,438,MLG10,15,13,MLG10,60,9,0,6,9.08173563145101,0.1513622605241835
387,387,387,387,387,1-10539,9,6,1-10539,63,9,0,38,9.517658999189734,0.151073952368091
109,109,109,109,109,1-9768,12,12,1-9768,241,36,0,27,36.36781034152955,0.150903777350745
263,263,263,263,263,1-6927,19,14,1-6927,179,26,0,51,26.69475286733359,0.14913269758286923
57,57,57,57,57,1-1224,19,14,1-1224,151,21,0,107,22.457618760876358,0.14872595205878383
245,245,245,245,245,1-6647,21,7,1-6647,62,9,0,11,9.149848657660186,0.14757820415580947
164,164,164,164,164,1-9740,9,6,1-9740,34,5,0,1,5.013622605241835,0.14745948838946574
102,102,102,102,102,1-3564,1,9,1-3564,41,6,0,3,6.040867815725505,0.14733823940793916
87,87,87,87,87,MLG35,17,10,MLG35,49,7,0,11,7.149848657660186,0.1459152787277589
419,419,419,419,419,1-6692,12,12,1-6692,71,10,0,26,10.354187736287713,0.14583363008855935
122,122,122,122,122,MLG42,10,15,MLG42,14,2,0,3,2.0408678157255054,0.14577627255182182
265,265,265,265,265,1-11330,1,9,1-11330,14,2,0,3,2.0408678157255054,0.14577627255182182
475,475,475,475,475,1-18234,17,10,1-18234,43,6,0,15,6.204339078627527,0.14428695531691924
139,139,139,139,139,1-7863,6,8,1-7863,351,50,0,45,50.61301723588258,0.14419663030165977
478,478,478,478,478,1-9394,12,12,1-9394,117,16,0,57,16.7764884987846,0.14338879058790258
379,379,379,379,379,1-4640,18,5,1-4640,87,12,0,34,12.463168578222394,0.14325481124393558
465,465,465,465,465,1-5913,1,1,1-5913,14,2,0,0,2.0,0.14285714285714285
155,155,155,155,155,1-9447,14,4,1-9447,7,1,0,0,1.0,0.14285714285714285
19,19,19,19,19,1-2596,16,17,1-2596,35,5,0,0,5.0,0.14285714285714285
485,485,485,485,485,1-5980,5,3,1-5980,29,4,0,10,4.136226052418351,0.14262848456615004
310,310,310,310,310,1-4855,1,6,1-4855,22,3,0,9,3.122603447176516,0.14193652032620527
446,446,446,446,446,1-3534,16,17,1-3534,279,39,0,31,39.42230076249689,0.1412985690412075
353,353,353,353,353,MLG50,8,16,MLG50,319,44,0,74,45.0080727878958,0.14109113726613104
138,138,138,138,138,1-5515,10,12,1-5515,29,4,0,6,4.081735631451011,0.14074950453279347
506,506,506,506,506,1-6227,9,8,1-6227,52,7,0,23,7.313319920562208,0.14064076770311937
170,170,170,170,170,1-5043,6,8,1-5043,123,17,0,21,17.286074710078537,0.14053719276486615
524,524,524,524,524,1-9338,15,13,1-9338,29,4,0,5,4.068113026209176,0.14027975952445432
132,132,132,132,132,1-9110,9,6,1-9110,29,4,0,2,4.02724521048367,0.1388705244994369
303,303,303,303,303,1-8157,12,12,1-8157,75,10,0,29,10.395055552013218,0.13860074069350958
531,531,531,531,531,1-5891,9,6,1-5891,96,13,0,22,13.299697315320373,0.1385385137012539
536,536,536,536,536,1-9971,8,6,1-9971,15,2,0,5,2.0681130262091756,0.13787420174727838
340,340,340,340,340,1-3362,16,17,1-3362,117,16,0,8,16.10898084193468,0.13768359693961266
433,433,433,433,433,1-5654,14,4,1-5654,15,2,0,3,2.0408678157255054,0.13605785438170034
329,329,329,329,329,1-1317,19,14,1-1317,414,55,0,94,56.2805248927325,0.13594329684234904
241,241,241,241,241,1-19448,10,13,1-19448,45,6,0,6,6.081735631451011,0.13514968069891134
429,429,429,429,429,1-6693,2,18,1-6693,98,13,0,5,13.068113026209176,0.13334809210417525
37,37,37,37,37,1-5508,7,11,1-5508,38,5,0,2,5.02724521048367,0.13229592659167552
377,377,377,377,377,1-7213,1,9,1-7213,23,3,0,3,3.0408678157255054,0.1322116441619785
358,358,358,358,358,1-9831,19,14,1-9831,132,17,0,32,17.435923367738724,0.1320903285434752
244,244,244,244,244,MLG57,10,15,MLG57,629,80,0,197,82.68365323264152,0.13145254885952545
473,473,473,473,473,1-9452,1,10,1-9452,16,2,0,7,2.095358236692846,0.13095988979330286
390,390,390,390,390,MLG64,17,10,MLG64,245,31,0,73,31.994450182653964,0.13058959258226108
130,130,130,130,130,1-1833,12,12,1-1833,124,15,0,85,16.157921445555985,0.13030581810932246
537,537,537,537,537,1-4494,1,9,1-4494,16,2,0,5,2.0681130262091756,0.12925706413807347
271,271,271,271,271,1-7897,12,12,1-7897,95,12,0,9,12.122603447176516,0.12760635207554227
334,334,334,334,334,1-20641,8,16,1-20641,16,2,0,3,2.0408678157255054,0.12755423848284408
357,357,357,357,357,1-4760,7,11,1-4760,40,5,0,7,5.095358236692846,0.12738395591732116
378,378,378,378,378,1-6561,6,8,1-6561,65,8,0,20,8.272452104836702,0.12726849392056466
434,434,434,434,434,MLG59,3,20,MLG59,71,9,0,1,9.013622605241835,0.12695243105974416
406,406,406,406,406,1-17907,16,17,1-17907,119,15,0,7,15.095358236692846,0.12685174988817519
557,557,557,557,557,1-9806,1,9,1-9806,8,1,0,1,1.0136226052418351,0.1267028256552294
289,289,289,289,289,1-1592,16,17,1-1592,32,4,0,4,4.0544904209673405,0.1267028256552294
213,213,213,213,213,1-18563,15,13,1-18563,8,1,0,1,1.0136226052418351,0.1267028256552294
315,315,315,315,315,1-1769,21,7,1-1769,89,11,0,20,11.272452104836702,0.1266567652228843
414,414,414,414,414,1-8285,4,21,1-8285,72,9,0,8,9.108980841934681,0.12651362280464834
184,184,184,184,184,1-8074,2,18,1-8074,145,18,0,23,18.313319920562208,0.1262987580728428
371,371,371,371,371,1-1580,7,11,1-1580,400,49,0,96,50.30777010321617,0.12576942525804044
127,127,127,127,127,1-9643,4,21,1-9643,8,1,0,0,1.0,0.125
189,189,189,189,189,1-9156,12,12,1-9156,268,32,0,93,33.266902287490666,0.12413023241600994
243,243,243,243,243,1-1015,1,9,1-1015,155,18,0,83,19.130676235072315,0.12342371764562783
67,67,67,67,67,1-7481,18,5,1-7481,33,4,0,5,4.068113026209176,0.12327615230936896
258,258,258,258,258,1-9516,18,5,1-9516,76,9,0,22,9.299697315320373,0.12236443835947859
354,354,354,354,354,1-9417,19,14,1-9417,76,9,0,21,9.286074710078537,0.12218519355366497
140,140,140,140,140,1-2294,11,14,1-2294,75,9,0,6,9.08173563145101,0.12108980841934681
343,343,343,343,343,1-4319,19,14,1-4319,163,19,0,41,19.55852681491524,0.11999096205469473
459,459,459,459,459,1-2545,2,18,1-2545,145,17,0,21,17.286074710078537,0.11921430834536922
480,480,480,480,480,1-1005,5,3,1-1005,125,14,0,43,14.58577202539891,0.11668617620319129
526,526,526,526,526,1-5002,5,3,1-5002,45,5,0,18,5.245206894353032,0.11656015320784516
299,299,299,299,299,MLG54,8,16,MLG54,595,68,0,71,68.9672049721703,0.11591126886079041
260,260,260,260,260,1-0129,6,8,1-0129,142,16,0,18,16.245206894353032,0.11440286545319037
360,360,360,360,360,1-6611,16,17,1-6611,89,10,0,9,10.122603447176516,0.1137371173840058
68,68,68,68,68,1-7845,12,21,1-7845,36,4,0,2,4.02724521048367,0.11186792251343529
402,402,402,402,402,1-5744,3,20,1-5744,18,2,0,0,2.0,0.1111111111111111
232,232,232,232,232,1-18371,12,12,1-18371,120,13,0,20,13.272452104836702,0.11060376754030585
62,62,62,62,62,1-9818,3,20,1-9818,28,3,0,7,3.095358236692846,0.11054850845331592
398,398,398,398,398,1-0303,3,20,1-0303,212,23,0,6,23.08173563145101,0.10887611146910854
330,330,330,330,330,1-4531,18,5,1-4531,94,10,0,9,10.122603447176516,0.10768727071464379
426,426,426,426,426,1-4355,11,6,1-4355,49,5,0,17,5.231584289111197,0.10676702630839177
488,488,488,488,488,1-11350,7,11,1-11350,100,10,0,49,10.66750765684992,0.10667507656849921
326,326,326,326,326,1-8826,16,17,1-8826,123,13,0,7,13.095358236692846,0.10646632712758411
227,227,227,227,227,1-3068,16,17,1-3068,180,19,0,12,19.16347126290202,0.10646372923834456
83,83,83,83,83,1-18423,21,7,1-18423,47,5,0,0,5.0,0.10638297872340426
416,416,416,416,416,1-18203,14,4,1-18203,29,3,0,4,3.0544904209673405,0.10532725589542553
44,44,44,44,44,1-5214,17,10,1-5214,40,4,0,14,4.190716473385692,0.10476791183464229
183,183,183,183,183,1-9496,19,18,1-9496,39,4,0,5,4.068113026209176,0.10431059041561988
106,106,106,106,106,MLG69,21,7,MLG69,576,56,0,271,59.69172602053732,0.10363146878565506
296,296,296,296,296,1-9404,19,14,1-9404,100,10,0,22,10.299697315320373,0.10299697315320372
407,407,407,407,407,1-8421,6,8,1-8421,109,11,0,15,11.204339078627527,0.10279210163878465
408,408,408,408,408,MLG53,8,16,MLG53,91,9,0,21,9.286074710078537,0.10204477703383008
500,500,500,500,500,1-0292,3,20,1-0292,99,10,0,5,10.068113026209176,0.10169811137585026
240,240,240,240,240,MLG33,11,2,MLG33,20,2,0,0,2.0,0.1
167,167,167,167,167,1-4929,14,1,1-4929,10,1,0,0,1.0,0.1
274,274,274,274,274,1-0033,4,21,1-0033,10,1,0,0,1.0,0.1
493,493,493,493,493,1-1836,11,2,1-1836,20,2,0,0,2.0,0.1
411,411,411,411,411,MLG15,17,10,MLG15,105,10,0,32,10.435923367738724,0.09938974635941641
424,424,424,424,424,1-4700,14,4,1-4700,31,3,0,5,3.0681130262091756,0.09897138794223147
368,368,368,368,368,1-5197,19,14,1-5197,72,7,0,8,7.108980841934681,0.09873584502687056
58,58,58,58,58,1-17733,19,14,1-17733,74,7,0,11,7.149848657660186,0.09661957645486738
362,362,362,362,362,1-1462,18,5,1-1462,192,17,0,109,18.484863971360028,0.09627533318416681
445,445,445,445,445,1-6538,12,12,1-6538,44,4,0,12,4.163471262902021,0.09462434688413685
219,219,219,219,219,1-5653,15,6,1-5653,11,1,0,3,1.0408678157255054,0.09462434688413685
534,534,534,534,534,1-9457,19,14,1-9457,11,1,0,3,1.0408678157255054,0.09462434688413685
324,324,324,324,324,1-6734,6,8,1-6734,44,4,0,10,4.136226052418351,0.09400513755496252
64,64,64,64,64,1-9674,19,14,1-9674,144,13,0,38,13.517658999189734,0.0938726319388176
481,481,481,481,481,1-10038,21,7,1-10038,76,7,0,5,7.068113026209176,0.09300148718696284
344,344,344,344,344,1-6035,5,3,1-6035,23,2,0,9,2.122603447176516,0.09228710639897895
370,370,370,370,370,MLG62,14,4,MLG62,525,45,0,247,48.364783494733274,0.09212339713282529
400,400,400,400,400,1-18709,3,20,1-18709,33,3,0,2,3.0272452104836702,0.09173470334799001
501,501,501,501,501,1-18487,6,8,1-18487,23,2,0,8,2.108980841934681,0.09169481921455135
458,458,458,458,458,1-7182,8,16,1-7182,22,2,0,1,2.013622605241835,0.09152830023826523
487,487,487,487,487,1-6900,12,12,1-6900,67,6,0,9,6.122603447176516,0.09138214100263457
349,349,349,349,349,1-3052,18,5,1-3052,166,14,0,82,15.11705362983048,0.09106658813150892
100,100,100,100,100,1-19598,1,9,1-19598,11,1,0,0,1.0,0.09090909090909091
290,290,290,290,290,1-8341,18,5,1-8341,197,17,0,64,17.871846735477448,0.09072003419024086
441,441,441,441,441,1-19166,18,5,1-19166,45,4,0,4,4.0544904209673405,0.09009978713260756
510,510,510,510,510,1-3206,7,11,1-3206,45,4,0,2,4.02724521048367,0.08949433801074823
430,430,430,430,430,1-3141,6,8,1-3141,136,12,0,11,12.149848657660186,0.08933712248279549
286,286,286,286,286,1-3587,16,17,1-3587,46,4,0,6,4.081735631451011,0.08873338329241327
103,103,103,103,103,1-8820,19,14,1-8820,83,7,0,17,7.231584289111197,0.08712752155555659
369,369,369,369,369,1-6594,11,2,1-6594,70,6,0,0,6.0,0.08571428571428572
89,89,89,89,89,1-18004,14,4,1-18004,12,1,0,2,1.0272452104836702,0.08560376754030585
435,435,435,435,435,1-9610,12,12,1-9610,49,4,0,12,4.163471262902021,0.08496880128371473
253,253,253,253,253,1-4649,18,5,1-4649,244,20,0,32,20.435923367738724,0.08375378429401116
3,3,3,3,3,1-8222,2,1,1-8222,12,1,0,0,1.0,0.08333333333333333
118,118,118,118,118,1-6543,4,21,1-6543,12,1,0,0,1.0,0.08333333333333333
436,436,436,436,436,1-5161,10,20,1-5161,12,1,0,0,1.0,0.08333333333333333
248,248,248,248,248,1-2400,1,17,1-2400,49,4,0,5,4.068113026209176,0.08302271482059542
36,36,36,36,36,1-2714,7,11,1-2714,61,5,0,1,5.013622605241835,0.08219053451216123
129,129,129,129,129,1-2573,3,20,1-2573,37,3,0,2,3.0272452104836702,0.08181743812118028
505,505,505,505,505,1-4747,9,20,1-4747,25,2,0,1,2.013622605241835,0.0805449042096734
150,150,150,150,150,1-7005,18,5,1-7005,285,22,0,68,22.926337156444788,0.08044328826822733
97,97,97,97,97,1-9237,12,12,1-9237,38,3,0,4,3.0544904209673405,0.0803813268675616
176,176,176,176,176,1-8042,7,11,1-8042,52,4,0,9,4.122603447176516,0.07928083552262531
461,461,461,461,461,1-9651,15,20,1-9651,38,3,0,0,3.0,0.07894736842105263
76,76,76,76,76,1-8541,18,5,1-8541,232,18,0,14,18.19071647338569,0.07840826066114523
0,0,0,0,0,72-0103,18,5,72-0103,71,5,0,41,5.55852681491524,0.07828911006922873
96,96,96,96,96,MLG37,1,9,MLG37,116,9,0,5,9.068113026209176,0.07817338815697565
540,540,540,540,540,1-5413,11,21,1-5413,39,3,0,2,3.0272452104836702,0.07762167206368385
456,456,456,456,456,1-8186,17,10,1-8186,26,2,0,0,2.0,0.07692307692307693
328,328,328,328,328,1-9497,5,3,1-9497,150,11,0,38,11.517658999189734,0.07678439332793156
335,335,335,335,335,1-8910,18,5,1-8910,137,10,0,34,10.463168578222394,0.0763734932716963
207,207,207,207,207,1-7058,2,18,1-7058,80,6,0,7,6.095358236692846,0.07619197795866058
332,332,332,332,332,MLG78,4,21,MLG78,80,6,0,6,6.081735631451011,0.07602169539313763
352,352,352,352,352,MLG63,17,10,MLG63,380,28,0,57,28.7764884987846,0.07572760131259106
348,348,348,348,348,1-17758,19,14,1-17758,40,3,0,2,3.0272452104836702,0.07568113026209175
270,270,270,270,270,1-1390,4,21,1-1390,98,7,0,27,7.367810341529548,0.07518173817887294
53,53,53,53,53,1-9850,17,10,1-9850,27,2,0,1,2.013622605241835,0.07457861500895685
443,443,443,443,443,1-3447,18,5,1-3447,110,8,0,12,8.163471262902021,0.0742133751172911
29,29,29,29,29,1-18735,5,3,1-18735,27,2,0,0,2.0,0.07407407407407407
237,237,237,237,237,1-9667,14,20,1-9667,14,1,0,2,1.0272452104836702,0.07337465789169073
279,279,279,279,279,MLG43,4,21,MLG43,14,1,0,2,1.0272452104836702,0.07337465789169073
338,338,338,338,338,1-6296,20,1,1-6296,254,18,0,46,18.626639841124415,0.07333322772096226
442,442,442,442,442,MLG11,8,16,MLG11,87,6,0,25,6.340565131045878,0.07288005897753883
191,191,191,191,191,1-8328,16,17,1-8328,114,8,0,22,8.299697315320373,0.07280436241509099
173,173,173,173,173,1-9588,9,6,1-9588,14,1,0,1,1.0136226052418351,0.07240161466013108
489,489,489,489,489,1-9578,15,21,1-9578,42,3,0,2,3.0272452104836702,0.07207726691627786
309,309,309,309,309,1-3516,16,17,1-3516,156,11,0,16,11.217961683869362,0.07191001079403438
516,516,516,516,516,1-5036,19,1,1-5036,14,1,0,0,1.0,0.07142857142857142
520,520,520,520,520,1-2034,5,3,1-2034,16,1,0,10,1.1362260524183512,0.07101412827614695
234,234,234,234,234,MLG29,5,3,MLG29,164,11,0,45,11.61301723588258,0.0708110807066011
373,373,373,373,373,1-6918,5,3,1-6918,43,3,0,2,3.0272452104836702,0.07040105140659698
513,513,513,513,513,1-8094,7,11,1-8094,58,4,0,6,4.081735631451011,0.07037475226639674
14,14,14,14,14,1-6098,5,3,1-6098,1327,85,0,613,93.35065701324493,0.0703471416829276
304,304,304,304,304,1-19004,21,7,1-19004,60,4,0,13,4.1770938681438565,0.06961823113573094
386,386,386,386,386,MLG68,9,6,MLG68,642,43,0,122,44.661957839503884,0.06956691252259171
205,205,205,205,205,1-8018,2,18,1-8018,58,4,0,2,4.02724521048367,0.06943526224971845
172,172,172,172,172,1-8573,15,13,1-8573,184,12,0,56,12.762865893542767,0.06936340159534113
308,308,308,308,308,1-6743,3,20,1-6743,58,4,0,1,4.013622605241835,0.06920038974554889
104,104,104,104,104,1-8267,16,17,1-8267,133,9,0,10,9.136226052418351,0.06869342896555151
