Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.2,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
133,133,133,133,133,133,133,1-8576,2,24,1-8576,55,0,0,0,0.0,0.0
30,30,30,30,30,30,30,1-8418,2,24,1-8418,46,0,0,0,0.0,0.0
29,29,29,29,29,29,29,1-18735,8,6,1-18735,27,0,0,0,0.0,0.0
28,28,28,28,28,28,28,1-10071,12,21,1-10071,30,0,0,0,0.0,0.0
323,323,323,323,323,323,323,1-3647,16,18,1-3647,5,0,0,0,0.0,0.0
325,325,325,325,325,325,325,1-19924,16,18,1-19924,1,0,0,0,0.0,0.0
556,556,556,556,556,556,556,1-10951,16,18,1-10951,1,0,0,0,0.0,0.0
19,19,19,19,19,19,19,1-2596,12,21,1-2596,35,0,0,0,0.0,0.0
15,15,15,15,15,15,15,1-8093,14,12,1-8093,4,0,0,0,0.0,0.0
9,9,9,9,9,9,9,1-8020,19,8,1-8020,56,0,0,0,0.0,0.0
561,561,561,561,561,561,561,1-9455,20,19,1-9455,2,0,0,0,0.0,0.0
8,8,8,8,8,8,8,1-8181,6,1,1-8181,30,0,0,0,0.0,0.0
7,7,7,7,7,7,7,1-8767,1,10,1-8767,48,0,0,0,0.0,0.0
6,6,6,6,6,6,6,1-8021,8,6,1-8021,58,0,0,0,0.0,0.0
550,550,550,550,550,550,550,1-19568,8,6,1-19568,2,0,0,0,0.0,0.0
287,287,287,287,287,287,287,1-9836,14,12,1-9836,5,0,0,0,0.0,0.0
54,54,54,54,54,54,54,1-8125,3,17,1-8125,21,0,0,0,0.0,0.0
204,204,204,204,204,204,204,1-9733,14,12,1-9733,4,0,0,0,0.0,0.0
147,147,147,147,147,147,147,1-17657,7,13,1-17657,8,0,0,0,0.0,0.0
151,151,151,151,151,151,151,1-9870,18,4,1-9870,27,0,0,0,0.0,0.0
158,158,158,158,158,158,158,1-7599,8,6,1-7599,3,0,0,0,0.0,0.0
120,120,120,120,120,120,120,1-10232,8,6,1-10232,5,0,0,0,0.0,0.0
119,119,119,119,119,119,119,1-5929,19,8,1-5929,4,0,0,0,0.0,0.0
115,115,115,115,115,115,115,1-3178,19,8,1-3178,6,0,0,0,0.0,0.0
165,165,165,165,165,165,165,1-7721,19,8,1-7721,20,0,0,0,0.0,0.0
177,177,177,177,177,177,177,1-10948,16,18,1-10948,2,0,0,0,0.0,0.0
187,187,187,187,187,187,187,1-7321,2,24,1-7321,7,0,0,0,0.0,0.0
112,112,112,112,112,112,112,1-10698,15,2,1-10698,6,0,0,0,0.0,0.0
194,194,194,194,194,194,194,1-9253,19,8,1-9253,24,0,0,0,0.0,0.0
108,108,108,108,108,108,108,1-9731,6,1,1-9731,11,0,0,0,0.0,0.0
107,107,107,107,107,107,107,1-6971,8,6,1-6971,10,0,0,0,0.0,0.0
211,211,211,211,211,211,211,1-5406,16,18,1-5406,10,0,0,0,0.0,0.0
277,277,277,277,277,277,277,1-4051,2,24,1-4051,5,0,0,0,0.0,0.0
519,519,519,519,519,519,519,1-4926,2,24,1-4926,4,0,0,0,0.0,0.0
212,212,212,212,212,212,212,1-10922,16,18,1-10922,1,0,0,0,0.0,0.0
213,213,213,213,213,213,213,1-18563,12,21,1-18563,8,0,0,0,0.0,0.0
229,229,229,229,229,229,229,1-4361,8,6,1-4361,10,0,0,0,0.0,0.0
82,82,82,82,82,82,82,1-17645,1,10,1-17645,9,0,0,0,0.0,0.0
235,235,235,235,235,235,235,1-8113,8,6,1-8113,9,0,0,0,0.0,0.0
525,525,525,525,525,525,525,1-3175,7,13,1-3175,6,0,0,0,0.0,0.0
249,249,249,249,249,249,249,1-6931,16,18,1-6931,1,0,0,0,0.0,0.0
252,252,252,252,252,252,252,1-21195,16,18,1-21195,1,0,0,0,0.0,0.0
254,254,254,254,254,254,254,1-8379,2,24,1-8379,5,0,0,0,0.0,0.0
262,262,262,262,262,262,262,1-8623,15,2,1-8623,5,0,0,0,0.0,0.0
530,530,530,530,530,530,530,1-4847,13,5,1-4847,2,0,0,0,0.0,0.0
275,275,275,275,275,275,275,1-3216,19,8,1-3216,5,0,0,0,0.0,0.0
565,565,565,565,565,565,565,1-19927,16,18,1-19927,1,0,0,0,0.0,0.0
