Unnamed: 0,Unnamed: 0.1,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,10,13,1-6692,71,11,0,28,13.41271710395813,0.18891150850645252
361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,1-0008,8,6,1-0008,230,29,0,165,43.217797219753265,0.1879034661728403
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,1-3564,5,12,1-3564,41,7,0,8,7.689347743988037,0.1875450669265375
467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,1-13247,1,14,1-13247,29,5,0,5,5.430842339992523,0.18727042551698356
218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,1-9416,19,7,1-9416,13,2,0,5,2.430842339992523,0.18698787230711716
285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,1-18615,19,19,1-18615,22,4,0,1,4.086168467998505,0.1857349303635684
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,17,4,1-0053,142,24,0,26,26.24038016796112,0.18479140963352902
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,1-6611,21,7,1-6611,89,15,0,14,16.206358551979065,0.18209391631437152
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,17,4,1-6561,65,11,0,9,11.775516211986542,0.18116178787671602
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,1-3312,11,21,1-3312,36,6,0,6,6.517010807991028,0.18102807799975076
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,MLG06,12,18,MLG06,18,3,0,3,3.258505403995514,0.18102807799975076
509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,1-18935,15,3,1-18935,30,5,0,5,5.430842339992523,0.18102807799975076
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,3,17,1-0296,41,6,0,16,7.378695487976074,0.1799681826335628
510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,4,20,1-3206,45,8,0,1,8.086168467998505,0.17969263262218899
413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,1-8314,7,8,1-8314,36,5,0,17,6.464863955974579,0.17957955433262718
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,22,2,1-1131,138,24,0,9,24.77551621198654,0.17953272617381552
425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,1-6006,1,14,1-6006,57,9,0,14,10.206358551979065,0.179058921964545
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1-5549,12,18,1-5549,35,6,0,3,6.258505403995514,0.17881444011415754
445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,1-6538,3,17,1-6538,44,7,0,10,7.861684679985046,0.17867465181784195
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,21,7,1-0272,111,15,0,56,19.82543420791626,0.17860751538663297
407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,1-8421,18,10,1-8421,109,18,0,15,19.29252701997757,0.17699566073373918
491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,MLG09,4,20,MLG09,125,22,0,0,22.0,0.176
531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,5,12,1-5891,96,13,0,45,16.87758105993271,0.1758081360409657
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,11,21,1-6181,659,105,0,126,115.85722696781158,0.17580762817573836
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,22,2,MLG41,66,11,0,7,11.603179275989532,0.175805746605902
416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,1-18203,13,16,1-18203,29,5,0,1,5.086168467998505,0.17538511958615532
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,9,9,MLG55,92,11,0,59,16.083939611911774,0.17482543056425842
447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,1-7152,21,7,1-7152,109,18,0,12,19.034021615982056,0.17462405152277116
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,4,20,1-7866,318,55,0,6,55.51701080799103,0.17458179499368248
465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,1-5913,10,13,1-5913,14,2,0,5,2.430842339992523,0.17363159571375167
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,1-8488,4,12,1-8488,23,3,0,11,3.947853147983551,0.1716457890427631
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,1-2596,12,18,1-2596,35,6,0,0,6.0,0.17142857142857143
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,6,15,1-5980,29,4,0,11,4.947853147983551,0.17061562579253625
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,6,15,MLG44,59,9,0,11,9.947853147983551,0.16860768047429747
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,19,19,1-4682,16,2,0,8,2.689347743988037,0.16808423399925232
154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,1-18994,20,5,1-18994,28,4,0,8,4.689347743988037,0.1674767051424299
438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,MLG10,7,2,MLG10,60,10,0,0,10.0,0.16666666666666666
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,1-8659,17,4,1-8659,91,14,0,13,15.12019008398056,0.16615593498879735
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,15,3,MLG40,51,7,0,17,8.464863955974579,0.16597772462695254
428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,1-2701,21,7,1-2701,61,9,0,13,10.12019008398056,0.16590475547509115
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,MLG48,11,21,MLG48,159,22,0,50,26.308423399925232,0.16546178238946688
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,17,4,1-0278,79,11,0,24,13.068043231964111,0.1654182687590394
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,1-8541,4,20,1-8541,232,38,0,2,38.17233693599701,0.16453593506895262
168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,1-9655,4,20,1-9655,27,4,0,5,4.430842339992523,0.16410527185157495
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-7140,22,2,1-7140,397,63,0,21,64.8095378279686,0.1632482061157899
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,5,12,72-12171,19,3,0,1,3.0861684679985046,0.16242991936834236
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,1-9237,5,12,1-9237,38,6,0,2,6.172336935997009,0.16242991936834236
333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,1-11329,19,10,1-11329,14,2,0,3,2.258505403995514,0.16132181457110814
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,MLG42,20,5,MLG42,14,2,0,3,2.258505403995514,0.16132181457110814
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3509,7,21,1-3509,35,5,0,7,5.6031792759895325,0.16009083645684377
310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,1-4855,5,6,1-4855,22,3,0,6,3.517010807991028,0.1598641276359558
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-4760,15,3,1-4760,40,5,0,16,6.378695487976074,0.15946738719940184
470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,1-1204,10,13,1-1204,39,5,0,14,6.206358551979065,0.15913739876869398
349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,1-3052,14,11,1-3052,166,23,0,39,26.36057025194168,0.15879861597555228
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,1-19813,1,14,1-19813,20,3,0,2,3.1723369359970093,0.15861684679985047
548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,1-3087,4,20,1-3087,26,4,0,1,4.086168467998505,0.1571603256922502
332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,MLG78,22,2,MLG78,80,12,0,6,12.517010807991028,0.15646263509988784
371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,1-1580,18,10,1-1580,400,41,0,249,62.455948531627655,0.15613987132906915
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,22,2,MLG38,77,11,0,11,11.947853147983551,0.15516692399978638
555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,1-3646,18,10,1-3646,7,1,0,1,1.0861684679985046,0.15516692399978638
53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,1-9850,1,14,1-9850,27,4,0,2,4.172336935997009,0.15453099762951886
341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,1-0031,4,20,1-0031,13,2,0,0,2.0,0.15384615384615385
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,1-8928,22,2,1-8928,39,6,0,0,6.0,0.15384615384615385
356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,1-9761,21,7,1-9761,35,4,0,16,5.378695487976074,0.15367701394217356
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,17,4,MLG29,164,20,0,57,24.911602675914764,0.15190001631655345
539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,1-9436,12,18,1-9436,21,3,0,2,3.1723369359970093,0.1510636636189052
392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,1-9609,20,5,1-9609,25,3,0,9,3.7755162119865417,0.15102064847946167
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,1-20047,5,12,1-20047,20,3,0,0,3.0,0.15
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,1-2382,15,3,1-2382,139,18,0,33,20.843559443950653,0.1499536650643932
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,10,13,1-1183,45,4,0,31,6.671222507953644,0.14824938906563653
374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,1-6919,14,11,1-6919,43,6,0,4,6.3446738719940186,0.1475505551626516
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,1-8157,17,4,1-8157,75,10,0,12,11.034021615982056,0.14712028821309409
133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,1-8576,7,8,1-8576,55,8,0,1,8.086168467998505,0.14702124487270007
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,1-8988,17,18,1-8988,29,4,0,3,4.258505403995514,0.1468450139308798
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,22,2,1-2423,79,10,0,18,11.551032423973083,0.14621560030345676
521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,1-19549,12,18,1-19549,29,4,0,2,4.172336935997009,0.14387368744817272
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,P-0009,4,20,P-0009,7,1,0,0,1.0,0.14285714285714285
96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,MLG37,15,3,MLG37,116,15,0,18,16.551032423973083,0.14268131399976797
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-7042,14,11,1-7042,117,13,0,42,16.619075655937195,0.14204338167467687
316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,1-7441,13,16,1-7441,111,15,0,8,15.689347743988037,0.14134547517106338
350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,1-2282,9,9,1-2282,219,24,0,79,30.807308971881866,0.14067264370722313
185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,1-8906,18,10,1-8906,15,2,0,1,2.0861684679985046,0.13907789786656696
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,20,5,MLG52,125,14,0,38,17.274401783943176,0.1381952142715454
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,1-9768,5,12,1-9768,241,32,0,15,33.29252701997757,0.13814326564306045
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-3639,3,17,1-3639,17,2,0,4,2.3446738719940186,0.1379219924702364
552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,MLG46,20,5,MLG46,17,2,0,4,2.3446738719940186,0.1379219924702364
283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,1-3535,10,13,1-3535,315,34,0,106,43.13385760784149,0.13693288129473488
480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,1-1005,5,15,1-1005,125,14,0,36,17.102064847946167,0.13681651878356935
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,22,2,P-16616,28,3,0,9,3.7755162119865417,0.13483986471380507
225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,1-9650,13,16,1-9650,25,3,0,4,3.3446738719940186,0.13378695487976075
248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,1-2400,11,7,1-2400,49,6,0,6,6.517010807991028,0.13300022057124547
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1-7536,21,7,1-7536,17,2,0,3,2.258505403995514,0.13285325905855963
228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,1-17835,11,21,1-17835,17,2,0,3,2.258505403995514,0.13285325905855963
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,15,3,1-6878,167,20,0,25,22.154211699962616,0.13265995029917735
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,14,11,1-1462,192,17,0,98,25.444509863853455,0.13252348887423673
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,1-2714,11,21,1-2714,61,8,0,0,8.0,0.13114754098360656
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,5,12,MLG68,642,62,0,253,83.80062240362167,0.13053056449162254
366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,1-5163,4,20,1-5163,16,2,0,1,2.0861684679985046,0.13038552924990654
169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,1-9606,12,18,1-9606,16,2,0,1,2.0861684679985046,0.13038552924990654
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,8,6,1-7268,70,8,0,13,9.12019008398056,0.13028842977115085
511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,1-9697,1,14,1-9697,20,2,0,7,2.6031792759895325,0.1301589637994766
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,1-9345,4,20,1-9345,47,6,0,1,6.086168467998505,0.12949294612762777
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-6693,6,15,1-6693,98,10,0,31,12.671222507953644,0.12929818885666983
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,1-7481,14,11,1-7481,33,4,0,3,4.258505403995514,0.12904561830289435
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,1-1942,15,3,1-1942,34,3,0,16,4.378695487976074,0.128785161411061
435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,1-9610,9,9,1-9610,49,5,0,15,6.29252701997757,0.12841891877505243
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,1-9496,1,1,1-9496,39,5,0,0,5.0,0.1282051282051282
156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,1-8634,20,5,1-8634,10,1,0,3,1.258505403995514,0.1258505403995514
