Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,13,4,MLG69,576,104,0,213,287.5271567106247,0.4991790915115012
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,2,14,1-0292,99,19,0,35,49.157044529914856,0.49653580333247327
320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,MLG13,1,21,MLG13,140,12,0,66,68.8675696849823,0.49191121203558785
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-7140,2,14,1-7140,397,81,0,131,193.87350952625275,0.48834637160265176
464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,1-10060,11,18,1-10060,36,6,0,13,17.20118796825409,0.4778107768959469
335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,1-8910,5,16,1-8910,137,4,0,71,65.17571890354156,0.4757351744784056
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,7,7,1-1350,195,36,0,65,92.00593984127045,0.4718253325193356
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,19,9,1-8627,25,4,0,9,11.754668593406677,0.47018674373626707
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-3083,12,17,1-3083,78,28,0,10,36.61629843711853,0.46943972355280167
319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,1-3584,9,19,1-3584,26,7,0,6,12.169779062271118,0.4680684254719661
510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,19,18,1-3206,45,8,0,15,20.924447655677795,0.4649877256817288
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,MLG42,12,6,MLG42,14,3,0,4,6.446519374847412,0.460465669631958
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,19,13,1-7682,141,61,0,4,64.44651937484741,0.4570675132967902
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,19,8,1-11350,100,24,0,25,45.540746092796326,0.45540746092796325
562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,12,13,1-0003,17,6,0,2,7.723259687423706,0.4543093933778651
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,9,2,1-18709,33,8,0,8,14.893038749694824,0.4513042045362068
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,13,4,1-18558,307,67,0,83,138.5152770280838,0.4511898274530417
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,9,2,1-5980,29,7,0,7,13.031408905982971,0.44935892779251624
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,11,18,MLG55,92,11,0,34,40.295414686203,0.4379936378935109
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,2,14,1-6181,659,82,0,237,286.20627295970917,0.43430390433946764
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-6532,19,8,1-6532,27,3,0,10,11.61629843711853,0.43023327544883444
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,15,13,1-10539,63,24,0,3,26.58488953113556,0.4219823735100882
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,19,8,MLG31,33,6,0,9,13.754668593406677,0.4168081391941417
314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,1-3139,5,16,1-3139,93,10,0,33,38.43378484249115,0.4132665036827005
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,5,16,1-1462,192,9,0,81,78.7920173406601,0.410375090315938
513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,1-8094,13,4,1-8094,58,16,0,9,23.754668593406677,0.40956325161046
397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,1-9808,2,14,1-9808,74,6,0,28,30.125635623931885,0.40710318410718765
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7744,3,10,1-7744,37,3,0,14,15.062817811965942,0.40710318410718765
310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,1-4855,1,21,1-4855,22,2,0,8,8.893038749694824,0.4042290340770375
291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,MLG02,2,14,MLG02,320,30,0,115,129.0874320268631,0.4033982250839472
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,10,6,MLG58,71,18,0,12,28.339558124542236,0.3991487059794681
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,1-18735,5,16,1-18735,27,9,0,2,10.723259687423706,0.397157766200878
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,1-9227,5,16,1-9227,801,76,0,281,318.1179860830307,0.3971510437990396
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,15,17,MLG60,47,16,0,3,18.58488953113556,0.3954231815135225
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,11,18,MLG41,66,8,0,21,26.094226717948914,0.39536707148407446
540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,1-5413,14,9,1-5413,39,11,0,5,15.308149218559265,0.39251664662972474
307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,1-5530,1,21,1-5530,7,1,0,2,2.723259687423706,0.38903709820338656
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,1-8124,18,13,1-8124,18,7,0,0,7.0,0.3888888888888889
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,1-9237,4,23,1-9237,38,0,0,17,14.647707343101501,0.38546598271319743
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,13,4,1-3596,223,40,0,53,85.66638171672821,0.3841541781019202
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,1-8267,6,1,1-8267,133,51,0,0,51.0,0.38345864661654133
241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,1-19448,12,7,1-19448,45,11,0,7,17.03140890598297,0.37847575346628826
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,10,6,MLG52,125,30,0,20,47.23259687423706,0.3778607749938965
369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,1-6594,3,10,1-6594,70,23,0,4,26.446519374847412,0.3778074196406773
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,1-10696,18,13,1-10696,24,9,0,0,9.0,0.375
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,MLG06,10,6,MLG06,18,5,0,2,6.723259687423706,0.37351442707909477
154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,1-18994,14,9,1-18994,28,7,0,4,10.446519374847412,0.37308997767312185
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,15,17,1-7866,318,102,0,19,118.37096703052521,0.3722357453790101
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,14,9,MLG59,71,22,0,5,26.308149218559265,0.37053731293745445
544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,1-5799,11,18,1-5799,7,0,0,3,2.584889531135559,0.36926993301936556
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3509,2,14,1-3509,35,6,0,8,12.893038749694824,0.3683725357055664
304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,1-19004,2,14,1-19004,60,3,0,22,21.955856561660767,0.3659309426943461
338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,1-6296,2,14,1-6296,254,36,0,66,92.8675696849823,0.3656203530904815
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,9,2,1-6061,40,12,0,3,14.584889531135559,0.36462223827838897
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-4020,12,12,1-4020,37,4,0,11,13.477928280830383,0.36426833191433466
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,18,13,1-9283,235,83,0,3,85.58488953113556,0.3641910192814279
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1-9722,18,13,1-9722,22,8,0,0,8.0,0.36363636363636365
185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,1-8906,13,4,1-8906,15,2,0,4,5.446519374847412,0.36310129165649413
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,1-8067,16,5,1-8067,322,107,0,11,116.47792828083038,0.36173269652431794
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,14,17,1-20578,19,6,0,1,6.861629843711853,0.36113841282693965
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,14,9,1-3523,543,141,0,63,195.28268015384674,0.35963661170137523
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,1-10468,16,5,1-10468,549,120,0,89,196.68505609035492,0.35826057575656634
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,1-7467,20,8,1-7467,64,16,0,8,22.893038749694824,0.35770373046398163
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,MLG35,13,4,MLG35,49,8,0,11,17.477928280830383,0.35669241389449763
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,9,2,MLG29,164,30,0,33,58.43378484249115,0.35630356611275094
225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,1-9650,1,21,1-9650,25,2,0,8,8.893038749694824,0.355721549987793
337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,1-18613,1,21,1-18613,25,2,0,8,8.893038749694824,0.355721549987793
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,1-2382,11,18,1-2382,139,14,0,41,49.326823592185974,0.3548692344761581
289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,1-1592,5,16,1-1592,32,1,0,12,11.339558124542236,0.3543611913919449
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,9,2,1-5002,45,14,0,2,15.723259687423706,0.34940577083163793
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,20,19,1-4682,16,3,0,3,5.584889531135559,0.34905559569597244
473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,1-9452,13,4,1-9452,16,3,0,3,5.584889531135559,0.34905559569597244
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,7,7,1-2103,26,3,0,7,9.031408905982971,0.34736188099934506
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,18,13,1-4355,49,17,0,0,17.0,0.3469387755102041
388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,17,11,MLG49,185,21,0,50,64.08149218559265,0.34638644424644677
392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,1-9609,2,14,1-9609,25,0,0,10,8.61629843711853,0.3446519374847412
455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,1-17790,2,14,1-17790,5,0,0,2,1.723259687423706,0.3446519374847412
287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,1-9836,7,7,1-9836,5,0,0,2,1.723259687423706,0.3446519374847412
167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,1-4929,2,14,1-4929,10,0,0,4,3.446519374847412,0.3446519374847412
341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,1-0031,14,9,1-0031,13,1,0,4,4.446519374847412,0.3420399519113394
93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,1-20003,5,16,1-20003,21,2,0,6,7.169779062271118,0.34141805058433894
371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,1-1580,19,8,1-1580,400,39,0,113,136.3641723394394,0.34091043084859846
527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,1-5531,5,16,1-5531,8,1,0,2,2.723259687423706,0.34040746092796326
137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,1-1972,12,12,1-1972,32,4,0,8,10.893038749694824,0.34040746092796326
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,7,7,1-8285,72,9,0,18,24.509337186813354,0.34040746092796326
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,9,2,1-0053,142,37,0,13,48.20118796825409,0.3394449856919302
494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,1-3265,14,9,1-3265,19,3,0,4,6.446519374847412,0.3392904934130217
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,2,14,MLG30,208,24,0,54,70.52801156044006,0.33907697865596187
223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,1-0205,5,16,1-0205,34,2,0,11,11.477928280830383,0.337586125906776
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1-4634,2,14,1-4634,48,5,0,13,16.20118796825409,0.33752474933862686
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1-7995,7,7,1-7995,14,3,0,2,4.723259687423706,0.33737569195883615
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1-6240,12,12,1-6240,698,42,0,224,235.00508499145508,0.3366835028530875
228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,1-17835,10,6,1-17835,17,4,0,2,5.723259687423706,0.33666233455433564
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-4760,13,11,1-4760,40,10,0,4,13.446519374847412,0.3361629843711853
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,1-3564,18,13,1-3564,41,12,0,2,13.723259687423706,0.33471365091277333
293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,1-8066,2,14,1-8066,86,2,0,31,28.710525155067444,0.3338433157565982
278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,1-10762,15,17,1-10762,6,2,0,0,2.0,0.3333333333333333
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,1-6647,19,20,1-6647,62,12,0,10,20.61629843711853,0.33252094253416986
215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,1-19839,11,18,1-19839,13,0,0,5,4.308149218559265,0.3313960937353281
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,1-9345,12,12,1-9345,47,0,0,18,15.509337186813354,0.3299858975917735
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,11,18,MLG65,201,18,0,56,66.25127124786377,0.3296083146659889
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,1-20167,9,2,1-20167,56,15,0,4,18.446519374847412,0.3294021316937038
504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,1-5425,16,5,1-5425,17,3,0,3,5.584889531135559,0.32852291359620933
237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,1-9667,7,7,1-9667,14,2,0,3,4.584889531135559,0.32749210936682566
279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,MLG43,11,18,MLG43,14,2,0,3,4.584889531135559,0.32749210936682566
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,1-7070,19,8,1-7070,129,12,0,35,42.157044529914856,0.3267987948055415
138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,1-5515,12,17,1-5515,29,6,0,4,9.446519374847412,0.32574204740853147
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,1-9630,10,6,1-9630,33,9,0,2,10.723259687423706,0.3249472632552638
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,18,13,1-7268,70,21,0,2,22.723259687423706,0.3246179955346244
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1-1258,3,10,1-1258,435,54,0,101,141.02461421489716,0.3241945154365452
318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,1-2324,2,14,1-2324,25,2,0,7,8.031408905982971,0.32125635623931886
453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,1-8397,1,21,1-8397,51,0,0,19,16.370967030525208,0.32099935353970993
349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,1-3052,5,16,1-3052,166,4,0,57,53.11290109157562,0.3199572354914194
472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,1-9518,2,14,1-9518,22,1,0,7,7.031408905982971,0.3196094957264987
312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,1-3108,3,10,1-3108,18,4,0,2,5.723259687423706,0.31795887152353924
474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,1-8400,11,18,1-8400,33,1,0,11,10.477928280830383,0.3175129782069813
258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-9516,5,16,1-9516,76,6,0,21,24.094226717948914,0.31702929892038045
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,1,21,1-19286,40,3,0,11,12.477928280830383,0.3119482070207596
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,20,19,1-0129,142,27,0,20,44.23259687423706,0.3114971610861765
476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,1-19205,2,14,1-19205,12,2,0,2,3.723259687423706,0.31027164061864215
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,9,2,1-6098,1327,234,0,206,411.4957478046417,0.3100947609680797
379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,1-4640,5,16,1-4640,87,7,0,23,26.81748640537262,0.3082469701766968
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,1-1770,12,12,1-1770,35,3,0,9,10.754668593406677,0.30727624552590505
290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,1-8341,1,21,1-8341,197,19,0,48,60.358232498168945,0.30638696699578144
443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,1-3447,5,16,1-3447,110,6,0,32,33.5721549987793,0.3052014090798118
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,1-4417,2,14,1-4417,151,15,0,36,46.01867437362671,0.30475943293792523
350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,1-2282,11,18,1-2282,219,22,0,51,65.9431220293045,0.30111014625253196
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,15,17,MLG45,70,15,0,7,21.03140890598297,0.3004486986568996
135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,1-9712,8,20,1-9712,10,3,0,0,3.0,0.3
471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,4,23,1-9794,46,0,0,16,13.786077499389648,0.29969733694325323
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,1-9752,2,14,1-9752,22,4,0,3,6.584889531135559,0.2993131605061618
436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,1-5161,12,12,1-5161,12,1,0,3,3.584889531135559,0.29874079426129657
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,1-5355,20,19,1-5355,53,8,0,9,15.754668593406677,0.29725789798880525
242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,1-20791,11,18,1-20791,13,3,0,1,3.861629843711853,0.2970484495162964
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,1-9997,9,11,1-9997,16,3,0,2,4.723259687423706,0.29520373046398163
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,1-8023,20,13,1-8023,16,3,0,2,4.723259687423706,0.29520373046398163
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,1,21,72-12171,19,3,0,3,5.584889531135559,0.29394155427029256
539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,1-9436,1,21,1-9436,21,1,0,6,6.169779062271118,0.2937990029652913
298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,1-7019,2,14,1-7019,107,15,0,19,31.370967030525208,0.29318660776191785
511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,1-9697,15,20,1-9697,20,5,0,1,5.861629843711853,0.29308149218559265
425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,1-6006,5,16,1-6006,57,2,0,17,16.6477073431015,0.2920650411070439
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,18,13,1-8427,189,54,0,1,54.86162984371185,0.29027317377625317
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,8,20,1-9379,58,15,0,2,16.723259687423706,0.2883320635762708
551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,1-9838,2,14,1-9838,3,0,0,1,0.861629843711853,0.287209947903951
281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,1-9995,2,14,1-9995,24,0,0,8,6.893038749694824,0.287209947903951
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1-9946,12,9,1-9946,12,0,0,4,3.446519374847412,0.287209947903951
285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,1-18615,17,11,1-18615,22,2,0,5,6.308149218559265,0.2867340553890575
156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,1-8634,16,5,1-8634,10,2,0,1,2.861629843711853,0.2861629843711853
522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,1-5282,17,11,1-5282,17,4,0,1,4.861629843711853,0.28597822610069723
253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,1-4649,5,16,1-4649,244,4,0,76,69.48386812210083,0.28476995132008537
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,15,17,1-1131,138,33,0,7,39.03140890598297,0.28283629642016644
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,1-1942,5,16,1-1942,34,1,0,10,9.61629843711853,0.2828323069740744
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1-8418,15,17,1-8418,46,13,0,0,13.0,0.2826086956521739
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,MLG39,11,18,MLG39,23,3,0,4,6.446519374847412,0.28028345108032227
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,6,1,1-7530,25,7,0,0,7.0,0.28
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,14,17,1-0296,41,8,0,4,11.446519374847412,0.27918339938652226
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,3,10,1-7024,498,76,0,73,138.89897859096527,0.2789136116284443
451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,1-4098,12,12,1-4098,16,1,0,4,4.446519374847412,0.27790746092796326
164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,1-9740,10,6,1-9740,34,6,0,4,9.446519374847412,0.2778388051425709
417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,1-10451,3,10,1-10451,46,5,0,9,12.754668593406677,0.277275404204493
216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,1-9887,2,14,1-9887,36,3,0,8,9.893038749694824,0.2748066319359673
193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,1-9553,18,18,1-9553,23,2,0,5,6.308149218559265,0.2742673573286637
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,1-17733,16,5,1-17733,74,15,0,6,20.169779062271118,0.2725645819225827
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1-8042,12,12,1-8042,52,9,0,6,14.169779062271118,0.2724957511975215
401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,1-7204,18,13,1-7204,26,7,0,0,7.0,0.2692307692307692
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,8,20,MLG40,51,12,0,2,13.723259687423706,0.26908352328281776
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,1-1827,20,19,1-1827,24,3,0,4,6.446519374847412,0.2686049739519755
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,1-2714,13,4,1-2714,61,0,0,19,16.370967030525208,0.26837650869713453
170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,1-5043,17,11,1-5043,123,14,0,22,32.95585656166077,0.2679337931842339
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,1-7752,7,7,1-7752,29,0,0,9,7.754668593406677,0.2674023652898854
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,1-5803,8,20,1-5803,15,4,0,0,4.0,0.26666666666666666
465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,1-5913,18,13,1-5913,14,2,0,2,3.723259687423706,0.2659471205302647
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,1-7481,5,16,1-7481,33,1,0,9,8.754668593406677,0.26529298767899023
475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,1-18234,2,14,1-18234,43,1,0,12,11.339558124542236,0.26371065405912175
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,MLG84,7,7,MLG84,63,7,0,11,16.477928280830383,0.26155441715603783
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,72-12387,10,6,72-12387,71,3,0,18,18.509337186813354,0.2606948899551177
367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,1-8544,9,2,1-8544,54,2,0,14,14.062817811965942,0.2604225520734434
