,Unnamed: 0,Exam Group,Exam Block
192,192,MLG82,22
193,193,1-6625,11
194,194,1-8628,3
195,195,1-7522,20
196,196,1-7943,17
197,197,1-6953,20
198,198,MLG30,22
199,199,1-3405,1
200,200,1-8630,24
201,201,1-4380,21
202,202,1-1367,3
203,203,1-9644,14
204,204,1-6214,15
205,205,MLG27,19
206,206,1-1514,23
207,207,1-4874,12
208,208,1-8629,3
209,209,1-6249,7
210,210,1-7488,1
211,211,1-3254,21
212,212,1-0447,24
213,213,1-9351,6
214,214,1-8087,15
215,215,1-7936,2
216,216,1-2829,24
217,217,1-19133,24
218,218,1-8986,4
219,219,1-5159,1
220,220,1-18620,12
221,221,1-10043,9
222,222,1-7403,12
223,223,1-11205,17
224,224,7W1-20421,1
225,225,1-17959,22
226,226,1-0455,1
227,227,MLG20,7
228,228,1-18412,17
229,229,1-8055,11
230,230,1-5686,19
231,231,1-9515,5
232,232,1-8058,4
233,233,1-8061,3
234,234,1-8053,24
235,235,1-10800,9
236,236,1-8702,13
237,237,1-8044,20
238,238,1-18469,24
239,239,1-8287,5
240,240,1-7332,1
241,241,1-8729,16
242,242,1-8618,22
243,243,1-11438,24
244,244,1-8177,16
245,245,1-8300,7
246,246,1-18266,4
247,247,1-5185,6
248,248,1-9542,22
249,249,1-8284,19
250,250,P1-0004,23
251,251,1-20045,1
252,252,1-10808,14
253,253,1-2432,21
254,254,1-8735,1
255,255,1-19884,22
256,256,1-7464,20
257,257,1-9040,13
258,258,MLG24,23
259,259,1-6494,24
260,260,1-8808,23
261,261,1-11189,21
262,262,1-4874,14
263,263,1-2083,20
264,264,7W1-8534,19
265,265,1-18635,10
266,266,1-8973,3
267,267,1-8057,7
268,268,1-5287,20
269,269,1-18956,1
270,270,1-6492,19
271,271,1-20068,4
272,272,1-3302,10
273,273,1-1025,24
274,274,1-1964,3
275,275,1-8951,4
276,276,1-8135,24
277,277,1-8537,3
278,278,1-7348,3
279,279,1-8750,24
280,280,1-5568,11
281,281,1-3075,16
282,282,MLG37,12
283,283,1-18816,2
284,284,1-8545,14
285,285,1-7656,20
286,286,1-7723,11
287,287,1-3477,4
288,288,7W1-12374,24
289,289,1-11045,24
290,290,1-7809,1
291,291,1-7326,15
292,292,1-7418,1
293,293,1-8711,12
294,294,1-8834,3
295,295,1-0984,23
296,296,1-3489,19
297,297,1-7622,19
298,298,1-3081,9
299,299,1-3469,11
300,300,MLG01,23
301,301,MLG35,23
302,302,MLG31,22
303,303,1-3077,24
304,304,1-7581,16
305,305,1-1047,1
306,306,1-6101,5
307,307,1-7579,10
308,308,1-19093,8
309,309,1-10018,1
310,310,1-0454,18
311,311,1-2006,12
312,312,MLG43,3
313,313,1-0754,6
314,314,1-8765,15
315,315,1-7390,6
316,316,1-0584,24
317,317,1-7899,22
318,318,1-6764,5
319,319,1-7655,15
320,320,1-11209,3
321,321,1-9543,3
322,322,1-9063,6
323,323,1-8924,3
324,324,1-8859,9
325,325,1-8497,21
326,326,1-2699,3
327,327,1-8613,14
328,328,1-5109,3
329,329,1-8990,24
330,330,1-6737,24
331,331,1-6835,17
332,332,1-17970,13
333,333,1-3216,6
334,334,1-18987,9
335,335,1-6543,11
336,336,1-3162,3
337,337,1-11132,1
338,338,1-18973,17
339,339,1-8853,1
340,340,1-3491,15
341,341,7W2-19692,14
342,342,1-3079,21
343,343,7W1-0102,22
344,344,1-18435,3
345,345,1-7870,1
346,346,1-1763,1
347,347,1-4776,3
348,348,1-3257,9
349,349,1-9499,24
350,350,1-8864,22
351,351,1-10981,10
352,352,1-7456,17
353,353,1-0363,18
354,354,1-18794,17
355,355,1-6661,20
356,356,1-8126,1
357,357,1-7883,18
358,358,1-5515,21
359,359,1-9217,8
360,360,1-7429,24
361,361,1-7781,7
362,362,1-6721,24
363,363,1-0997,15
364,364,1-20100,12
365,365,MLG22,24
366,366,1-9285,3
367,367,1-10294,24
368,368,1-5537,11
369,369,1-6168,8
370,370,1-9253,9
371,371,1-6199,12
372,372,7W2-0103,24
373,373,1-19109,8
374,374,1-7647,15
375,375,1-7486,10
376,376,1-3356,16
377,377,1-9399,21
378,378,1-8023,16
379,379,1-7484,14
380,380,MLG40,23
381,381,1-8187,3
382,382,1-6029,14
383,383,1-20077,24
384,384,1-8928,19
385,385,1-3472,21
386,386,1-6554,2
387,387,1-7499,16
388,388,1-9601,1
389,389,1-18869,24
390,390,1-8766,10
391,391,1-7575,8
392,392,1-5655,2
393,393,1-9182,14
394,394,1-9436,14
395,395,1-3300,15
396,396,1-20138,5
397,397,1-7449,3
398,398,1-7776,21
399,399,1-10042,24
400,400,1-7567,1
401,401,MLG38,2
402,402,1-7301,4
403,403,1-8691,3
404,404,1-5819,2
405,405,1-18927,6
406,406,1-6496,6
407,407,1-19851,1
408,408,1-10305,20
409,409,1-9123,24
410,410,7W2-12806,1
411,411,1-8914,19
412,412,MLG28,22
413,413,1-0295,1
414,414,1-7453,1
415,415,1-11388,11
416,416,1-18370,20
417,417,1-11522,15
418,418,1-6559,23
419,419,1-1958,3
420,420,1-9121,4
421,421,1-11523,14
422,422,1-7621,9
423,423,1-7987,24
424,424,1-8186,1
425,425,1-9135,14
426,426,1-6558,15
427,427,1-9115,17
428,428,1-8162,8
429,429,1-10919,1
430,430,1-9287,17
431,431,1-17969,24
432,432,1-1636,11
433,433,1-6533,10
434,434,1-7770,1
435,435,1-20040,9
436,436,1-11026,6
437,437,1-11533,16
438,438,1-9245,23
439,439,1-2192,21
440,440,1-9232,13
441,441,1-7476,1
442,442,1-7564,1
443,443,1-9396,15
444,444,1-10725,3
445,445,1-20081,4
446,446,1-9586,17
447,447,1-9458,3
448,448,1-5154,4
449,449,1-7467,24
450,450,1-5221,19
451,451,1-7715,21
452,452,1-8747,17
453,453,1-7753,14
454,454,1-19987,1
455,455,1-17979,6
456,456,1-20065,18
457,457,1-1959,1
458,458,1-9473,3
459,459,1-11121,1
460,460,1-8291,1
461,461,1-9548,24
462,462,1-19627,3
463,463,1-3371,14
464,464,1-9197,24
465,465,1-9225,14
466,466,1-1067,7
467,467,1-3182,17
468,468,1-8062,10
469,469,1-9412,24
470,470,1-18952,19
471,471,MLG04,1
472,472,1-7430,3
473,473,1-8981,14
474,474,1-4136,24
475,475,1-19108,4
476,476,1-3733,24
477,477,1-9316,3
478,478,1-8039,6
479,479,1-7910,6
480,480,1-7083,7
481,481,P1-17272,24
482,482,1-9522,17
483,483,1-9267,24
484,484,1-9203,4
485,485,1-7444,1
486,486,1-7146,12
487,487,1-7737,3
488,488,1-2322,12
489,489,1-3141,21
490,490,1-7297,22
491,491,1-6816,24
492,492,1-20046,1
493,493,1-7472,3
494,494,1-2318,21
495,495,1-10823,22
496,496,1-0487,1
497,497,1-3301,7
498,498,1-9259,1
499,499,1-9411,1
500,500,1-3631,21
501,501,1-0337,10
502,502,1-8090,4
503,503,1-8753,24
504,504,1-7721,24
505,505,1-7712,21
506,506,1-19859,24
507,507,1-5271,3
508,508,MLG25,23
509,509,1-2523,1
510,510,MLG05,20
511,511,P1-6891,14
512,512,1-17965,24
513,513,1-5140,4
514,514,1-9095,13
515,515,1-18770,24
516,516,1-8242,14
517,517,1-20780,16
518,518,1-0305,21
519,519,1-6608,6
520,520,1-10882,1
521,521,1-3727,21
522,522,1-5314,21
523,523,1-17927,2
524,524,1-10952,9
525,525,1-6015,8
526,526,1-11534,24
527,527,1-2429,1
528,528,1-9318,24
529,529,1-19069,6
530,530,1-3099,11
531,531,1-3702,1
532,532,1-9584,11
533,533,1-7707,15
534,534,1-4413,1
535,535,1-5965,1
536,536,1-3699,1
537,537,1-3369,9
538,538,1-7178,1
539,539,1-4609,1
540,540,1-3117,12
541,541,1-18369,9
542,542,1-7711,1
543,543,1-9466,18
544,544,1-9600,24
545,545,1-8940,4
546,546,1-3370,1
547,547,1-21411,1
548,548,1-19192,7
549,549,1-7870,6
550,550,1-7834,3
551,551,1-9935,1
552,552,1-9230,7
553,553,1-3309,4
554,554,1-9621,8
555,555,1-3142,9
556,556,1-7886,1
557,557,1-9643,9
558,558,1-10622,3
559,559,1-10217,24
560,560,1-5303,11
561,561,1-3100,4
562,562,1-5304,1
563,563,1-19989,10
564,564,1-19067,13
565,565,1-5873,17
566,566,1-8899,24
567,567,1-7356,1
568,568,1-3734,4
569,569,1-20124,3
570,570,1-5199,1
571,571,1-21180,1
572,572,1-9486,1
573,573,1-3380,1
574,574,1-5146,1
575,575,1-9133,1
576,576,1-3739,1
577,577,1-9958,18
578,578,1-4387,1
579,579,1-4618,1
580,580,1-20283,7
