,Unnamed: 0,Exam Group,Exam Block
133,133,1-4397,12
134,134,1-7057,12
135,135,1-7720,21
136,136,MLG51,23
137,137,1-8916,21
138,138,1-7993,8
139,139,1-9341,23
140,140,1-19891,18
141,141,1-12345,1
142,142,1-7187,18
143,143,1-3135,15
144,144,1-7081,12
145,145,MLG78,6
146,146,1-7539,14
147,147,1-7589,7
148,148,1-6677,1
149,149,1-7547,19
150,150,1-8228,24
151,151,MLG29,13
152,152,1-7725,1
153,153,1-3717,17
154,154,MLG83,23
155,155,1-5687,24
156,156,1-9157,10
157,157,1-8666,14
158,158,1-7107,10
159,159,1-2364,23
160,160,1-7636,18
161,161,1-8368,1
162,162,1-10960,4
163,163,1-1119,11
164,164,1-6591,16
165,165,1-9454,13
166,166,1-5696,20
167,167,1-6637,4
168,168,1-7523,14
169,169,1-7900,20
170,170,1-9276,7
171,171,1-6654,16
172,172,MLG18,3
173,173,MLG17,22
174,174,1-7733,21
175,175,MLG32,24
176,176,1-0582,21
177,177,1-19121,8
178,178,1-19068,5
179,179,1-9294,19
180,180,MLG77,23
181,181,1-1466,7
182,182,1-8678,17
183,183,MLG42,23
184,184,1-9071,8
185,185,1-9291,4
186,186,1-1176,1
187,187,1-6506,1
188,188,MLG69,13
189,189,1-0429,17
190,190,1-7625,19
191,191,MLG58,24
192,192,MLG82,17
193,193,1-6625,15
194,194,1-8628,18
195,195,1-7522,18
196,196,1-7943,24
197,197,1-6953,1
198,198,MLG30,4
199,199,1-3405,11
200,200,1-8630,8
201,201,1-4380,24
202,202,1-1367,5
203,203,1-9644,20
204,204,1-6214,12
205,205,MLG27,23
206,206,1-1514,17
207,207,1-4874,24
208,208,1-8629,9
209,209,1-6249,16
210,210,1-7488,1
211,211,1-3254,2
212,212,1-0447,21
213,213,1-9351,15
214,214,1-8087,14
215,215,1-7936,23
216,216,1-2829,7
217,217,1-19133,1
218,218,1-8986,14
219,219,1-5159,1
220,220,1-18620,18
221,221,1-10043,24
222,222,1-7403,17
223,223,1-11205,12
224,224,7W1-20421,1
225,225,1-17959,9
226,226,1-0455,1
227,227,MLG20,10
228,228,1-18412,24
229,229,1-8055,23
230,230,1-5686,11
231,231,1-9515,14
232,232,1-8058,16
233,233,1-8061,24
234,234,1-8053,3
235,235,1-10800,24
236,236,1-8702,21
237,237,1-8044,20
238,238,1-18469,3
239,239,1-8287,20
240,240,1-7332,7
241,241,1-8729,24
242,242,1-8618,16
243,243,1-11438,1
244,244,1-8177,21
245,245,1-8300,21
246,246,1-18266,16
247,247,1-5185,24
248,248,1-9542,22
249,249,1-8284,6
250,250,P1-0004,23
251,251,1-20045,6
252,252,1-10808,17
253,253,1-2432,24
254,254,1-8735,1
255,255,1-19884,23
256,256,1-7464,4
257,257,1-9040,17
258,258,MLG24,8
259,259,1-6494,12
260,260,1-8808,24
261,261,1-11189,21
262,262,1-4874,12
263,263,1-2083,8
264,264,7W1-8534,16
265,265,1-18635,19
266,266,1-8973,21
267,267,1-8057,1
268,268,1-5287,7
269,269,1-18956,7
270,270,1-6492,23
271,271,1-20068,14
272,272,1-3302,11
273,273,1-1025,12
274,274,1-1964,7
275,275,1-8951,15
276,276,1-8135,4
277,277,1-8537,10
278,278,1-7348,7
279,279,1-8750,7
280,280,1-5568,8
281,281,1-3075,1
282,282,MLG37,18
283,283,1-18816,4
284,284,1-8545,18
285,285,1-7656,15
286,286,1-7723,4
287,287,1-3477,5
288,288,7W1-12374,13
289,289,1-11045,22
290,290,1-7809,15
291,291,1-7326,7
292,292,1-7418,1
293,293,1-8711,18
294,294,1-8834,24
295,295,1-0984,23
296,296,1-3489,4
297,297,1-7622,11
298,298,1-3081,4
299,299,1-3469,11
300,300,MLG01,12
301,301,MLG35,23
302,302,MLG31,23
303,303,1-3077,10
304,304,1-7581,1
305,305,1-1047,1
306,306,1-6101,14
307,307,1-7579,10
308,308,1-19093,9
309,309,1-10018,17
310,310,1-0454,10
311,311,1-2006,12
312,312,MLG43,3
313,313,1-0754,21
314,314,1-8765,7
315,315,1-7390,10
316,316,1-0584,21
317,317,1-7899,14
318,318,1-6764,24
319,319,1-7655,22
320,320,1-11209,1
321,321,1-9543,11
322,322,1-9063,24
323,323,1-8924,11
324,324,1-8859,7
325,325,1-8497,24
326,326,1-2699,19
327,327,1-8613,14
328,328,1-5109,10
329,329,1-8990,8
330,330,1-6737,14
331,331,1-6835,11
332,332,1-17970,16
333,333,1-3216,10
334,334,1-18987,9
335,335,1-6543,11
336,336,1-3162,9
337,337,1-11132,1
338,338,1-18973,12
339,339,1-8853,1
340,340,1-3491,1
341,341,7W2-19692,18
342,342,1-3079,7
343,343,7W1-0102,1
344,344,1-18435,11
345,345,1-7870,1
346,346,1-1763,1
347,347,1-4776,18
348,348,1-3257,4
349,349,1-9499,24
350,350,1-8864,23
351,351,1-10981,24
352,352,1-7456,12
353,353,1-0363,17
354,354,1-18794,5
355,355,1-6661,1
356,356,1-8126,24
357,357,1-7883,1
358,358,1-5515,21
359,359,1-9217,17
360,360,1-7429,22
361,361,1-7781,24
362,362,1-6721,22
363,363,1-0997,5
364,364,1-20100,24
365,365,MLG22,22
366,366,1-9285,2
367,367,1-10294,13
368,368,1-5537,4
369,369,1-6168,19
370,370,1-9253,9
371,371,1-6199,17
372,372,7W2-0103,3
373,373,1-19109,7
374,374,1-7647,13
375,375,1-7486,8
376,376,1-3356,21
377,377,1-9399,23
378,378,1-8023,23
379,379,1-7484,21
380,380,MLG40,5
381,381,1-8187,17
382,382,1-6029,21
383,383,1-20077,10
384,384,1-8928,20
385,385,1-3472,15
386,386,1-6554,5
387,387,1-7499,18
388,388,1-9601,1
389,389,1-18869,7
390,390,1-8766,16
391,391,1-7575,11
392,392,1-5655,7
393,393,1-9182,19
394,394,1-9436,20
395,395,1-3300,15
396,396,1-20138,13
397,397,1-7449,2
398,398,1-7776,20
399,399,1-10042,15
400,400,1-7567,14
401,401,MLG38,21
402,402,1-7301,24
403,403,1-8691,23
404,404,1-5819,7
405,405,1-18927,23
406,406,1-6496,7
407,407,1-19851,1
408,408,1-10305,7
409,409,1-9123,13
410,410,7W2-12806,17
411,411,1-8914,5
412,412,MLG28,24
413,413,1-0295,1
414,414,1-7453,1
415,415,1-11388,20
416,416,1-18370,4
417,417,1-11522,23
418,418,1-6559,16
419,419,1-1958,24
420,420,1-9121,1
421,421,1-11523,10
422,422,1-7621,5
423,423,1-7987,22
424,424,1-8186,1
425,425,1-9135,5
426,426,1-6558,13
427,427,1-9115,11
428,428,1-8162,22
429,429,1-10919,7
430,430,1-9287,13
431,431,1-17969,24
432,432,1-1636,4
433,433,1-6533,4
434,434,1-7770,1
435,435,1-20040,21
436,436,1-11026,18
437,437,1-11533,13
438,438,1-9245,23
439,439,1-2192,22
440,440,1-9232,14
441,441,1-7476,14
442,442,1-7564,1
443,443,1-9396,4
444,444,1-10725,21
445,445,1-20081,24
446,446,1-9586,7
447,447,1-9458,24
448,448,1-5154,18
449,449,1-7467,21
450,450,1-5221,4
451,451,1-7715,24
452,452,1-8747,18
453,453,1-7753,1
454,454,1-19987,1
455,455,1-17979,24
456,456,1-20065,4
457,457,1-1959,9
458,458,1-9473,15
459,459,1-11121,18
460,460,1-8291,1
461,461,1-9548,4
462,462,1-19627,7
463,463,1-3371,23
464,464,1-9197,24
465,465,1-9225,9
466,466,1-1067,4
467,467,1-3182,6
468,468,1-8062,9
469,469,1-9412,13
470,470,1-18952,4
471,471,MLG04,17
472,472,1-7430,20
473,473,1-8981,1
474,474,1-4136,1
475,475,1-19108,7
476,476,1-3733,8
477,477,1-9316,9
478,478,1-8039,21
479,479,1-7910,1
480,480,1-7083,15
481,481,P1-17272,21
482,482,1-9522,21
483,483,1-9267,17
484,484,1-9203,1
485,485,1-7444,15
486,486,1-7146,18
487,487,1-7737,10
488,488,1-2322,5
489,489,1-3141,23
490,490,1-7297,23
491,491,1-6816,13
492,492,1-20046,1
493,493,1-7472,19
494,494,1-2318,9
495,495,1-10823,21
496,496,1-0487,1
497,497,1-3301,4
498,498,1-9259,8
499,499,1-9411,9
500,500,1-3631,8
501,501,1-0337,7
502,502,1-8090,17
503,503,1-8753,24
504,504,1-7721,17
505,505,1-7712,15
506,506,1-19859,24
507,507,1-5271,15
508,508,MLG25,23
509,509,1-2523,18
510,510,MLG05,20
511,511,P1-6891,21
512,512,1-17965,4
513,513,1-5140,23
514,514,1-9095,18
515,515,1-18770,9
516,516,1-8242,5
517,517,1-20780,4
518,518,1-0305,17
519,519,1-6608,14
520,520,1-10882,1
521,521,1-3727,7
522,522,1-5314,21
523,523,1-17927,8
524,524,1-10952,18
525,525,1-6015,4
526,526,1-11534,7
527,527,1-2429,1
528,528,1-9318,11
529,529,1-19069,15
530,530,1-3099,1
531,531,1-3702,23
532,532,1-9584,18
533,533,1-7707,11
534,534,1-4413,1
535,535,1-5965,1
536,536,1-3699,1
537,537,1-3369,24
538,538,1-7178,1
539,539,1-4609,9
540,540,1-3117,5
541,541,1-18369,4
542,542,1-7711,13
543,543,1-9466,8
544,544,1-9600,21
545,545,1-8940,4
546,546,1-3370,24
547,547,1-21411,1
548,548,1-19192,7
549,549,1-7870,4
550,550,1-7834,14
551,551,1-9935,1
552,552,1-9230,4
553,553,1-3309,4
554,554,1-9621,1
555,555,1-3142,24
556,556,1-7886,1
557,557,1-9643,4
558,558,1-10622,15
559,559,1-10217,4
560,560,1-5303,17
561,561,1-3100,1
562,562,1-5304,15
563,563,1-19989,1
564,564,1-19067,5
565,565,1-5873,24
566,566,1-8899,1
567,567,1-7356,1
568,568,1-3734,4
569,569,1-20124,8
570,570,1-5199,1
571,571,1-21180,4
572,572,1-9486,1
573,573,1-3380,5
574,574,1-5146,1
575,575,1-9133,11
576,576,1-3739,1
577,577,1-9958,18
578,578,1-4387,1
579,579,1-4618,18
580,580,1-20283,7
