,Unnamed: 0,Exam Group,Exam Block
127,127,MLG56,21
128,128,1-8754,8
129,129,1-3246,3
130,130,1-6501,18
131,131,MLG47,16
132,132,1-9260,13
133,133,1-4397,21
134,134,1-7057,23
135,135,1-7720,22
136,136,MLG51,18
137,137,1-8916,9
138,138,1-7993,11
139,139,1-9341,19
140,140,1-19891,5
141,141,1-12345,1
142,142,1-7187,4
143,143,1-3135,16
144,144,1-7081,22
145,145,MLG78,13
146,146,1-7539,17
147,147,1-7589,15
148,148,1-6677,1
149,149,1-7547,4
150,150,1-8228,6
151,151,MLG29,23
152,152,1-7725,4
153,153,1-3717,7
154,154,MLG83,24
155,155,1-5687,24
156,156,1-9157,15
157,157,1-8666,9
158,158,1-7107,23
159,159,1-2364,15
160,160,1-7636,4
161,161,1-8368,1
162,162,1-10960,6
163,163,1-1119,3
164,164,1-6591,1
165,165,1-9454,14
166,166,1-5696,22
167,167,1-6637,2
168,168,1-7523,3
169,169,1-7900,4
170,170,1-9276,14
171,171,1-6654,24
172,172,MLG18,21
173,173,MLG17,11
174,174,1-7733,11
175,175,MLG32,24
176,176,1-0582,11
177,177,1-19121,18
178,178,1-19068,7
179,179,1-9294,11
180,180,MLG77,4
181,181,1-1466,18
182,182,1-8678,9
183,183,MLG42,24
184,184,1-9071,18
185,185,1-9291,8
186,186,1-1176,11
187,187,1-6506,1
188,188,MLG69,8
189,189,1-0429,6
190,190,1-7625,11
191,191,MLG58,2
192,192,MLG82,24
193,193,1-6625,7
194,194,1-8628,24
195,195,1-7522,5
196,196,1-7943,9
197,197,1-6953,12
198,198,MLG30,24
199,199,1-3405,10
200,200,1-8630,19
201,201,1-4380,4
202,202,1-1367,10
203,203,1-9644,13
204,204,1-6214,22
205,205,MLG27,24
206,206,1-1514,12
207,207,1-4874,4
208,208,1-8629,24
209,209,1-6249,12
210,210,1-7488,1
211,211,1-3254,20
212,212,1-0447,23
213,213,1-9351,24
214,214,1-8087,3
215,215,1-7936,11
216,216,1-2829,9
217,217,1-19133,1
218,218,1-8986,17
219,219,1-5159,1
220,220,1-18620,4
221,221,1-10043,12
222,222,1-7403,5
223,223,1-11205,22
224,224,7W1-20421,1
225,225,1-17959,16
226,226,1-0455,1
227,227,MLG20,19
228,228,1-18412,20
229,229,1-8055,19
230,230,1-5686,5
231,231,1-9515,18
232,232,1-8058,5
233,233,1-8061,4
234,234,1-8053,7
235,235,1-10800,19
236,236,1-8702,2
237,237,1-8044,16
238,238,1-18469,7
239,239,1-8287,4
240,240,1-7332,24
241,241,1-8729,24
242,242,1-8618,15
243,243,1-11438,1
244,244,1-8177,22
245,245,1-8300,12
246,246,1-18266,15
247,247,1-5185,10
248,248,1-9542,21
249,249,1-8284,20
250,250,P1-0004,24
251,251,1-20045,1
252,252,1-10808,1
253,253,1-2432,17
254,254,1-8735,10
255,255,1-19884,24
256,256,1-7464,8
257,257,1-9040,3
258,258,MLG24,24
259,259,1-6494,21
260,260,1-8808,10
261,261,1-11189,12
262,262,1-4874,22
263,263,1-2083,10
264,264,7W1-8534,20
265,265,1-18635,14
266,266,1-8973,23
267,267,1-8057,13
268,268,1-5287,24
269,269,1-18956,9
270,270,1-6492,4
271,271,1-20068,9
272,272,1-3302,2
273,273,1-1025,23
274,274,1-1964,15
275,275,1-8951,18
276,276,1-8135,18
277,277,1-8537,24
278,278,1-7348,15
279,279,1-8750,14
280,280,1-5568,24
281,281,1-3075,21
282,282,MLG37,4
283,283,1-18816,4
284,284,1-8545,13
285,285,1-7656,15
286,286,1-7723,8
287,287,1-3477,18
288,288,7W1-12374,16
289,289,1-11045,23
290,290,1-7809,17
291,291,1-7326,15
292,292,1-7418,13
293,293,1-8711,5
294,294,1-8834,24
295,295,1-0984,9
296,296,1-3489,4
297,297,1-7622,20
298,298,1-3081,12
299,299,1-3469,6
300,300,MLG01,11
301,301,MLG35,24
302,302,MLG31,24
303,303,1-3077,1
304,304,1-7581,3
305,305,1-1047,1
306,306,1-6101,10
307,307,1-7579,21
308,308,1-19093,18
309,309,1-10018,17
310,310,1-0454,24
311,311,1-2006,23
312,312,MLG43,19
313,313,1-0754,13
314,314,1-8765,24
315,315,1-7390,22
316,316,1-0584,17
317,317,1-7899,8
318,318,1-6764,8
319,319,1-7655,17
320,320,1-11209,11
321,321,1-9543,4
322,322,1-9063,13
323,323,1-8924,21
324,324,1-8859,20
325,325,1-8497,18
326,326,1-2699,24
327,327,1-8613,17
328,328,1-5109,14
329,329,1-8990,16
330,330,1-6737,24
331,331,1-6835,21
332,332,1-17970,2
333,333,1-3216,12
334,334,1-18987,24
335,335,1-6543,2
336,336,1-3162,2
337,337,1-11132,1
338,338,1-18973,22
339,339,1-8853,1
340,340,1-3491,1
341,341,7W2-19692,16
342,342,1-3079,15
343,343,7W1-0102,1
344,344,1-18435,9
345,345,1-7870,1
346,346,1-1763,1
347,347,1-4776,10
348,348,1-3257,7
349,349,1-9499,6
350,350,1-8864,24
351,351,1-10981,3
352,352,1-7456,21
353,353,1-0363,9
354,354,1-18794,21
355,355,1-6661,18
356,356,1-8126,1
357,357,1-7883,14
358,358,1-5515,21
359,359,1-9217,2
360,360,1-7429,24
361,361,1-7781,23
362,362,1-6721,1
363,363,1-0997,9
364,364,1-20100,7
365,365,MLG22,2
366,366,1-9285,13
367,367,1-10294,17
368,368,1-5537,8
369,369,1-6168,16
370,370,1-9253,12
371,371,1-6199,20
372,372,7W2-0103,8
373,373,1-19109,7
374,374,1-7647,5
375,375,1-7486,12
376,376,1-3356,22
377,377,1-9399,19
378,378,1-8023,13
379,379,1-7484,24
380,380,MLG40,9
381,381,1-8187,17
382,382,1-6029,24
383,383,1-20077,15
384,384,1-8928,6
385,385,1-3472,3
386,386,1-6554,2
387,387,1-7499,4
388,388,1-9601,1
389,389,1-18869,15
390,390,1-8766,21
391,391,1-7575,18
392,392,1-5655,15
393,393,1-9182,9
394,394,1-9436,4
395,395,1-3300,24
396,396,1-20138,10
397,397,1-7449,12
398,398,1-7776,14
399,399,1-10042,16
400,400,1-7567,8
401,401,MLG38,3
402,402,1-7301,10
403,403,1-8691,24
404,404,1-5819,3
405,405,1-18927,12
406,406,1-6496,1
407,407,1-19851,17
408,408,1-10305,9
409,409,1-9123,24
410,410,7W2-12806,1
411,411,1-8914,21
412,412,MLG28,21
413,413,1-0295,21
414,414,1-7453,23
415,415,1-11388,7
416,416,1-18370,24
417,417,1-11522,23
418,418,1-6559,24
419,419,1-1958,4
420,420,1-9121,1
421,421,1-11523,16
422,422,1-7621,14
423,423,1-7987,6
424,424,1-8186,20
425,425,1-9135,11
426,426,1-6558,18
427,427,1-9115,19
428,428,1-8162,18
429,429,1-10919,1
430,430,1-9287,7
431,431,1-17969,22
432,432,1-1636,9
433,433,1-6533,12
434,434,1-7770,1
435,435,1-20040,12
436,436,1-11026,4
437,437,1-11533,17
438,438,1-9245,15
439,439,1-2192,24
440,440,1-9232,17
441,441,1-7476,7
442,442,1-7564,4
443,443,1-9396,24
444,444,1-10725,8
445,445,1-20081,22
446,446,1-9586,21
447,447,1-9458,17
448,448,1-5154,13
449,449,1-7467,1
450,450,1-5221,23
451,451,1-7715,19
452,452,1-8747,24
453,453,1-7753,24
454,454,1-19987,24
455,455,1-17979,12
456,456,1-20065,1
457,457,1-1959,18
458,458,1-9473,21
459,459,1-11121,1
460,460,1-8291,1
461,461,1-9548,6
462,462,1-19627,20
463,463,1-3371,9
464,464,1-9197,15
465,465,1-9225,24
466,466,1-1067,9
467,467,1-3182,1
468,468,1-8062,19
469,469,1-9412,2
470,470,1-18952,19
471,471,MLG04,5
472,472,1-7430,24
473,473,1-8981,9
474,474,1-4136,6
475,475,1-19108,7
476,476,1-3733,24
477,477,1-9316,9
478,478,1-8039,4
479,479,1-7910,24
480,480,1-7083,11
481,481,P1-17272,14
482,482,1-9522,21
483,483,1-9267,5
484,484,1-9203,13
485,485,1-7444,16
486,486,1-7146,4
487,487,1-7737,24
488,488,1-2322,10
489,489,1-3141,24
490,490,1-7297,19
491,491,1-6816,4
492,492,1-20046,7
493,493,1-7472,11
494,494,1-2318,19
495,495,1-10823,23
496,496,1-0487,8
497,497,1-3301,17
498,498,1-9259,15
499,499,1-9411,9
500,500,1-3631,17
501,501,1-0337,24
502,502,1-8090,24
503,503,1-8753,17
504,504,1-7721,5
505,505,1-7712,24
506,506,1-19859,4
507,507,1-5271,9
508,508,MLG25,20
509,509,1-2523,1
510,510,MLG05,15
511,511,P1-6891,22
512,512,1-17965,6
513,513,1-5140,24
514,514,1-9095,11
515,515,1-18770,6
516,516,1-8242,4
517,517,1-20780,1
518,518,1-0305,10
519,519,1-6608,12
520,520,1-10882,1
521,521,1-3727,9
522,522,1-5314,14
523,523,1-17927,1
524,524,1-10952,4
525,525,1-6015,8
526,526,1-11534,21
527,527,1-2429,1
528,528,1-9318,24
529,529,1-19069,11
530,530,1-3099,1
531,531,1-3702,23
532,532,1-9584,10
533,533,1-7707,24
534,534,1-4413,1
535,535,1-5965,23
536,536,1-3699,1
537,537,1-3369,22
538,538,1-7178,1
539,539,1-4609,7
540,540,1-3117,8
541,541,1-18369,8
542,542,1-7711,1
543,543,1-9466,24
544,544,1-9600,23
545,545,1-8940,9
546,546,1-3370,1
547,547,1-21411,1
548,548,1-19192,17
549,549,1-7870,5
550,550,1-7834,17
551,551,1-9935,1
552,552,1-9230,4
553,553,1-3309,18
554,554,1-9621,1
555,555,1-3142,9
556,556,1-7886,1
557,557,1-9643,4
558,558,1-10622,4
559,559,1-10217,8
560,560,1-5303,5
561,561,1-3100,11
562,562,1-5304,5
563,563,1-19989,1
564,564,1-19067,6
565,565,1-5873,23
566,566,1-8899,13
567,567,1-7356,7
568,568,1-3734,10
569,569,1-20124,19
570,570,1-5199,1
571,571,1-21180,6
572,572,1-9486,1
573,573,1-3380,1
574,574,1-5146,1
575,575,1-9133,1
576,576,1-3739,1
577,577,1-9958,18
578,578,1-4387,1
579,579,1-4618,5
580,580,1-20283,7
