,Unnamed: 0,Exam Group,Exam Block
224,224,1-9486,18
225,225,1-9499,2
226,226,1-9515,11
227,227,1-9522,6
228,228,1-9542,4
229,229,1-9543,7
230,230,1-9548,17
231,231,1-9584,13
232,232,1-9586,9
233,233,7W1-0102,1
234,234,7W2-0103,1
235,235,P1-0004,2
236,236,1-10018,18
237,237,1-10042,10
238,238,1-10043,16
239,239,1-1005,13
240,240,1-10217,17
241,241,1-1025,13
242,242,1-10294,13
243,243,1-10305,21
244,244,1-1035,15
245,245,1-1047,7
246,246,1-10622,18
247,247,1-1067,16
248,248,1-10725,7
249,249,1-10800,21
250,250,1-10808,6
251,251,1-10823,17
252,252,1-10882,19
253,253,1-10919,3
254,254,1-10952,6
255,255,1-10960,7
256,256,1-10981,18
257,257,1-11026,4
258,258,1-11045,15
259,259,1-11121,9
260,260,1-11132,20
261,261,1-11189,5
262,262,1-1119,12
263,263,1-11205,15
264,264,1-11209,4
265,265,1-1136,17
266,266,1-11388,5
267,267,1-11438,13
268,268,1-1152,17
269,269,1-11522,2
270,270,1-11523,10
271,271,1-11533,13
272,272,1-11534,11
273,273,1-1166,16
274,274,1-1176,11
275,275,1-12345,6
276,276,1-1655,9
277,277,1-1687,7
278,278,1-1712,3
279,279,1-1763,9
280,280,1-17927,10
281,281,1-17959,3
282,282,1-17965,17
283,283,1-17969,20
284,284,1-17970,22
285,285,1-17979,19
286,286,1-18045,15
287,287,1-18266,5
288,288,1-18369,4
289,289,1-18370,7
290,290,1-18412,2
291,291,1-18435,5
292,292,1-18469,7
293,293,1-18507,9
294,294,1-18620,19
295,295,1-18635,8
296,296,1-18770,5
297,297,1-18794,15
298,298,1-18816,10
299,299,1-18869,21
300,300,1-1887,18
301,301,1-18927,4
302,302,1-18952,13
303,303,1-18956,2
304,304,1-18973,2
305,305,1-18987,4
306,306,1-19067,9
307,307,1-19068,7
308,308,1-19069,20
309,309,1-19093,3
310,310,1-19108,12
311,311,1-19109,8
312,312,1-19121,3
313,313,1-19133,6
314,314,1-19192,6
315,315,1-19257,16
316,316,1-1958,1
317,317,1-1959,20
318,318,1-19627,10
319,319,1-19755,16
320,320,1-19851,12
321,321,1-19859,3
322,322,1-19884,17
323,323,1-19891,14
324,324,1-19987,11
325,325,1-19989,6
326,326,1-20040,9
327,327,1-20045,10
328,328,1-20046,14
329,329,1-2006,11
330,330,1-20065,11
331,331,1-20068,8
332,332,1-20077,11
333,333,1-20081,1
334,334,1-20100,1
335,335,1-20124,18
336,336,1-20138,2
337,337,1-20283,2
338,338,1-20780,4
339,339,1-2083,21
340,340,1-21180,14
341,341,1-21411,11
342,342,1-2192,19
343,343,1-2275,4
344,344,1-2318,3
345,345,1-2322,16
346,346,1-2429,10
347,347,1-2699,12
348,348,1-2829,10
349,349,1-3026,2
350,350,1-3037,2
351,351,1-3047,15
352,352,1-3051,7
353,353,1-3056,5
354,354,1-3075,12
355,355,1-3077,1
356,356,1-3079,9
357,357,1-3081,7
358,358,1-3099,6
359,359,1-3100,17
360,360,1-3117,9
361,361,1-3135,17
362,362,1-3141,5
363,363,1-3142,8
364,364,1-3152,3
365,365,1-3162,14
366,366,1-3182,4
367,367,1-3186,9
368,368,1-3216,18
369,369,1-3254,8
370,370,1-3257,7
371,371,1-3300,1
372,372,1-3301,8
373,373,1-3302,22
374,374,1-3309,5
375,375,1-3356,4
376,376,1-3364,3
377,377,1-3369,15
378,378,1-3370,5
379,379,1-3371,22
380,380,1-3380,19
381,381,1-3405,21
382,382,1-3469,17
383,383,1-3472,19
384,384,1-3477,12
385,385,1-3489,19
386,386,1-3491,13
387,387,1-3496,13
388,388,1-3509,10
389,389,1-3523,8
390,390,1-3631,8
391,391,1-3693,15
392,392,1-3702,21
393,393,1-3717,14
394,394,1-3727,18
395,395,1-3733,22
396,396,1-3734,8
397,397,1-4387,18
398,398,1-4394,4
399,399,1-4397,15
400,400,1-4413,10
401,401,1-4609,6
402,402,1-4618,12
403,403,1-4776,11
404,404,1-4874,15
405,405,1-5140,3
406,406,1-5146,10
407,407,1-5154,14
408,408,1-5199,17
409,409,1-5221,10
410,410,1-5228,7
411,411,1-5303,4
412,412,1-5304,1
413,413,1-5314,6
414,414,1-5515,11
415,415,1-5655,11
416,416,1-5819,14
417,417,1-5873,19
418,418,1-5965,5
419,419,1-6015,1
420,420,1-6029,8
421,421,1-6492,13
422,422,1-6494,4
423,423,1-6496,18
424,424,1-6501,3
425,425,1-6506,9
426,426,1-6511,18
427,427,1-6533,5
428,428,1-6543,9
429,429,1-6554,20
430,430,1-6558,17
431,431,1-6559,16
432,432,1-6568,17
433,433,1-6569,14
434,434,1-6591,19
435,435,1-6608,13
436,436,1-6625,5
437,437,1-6637,5
438,438,1-6654,1
439,439,1-6661,20
440,440,1-6677,9
441,441,1-6678,14
442,442,1-6684,13
443,443,1-6721,4
444,444,1-6727,3
445,445,1-6737,15
446,446,1-6764,12
447,447,1-6816,4
448,448,1-6835,15
449,449,1-6953,14
450,450,1-6957,14
451,451,1-7038,21
452,452,1-7057,20
453,453,1-7107,8
454,454,1-7178,6
455,455,1-7187,22
456,456,1-7297,17
457,457,1-7301,20
458,458,1-7302,16
459,459,1-7326,21
460,460,1-7356,13
461,461,1-7522,7
462,462,1-7523,13
463,463,1-7733,17
464,464,1-7870,7
465,465,1-7872,22
466,466,1-7883,16
467,467,1-7886,14
468,468,1-7910,9
469,469,1-7943,8
470,470,1-7971,3
471,471,1-8023,6
472,472,1-8039,16
473,473,1-8044,13
474,474,1-8053,1
475,475,1-8055,18
476,476,1-8057,17
477,477,1-8058,12
478,478,1-8061,19
479,479,1-8062,19
480,480,1-8287,10
481,481,1-8300,14
482,482,1-8371,22
483,483,1-8480,20
484,484,1-8484,21
485,485,1-8537,4
486,486,1-8545,19
487,487,1-8611,7
488,488,1-8613,6
489,489,1-8618,8
490,490,1-8628,19
491,491,1-8629,2
492,492,1-8630,2
493,493,1-8666,13
494,494,1-8678,14
495,495,1-8681,11
496,496,1-8729,9
497,497,1-8735,12
498,498,1-8753,14
499,499,1-8754,7
500,500,1-8765,12
501,501,1-8899,2
502,502,1-8940,14
503,503,1-8951,3
504,504,1-8986,13
505,505,1-8990,10
506,506,1-9063,16
507,507,1-9253,2
508,508,1-9351,16
509,509,1-9365,21
510,510,1-9412,21
511,511,1-9436,22
512,512,1-9600,14
513,513,1-9601,12
514,514,1-9621,14
515,515,1-9643,4
516,516,1-9644,21
517,517,1-9935,7
518,518,1-9958,20
519,519,7W1-12374,14
520,520,7W1-20421,10
521,521,7W1-8534,17
522,522,7W2-12806,22
523,523,7W2-19692,11
524,524,MLG01,13
525,525,MLG02,10
526,526,MLG03,19
527,527,MLG04,12
528,528,MLG05,21
529,529,MLG06,14
530,530,MLG08,1
531,531,MLG09,18
532,532,MLG11,18
533,533,MLG12,18
534,534,MLG13,1
535,535,MLG14,13
536,536,MLG15,1
537,537,MLG17,1
538,538,MLG18,12
539,539,MLG20,5
540,540,MLG22,18
541,541,MLG24,20
542,542,MLG25,17
543,543,MLG26,22
544,544,MLG27,20
545,545,MLG28,22
546,546,MLG29,22
547,547,MLG30,22
548,548,MLG31,12
549,549,MLG32,20
550,550,MLG33,22
551,551,MLG35,12
552,552,MLG36,22
553,553,MLG37,5
554,554,MLG38,21
555,555,MLG40,22
556,556,MLG42,12
557,557,MLG43,2
558,558,MLG45,22
559,559,MLG47,16
560,560,MLG48,6
561,561,MLG50,21
562,562,MLG51,20
563,563,MLG52,19
564,564,MLG53,20
565,565,MLG55,2
566,566,MLG56,11
567,567,MLG57,10
568,568,MLG61,12
569,569,MLG62,1
570,570,MLG63,4
571,571,MLG64,4
572,572,MLG65,2
573,573,MLG69,6
574,574,MLG71,12
575,575,MLG73,17
576,576,MLG74,19
577,577,MLG82,20
578,578,MLG83,18
579,579,P1-17272,6
580,580,P1-6891,11
