,Unnamed: 0,Exam Group,Exam Block
411,411,1-8914,24
412,412,MLG28,21
413,413,1-0295,3
414,414,1-7453,1
415,415,1-11388,24
416,416,1-18370,10
417,417,1-11522,8
418,418,1-6559,1
419,419,1-1958,21
420,420,1-9121,3
421,421,1-11523,4
422,422,1-7621,4
423,423,1-7987,12
424,424,1-8186,24
425,425,1-9135,20
426,426,1-6558,24
427,427,1-9115,2
428,428,1-8162,10
429,429,1-10919,24
430,430,1-9287,15
431,431,1-17969,12
432,432,1-1636,16
433,433,1-6533,23
434,434,1-7770,24
435,435,1-20040,1
436,436,1-11026,21
437,437,1-11533,6
438,438,1-9245,4
439,439,1-2192,1
440,440,1-9232,4
441,441,1-7476,18
442,442,1-7564,4
443,443,1-9396,22
444,444,1-10725,11
445,445,1-20081,21
446,446,1-9586,1
447,447,1-9458,17
448,448,1-5154,7
449,449,1-7467,23
450,450,1-5221,7
451,451,1-7715,21
452,452,1-8747,17
453,453,1-7753,1
454,454,1-19987,1
455,455,1-17979,22
456,456,1-20065,2
457,457,1-1959,8
458,458,1-9473,24
459,459,1-11121,12
460,460,1-8291,1
461,461,1-9548,17
462,462,1-19627,9
463,463,1-3371,24
464,464,1-9197,23
465,465,1-9225,6
466,466,1-1067,6
467,467,1-3182,24
468,468,1-8062,8
469,469,1-9412,17
470,470,1-18952,21
471,471,MLG04,15
472,472,1-7430,7
473,473,1-8981,1
474,474,1-4136,12
475,475,1-19108,1
476,476,1-3733,24
477,477,1-9316,8
478,478,1-8039,9
479,479,1-7910,23
480,480,1-7083,17
481,481,P1-17272,11
482,482,1-9522,7
483,483,1-9267,19
484,484,1-9203,6
485,485,1-7444,24
486,486,1-7146,17
487,487,1-7737,17
488,488,1-2322,12
489,489,1-3141,23
490,490,1-7297,16
491,491,1-6816,13
492,492,1-20046,4
493,493,1-7472,7
494,494,1-2318,24
495,495,1-10823,7
496,496,1-0487,24
497,497,1-3301,11
498,498,1-9259,4
499,499,1-9411,22
500,500,1-3631,6
501,501,1-0337,1
502,502,1-8090,14
503,503,1-8753,16
504,504,1-7721,23
505,505,1-7712,5
506,506,1-19859,3
507,507,1-5271,14
508,508,MLG25,1
509,509,1-2523,17
510,510,MLG05,10
511,511,P1-6891,3
512,512,1-17965,21
513,513,1-5140,15
514,514,1-9095,15
515,515,1-18770,17
516,516,1-8242,13
517,517,1-20780,1
518,518,1-0305,20
519,519,1-6608,16
520,520,1-10882,7
521,521,1-3727,24
522,522,1-5314,1
523,523,1-17927,1
524,524,1-10952,11
525,525,1-6015,21
526,526,1-11534,6
527,527,1-2429,1
528,528,1-9318,7
529,529,1-19069,14
530,530,1-3099,16
531,531,1-3702,1
532,532,1-9584,24
533,533,1-7707,19
534,534,1-4413,4
535,535,1-5965,1
536,536,1-3699,9
537,537,1-3369,1
538,538,1-7178,1
539,539,1-4609,4
540,540,1-3117,24
541,541,1-18369,11
542,542,1-7711,1
543,543,1-9466,2
544,544,1-9600,7
545,545,1-8940,19
546,546,1-3370,6
547,547,1-21411,1
548,548,1-19192,6
549,549,1-7870,4
550,550,1-7834,14
551,551,1-9935,1
552,552,1-9230,3
553,553,1-3309,11
554,554,1-9621,1
555,555,1-3142,24
556,556,1-7886,1
557,557,1-9643,1
558,558,1-10622,4
559,559,1-10217,12
560,560,1-5303,12
561,561,1-3100,20
562,562,1-5304,7
563,563,1-19989,10
564,564,1-19067,1
565,565,1-5873,24
566,566,1-8899,21
567,567,1-7356,4
568,568,1-3734,17
569,569,1-20124,8
570,570,1-5199,1
571,571,1-21180,1
572,572,1-9486,1
573,573,1-3380,4
574,574,1-5146,1
575,575,1-9133,4
576,576,1-3739,1
577,577,1-9958,18
578,578,1-4387,1
579,579,1-4618,12
580,580,1-20283,7
