,Unnamed: 0,Exam Group,Exam Block
402,402,1-4618,14
403,403,1-4776,12
404,404,1-4874,1
405,405,1-5140,8
406,406,1-5146,7
407,407,1-5154,10
408,408,1-5199,18
409,409,1-5221,7
410,410,1-5228,3
411,411,1-5303,1
412,412,1-5304,14
413,413,1-5314,12
414,414,1-5515,12
415,415,1-5655,13
416,416,1-5819,7
417,417,1-5873,2
418,418,1-5965,1
419,419,1-6015,4
420,420,1-6029,14
421,421,1-6492,19
422,422,1-6494,18
423,423,1-6496,14
424,424,1-6501,6
425,425,1-6506,15
426,426,1-6511,4
427,427,1-6533,3
428,428,1-6543,3
429,429,1-6554,12
430,430,1-6558,8
431,431,1-6559,9
432,432,1-6568,10
433,433,1-6569,5
434,434,1-6591,11
435,435,1-6608,11
436,436,1-6625,3
437,437,1-6637,4
438,438,1-6654,14
439,439,1-6661,21
440,440,1-6677,2
441,441,1-6678,5
442,442,1-6684,16
443,443,1-6721,7
444,444,1-6727,20
445,445,1-6737,6
446,446,1-6764,22
447,447,1-6816,21
448,448,1-6835,8
449,449,1-6953,4
450,450,1-6957,5
451,451,1-7038,10
452,452,1-7057,22
453,453,1-7107,1
454,454,1-7178,17
455,455,1-7187,9
456,456,1-7297,17
457,457,1-7301,1
458,458,1-7302,9
459,459,1-7326,14
460,460,1-7356,17
461,461,1-7522,5
462,462,1-7523,10
463,463,1-7733,20
464,464,1-7870,20
465,465,1-7872,4
466,466,1-7883,4
467,467,1-7886,17
468,468,1-7910,2
469,469,1-7943,2
470,470,1-7971,6
471,471,1-8023,22
472,472,1-8039,13
473,473,1-8044,16
474,474,1-8053,11
475,475,1-8055,8
476,476,1-8057,5
477,477,1-8058,13
478,478,1-8061,3
479,479,1-8062,6
480,480,1-8287,9
481,481,1-8300,7
482,482,1-8371,13
483,483,1-8480,14
484,484,1-8484,20
485,485,1-8537,8
486,486,1-8545,16
487,487,1-8611,3
488,488,1-8613,2
489,489,1-8618,5
490,490,1-8628,7
491,491,1-8629,5
492,492,1-8630,11
493,493,1-8666,16
494,494,1-8678,5
495,495,1-8681,12
496,496,1-8729,1
497,497,1-8735,22
498,498,1-8753,5
499,499,1-8754,3
500,500,1-8765,18
501,501,1-8899,21
502,502,1-8940,5
503,503,1-8951,6
504,504,1-8986,10
505,505,1-8990,6
506,506,1-9063,9
507,507,1-9253,9
508,508,1-9351,9
509,509,1-9365,19
510,510,1-9412,5
511,511,1-9436,5
512,512,1-9600,15
513,513,1-9601,21
514,514,1-9621,1
515,515,1-9643,1
516,516,1-9644,8
517,517,1-9935,8
518,518,1-9958,7
519,519,7W1-12374,3
520,520,7W1-20421,13
521,521,7W1-8534,18
522,522,7W2-12806,12
523,523,7W2-19692,21
524,524,MLG01,20
525,525,MLG02,14
526,526,MLG03,13
527,527,MLG04,9
528,528,MLG05,19
529,529,MLG06,5
530,530,MLG08,17
531,531,MLG09,4
532,532,MLG11,4
533,533,MLG12,4
534,534,MLG13,17
535,535,MLG14,16
536,536,MLG15,17
537,537,MLG17,4
538,538,MLG18,18
539,539,MLG20,8
540,540,MLG22,12
541,541,MLG24,22
542,542,MLG25,20
543,543,MLG26,8
544,544,MLG27,21
545,545,MLG28,22
546,546,MLG29,22
547,547,MLG30,21
548,548,MLG31,18
549,549,MLG32,22
550,550,MLG33,22
551,551,MLG35,4
552,552,MLG36,22
553,553,MLG37,8
554,554,MLG38,4
555,555,MLG40,10
556,556,MLG42,10
557,557,MLG43,19
558,558,MLG45,8
559,559,MLG47,16
560,560,MLG48,9
561,561,MLG50,20
562,562,MLG51,22
563,563,MLG52,11
564,564,MLG53,12
565,565,MLG55,8
566,566,MLG56,12
567,567,MLG57,14
568,568,MLG61,18
569,569,MLG62,17
570,570,MLG63,21
571,571,MLG64,20
572,572,MLG65,20
573,573,MLG69,11
574,574,MLG71,19
575,575,MLG73,12
576,576,MLG74,4
577,577,MLG82,22
578,578,MLG83,22
579,579,P1-17272,18
580,580,P1-6891,1
